id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.366003,-6.92711e-09,0.834372,-1.31424e-08,0.386471,4.68514e-14,0.840638,-1.24345e-14,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.111155,1.36652e-09,1.0248,7.94014e-10,-0.00351417,1.4877e-14,0.947842,1.40776e-13,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.268421,-9.24642e-09,0.710222,-5.26727e-09,0.390519,5.63993e-14,0.785759,-7.06102e-14,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.00295817,-2.96863e-09,0.521413,9.04503e-09,0.0541715,2.22045e-15,0.540819,-2.66454e-14,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.314115,4.92139e-09,0.956408,-1.33214e-08,0.178838,4.21885e-15,0.872663,-2.11831e-13,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.295041,1.27215e-08,0.995406,4.83693e-09,0.22059,2.16493e-14,0.946214,-4.88498e-15,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.135055,-2.77259e-11,0.690345,4.96248e-09,0.165498,-9.24816e-14,0.694286,9.4591e-14,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.314663,-5.79278e-09,0.694347,-7.79943e-09,0.451311,-1.95399e-14,0.785287,1.40332e-13,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-0.0489442,-3.25139e-09,0.796776,-9.92094e-09,-0.12305,1.37668e-14,0.750296,9.01501e-14,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-0.0374632,7.58273e-09,0.716224,9.84669e-09,0.0542534,-1.82077e-14,0.780709,-1.12355e-13,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.0683578,1.11424e-09,-0.0191995,-2.76207e-09,4.14672e-08,6.43929e-15,2.6704e-07,-1.79856e-14,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.0202001,1.77452e-09,-6.66273e-05,-8.84364e-09,-1.4619e-07,-2.19824e-14,-0.000111885,-1.31006e-14,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-0.0051978,2.62991e-09,-0.0303711,-3.62243e-10,-6.5368e-09,-4.66294e-15,8.83364e-07,-2.59792e-14,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-0.0366252,2.63481e-09,0.086546,-3.27838e-09,2.75551e-09,-1.15463e-14,2.49975e-07,-5.32907e-15,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.0323497,-3.89546e-09,0.42394,-9.19424e-09,-8.37947e-08,7.32747e-15,3.43828e-08,-1.04361e-14,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-0.0440735,-1.21487e-09,0.165094,7.54449e-10,-2.00119e-07,-5.77316e-15,-1.57895e-07,-1.13243e-14,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-0.0238267,-9.62359e-10,0.115487,-4.87386e-09,1.81942e-08,2.44249e-15,-5.01058e-07,-4.66294e-15,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-0.0522363,-4.56357e-09,-0.129561,9.85913e-10,1.01914e-08,-1.13243e-14,6.09737e-07,-5.55112e-15,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-0.03611,-2.34576e-09,-0.0403625,-4.3138e-09,-2.56116e-07,2.22045e-15,-2.9105e-07,-3.9968e-15,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.00760781,2.8618e-09,-0.0392872,-5.30887e-09,1.2436e-07,-1.26565e-14,5.1482e-07,3.93019e-14,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.0047003,6.00892e-09,0.230488,-3.08878e-09,-1.37062e-07,2.22045e-16,-3.52899e-07,2.24265e-14,69.0|274,411
