rep,id,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,266.84,0.148887,10.5453,163762,15.7757,False,69.0|162,84
1,8|84|cc|2|1|162,267.72,0.148887,10.5453,163762,15.7757,False,69.0|162,84
1,8|84|cc|3|1|162,269.135,0.148887,10.545,163762,15.7757,False,69.0|162,84
1,8|84|cc|4|1|162,273.019,0.148887,10.5451,163762,15.7757,False,69.0|162,84
1,8|84|cc|5|1|162,271.554,0.148887,10.5452,163762,15.7757,False,69.0|162,84
1,8|84|cc|6|1|162,262.966,0.148887,10.5451,163762,15.7757,False,69.0|162,84
1,8|84|cc|7|1|162,272.242,0.148887,10.5452,163762,15.7757,False,69.0|162,84
1,8|84|cc|8|1|162,270.614,0.148887,10.5451,163762,15.7757,False,69.0|162,84
1,8|84|sample|10|162,265.956,0.148846,62210.0,163762,15.7757,True,32.0|162,84
1,8|84|sample|11|162,268.651,0.137903,22413.2,163762,15.7757,True,22.0|162,84
1,8|84|sample|12|162,269.507,0.137903,22412.7,163762,15.7757,True,22.0|162,84
1,8|84|sample|3|162,264.239,0.0856619,38143.6,163762,15.7757,True,55.0|162,84
1,8|84|sample|4|162,269.051,0.0856619,38142.8,163762,15.7757,True,55.0|162,84
1,8|84|sample|5|162,268.806,0.0856619,38143.0,163762,15.7757,True,55.0|162,84
1,8|84|sample|6|162,270.649,0.0856619,38142.5,163762,15.7757,True,55.0|162,84
1,8|84|sample|7|162,271.203,0.148846,62209.9,163762,15.7757,True,32.0|162,84
1,8|84|sample|8|162,270.661,0.148846,62210.0,163762,15.7757,True,32.0|162,84
1,8|84|sample|9|162,268.74,0.148846,62210.3,163762,15.7757,True,32.0|162,84
1,8|84|vc|1|2|162,271.047,0.148887,10.5454,163762,15.7757,False,69.0|162,84
1,8|84|vc|2|2|162,266.25,0.148887,10.5452,163762,15.7757,False,69.0|162,84
1,8|84|vc|3|2|162,266.376,0.148887,10.5452,163762,15.7757,False,69.0|162,84
1,8|84|vc|4|2|162,269.195,0.148887,10.5453,163762,15.7757,False,69.0|162,84
1,8|84|vc|5|2|162,268.161,0.148887,10.5452,163762,15.7757,False,69.0|162,84
1,8|84|vc|6|2|162,267.27,0.148887,10.5449,163762,15.7757,False,69.0|162,84
1,8|84|vc|7|2|162,265.886,0.148887,10.5451,163762,15.7757,False,69.0|162,84
1,8|84|vc|8|2|162,267.511,0.148887,10.5453,163762,15.7757,False,69.0|162,84
1,8|719|cc|1|1|274,264.613,0.148835,5.03106,163762,15.7749,False,69.0|274,719
1,8|719|cc|2|1|274,267.451,0.148835,5.0312,163762,15.7749,False,69.0|274,719
1,8|719|cc|3|1|274,268.069,0.148835,5.03112,163762,15.7749,False,69.0|274,719
1,8|719|cc|4|1|274,267.5,0.148835,5.03115,163762,15.7749,False,69.0|274,719
1,8|719|cc|5|1|274,267.968,0.148835,5.03113,163762,15.7749,False,69.0|274,719
1,8|719|cc|6|1|274,265.17,0.148835,5.03115,163762,15.7749,False,69.0|274,719
1,8|719|cc|7|1|274,268.049,0.148835,5.03104,163762,15.7749,False,69.0|274,719
1,8|719|cc|8|1|274,269.058,0.148835,5.03106,163762,15.7749,False,69.0|274,719
1,8|719|sample|10|274,272.518,0.109922,122337.0,163762,15.7749,True,32.0|274,719
1,8|719|sample|11|274,271.54,0.148835,38010.9,163762,15.7749,True,22.0|274,719
1,8|719|sample|12|274,265.592,0.148835,38011.5,163762,15.7749,True,22.0|274,719
1,8|719|sample|3|274,267.218,0.0871305,18455.9,163762,15.7749,True,55.0|274,719
1,8|719|sample|4|274,270.538,0.0871305,18456.4,163762,15.7749,True,55.0|274,719
1,8|719|sample|5|274,269.222,0.0871305,18455.8,163762,15.7749,True,55.0|274,719
1,8|719|sample|6|274,273.899,0.0871305,18456.4,163762,15.7749,True,55.0|274,719
1,8|719|sample|7|274,273.011,0.109922,122340.0,163762,15.7749,True,32.0|274,719
1,8|719|sample|8|274,269.263,0.109922,122338.0,163762,15.7749,True,32.0|274,719
1,8|719|sample|9|274,265.454,0.109922,122339.0,163762,15.7749,True,32.0|274,719
1,8|719|vc|1|2|274,267.782,0.148835,5.03098,163762,15.7749,False,69.0|274,719
1,8|719|vc|2|2|274,269.95,0.148835,5.03106,163762,15.7749,False,69.0|274,719
1,8|719|vc|3|2|274,264.675,0.148835,5.03106,163762,15.7749,False,69.0|274,719
1,8|719|vc|4|2|274,268.72,0.148835,5.03113,163762,15.7749,False,69.0|274,719
1,8|719|vc|5|2|274,267.943,0.148835,5.03117,163762,15.7749,False,69.0|274,719
1,8|719|vc|6|2|274,268.544,0.148835,5.03112,163762,15.7749,False,69.0|274,719
1,8|719|vc|7|2|274,263.642,0.148835,5.03113,163762,15.7749,False,69.0|274,719
1,8|719|vc|8|2|274,271.91,0.148835,5.03098,163762,15.7749,False,69.0|274,719
1,8|488|cc|1|1|322,267.698,0.148863,1.72367,163762,15.775,False,69.0|322,488
1,8|488|cc|2|1|322,263.663,0.148863,1.72368,163762,15.775,False,69.0|322,488
1,8|488|cc|3|1|322,266.413,0.148863,1.72364,163762,15.775,False,69.0|322,488
1,8|488|cc|4|1|322,269.98,0.148863,1.72369,163762,15.775,False,69.0|322,488
1,8|488|cc|5|1|322,266.582,0.148863,1.72368,163762,15.775,False,69.0|322,488
1,8|488|cc|6|1|322,270.233,0.148863,1.72365,163762,15.775,False,69.0|322,488
1,8|488|cc|7|1|322,269.577,0.148863,1.72367,163762,15.775,False,69.0|322,488
1,8|488|cc|8|1|322,268.571,0.148863,1.72367,163762,15.775,False,69.0|322,488
1,8|488|sample|10|322,269.287,0.140656,174592.0,163762,15.775,True,32.0|322,488
1,8|488|sample|11|322,269.515,0.14884,64776.1,163762,15.775,True,22.0|322,488
1,8|488|sample|12|322,269.951,0.14884,64774.8,163762,15.775,True,22.0|322,488
1,8|488|sample|3|322,273.775,0.0676293,4289.71,163762,15.775,True,55.0|322,488
1,8|488|sample|4|322,269.701,0.0676293,4289.56,163762,15.775,True,55.0|322,488
1,8|488|sample|5|322,267.582,0.0676293,4289.57,163762,15.775,True,55.0|322,488
1,8|488|sample|6|322,269.548,0.0676293,4289.58,163762,15.775,True,55.0|322,488
1,8|488|sample|7|322,272.718,0.140656,174591.0,163762,15.775,True,32.0|322,488
