rep,id,eta_f,eta_h,eta_s,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.46538,-5.50377e-08,-4.14802e-08,-4.45526e-08,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-0.15339,-5.91428e-08,-2.49952e-08,-2.50477e-08,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.438587,5.22793e-09,1.85012e-08,-2.62596e-08,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.63733,-1.79991e-08,-4.17786e-08,-2.58991e-08,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0.178937,-1.54092e-08,-1.8833e-08,3.1833e-08,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0.0951019,4.31703e-08,-4.19424e-08,-1.1594e-08,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.498949,-4.78637e-08,-7.71712e-08,2.40281e-08,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.520115,4.0921e-08,-7.17537e-08,-2.50323e-08,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0.0151336,4.3912e-08,6.3542e-08,2.72719e-09,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0.170892,-3.23905e-08,2.04523e-08,-2.20081e-08,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,-0.499469,2.13911e-08,7.71291e-08,1.30609e-08,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1.12516,-5.28331e-09,-6.64347e-09,1.56379e-08,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0.385946,-3.00496e-08,7.18515e-08,-6.36405e-08,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0.700383,6.99925e-08,-1.4567e-08,2.98318e-08,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0.164796,4.98555e-08,6.51538e-08,3.74014e-08,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0.147631,6.55058e-08,2.73636e-08,-2.96457e-08,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0.546813,3.72077e-08,-8.00585e-08,1.08007e-08,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,-1.22667,-7.72483e-08,1.86954e-09,-2.56445e-08,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,-0.257709,-1.45883e-08,-4.74635e-09,1.89692e-08,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,-1.07136,1.31315e-08,-2.90823e-08,3.55109e-08,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,-0.0601323,8.33888e-08,-4.25203e-08,-2.20627e-08,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0.333889,-2.99514e-08,3.36601e-08,3.18505e-09,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,-0.907848,2.50598e-08,3.06526e-08,-1.10181e-09,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0.268927,3.23178e-09,9.13188e-09,-1.51735e-08,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0.966345,3.44258e-08,-3.13824e-08,4.00946e-08,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,-0.967543,1.76259e-08,7.65196e-08,1.0624e-08,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,-1.06035,-4.81721e-08,-4.5849e-09,-1.65393e-08,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,-0.856474,-5.95165e-08,-2.31271e-08,1.81961e-08,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,-0.876542,-1.22785e-09,6.50598e-08,-3.78406e-08,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,-1.03506,1.11288e-08,3.86607e-08,2.2328e-08,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,-1.23547,3.21446e-08,4.69589e-08,-2.01384e-08,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,-1.10111,5.22268e-09,-5.94692e-09,2.03869e-08,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,-1.13826,-4.45597e-08,-8.10058e-08,-2.82546e-08,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,-0.928562,-7.29127e-09,5.97332e-08,2.56817e-08,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,-1.08532,5.44629e-08,-2.83648e-08,7.84873e-09,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,-1.01018,3.2585e-08,-7.2547e-08,3.24825e-08,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,-0.595603,1.09354e-08,2.21492e-08,8.81522e-09,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,-0.96297,-4.2976e-09,3.19549e-08,5.26624e-08,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,-0.297216,-4.31599e-08,2.27744e-08,-3.25679e-08,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,0.73479,1.70098e-08,-1.32311e-08,3.22523e-08,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,0.515609,-2.32001e-08,-3.21502e-08,-8.69135e-09,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,0.424076,-6.46283e-09,-2.0767e-08,5.0715e-09,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,-0.385348,2.11079e-08,-4.46492e-08,-1.98722e-08,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,-0.295705,3.99587e-10,3.54316e-08,-9.33774e-10,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,0.131732,-2.05971e-08,-3.03376e-08,-3.74195e-08,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,0.314867,-2.55414e-08,-2.46326e-08,-1.25433e-08,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,0.147938,-8.1398e-09,2.85662e-08,8.5296e-09,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,-0.681389,-4.07146e-08,6.10256e-08,3.42593e-08,69.0|322,152
