rep,id,U,L,m,e,s,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,1,0.00985402,1.18132,0.157616,13.1529,0.264176,0.353536,False,69.0|162,84
1,8|84|cc|2|1|162,1,0.00985402,0.859822,0.157616,13.1529,0.264176,0.353536,False,69.0|162,84
1,8|84|cc|3|1|162,1,0.00985402,0.367199,0.157616,13.1529,0.264176,0.353536,False,69.0|162,84
1,8|84|cc|4|1|162,1,0.00985402,0.112982,0.157616,13.1529,0.264176,0.353536,False,69.0|162,84
1,8|84|cc|5|1|162,1,0.00985402,0.673543,0.157616,13.1529,0.264176,0.353536,False,69.0|162,84
1,8|84|cc|6|1|162,1,0.00985402,0.62743,0.157616,13.1529,0.264176,0.353536,False,69.0|162,84
1,8|84|cc|7|1|162,1,0.00985402,0.811101,0.157616,13.1529,0.264176,0.353536,False,69.0|162,84
1,8|84|cc|8|1|162,1,0.00985402,1.11283,0.157616,13.1529,0.264176,0.353536,False,69.0|162,84
1,8|84|sample|10|162,1,0.009854,0.903212,0.157617,9.12185,0.264176,0.353536,True,32.0|162,84
1,8|84|sample|11|162,1,0.009854,1.09408,0.157635,9.95376,0.264176,0.353536,True,22.0|162,84
1,8|84|sample|12|162,1,0.009854,0.804933,0.157635,9.95376,0.264176,0.353536,True,22.0|162,84
1,8|84|sample|3|162,1,0.009854,1.59882,0.157617,14.294,0.264176,0.353536,True,55.0|162,84
1,8|84|sample|4|162,1,0.009854,1.58384,0.157617,14.294,0.264176,0.353536,True,55.0|162,84
1,8|84|sample|5|162,1,0.009854,1.63839,0.157617,14.294,0.264176,0.353536,True,55.0|162,84
1,8|84|sample|6|162,1,0.009854,1.68723,0.157617,14.294,0.264176,0.353536,True,55.0|162,84
1,8|84|sample|7|162,1,0.009854,0.937959,0.157617,9.12185,0.264176,0.353536,True,32.0|162,84
1,8|84|sample|8|162,1,0.009854,0.891326,0.157617,9.12185,0.264176,0.353536,True,32.0|162,84
1,8|84|sample|9|162,1,0.009854,0.917519,0.157617,9.12185,0.264176,0.353536,True,32.0|162,84
1,8|84|vc|1|2|162,1,0.00985402,0.27555,0.157616,13.1529,0.264176,0.353536,False,69.0|162,84
1,8|84|vc|2|2|162,1,0.00985402,0.218182,0.157616,13.1529,0.264176,0.353536,False,69.0|162,84
1,8|84|vc|3|2|162,1,0.00985402,0.700471,0.157616,13.1529,0.264176,0.353536,False,69.0|162,84
1,8|84|vc|4|2|162,1,0.00985402,0.210199,0.157616,13.1529,0.264176,0.353536,False,69.0|162,84
1,8|84|vc|5|2|162,1,0.00985402,1.10728,0.157616,13.1529,0.264176,0.353536,False,69.0|162,84
1,8|84|vc|6|2|162,1,0.00985402,0.533385,0.157616,13.1529,0.264176,0.353536,False,69.0|162,84
1,8|84|vc|7|2|162,1,0.00985402,0.581628,0.157616,13.1529,0.264176,0.353536,False,69.0|162,84
1,8|84|vc|8|2|162,1,0.00985402,0.932855,0.157616,13.1529,0.264176,0.353536,False,69.0|162,84
1,8|719|cc|1|1|274,1,0.00985402,1.25569,0.157616,11.4088,0.264175,0.679715,False,69.0|274,719
1,8|719|cc|2|1|274,1,0.00985402,0.321692,0.157616,11.4088,0.264175,0.679715,False,69.0|274,719
1,8|719|cc|3|1|274,1,0.00985402,0.526524,0.157616,11.4088,0.264175,0.679715,False,69.0|274,719
1,8|719|cc|4|1|274,1,0.00985402,0.558612,0.157616,11.4088,0.264175,0.679715,False,69.0|274,719
1,8|719|cc|5|1|274,1,0.00985402,0.729218,0.157616,11.4088,0.264175,0.679715,False,69.0|274,719
1,8|719|cc|6|1|274,1,0.00985402,0.555549,0.157616,11.4088,0.264175,0.679715,False,69.0|274,719
1,8|719|cc|7|1|274,1,0.00985402,0.522766,0.157616,11.4088,0.264175,0.679715,False,69.0|274,719
1,8|719|cc|8|1|274,1,0.00985402,0.879075,0.157616,11.4088,0.264175,0.679715,False,69.0|274,719
1,8|719|sample|10|274,1,0.009854,0.761189,0.157619,13.4783,0.264175,0.679715,True,32.0|274,719
1,8|719|sample|11|274,1,0.009854,0.564671,0.157616,9.70277,0.264175,0.679715,True,22.0|274,719
1,8|719|sample|12|274,1,0.009854,0.619121,0.157616,9.70277,0.264175,0.679715,True,22.0|274,719
1,8|719|sample|3|274,1,0.009854,1.59077,0.157617,12.6609,0.264175,0.679715,True,55.0|274,719
1,8|719|sample|4|274,1,0.009854,1.49989,0.157617,12.6609,0.264175,0.679715,True,55.0|274,719
1,8|719|sample|5|274,1,0.009854,1.61328,0.157617,12.6609,0.264175,0.679715,True,55.0|274,719
1,8|719|sample|6|274,1,0.009854,1.79031,0.157617,12.6609,0.264175,0.679715,True,55.0|274,719
1,8|719|sample|7|274,1,0.009854,0.709311,0.157619,13.4783,0.264175,0.679715,True,32.0|274,719
1,8|719|sample|8|274,1,0.009854,0.685137,0.157619,13.4783,0.264175,0.679715,True,32.0|274,719
1,8|719|sample|9|274,1,0.009854,0.685333,0.157619,13.4783,0.264175,0.679715,True,32.0|274,719
1,8|719|vc|1|2|274,1,0.00985402,0.255299,0.157616,11.4088,0.264175,0.679715,False,69.0|274,719
1,8|719|vc|2|2|274,1,0.00985402,0.357994,0.157616,11.4088,0.264175,0.679715,False,69.0|274,719
1,8|719|vc|3|2|274,1,0.00985402,0.0420525,0.157616,11.4088,0.264175,0.679715,False,69.0|274,719
1,8|719|vc|4|2|274,1,0.00985402,0.543456,0.157616,11.4088,0.264175,0.679715,False,69.0|274,719
1,8|719|vc|5|2|274,1,0.00985402,0.562705,0.157616,11.4088,0.264175,0.679715,False,69.0|274,719
1,8|719|vc|6|2|274,1,0.00985402,1.27729,0.157616,11.4088,0.264175,0.679715,False,69.0|274,719
1,8|719|vc|7|2|274,1,0.00985402,0.417188,0.157616,11.4088,0.264175,0.679715,False,69.0|274,719
1,8|719|vc|8|2|274,1,0.00985402,0.1111,0.157616,11.4088,0.264175,0.679715,False,69.0|274,719
1,8|488|cc|1|1|322,1,0.00985402,0.689482,0.157623,10.4991,0.264171,0.679677,False,69.0|322,488
1,8|488|cc|2|1|322,1,0.00985402,0.283462,0.157623,10.4991,0.264171,0.679677,False,69.0|322,488
1,8|488|cc|3|1|322,1,0.00985402,0.664658,0.157623,10.4991,0.264171,0.679677,False,69.0|322,488
1,8|488|cc|4|1|322,1,0.00985402,0.915255,0.157623,10.4991,0.264171,0.679677,False,69.0|322,488
1,8|488|cc|5|1|322,1,0.00985402,0.729452,0.157623,10.4991,0.264171,0.679677,False,69.0|322,488
1,8|488|cc|6|1|322,1,0.00985402,1.0348,0.157623,10.4991,0.264171,0.679677,False,69.0|322,488
1,8|488|cc|7|1|322,1,0.00985402,0.327098,0.157623,10.4991,0.264171,0.679677,False,69.0|322,488
1,8|488|cc|8|1|322,1,0.00985402,0.565748,0.157623,10.4991,0.264171,0.679677,False,69.0|322,488
1,8|488|sample|10|322,1,0.009854,0.57675,0.157615,10.6594,0.264171,0.679677,True,32.0|322,488
1,8|488|sample|11|322,1,0.009854,0.62844,0.157618,8.87236,0.264171,0.679677,True,22.0|322,488
1,8|488|sample|12|322,1,0.009854,0.614539,0.157618,8.87236,0.264171,0.679677,True,22.0|322,488
1,8|488|sample|3|322,1,0.009854,1.11369,0.157613,1.46726,0.264171,0.679677,True,55.0|322,488
1,8|488|sample|4|322,1,0.009854,0.705819,0.157613,1.46726,0.264171,0.679677,True,55.0|322,488
1,8|488|sample|5|322,1,0.009854,0.966033,0.157613,1.46726,0.264171,0.679677,True,55.0|322,488
1,8|488|sample|6|322,1,0.009854,0.657061,0.157613,1.46726,0.264171,0.679677,True,55.0|322,488
1,8|488|sample|7|322,1,0.009854,0.61672,0.157615,10.6594,0.264171,0.679677,True,32.0|322,488
1,8|488|sample|8|322,1,0.009854,0.656604,0.157615,10.6594,0.264171,0.679677,True,32.0|322,488
1,8|488|sample|9|322,1,0.009854,0.575339,0.157615,10.6594,0.264171,0.679677,True,32.0|322,488
1,8|488|vc|1|2|322,1,0.00985402,0.363931,0.157623,10.4991,0.264171,0.679677,False,69.0|322,488
1,8|488|vc|2|2|322,1,0.00985402,0.964519,0.157623,10.4991,0.264171,0.679677,False,69.0|322,488
1,8|488|vc|3|2|322,1,0.00985402,0.547919,0.157623,10.4991,0.264171,0.679677,False,69.0|322,488
1,8|488|vc|4|2|322,1,0.00985402,0.317392,0.157623,10.4991,0.264171,0.679677,False,69.0|322,488
1,8|488|vc|5|2|322,1,0.00985402,0.146236,0.157623,10.4991,0.264171,0.679677,False,69.0|322,488
1,8|488|vc|6|2|322,1,0.00985402,0.370722,0.157623,10.4991,0.264171,0.679677,False,69.0|322,488
1,8|488|vc|7|2|322,1,0.00985402,0.694107,0.157623,10.4991,0.264171,0.679677,False,69.0|322,488
1,8|488|vc|8|2|322,1,0.00985402,1.0076,0.157623,10.4991,0.264171,0.679677,False,69.0|322,488
1,8|847|cc|1|1|69,1,0.00985402,0.534873,0.157623,12.3278,0.264176,0.679714,False,69.0|69,847
1,8|847|cc|2|1|69,1,0.00985402,0.0372611,0.157623,12.3278,0.264176,0.679714,False,69.0|69,847
1,8|847|cc|3|1|69,1,0.00985402,0.370643,0.157623,12.3278,0.264176,0.679714,False,69.0|69,847
1,8|847|cc|4|1|69,1,0.00985402,0.728879,0.157623,12.3278,0.264176,0.679714,False,69.0|69,847
1,8|847|cc|5|1|69,1,0.00985402,0.905848,0.157623,12.3278,0.264176,0.679714,False,69.0|69,847
1,8|847|cc|6|1|69,1,0.00985402,0.0835601,0.157623,12.3278,0.264176,0.679714,False,69.0|69,847
1,8|847|cc|7|1|69,1,0.00985402,0.463747,0.157623,12.3278,0.264176,0.679714,False,69.0|69,847
1,8|847|cc|8|1|69,1,0.00985402,0.789579,0.157623,12.3278,0.264176,0.679714,False,69.0|69,847
1,8|847|sample|10|69,1,0.009854,0.48693,0.157617,10.4524,0.264176,0.679714,True,32.0|69,847
1,8|847|sample|11|69,1,0.009854,0.652024,0.157619,10.1887,0.264176,0.679714,True,22.0|69,847
1,8|847|sample|12|69,1,0.009854,0.791439,0.157619,10.1887,0.264176,0.679714,True,22.0|69,847
1,8|847|sample|3|69,1,0.009854,0.721635,0.157614,8.43971,0.264176,0.679714,True,55.0|69,847
1,8|847|sample|4|69,1,0.009854,0.695095,0.157614,8.43971,0.264176,0.679714,True,55.0|69,847
1,8|847|sample|5|69,1,0.009854,0.719212,0.157614,8.43971,0.264176,0.679714,True,55.0|69,847
1,8|847|sample|6|69,1,0.009854,0.693196,0.157614,8.43971,0.264176,0.679714,True,55.0|69,847
1,8|847|sample|7|69,1,0.009854,0.54105,0.157617,10.4524,0.264176,0.679714,True,32.0|69,847
1,8|847|sample|8|69,1,0.009854,0.547674,0.157617,10.4524,0.264176,0.679714,True,32.0|69,847
1,8|847|sample|9|69,1,0.009854,0.552047,0.157617,10.4524,0.264176,0.679714,True,32.0|69,847
1,8|847|vc|1|2|69,1,0.00985402,0.398727,0.157623,12.3278,0.264176,0.679714,False,69.0|69,847
1,8|847|vc|2|2|69,1,0.00985402,0.880318,0.157623,12.3278,0.264176,0.679714,False,69.0|69,847
1,8|847|vc|3|2|69,1,0.00985402,0.102995,0.157623,12.3278,0.264176,0.679714,False,69.0|69,847
1,8|847|vc|4|2|69,1,0.00985402,0.602499,0.157623,12.3278,0.264176,0.679714,False,69.0|69,847
1,8|847|vc|5|2|69,1,0.00985402,0.944975,0.157623,12.3278,0.264176,0.679714,False,69.0|69,847
1,8|847|vc|6|2|69,1,0.00985402,0.684412,0.157623,12.3278,0.264176,0.679714,False,69.0|69,847
1,8|847|vc|7|2|69,1,0.00985402,1.07927,0.157623,12.3278,0.264176,0.679714,False,69.0|69,847
1,8|847|vc|8|2|69,1,0.00985402,0.534339,0.157623,12.3278,0.264176,0.679714,False,69.0|69,847
1,8|474|cc|1|1|276,1,0.00985402,0.413789,0.157718,11.8999,0.264174,1.94681,False,69.0|276,474
1,8|474|cc|2|1|276,1,0.00985402,1.24681,0.157718,11.8999,0.264174,1.94681,False,69.0|276,474
1,8|474|cc|3|1|276,1,0.00985402,0.846052,0.157718,11.8999,0.264174,1.94681,False,69.0|276,474
1,8|474|cc|4|1|276,1,0.00985402,1.02136,0.157718,11.8999,0.264174,1.94681,False,69.0|276,474
1,8|474|cc|5|1|276,1,0.00985402,0.374807,0.157718,11.8999,0.264174,1.94681,False,69.0|276,474
1,8|474|cc|6|1|276,1,0.00985402,0.735226,0.157718,11.8999,0.264174,1.94681,False,69.0|276,474
1,8|474|cc|7|1|276,1,0.00985402,0.223665,0.157718,11.8999,0.264174,1.94681,False,69.0|276,474
1,8|474|cc|8|1|276,1,0.00985402,0.790018,0.157718,11.8999,0.264174,1.94681,False,69.0|276,474
1,8|474|sample|10|276,1,0.009854,0.5051,0.157618,13.194,0.264174,1.94681,True,32.0|276,474
1,8|474|sample|11|276,1,0.009854,0.673095,0.157615,14.308,0.264174,1.94681,True,22.0|276,474
1,8|474|sample|12|276,1,0.009854,0.703605,0.157615,14.308,0.264174,1.94681,True,22.0|276,474
1,8|474|sample|3|276,1,0.009854,1.16307,0.157616,10.299,0.264174,1.94681,True,55.0|276,474
1,8|474|sample|4|276,1,0.009854,1.03859,0.157616,10.299,0.264174,1.94681,True,55.0|276,474
1,8|474|sample|5|276,1,0.009854,0.910207,0.157616,10.299,0.264174,1.94681,True,55.0|276,474
1,8|474|sample|6|276,1,0.009854,1.08248,0.157616,10.299,0.264174,1.94681,True,55.0|276,474
1,8|474|sample|7|276,1,0.009854,0.477467,0.157618,13.194,0.264174,1.94681,True,32.0|276,474
1,8|474|sample|8|276,1,0.009854,0.46262,0.157618,13.194,0.264174,1.94681,True,32.0|276,474
1,8|474|sample|9|276,1,0.009854,0.459984,0.157618,13.194,0.264174,1.94681,True,32.0|276,474
1,8|474|vc|1|2|276,1,0.00985402,1.16065,0.157718,11.8999,0.264174,1.94681,False,69.0|276,474
1,8|474|vc|2|2|276,1,0.00985402,0.349977,0.157718,11.8999,0.264174,1.94681,False,69.0|276,474
1,8|474|vc|3|2|276,1,0.00985402,0.447389,0.157718,11.8999,0.264174,1.94681,False,69.0|276,474
1,8|474|vc|4|2|276,1,0.00985402,0.867506,0.157718,11.8999,0.264174,1.94681,False,69.0|276,474
1,8|474|vc|5|2|276,1,0.00985402,0.147796,0.157718,11.8999,0.264174,1.94681,False,69.0|276,474
1,8|474|vc|6|2|276,1,0.00985402,0.675116,0.157718,11.8999,0.264174,1.94681,False,69.0|276,474
1,8|474|vc|7|2|276,1,0.00985402,0.213803,0.157718,11.8999,0.264174,1.94681,False,69.0|276,474
1,8|474|vc|8|2|276,1,0.00985402,0.422133,0.157718,11.8999,0.264174,1.94681,False,69.0|276,474
1,8|462|cc|1|1|292,1,0.00985402,0.560049,0.157616,13.9902,0.534008,0.679682,False,69.0|292,462
1,8|462|cc|2|1|292,1,0.00985402,-0.482403,0.157616,13.9902,0.534008,0.679682,False,69.0|292,462
1,8|462|cc|3|1|292,1,0.00985402,0.203434,0.157616,13.9902,0.534008,0.679682,False,69.0|292,462
1,8|462|cc|4|1|292,1,0.00985402,1.22077,0.157616,13.9902,0.534008,0.679682,False,69.0|292,462
1,8|462|cc|5|1|292,1,0.00985402,0.32659,0.157616,13.9902,0.534008,0.679682,False,69.0|292,462
1,8|462|cc|6|1|292,1,0.00985402,0.884989,0.157616,13.9902,0.534008,0.679682,False,69.0|292,462
1,8|462|cc|7|1|292,1,0.00985402,-0.45232,0.157616,13.9902,0.534008,0.679682,False,69.0|292,462
1,8|462|cc|8|1|292,1,0.00985402,1.02756,0.157616,13.9902,0.534008,0.679682,False,69.0|292,462
1,8|462|sample|10|292,1,0.009854,0.527372,0.15762,16.2183,0.534008,0.679682,True,32.0|292,462
1,8|462|sample|11|292,1,0.009854,0.882439,0.157623,13.6896,0.534008,0.679682,True,22.0|292,462
1,8|462|sample|12|292,1,0.009854,0.907573,0.157623,13.6896,0.534008,0.679682,True,22.0|292,462
1,8|462|sample|3|292,1,0.009854,0.429886,0.157618,1.97925,0.534008,0.679682,True,55.0|292,462
1,8|462|sample|4|292,1,0.009854,0.428329,0.157618,1.97925,0.534008,0.679682,True,55.0|292,462
1,8|462|sample|5|292,1,0.009854,0.391769,0.157618,1.97925,0.534008,0.679682,True,55.0|292,462
1,8|462|sample|6|292,1,0.009854,0.340545,0.157618,1.97925,0.534008,0.679682,True,55.0|292,462
1,8|462|sample|7|292,1,0.009854,0.510434,0.15762,16.2183,0.534008,0.679682,True,32.0|292,462
1,8|462|sample|8|292,1,0.009854,0.539457,0.15762,16.2183,0.534008,0.679682,True,32.0|292,462
1,8|462|sample|9|292,1,0.009854,0.521956,0.15762,16.2183,0.534008,0.679682,True,32.0|292,462
1,8|462|vc|1|2|292,1,0.00985402,0.558474,0.157616,13.9902,0.534008,0.679682,False,69.0|292,462
