id,importanceSampling
411|4,141.672847
411|3,143.643239
411|5,165.959490
411|6,169.145796
411|8,141.337149
411|7,141.566657
411|9,164.741319
411|10,167.115284
411|12,140.671688
411|11,140.691533
411|1,82.978727
411|2,147.320639
152|8,152.751464
152|7,155.237358
152|6,171.032080
152|5,167.035703
152|12,159.725905
152|11,158.074107
152|10,165.503336
152|9,164.040740
152|3,159.698337
152|4,157.432266
152|1,77.840505
152|2,151.034387
1056|8,148.876500
1056|7,149.077312
1056|6,156.760718
1056|5,156.148282
1056|12,157.575692
1056|11,156.154856
1056|10,158.881813
1056|9,158.411949
1056|4,149.592087
1056|3,148.562104
1056|1,77.099906
1056|2,163.802331
462|6,194.532566
462|5,194.517867
462|4,196.717946
462|3,195.797775
462|9,219.320707
462|10,219.402601
462|7,215.839417
462|8,215.207513
462|11,206.430728
462|12,202.678386
462|1,90.958767
462|2,162.348254
1159|8,154.032846
1159|7,155.206972
1159|5,162.560919
1159|6,162.394338
1159|11,166.625112
1159|12,167.372067
1159|9,171.197153
1159|10,172.398471
1159|4,159.950857
1159|3,157.387977
1159|1,81.590310
1159|2,158.853521
1197|7,137.413288
1197|8,137.219934
1197|6,144.080813
1197|5,145.013569
1197|12,135.628638
1197|10,144.450497
1197|9,144.427726
1197|3,137.764702
1197|4,137.684359
1197|11,137.388463
1197|1,81.395602
1197|2,159.314410
