id,eta_L_gap_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_gap_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-0.619295,4.6045e-09,-0.554026,0,0,-0.12338,1.31006e-14,-0.545029,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-1.42973,-5.03782e-09,-1.12039,0,0,-0.0826872,1.95399e-14,-1.12014,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-1.25355,-1.03451e-08,-0.44681,0,0,-0.0137158,1.59872e-14,-0.44736,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.259768,-5.96821e-09,-0.356176,0,0,0.0116023,-9.32587e-15,-0.380821,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-1.32901,-8.88245e-09,-0.797343,0,0,-0.183806,2.70894e-14,-0.805137,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-0.568653,1.13983e-08,-0.840139,0,0,-0.136072,1.95399e-14,-0.87583,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.0821066,-3.11558e-09,-0.565192,0,0,0.000914381,1.55431e-15,-0.5408,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-0.0669287,-5.52101e-09,-0.375467,0,0,-0.0116282,-3.10862e-15,-0.395751,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-1.51251,3.86531e-09,-1.01038,0,0,-0.186426,-3.9968e-15,-0.984823,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-1.79174,-6.01069e-09,-0.814215,0,0,-0.144176,-9.10383e-15,-0.79985,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-0.0378554,4.27824e-09,0.0637887,0,0,-7.27128e-07,8.65974e-15,-4.13819e-07,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.172882,1.76431e-09,-0.228967,0,0,-2.18384e-07,3.9968e-15,-2.63728e-07,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.328632,6.41132e-09,0.0113971,0,0,1.94481e-07,-4.44089e-16,-1.46144e-07,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.186602,-6.4549e-09,0.0273713,0,0,-4.93455e-07,-5.32907e-15,1.92389e-07,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.257553,-5.29113e-09,0.185425,0,0,-3.06838e-07,-2.22045e-15,-2.98695e-07,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.285406,2.87135e-12,0.0889021,0,0,-6.64681e-08,7.54952e-15,-4.14806e-07,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.153659,3.0735e-09,-0.231965,0,0,2.92977e-07,1.15463e-14,9.49682e-08,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-0.30571,-4.46977e-10,0.124566,0,0,1.36392e-07,8.43769e-15,-2.08381e-07,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-0.655998,1.5214e-09,0.519676,0,0,-2.82622e-07,1.77636e-15,-3.30812e-07,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,-0.154623,2.22921e-09,-0.0210013,0,0,-1.63363e-07,-8.43769e-15,6.15959e-08,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.333057,1.8129e-09,-0.0256657,0,0,1.03272e-07,-1.9984e-15,2.76886e-07,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.0107006,-3.02447e-09,0.0632542,0,0,-4.982e-07,-1.55431e-15,1.36689e-07,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.119042,5.73589e-09,0.00138793,0,0,-1.05942e-06,1.15463e-14,1.6271e-07,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0.277733,5.74425e-09,-0.0979348,0,0,4.32475e-07,-4.21885e-15,4.80284e-08,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0.748991,-5.99958e-09,-0.2859,0,0,7.47019e-08,4.44089e-15,1.60646e-08,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.145921,-7.70775e-10,-0.162163,0,0,-1.86927e-07,3.77476e-15,-2.37505e-07,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0.721353,-3.00546e-09,3.32683,0,0,0.00494324,-1.9984e-14,3.40003,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,6.66751,1.495e-08,2.74985,0,0,0.00498303,-7.99361e-15,3.42685,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,8.4374,-8.32817e-09,1.94714,0,0,8.50655,1.64313e-14,1.91129,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,8.67623,-1.55583e-08,1.80173,0,0,8.48788,1.15463e-13,1.93906,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,0.0429483,-1.3447e-08,-2.82763,0,0,4.07513,2.4869e-14,-2.82307,0,0,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,0.257319,2.92174e-09,-2.70044,0,0,-0.0039628,-1.66533e-14,-2.64447,0,0,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,8.60158,-6.78202e-09,2.47825,0,0,9.00913,-1.00364e-13,2.46288,0,0,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,2.09879,-3.192e-09,3.25161,0,0,0.00456941,-1.64313e-14,3.4314,0,0,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,-1.31938,7.89865e-09,-4.04653,0,0,-0.470724,3.10862e-14,-4.04624,0,0,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,-1.99035,-1.2799e-09,-4.00362,0,0,-0.383772,3.86358e-14,-4.02941,0,0,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,-0.346941,8.75924e-10,0.236507,0,0,1.7376e-07,1.55431e-15,3.92374e-07,0,0,False,69.0|71,783
14|783|14|783|cc|2|1|71|1|71|69.0,0.0860476,2.38046e-11,-0.0664734,0,0,3.35014e-07,7.10543e-15,2.87074e-07,0,0,False,69.0|71,783
