rep,id,U,L,L_gap,h,f,alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,52967,344.375,0.965607,0.159,0.0190959,-1.25821,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,52967,344.375,1.37228,0.159,0.000366434,-1.25821,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,52967,344.375,0.883689,0.158999,0.158662,-1.25821,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,52967,344.375,0.465174,0.158998,272.203,-1.25821,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,52967,344.375,0.495163,0.158998,0.00174015,-1.25821,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,52967,344.375,1.35426,0.158998,0.00849754,-1.25821,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,52967,344.375,0.679504,0.158999,3.46734,-1.25821,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,52967,344.375,0.922744,0.158999,0.00939737,-1.25821,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,52967,344.375,2.91266,0.158999,0.0107386,-1.25821,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,52967,344.375,0.427484,0.158999,0.00316676,-1.25821,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,52967,344.375,1.03483,0.159001,0.00196483,-1.25821,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,52967,344.375,1.03167,0.159,25.8149,-1.25821,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,52967,344.375,1.03157,0.158999,28.5161,-1.25821,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,52967,344.375,0.724849,0.159,5.44065,-1.25821,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,52967,344.375,4.53383,0.158999,0.00344873,-1.25821,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,52967,344.375,0.784654,0.159,3.17487e-07,-1.25821,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,52967,344.375,1.33012,0.158999,4.78065e-06,-1.25821,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,52967,344.375,1.37618,0.158999,0.213843,-1.25821,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,52967,344.375,1.04764,0.158999,1741.11,-1.25821,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,52967,344.375,0.415793,0.159,2090.54,-1.25821,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,52967,344.375,0.363908,0.158999,6.13012e-05,-1.25821,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,52967,344.375,1.85353,0.159,0.0313886,-1.25821,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,52967,344.375,0.672058,0.159,0.669586,-1.25821,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,52967,344.375,0.591755,0.158999,0.157379,-1.25821,False,69.0|274,411
