id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,52967,344.108,1.25869,0.158999,146.217,-1.2645,52967,344.375,0.97361,0.158999,0.00219634,-1.25821,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,52967,344.108,1.29294,0.158999,0.235536,-1.2645,52967,344.375,0.973522,0.158999,0.000715019,-1.25821,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,52967,344.108,1.26269,0.158999,773.286,-1.2645,52967,344.375,0.97383,0.158999,0.054421,-1.25821,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,52967,344.108,1.3788,0.158999,15900.6,-1.2645,52967,344.375,0.973883,0.158999,0.143875,-1.25821,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,52967,344.108,1.44059,0.158999,0.0238143,-1.2645,52967,344.375,0.97358,0.158999,0.00107305,-1.25821,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,52967,344.108,1.3119,0.158999,0.160483,-1.2645,52967,344.375,0.973586,0.158999,0.00115373,-1.25821,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,52967,344.108,1.28892,0.158999,3293.7,-1.2645,52967,344.375,0.973835,0.158999,0.0929835,-1.25821,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,52967,344.108,1.21884,0.158999,2496.78,-1.2645,52967,344.375,0.973833,0.158999,0.0712402,-1.25821,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,52967,344.108,1.37227,0.158999,0.00136443,-1.2645,52967,344.375,0.973308,0.158999,9.76705e-05,-1.25821,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,52967,344.108,1.27815,0.158999,0.0235627,-1.2645,52967,344.375,0.973528,0.158999,0.000795863,-1.25821,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,52967,344.108,1.2425,0.158999,9.87114e+06,-1.2645,52967,344.375,0.980725,0.158999,1,-1.25821,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,52967,344.108,1.23766,0.158999,2.13555e+06,-1.2645,52967,344.375,0.980758,0.158999,0.999902,-1.25821,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,52967,344.108,1.34349,0.158999,1.76469e+08,-1.2645,52967,344.375,0.980725,0.158999,1,-1.25821,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,52967,344.108,1.25663,0.158999,8.17486e+07,-1.2645,52967,344.375,0.980748,0.158999,0.999883,-1.25821,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,52967,344.108,1.26252,0.158999,5.22595e+07,-1.2645,52967,344.375,0.980725,0.158999,1,-1.25821,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,52967,344.108,1.29551,0.158999,726191,-1.2645,52967,344.375,0.976549,0.158999,0.979376,-1.25821,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,52967,344.108,1.29689,0.158999,7.65942e+07,-1.2645,52967,344.375,0.980725,0.158999,1,-1.25821,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,52967,344.108,1.29383,0.158999,5.99589e+10,-1.2645,52967,344.375,0.978495,0.158999,0.989198,-1.25821,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,52967,344.108,1.19112,0.158999,3.96636e+08,-1.2645,52967,344.375,0.980725,0.158999,1,-1.25821,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,52967,344.108,1.33606,0.158999,4.75392e+06,-1.2645,52967,344.375,0.980725,0.158999,1,-1.25821,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,52967,344.108,1.32392,0.158999,4.63899e+07,-1.2645,52967,344.375,0.980681,0.158999,0.999964,-1.25821,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,52967,344.108,1.24227,0.158999,513366,-1.2645,52967,344.375,0.98075,0.158999,0.999915,-1.25821,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,52967,344.108,1.27311,0.158999,229829,-1.2645,52967,344.375,0.980716,0.158999,0.999762,-1.25821,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,52967,344.108,1.32283,0.158999,966033,-1.2645,52967,344.375,0.980725,0.158999,1,-1.25821,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,52967,344.108,1.33917,0.158999,755824,-1.2645,52967,344.375,0.980725,0.158999,1,-1.25821,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,52967,344.108,1.35163,0.158999,1.58917e+08,-1.2645,52967,344.375,0.980707,0.158999,0.99986,-1.25821,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,52967,565.171,1.19094,0.158999,0.00416334,1.56031,52967,562.833,0.981522,0.158999,0.000135946,1.55572,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,52967,565.171,1.32049,0.158999,0.018494,1.56031,52967,562.833,0.98153,0.158999,0.000260237,1.55572,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,52967,565.171,1.261,0.158999,0.00383235,1.56031,52967,562.833,0.993073,0.158999,0.000247373,1.55572,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,52967,565.171,1.25988,0.158999,0.0101038,1.56031,52967,562.833,0.981519,0.158999,0.000268238,1.55572,False,6.0|233,705
14|705|14|705|sample|7|233|7|233|6.0,52967,565.171,1.29942,0.158999,0.00545482,1.56031,52967,562.833,0.981474,0.158999,0.000143603,1.55572,False,6.0|233,705
14|705|14|705|sample|8|233|8|233|6.0,52967,565.171,1.31946,0.158999,0.16334,1.56031,52967,562.833,1.01546,0.158999,0.000249963,1.55572,False,6.0|233,705
14|705|14|705|sample|10|233|10|233|6.0,52967,565.171,1.23034,0.158999,6.92556e-06,1.56031,52967,562.833,0.972886,0.158999,1.33071e-07,1.55572,True,6.0|233,705
14|705|14|705|sample|9|233|9|233|6.0,52967,565.171,1.20714,0.158999,1.94252e-06,1.56031,52967,562.833,0.972899,0.158999,1.27137e-07,1.55572,True,6.0|233,705
14|705|14|705|sample|12|233|12|233|6.0,52967,565.171,1.22713,0.158999,6.15003e-06,1.56031,52967,562.833,0.973185,0.158999,4.0237e-07,1.55572,True,6.0|233,705
14|705|14|705|sample|11|233|11|233|6.0,52967,565.171,1.24569,0.158999,1.02556e-05,1.56031,52967,562.833,0.97305,0.158999,1.82074e-07,1.55572,True,6.0|233,705
14|705|14|705|cc|1|1|233|1|233|69.0,52967,565.171,1.31582,0.158999,1.43209e+06,1.56031,52967,562.833,0.980704,0.158999,1,1.55572,False,69.0|233,705
14|705|14|705|cc|2|1|233|1|233|69.0,52967,565.171,1.34043,0.158999,2.26831e+06,1.56031,52967,562.833,0.980704,0.158999,1,1.55572,False,69.0|233,705
