rep,id,L_gap,m,e,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.784604,0.778668,0.131497,0.468215,1.20654,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0.784604,1.11001,0.131497,0.468215,1.20654,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.784604,0.536961,0.131497,0.468215,1.20654,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.784604,0.686132,0.131497,0.468215,1.20654,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0.784604,0.767484,0.131497,0.468215,1.20654,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0.784604,0.899362,0.131497,0.468215,1.20654,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.784604,0.616926,0.131497,0.468215,1.20654,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.784604,0.641784,0.131497,0.468215,1.20654,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0.784604,0.835721,0.131497,0.468215,1.20654,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0.784604,0.850037,0.131497,0.468215,1.20654,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0.139917,1.46195,42.592,0.468215,1.20654,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0.139917,1.77946,42.592,0.468215,1.20654,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0.139917,0.329784,42.592,0.468215,1.20654,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0.139917,2.7975,42.592,0.468215,1.20654,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0.139917,-1.85975,42.592,0.468215,1.20654,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0.139917,5.61164,42.592,0.468215,1.20654,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0.139917,5.34588,42.592,0.468215,1.20654,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0.139917,-3.32185,42.592,0.468215,1.20654,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0.139917,-3.95292,42.592,0.468215,1.20654,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0.139917,3.53383,42.592,0.468215,1.20654,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0.139917,-5.496,42.592,0.468215,1.20654,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0.139917,2.94765,42.592,0.468215,1.20654,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0.139917,0.831164,42.592,0.468215,1.20654,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0.139917,-4.87059,42.592,0.468215,1.20654,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0.139917,-1.3655,42.592,0.468215,1.20654,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0.139917,-5.82267,42.592,0.468215,1.20654,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,-0.168313,0.102571,0.131497,0.468215,2.45354,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,-0.168313,0.203295,0.131497,0.468215,2.45354,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,-0.168313,0.308157,0.131497,0.468215,2.45354,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,-0.168313,0.283174,0.131497,0.468215,2.45354,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,-0.168313,2.4411,0.131497,0.468215,2.45354,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,-0.168313,1.98329,0.131497,0.468215,2.45354,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,-0.168313,0.103056,0.131497,0.468215,2.45354,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,-0.168313,0.150067,0.131497,0.468215,2.45354,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,-0.168313,4.27296,0.131497,0.468215,2.45354,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,-0.168313,8.92603,0.131497,0.468215,2.45354,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,-0.595425,-5.13076,42.592,0.468215,2.45354,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,-0.595425,-1.08133,42.592,0.468215,2.45354,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,-0.595425,7.36156,42.592,0.468215,2.45354,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,-0.595425,-7.11115,42.592,0.468215,2.45354,False,69.0|71,783
1,14|783|14|783|cc|5|1|71|1|71|69.0,-0.595425,1.51315,42.592,0.468215,2.45354,False,69.0|71,783
1,14|783|14|783|cc|6|1|71|1|71|69.0,-0.595425,4.00943,42.592,0.468215,2.45354,False,69.0|71,783
1,14|783|14|783|cc|7|1|71|1|71|69.0,-0.595425,-5.8379,42.592,0.468215,2.45354,False,69.0|71,783
1,14|783|14|783|cc|8|1|71|1|71|69.0,-0.595425,-3.47627,42.592,0.468215,2.45354,False,69.0|71,783
1,14|783|14|783|vc|1|2|71|2|71|69.0,-0.595425,1.94432,42.592,0.468215,2.45354,False,69.0|71,783
1,14|783|14|783|vc|2|2|71|2|71|69.0,-0.595425,1.06976,42.592,0.468215,2.45354,False,69.0|71,783
1,14|783|14|783|vc|3|2|71|2|71|69.0,-0.595425,-1.27461,42.592,0.468215,2.45354,False,69.0|71,783
1,14|783|14|783|vc|4|2|71|2|71|69.0,-0.595425,-0.656379,42.592,0.468215,2.45354,False,69.0|71,783
1,14|783|14|783|vc|5|2|71|2|71|69.0,-0.595425,1.84084,42.592,0.468215,2.45354,False,69.0|71,783
1,14|783|14|783|vc|6|2|71|2|71|69.0,-0.595425,1.78917,42.592,0.468215,2.45354,False,69.0|71,783
1,14|783|14|783|vc|7|2|71|2|71|69.0,-0.595425,-7.41073,42.592,0.468215,2.45354,False,69.0|71,783
1,14|783|14|783|vc|8|2|71|2|71|69.0,-0.595425,5.52128,42.592,0.468215,2.45354,False,69.0|71,783
1,14|491|14|491|sample|10|99|10|99|6.0,0.0588019,3.43163,0.131497,0.468215,1.20654,True,6.0|99,491
1,14|491|14|491|sample|9|99|9|99|6.0,0.0588019,3.07597,0.131497,0.468215,1.20654,True,6.0|99,491
1,14|491|14|491|sample|12|99|12|99|6.0,0.0588018,1.67376,0.131497,0.468215,1.20654,True,6.0|99,491
1,14|491|14|491|sample|11|99|11|99|6.0,0.0588018,1.50394,0.131497,0.468215,1.20654,True,6.0|99,491
1,14|491|14|491|sample|4|99|4|99|44.0,4.70457,1.74487,0.131497,0.468215,1.20654,True,44.0|99,491
1,14|491|14|491|sample|3|99|3|99|44.0,4.70457,1.65424,0.131497,0.468215,1.20654,True,44.0|99,491
1,14|491|14|491|sample|6|99|6|99|44.0,4.70457,1.07656,0.131497,0.468215,1.20654,True,44.0|99,491
1,14|491|14|491|sample|5|99|5|99|44.0,4.70457,1.15885,0.131497,0.468215,1.20654,True,44.0|99,491
1,14|491|14|491|sample|7|99|7|99|63.0,-2.76863,11.6217,0.131497,0.468215,1.20654,True,63.0|99,491
1,14|491|14|491|sample|8|99|8|99|63.0,-2.76863,9.79424,0.131497,0.468215,1.20654,True,63.0|99,491
1,14|491|14|491|cc|1|1|99|1|99|69.0,0.534489,3.51727,42.592,0.468215,1.20654,False,69.0|99,491
1,14|491|14|491|cc|2|1|99|1|99|69.0,0.534489,-3.20493,42.592,0.468215,1.20654,False,69.0|99,491
1,14|491|14|491|cc|3|1|99|1|99|69.0,0.534489,-3.00471,42.592,0.468215,1.20654,False,69.0|99,491
1,14|491|14|491|cc|4|1|99|1|99|69.0,0.534489,4.21427,42.592,0.468215,1.20654,False,69.0|99,491
