rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,7.86749e-08,3.47741e-08,2.14244e-08,-6.2282,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-7.03731e-08,-2.36707e-09,-5.92863e-08,-2.59953,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,-1.5265e-08,-3.47306e-08,6.04804e-08,0.228494,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,8.29459e-10,-2.65177e-08,-1.71294e-07,-1.27197,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.06156e-08,-8.14604e-08,-2.01058e-08,-4.89232,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,-3.2087e-09,6.45988e-08,-2.07035e-07,-3.53308,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,4.37431e-08,6.63999e-08,7.46184e-08,-5.58052,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,-4.23242e-08,-1.04214e-07,-1.58089e-08,6.95001,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,-1.2666e-07,7.02425e-09,-2.08773e-08,-7.04315,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1.34023e-08,-6.03376e-08,1.12955e-07,-2.75709,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,2.45418e-08,-7.00411e-08,-7.54559e-09,-2.31427,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,2.09839e-08,-1.05174e-08,1.25551e-08,7.353,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,7.39092e-08,-3.97998e-08,-2.20483e-08,-1.69348,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,6.10453e-08,5.05368e-08,6.24676e-08,5.76225,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,-3.7835e-09,2.84786e-09,1.65758e-07,-2.50192,0,False,69.0|274,411
