id,f_SAEM,h_SAEM,L_gap_SAEM,f_mode,h_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.586221,1.59203,0.980083,0.577486,1.59057,0.980083,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.353072,1.59203,0.980083,0.32649,1.59057,0.980083,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.682775,1.59203,0.980083,0.643876,1.59057,0.980083,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.749753,1.59203,0.980083,0.693009,1.59057,0.980083,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.449599,1.59203,0.980083,0.44614,1.59057,0.980083,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.424894,1.59203,0.980083,0.414876,1.59057,0.980083,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.596051,1.59203,0.980083,0.58855,1.59057,0.980083,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.727979,1.59203,0.980083,0.683374,1.59057,0.980083,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.390787,1.59203,0.980083,0.399764,1.59057,0.980083,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.445839,1.59203,0.980083,0.458014,1.59057,0.980083,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,26.0837,1.59203,5.87557,1,1.59057,5.87557,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,8.11515,1.59203,5.87557,1,1.59057,5.87557,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,6.46391,1.59203,5.87557,1,1.59057,5.87557,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,13.6991,1.59203,5.87557,1,1.59057,5.87557,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,14.7916,1.59203,5.87557,1,1.59057,5.87557,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,14.9903,1.59203,5.87557,1,1.59057,5.87557,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,23.6614,1.59203,5.87557,1,1.59057,5.87557,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,12.7077,1.59203,5.87557,0.999999,1.59057,5.87557,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,12.7552,1.59203,5.87557,1,1.59057,5.87557,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,10.7571,1.59203,5.87557,1,1.59057,5.87557,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,40.5193,1.59203,5.87557,1,1.59057,5.87557,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,8.58549,1.59203,5.87557,1,1.59057,5.87557,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,16.0691,1.59203,5.87557,0.999999,1.59057,5.87557,69.0|274,411
