id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,2.59065e-09,-0.0382693,0,0,0,0,7.10543e-15,3.04076e-07,0,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,9.4581e-09,0.162776,0,0,0,0,-7.10543e-15,1.13345e-07,0,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,2.36859e-09,-0.0810293,0,0,0,0,-7.10543e-15,-4.40415e-07,0,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,2.06905e-09,0.0354722,0,0,0,0,3.55271e-15,2.04443e-07,0,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,-2.51561e-10,0.0277996,0,0,0,0,-2.13163e-14,-4.89314e-07,0,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,3.35228e-09,0.00547948,0,0,0,0,3.55271e-15,-5.19712e-07,0,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,-2.25525e-09,-0.0571646,0,0,0,0,-2.13163e-14,-1.48733e-07,0,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,1.41787e-09,-0.164467,0,0,0,0,-7.10543e-15,3.93411e-07,0,0,0,False,69.0|162,84
8|84|sample|10|162,0,-8.25754e-09,0.0506023,0,0,0,0,2.30926e-14,0.0993569,0,0,0,True,32.0|162,84
8|84|sample|11|162,0,-6.92449e-09,0.643097,0,0,0,0,1.45661e-13,0.628882,0,0,0,True,22.0|162,84
8|84|sample|12|162,0,2.50365e-09,0.698657,0,0,0,0,-2.30926e-14,0.72887,0,0,0,True,22.0|162,84
8|84|sample|3|162,0,7.04978e-09,-0.230125,0,0,0,0,-9.41469e-14,-0.0811515,0,0,0,True,55.0|162,84
8|84|sample|4|162,0,-1.04033e-08,-0.232273,0,0,0,0,-2.18492e-13,-0.0402523,0,0,0,True,55.0|162,84
8|84|sample|5|162,0,2.35503e-09,-0.335543,0,0,0,0,-1.66978e-13,-0.290924,0,0,0,True,55.0|162,84
