id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1,797.738,-3.51912,7410.5,2.64939e-09,4.93289,1,797.738,-2.101,0.336251,2.62745e-09,5.01128,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1,797.738,-2.63308,7967.72,2.64939e-09,4.93289,1,797.738,-2.21823,0.197316,2.62745e-09,5.01128,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1,797.738,-3.1127,6510.34,2.64939e-09,4.93289,1,797.738,-2.09082,0.337796,2.62745e-09,5.01128,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1,797.738,-3.51818,3804.77,2.64939e-09,4.93289,1,797.738,-2.27508,0.361321,2.62745e-09,5.01128,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1,797.738,-3.00816,10686.4,2.64939e-09,4.93289,1,797.738,-2.15512,0.251885,2.62745e-09,5.01128,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1,797.738,-2.89526,109048,2.64939e-09,4.93289,1,797.738,-2.24488,0.250754,2.62745e-09,5.01128,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1,797.738,-2.10318,185725,2.64939e-09,4.93289,1,797.738,-2.32612,0.349425,2.62745e-09,5.01128,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1,797.738,-4.59708,7290.89,2.64939e-09,4.93289,1,797.738,-2.16836,0.358662,2.62745e-09,5.01128,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1,797.738,-2.81682,38345.4,2.64939e-09,4.93289,1,797.738,-2.00415,0.179197,2.62745e-09,5.01128,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1,797.738,-2.76218,25432.8,2.64939e-09,4.93289,1,797.738,-2.21758,0.229673,2.62745e-09,5.01128,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1,788.54,0.967906,55030.7,2.64939e-09,4.93289,1,788.54,-1.92121e-07,1,2.62745e-09,5.01128,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1,788.54,-0.0412346,671565,2.64939e-09,4.93289,1,788.54,-2.25615e-07,1,2.62745e-09,5.01128,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1,788.54,-0.438005,160686,2.64939e-09,4.93289,1,788.54,3.19551e-06,0.999995,2.62745e-09,5.01128,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1,788.54,0.244778,41742.6,2.64939e-09,4.93289,1,788.54,5.76323e-07,1,2.62745e-09,5.01128,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1,788.54,0.133511,70954.8,2.64939e-09,4.93289,1,788.54,-5.01513e-06,0.999999,2.62745e-09,5.01128,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1,788.54,0.137691,67378.9,2.64939e-09,4.93289,1,788.54,-2.87097e-06,1,2.62745e-09,5.01128,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1,788.54,0.526507,90191.1,2.64939e-09,4.93289,1,788.54,-1.89636e-06,0.999997,2.62745e-09,5.01128,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1,788.54,-0.509988,1.41063e+06,2.64939e-09,4.93289,1,788.54,-4.32642e-06,0.999998,2.62745e-09,5.01128,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1,788.54,1.10525,533035,2.64939e-09,4.93289,1,788.54,-1.08217e-06,1,2.62745e-09,5.01128,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1,788.54,-0.574309,21481.5,2.64939e-09,4.93289,1,788.54,3.05479e-06,1,2.62745e-09,5.01128,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1,788.54,-0.618152,102165,2.64939e-09,4.93289,1,788.54,-1.25907e-05,0.999999,2.62745e-09,5.01128,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,1,788.54,-0.847979,40283.8,2.64939e-09,4.93289,1,788.54,1.2255e-06,0.999999,2.62745e-09,5.01128,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1,788.54,0.40829,9041.8,2.64939e-09,4.93289,1,788.54,-2.57766e-06,0.999997,2.62745e-09,5.01128,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,1,788.54,-0.166641,61856.4,2.64939e-09,4.93289,1,788.54,-4.51042e-06,0.999993,2.62745e-09,5.01128,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1,788.54,0.422862,38933.7,2.64939e-09,4.93289,1,788.54,1.75861e-07,0.999995,2.62745e-09,5.01128,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,1,788.54,-0.771443,258342,2.64939e-09,4.93289,1,788.54,2.06584e-06,0.999999,2.62745e-09,5.01128,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,1.00018,792.793,-3.33488,229448,2.64927e-09,4.93391,1.00018,792.793,-1.72301,5.47644,2.62732e-09,5.01231,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,1.00018,792.793,-3.56668,23064.9,2.64927e-09,4.93391,1.00018,792.793,-1.75322,4.87616,2.62732e-09,5.01231,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,1.00018,792.793,-4.05169,4585.07,2.64927e-09,4.93391,1.00018,792.793,-1.57561,1.92904,2.62732e-09,5.01231,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,1.00018,792.793,-3.86156,5041.07,2.64927e-09,4.93391,1.00018,792.793,-1.63383,1.65613,2.62732e-09,5.01231,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,1.00018,792.793,-4.10482,493814,2.64927e-09,4.93391,1.00018,792.793,-2.0534,0.0485638,2.62732e-09,5.01231,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,1.00018,792.793,-4.2887,95699.1,2.64927e-09,4.93391,1.00018,792.793,-2.06668,0.0533338,2.62732e-09,5.01231,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,1.00018,792.793,-4.02571,25239.7,2.64927e-09,4.93391,1.00018,792.793,-1.73708,4.98523,2.62732e-09,5.01231,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,1.00018,792.793,-3.71258,1.15003e+06,2.64927e-09,4.93391,1.00018,792.793,-1.67526,5.38655,2.62732e-09,5.01231,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,1.00018,792.793,-3.39259,1743.27,2.64927e-09,4.93391,1.00018,792.793,-2.06407,0.0186543,2.62732e-09,5.01231,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,1.00018,792.793,-3.89461,795913,2.64927e-09,4.93391,1.00018,792.793,-2.10355,0.0206017,2.62732e-09,5.01231,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,1.00018,789.216,0.883538,35397.8,2.64927e-09,4.93391,1.00018,789.216,4.57529e-06,0.999999,2.62732e-09,5.01231,False,69.0|71,783
14|783|14|783|cc|2|1|71|1|71|69.0,1.00018,789.216,-0.0261671,107564,2.64927e-09,4.93391,1.00018,789.216,-2.21225e-06,1,2.62732e-09,5.01231,False,69.0|71,783
14|783|14|783|cc|3|1|71|1|71|69.0,1.00018,789.216,-0.186201,3736.73,2.64927e-09,4.93391,1.00018,789.216,4.40637e-06,1,2.62732e-09,5.01231,False,69.0|71,783
14|783|14|783|cc|4|1|71|1|71|69.0,1.00018,789.216,0.186214,123224,2.64927e-09,4.93391,1.00018,789.216,7.65346e-06,1,2.62732e-09,5.01231,False,69.0|71,783
14|783|14|783|cc|5|1|71|1|71|69.0,1.00018,789.216,0.410024,3535.68,2.64927e-09,4.93391,1.00018,789.216,-6.2055e-06,1,2.62732e-09,5.01231,False,69.0|71,783
14|783|14|783|cc|6|1|71|1|71|69.0,1.00018,789.216,-0.419678,18966.6,2.64927e-09,4.93391,1.00018,789.216,-7.73057e-07,1,2.62732e-09,5.01231,False,69.0|71,783
