rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,5.41586e-08,-1.3705,-1.10116,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,1.47531e-09,6.22951,3.11756,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,-1.35757e-07,4.97159,2.00762,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,-1.20026e-08,-4.56396,-1.97589,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,-1.96653e-08,-7.47504,0.4969,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,7.69091e-10,-5.03829,-0.90308,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,-1.20522e-07,-0.343002,-3.16598,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,1.35745e-08,-7.89516,-2.21607,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,2.51239e-08,-13.5451,-3.04882,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,-1.41867e-07,-2.13276,-1.21272,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,-5.47594e-08,4.65153,13.0626,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,-1.26487e-08,6.01823,-7.88768,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,-1.02711e-07,-9.47218,-3.18321,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,-8.03579e-08,-6.05611,-2.75981,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,9.21041e-08,-1.5024,-2.18755,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,-2.67047e-08,-0.0631739,9.07737,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,-1.03783e-07,3.08796,-2.38357,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,3.63833e-08,1.60759,0.193868,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,-9.55714e-08,-0.645689,1.77582,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,3.32346e-08,-5.20988,-6.96763,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,2.40263e-08,-11.7921,-5.62485,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,-4.00079e-08,0.846934,-2.9121,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,-5.03067e-08,-1.49669,1.97226,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,1.75024e-07,-11.3133,-6.2806,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,-4.44267e-08,6.35633,-5.81557,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,6.18712e-08,7.38486,4.25456,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,0,-7.08245e-08,-1.7954,-0.61622,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,0,1.00682e-07,-2.9895,1.17427,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,0,-3.37402e-08,-1.61668,4.02083,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,0,4.54488e-08,-3.47491,1.08116,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,0,-3.67316e-08,4.1202,6.56113,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,0,1.87122e-07,-4.15516,-1.73999,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,0,-2.37761e-08,-7.43198,-0.292701,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,0,3.74154e-08,-3.78403,2.11164,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,0,-9.18217e-08,-13.4294,-6.30045,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,0,2.61474e-08,-3.70036,-5.51885,0,0,True,6.0|71,783
