id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.164132,0,0.514819,0.170516,0,-6.20204e-07,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-0.392677,0,-0.244051,-0.38751,0,-8.12431e-07,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.288557,0,-0.14021,0.278808,0,-3.71316e-07,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.336615,0,-0.251615,0.344588,0,6.49232e-07,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-0.0896171,0,-0.396844,-0.0830622,0,-2.14125e-06,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-0.153931,0,-0.166089,-0.153173,0,-1.23797e-06,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.206474,0,0.0233765,0.187441,0,5.03875e-07,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.327006,0,0.295754,0.337273,0,-4.25762e-07,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-0.178387,0,0.0432826,-0.192768,0,-1.18483e-06,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-0.0455376,0,0.325241,-0.0578587,0,-7.22951e-07,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-0.0815676,0,-0.0085895,-5.16375e-08,0,-1.27949e-07,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-0.00723314,0,0.323319,-3.20488e-08,0,-1.47213e-07,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.0208663,0,-0.0905119,2.57839e-08,0,3.0469e-07,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.0288939,0,-0.234468,-2.32675e-08,0,-3.45819e-07,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-0.0880508,0,-0.00288045,8.27142e-08,0,2.80159e-07,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.039545,0,0.157977,5.06242e-08,0,-1.01619e-07,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.0352131,0,0.0724068,-6.74338e-08,0,1.62564e-09,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.0251978,0,-0.0834322,4.04535e-08,0,-1.09965e-07,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-0.0482746,0,-0.27012,1.13292e-09,0,1.07078e-07,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,-0.0181596,0,0.254455,6.74558e-08,0,-7.65689e-08,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-0.0612055,0,-0.204836,2.08341e-08,0,2.3339e-07,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.0225026,0,0.149225,-1.56857e-07,0,-3.05851e-07,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,-0.0176881,0,0.0353209,1.7089e-07,0,-1.28935e-08,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,-0.0779429,0,0.12842,9.61062e-08,0,-1.90678e-07,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0.0230634,0,0.134692,4.39984e-08,0,-2.38489e-07,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,-0.060283,0,-0.103785,-7.4155e-08,0,-7.28026e-09,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.368433,0,-0.912699,0.368614,0,-0.162474,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.5017,0,-1.03154,0.466694,0,0.681722,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.430973,0,1.86724,0.329654,0,3.03575,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.305849,0,1.71925,0.185898,0,2.99043,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,-0.566292,0,-1.77571,-0.602263,0,-0.0684774,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,-0.499008,0,-1.36032,-0.514204,0,-0.161633,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,-0.600529,0,0.366462,-0.628963,0,1.81676,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,-0.29592,0,-1.15683,-0.328979,0,0.331541,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0.067512,0,1.92932,0.0426277,0,2.6174,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0.276228,0,-0.0914247,0.233893,0,2.0692,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0.00778851,0,0.0295626,1.73227e-08,0,-2.70512e-07,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0.0520133,0,0.0519764,4.33421e-08,0,-3.01231e-07,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,-0.0379308,0,0.284053,1.75104e-08,0,2.94888e-07,69.0|322,152
