id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mean,eta_L_mean,eta_L_gap_mean,eta_h_mean,eta_f_mean,eta_alpha_mean,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_U_sd,eta_L_sd,eta_L_gap_sd,eta_h_sd,eta_f_sd,eta_alpha_sd,goes_down,mab_virus,run_id
8|152|8|152|cc|7|1|322|1|322|69.0,8.39151e-10,-2.47734e-09,1.99949e-09,-1.98836e-10,0.820577,0,1.84351e-10,-1.84227e-10,-1.28609e-09,-7.55309e-10,0.181222,0,0,0,2.22045e-15,-4.44089e-16,-4.95688e-07,0,4.64148e-08,3.87327e-08,3.03703e-08,4.23213e-08,19.0991,0,False,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,-6.3359e-10,-3.54278e-09,4.36087e-10,-3.45148e-09,-1.06109,0,1.60313e-10,-1.25314e-09,-6.08505e-10,-1.32432e-09,0.636957,0,0,0,8.88178e-16,-1.33227e-15,1.70825e-07,0,4.48647e-08,3.82855e-08,2.90347e-08,4.14525e-08,18.1544,0,False,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,-1.12518e-09,1.27111e-10,-2.03499e-09,-5.39409e-10,-0.168124,0,-5.78059e-10,2.57203e-10,-3.83221e-10,7.39031e-10,0.129859,0,0,0,-1.11022e-15,2.22045e-15,4.90456e-07,0,4.6458e-08,3.88242e-08,2.90844e-08,4.2165e-08,19.3301,0,False,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,3.74217e-10,-4.45943e-11,7.23913e-11,-6.84967e-10,0.392581,0,-1.92314e-10,-2.43235e-10,-1.00156e-09,3.79769e-10,0.683814,0,-2.91038e-11,3.63798e-12,-1.32272e-11,-1.19498e-11,0.00626547,0,4.6095e-08,3.77757e-08,2.97455e-08,4.2403e-08,18.8332,0,False,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,-1.42868e-09,-9.8081e-10,7.25206e-10,2.33771e-10,-0.72626,0,-2.55719e-11,-5.61485e-10,9.41386e-10,-1.14124e-09,-0.1796,0,0,0,-8.88178e-16,-2.66454e-15,4.48377e-07,0,4.67894e-08,3.78524e-08,2.91941e-08,4.07528e-08,18.9257,0,False,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,4.01092e-09,-1.54239e-09,-6.59664e-10,-3.08555e-09,0.834367,0,-1.17711e-09,-3.36738e-10,-2.20446e-10,-2.70633e-10,-0.390621,0,2.91038e-11,-1.09139e-11,-2.12927e-11,-2.29217e-12,-0.395693,0,4.56272e-08,3.8118e-08,2.93878e-08,4.29174e-08,18.4995,0,False,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,-3.76467e-09,-1.37166e-09,-1.92359e-10,-6.56777e-11,-0.953381,0,-4.36748e-10,5.8406e-10,1.04966e-09,-6.52695e-10,-0.344432,0,0,0,1.33227e-15,-1.77636e-15,5.92913e-07,0,4.65772e-08,3.82058e-08,2.98314e-08,4.21688e-08,18.5075,0,False,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,-1.24169e-09,7.29269e-11,-7.70779e-10,7.58624e-10,-1.16352,0,-1.25858e-10,-2.45998e-10,4.67091e-10,9.98526e-10,-0.288159,0,0,0,8.88178e-16,-1.33227e-15,1.22875e-06,0,4.69305e-08,3.84002e-08,2.92102e-08,4.20495e-08,18.2134,0,False,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,-3.31143e-10,-7.11145e-10,9.16763e-11,-3.34667e-09,0.156002,0,7.22143e-10,-1.13419e-09,7.06049e-10,-9.88502e-10,-0.120869,0,-1.45519e-11,1.63709e-11,-9.11893e-12,2.20712e-13,-0.124671,0,4.70877e-08,3.8165e-08,2.93733e-08,4.0059e-08,18.8671,0,False,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,-3.67203e-09,2.45832e-09,6.20567e-11,2.66569e-09,-1.18295,0,6.38006e-10,-4.20901e-10,2.17094e-10,-2.08284e-10,-0.278736,0,0,0,0,-1.11022e-15,1.17831e-06,0,4.48201e-08,3.88835e-08,2.97264e-08,4.06325e-08,18.8313,0,False,69.0|322,152
8|1159|8|1159|sample|8|292|8|292|65.0,9.70525e-10,-9.01695e-10,-1.97351e-09,-1.81709e-10,-1.55215,0,1.3545e-09,-6.65542e-10,1.44267e-09,1.76369e-09,-1.55463,0,0,0,-1.46327e-13,-1.02141e-12,-1.6546,0,4.44646e-08,3.62223e-08,2.92855e-08,4.0673e-08,0.294293,0,True,65.0|292,1159
8|1159|8|1159|sample|7|292|7|292|65.0,-2.47496e-09,1.31265e-09,2.3888e-09,-3.95143e-09,-1.42068,0,8.88461e-10,1.09472e-11,1.3607e-09,-3.05557e-09,-1.4625,0,0,0,-9.82325e-13,-2.45137e-13,-1.57731,0,4.51157e-08,3.9992e-08,2.96557e-08,4.29896e-08,0.341292,0,True,65.0|292,1159
8|1159|8|1159|sample|5|292|5|292|65.0,8.84203e-10,-4.60497e-09,1.19719e-09,-3.87206e-10,-1.44481,0,8.69613e-10,-9.66666e-10,-1.3879e-10,8.05657e-10,-1.43483,0,0,0,7.06102e-14,5.9508e-14,-1.51162,0,4.59971e-08,3.77705e-08,2.97393e-08,4.00814e-08,0.276728,0,True,65.0|292,1159
8|1159|8|1159|sample|6|292|6|292|65.0,9.96515e-11,-8.64173e-10,-9.64377e-10,5.04282e-11,-1.38272,0,-1.83506e-09,-1.37738e-10,-1.87512e-09,-2.80776e-10,-1.38539,0,0,0,-8.34222e-13,1.27542e-12,-1.48956,0,4.48334e-08,3.73588e-08,2.94999e-08,4.1223e-08,0.321226,0,True,65.0|292,1159
8|1159|8|1159|sample|11|292|11|292|28.0,-2.75832e-09,-1.96887e-09,1.08508e-09,-8.42877e-09,-3.02553,0,-1.15162e-09,2.23383e-10,5.22313e-10,-1.72205e-10,-3.01872,0,0,1.27329e-11,-3.50386e-13,-3.61755e-12,-3.16262,0,4.64503e-08,3.97153e-08,2.96315e-08,4.18396e-08,0.345007,0,True,28.0|292,1159
8|1159|8|1159|sample|12|292|12|292|28.0,-9.49472e-09,2.58557e-09,-2.60721e-09,1.34245e-09,-3.14075,0,-8.99087e-10,-9.28321e-10,8.56298e-10,1.77187e-09,-3.11791,0,-2.91038e-11,1.81899e-12,1.19904e-14,-4.21885e-14,-3.2553,0,4.59732e-08,3.81138e-08,3.02748e-08,4.24829e-08,0.362068,0,True,28.0|292,1159
8|1159|8|1159|sample|9|292|9|292|28.0,3.06749e-09,6.67158e-10,-1.37637e-09,8.77138e-09,-2.54176,0,-1.71845e-09,-4.28102e-10,7.95055e-10,6.7868e-10,-2.47744,0,0,-1.81899e-12,-3.59712e-14,4.57412e-14,-2.577,0,4.67135e-08,3.72396e-08,2.93966e-08,4.17981e-08,0.329817,0,True,28.0|292,1159
8|1159|8|1159|sample|10|292|10|292|28.0,3.92675e-09,1.20781e-09,5.086e-10,8.88417e-10,-2.65347,0,1.12678e-09,7.71232e-11,9.44398e-11,-1.83324e-09,-2.61796,0,-2.91038e-11,0,-1.04095e-12,2.82441e-13,-2.78333,0,4.85233e-08,4.09096e-08,2.89369e-08,4.21294e-08,0.359773,0,True,28.0|292,1159
8|1159|8|1159|sample|4|292|4|292|22.0,-5.96879e-09,2.22729e-09,-4.17031e-09,2.90023e-09,-1.12106,0,-8.50271e-10,9.86399e-10,1.77977e-10,-2.26341e-09,-1.06351,0,0,-1.81899e-12,5.10703e-14,1.22125e-14,-1.08249,0,4.745e-08,3.96205e-08,2.97027e-08,4.26122e-08,0.299355,0,True,22.0|292,1159
8|1159|8|1159|sample|3|292|3|292|22.0,4.91194e-09,3.80621e-09,2.49586e-09,-3.57906e-09,-1.10059,0,2.77124e-09,-9.26994e-11,-6.39582e-10,8.38507e-10,-1.12061,0,0,1.81899e-12,-2.44249e-15,-5.77316e-15,-1.13654,0,4.76145e-08,3.80072e-08,2.94987e-08,4.16001e-08,0.353825,0,True,22.0|292,1159
8|1159|8|1159|cc|1|1|292|1|292|69.0,2.46873e-09,-9.08738e-10,4.71216e-10,-4.30399e-09,-0.615883,0,1.33322e-09,-1.78217e-09,-2.04843e-10,6.21321e-10,0.0738438,0,0,0,1.77636e-15,-1.11022e-15,-7.81465e-07,0,4.57394e-08,3.83603e-08,2.90063e-08,4.09753e-08,18.6057,0,False,69.0|292,1159
8|1159|8|1159|cc|2|1|292|1|292|69.0,-5.58532e-10,-6.05454e-10,1.07702e-09,1.30671e-09,0.173429,0,-2.26355e-10,-1.10553e-09,1.08425e-10,1.5927e-09,0.0247008,0,1.45519e-11,-1.09139e-11,-7.00973e-12,-1.70886e-12,0.0251973,0,4.63373e-08,3.85321e-08,2.88411e-08,4.1563e-08,18.5218,0,False,69.0|292,1159
8|1159|8|1159|cc|3|1|292|1|292|69.0,-1.67513e-09,-1.06396e-09,-2.32e-09,4.18863e-09,-0.713195,0,-2.43508e-10,-6.26755e-10,1.02932e-09,8.0838e-10,-1.05643,0,2.61934e-10,1.14596e-10,5.98099e-11,1.44648e-10,-0.980443,0,4.59028e-08,3.88231e-08,3.01374e-08,4.05728e-08,18.7958,0,False,69.0|292,1159
8|1159|8|1159|cc|4|1|292|1|292|69.0,1.796e-10,-1.4267e-09,2.34275e-09,3.16225e-09,-0.212261,0,-2.33752e-09,1.62002e-09,6.02131e-10,3.3159e-11,0.43566,0,-1.45519e-11,-3.63798e-12,6.2178e-12,8.98615e-12,0.443083,0,4.77772e-08,3.8948e-08,2.97507e-08,4.26419e-08,18.7569,0,False,69.0|292,1159
8|1159|8|1159|cc|5|1|292|1|292|69.0,-2.79516e-09,-1.90572e-09,5.86664e-10,1.09242e-09,0.132309,0,-4.53767e-10,1.21352e-09,4.23193e-10,-4.21634e-10,0.04492,0,0,0,-4.44089e-16,2.66454e-15,-6.9488e-07,0,4.68264e-08,3.85887e-08,3.03407e-08,4.25062e-08,18.8913,0,False,69.0|292,1159
8|1159|8|1159|cc|6|1|292|1|292|69.0,1.52306e-09,-3.44673e-10,2.09099e-09,2.42101e-10,0.0585257,0,-3.12529e-10,2.03771e-09,-3.65107e-11,-1.9652e-09,-0.608993,0,-4.07454e-10,2.76486e-10,-2.00942e-10,3.53917e-11,-0.49567,0,4.5114e-08,3.88945e-08,2.94556e-08,4.2046e-08,18.4996,0,False,69.0|292,1159
8|1159|8|1159|cc|7|1|292|1|292|69.0,-8.50181e-10,4.17822e-09,8.23148e-10,-1.34726e-09,-1.06414,0,-5.37512e-10,2.47708e-10,-7.71656e-10,-1.31506e-09,0.0647663,0,-1.45519e-11,3.63798e-12,1.03763e-11,1.41576e-12,0.0660147,0,4.44992e-08,3.75836e-08,2.97726e-08,4.19201e-08,18.8353,0,False,69.0|292,1159
8|1159|8|1159|cc|8|1|292|1|292|69.0,-4.73438e-09,2.63928e-10,1.34458e-09,1.45199e-09,-1.16444,0,5.97287e-10,-6.50622e-10,8.37171e-10,-9.18896e-10,-0.508693,0,0,0,2.22045e-16,-1.77636e-15,-1.82732e-06,0,4.75635e-08,3.97635e-08,2.96005e-08,4.14592e-08,18.2629,0,False,69.0|292,1159
8|1159|8|1159|vc|1|2|292|2|292|69.0,1.58724e-09,7.1658e-10,8.53443e-10,-1.58564e-09,1.27907,0,-1.14858e-09,-4.4447e-10,7.88355e-10,8.62616e-10,-0.544666,0,0,0,-1.33227e-15,8.88178e-16,-1.21992e-06,0,4.6142e-08,3.77279e-08,2.8906e-08,4.15689e-08,18.4665,0,False,69.0|292,1159
8|1159|8|1159|vc|2|2|292|2|292|69.0,2.44318e-09,2.07445e-10,1.84558e-09,-1.56128e-09,1.11127,0,-6.73598e-10,1.38755e-09,-2.63939e-10,-9.96582e-10,0.216512,0,0,0,-1.77636e-15,-8.88178e-16,-2.42453e-07,0,4.77706e-08,3.87343e-08,2.95211e-08,4.20184e-08,18.6324,0,False,69.0|292,1159
8|1159|8|1159|vc|3|2|292|2|292|69.0,1.74041e-09,2.12701e-09,-1.26719e-09,2.58593e-09,-2.04524,0,5.65708e-10,1.64968e-09,4.90431e-11,-1.83579e-09,0.395643,0,-2.91038e-11,0,-2.62552e-11,-2.16058e-11,0.403415,0,4.68131e-08,3.82949e-08,3.02643e-08,4.15464e-08,18.427,0,False,69.0|292,1159
8|1159|8|1159|vc|4|2|292|2|292|69.0,-1.95226e-09,-6.04381e-10,1.5338e-09,-5.62844e-10,-0.349734,0,1.28259e-09,-4.36022e-10,4.85624e-11,2.66371e-10,-0.399754,0,-2.91038e-11,1.09139e-11,4.16644e-12,-2.49978e-12,-0.00098978,0,4.57293e-08,3.8072e-08,2.89924e-08,4.24982e-08,18.8613,0,False,69.0|292,1159
8|1159|8|1159|vc|5|2|292|2|292|69.0,-1.09739e-09,1.65746e-10,-1.43227e-09,2.973e-10,-0.211813,0,-2.33704e-10,6.10434e-10,1.39579e-10,-5.38387e-10,0.0416968,0,0,1.81899e-12,2.85794e-12,5.63372e-12,0.0429941,0,4.66325e-08,3.79976e-08,2.98931e-08,4.16519e-08,18.2055,0,False,69.0|292,1159
8|1159|8|1159|vc|6|2|292|2|292|69.0,1.51014e-09,1.01899e-09,-1.27842e-09,-2.6336e-09,-1.27245,0,9.87811e-11,-1.86463e-11,-1.55022e-10,2.1965e-10,-0.357036,0,-1.45519e-11,1.45519e-11,1.00087e-12,2.65876e-12,-0.00579995,0,4.58484e-08,3.87968e-08,2.91998e-08,4.28789e-08,18.984,0,False,69.0|292,1159
8|1159|8|1159|vc|7|2|292|2|292|69.0,1.08127e-09,1.12184e-10,1.06633e-09,1.17773e-09,-0.249276,0,9.76273e-10,1.20308e-09,-2.62922e-10,-3.0206e-10,-0.234529,0,1.45519e-11,-1.09139e-11,4.68958e-13,-2.52154e-12,-0.238418,0,4.62804e-08,3.73869e-08,2.92767e-08,4.24736e-08,18.4036,0,False,69.0|292,1159
8|1159|8|1159|vc|8|2|292|2|292|69.0,-4.26237e-09,1.021e-09,-6.00049e-10,-9.5826e-10,-0.346785,0,-2.91618e-09,1.73106e-10,-1.89887e-10,2.13588e-11,-0.0219615,0,0,0,-6.66134e-16,-2.66454e-15,1.77329e-06,0,4.6066e-08,3.70979e-08,2.93969e-08,4.10469e-08,18.3931,0,False,69.0|292,1159
8|1197|8|1197|sample|7|103|7|103|65.0,-3.83629e-09,-1.27492e-09,4.61885e-09,-8.26263e-10,-3.75124,0,-8.48845e-10,6.0993e-10,-1.36391e-09,-2.72376e-10,-3.70479,0,0,-1.81899e-12,1.26565e-14,5.59552e-14,-3.76946,0,4.53846e-08,3.9061e-08,2.93402e-08,4.16309e-08,0.332881,0,True,65.0|103,1197
8|1197|8|1197|sample|8|103|8|103|65.0,-2.81609e-09,1.84427e-09,-4.96598e-09,-1.55111e-09,-3.69017,0,2.86433e-09,9.21161e-10,-1.25374e-09,1.10108e-09,-3.75829,0,0,1.81899e-12,5.06262e-14,4.44089e-15,-3.7935,0,4.48186e-08,3.83196e-08,2.87844e-08,4.15841e-08,0.312178,0,True,65.0|103,1197
8|1197|8|1197|sample|6|103|6|103|65.0,-6.44964e-09,6.107e-09,7.17795e-10,3.05519e-09,-3.91991,0,1.18296e-09,-1.13068e-09,-8.87466e-10,-1.83763e-09,-3.88074,0,0,1.81899e-12,3.68594e-14,-1.59872e-14,-3.83886,0,4.7342e-08,3.85227e-08,3.07628e-08,4.243e-08,0.356211,0,True,65.0|103,1197
8|1197|8|1197|sample|5|103|5|103|65.0,1.61782e-09,2.05962e-09,-2.75393e-09,-2.22786e-09,-3.72056,0,-1.20972e-09,1.19076e-09,-8.38097e-10,2.87633e-10,-3.67171,0,0,1.81899e-12,-5.81757e-14,2.66454e-14,-3.67728,0,4.4746e-08,3.67162e-08,3.04614e-08,4.19828e-08,0.341155,0,True,65.0|103,1197
8|1197|8|1197|sample|12|103|12|103|28.0,2.5974e-09,-4.33462e-10,4.0499e-09,-3.86232e-11,-4.06009,0,-4.28936e-10,1.5891e-10,1.56851e-09,-1.79992e-09,-4.02627,0,0,0,1.24345e-14,-1.7808e-13,-4.06104,0,4.65287e-08,3.7662e-08,2.93233e-08,4.11384e-08,0.393326,0,True,28.0|103,1197
8|1197|8|1197|sample|10|103|10|103|28.0,6.56952e-09,-2.19942e-09,2.17993e-10,-1.15959e-09,-4.31248,0,1.46583e-09,-1.7533e-09,-1.30817e-09,-1.93569e-09,-4.32775,0,0,-1.81899e-12,-2.93099e-14,-5.9952e-15,-4.48381,0,4.6342e-08,3.90153e-08,2.88139e-08,4.16532e-08,0.376524,0,True,28.0|103,1197
8|1197|8|1197|sample|9|103|9|103|28.0,-9.91859e-11,-3.30041e-09,9.64187e-10,-4.22115e-09,-4.20748,0,5.75436e-10,-1.17906e-09,5.6539e-10,-8.43784e-10,-4.11338,0,0,1.81899e-12,4.44089e-15,4.44089e-14,-4.16878,0,4.57256e-08,3.79565e-08,2.93016e-08,4.08548e-08,0.386846,0,True,28.0|103,1197
8|1197|8|1197|sample|3|103|3|103|22.0,1.97766e-09,3.11514e-09,-2.58688e-09,5.07679e-11,-3.69523,0,-1.4059e-09,-2.4639e-10,1.25835e-09,-9.3099e-10,-3.72228,0,-2.91038e-11,0,3.81917e-13,-1.65201e-13,-3.80539,0,4.81536e-08,3.9655e-08,2.83688e-08,4.11779e-08,0.294565,0,True,22.0|103,1197
8|1197|8|1197|sample|4|103|4|103|22.0,2.02059e-09,-6.02968e-09,2.53599e-09,-4.64171e-09,-3.73916,0,-2.85815e-09,-6.89607e-10,-2.2493e-10,-2.1407e-09,-3.758,0,0,-1.81899e-12,-3.89022e-13,-7.0921e-13,-3.84617,0,4.51762e-08,3.7374e-08,2.95211e-08,4.09972e-08,0.284006,0,True,22.0|103,1197
8|1197|8|1197|sample|11|103|11|103|28.0,-1.90461e-09,6.55041e-09,-4.48518e-09,-2.04851e-09,-4.48448,0,-1.1779e-09,-1.73144e-09,-3.68085e-10,6.99145e-10,-4.47987,0,0,0,3.01981e-14,5.12257e-13,-4.52613,0,4.70949e-08,3.77141e-08,2.93961e-08,4.04981e-08,0.409751,0,True,28.0|103,1197
8|1197|8|1197|cc|1|1|103|1|103|69.0,2.10764e-09,4.14608e-09,2.62948e-10,2.53696e-09,0.444959,0,1.67363e-09,-6.06461e-10,-3.62394e-10,1.07317e-09,-0.132425,0,0,0,-8.88178e-16,1.33227e-15,-8.9013e-07,0,4.62183e-08,3.80223e-08,2.96694e-08,4.20704e-08,18.2498,0,False,69.0|103,1197
8|1197|8|1197|cc|2|1|103|1|103|69.0,-6.65663e-10,-8.84425e-10,1.15614e-09,-9.43044e-10,-0.738542,0,-3.23931e-10,-8.87213e-10,-4.44629e-10,-7.98301e-11,0.149764,0,1.45519e-11,7.27596e-12,-6.29896e-12,2.75435e-12,0.152995,0,4.47227e-08,3.82534e-08,3.00641e-08,4.14607e-08,18.2592,0,False,69.0|103,1197
8|1197|8|1197|cc|3|1|103|1|103|69.0,-1.56608e-09,9.44885e-10,1.9277e-09,-2.18573e-09,0.347406,0,2.35843e-09,6.01532e-10,-4.55411e-10,4.68176e-10,-0.0405568,0,0,0,-1.77636e-15,-8.88178e-16,2.02057e-07,0,4.6199e-08,3.92394e-08,2.86758e-08,4.23564e-08,18.6513,0,False,69.0|103,1197
8|1197|8|1197|cc|4|1|103|1|103|69.0,-1.32681e-09,2.22314e-09,1.3213e-09,9.67029e-10,-0.112006,0,1.01707e-09,5.45021e-10,-3.69179e-10,4.03097e-10,-0.166889,0,0,0,8.88178e-16,1.11022e-15,1.13923e-06,0,4.50398e-08,3.79899e-08,2.99677e-08,4.10323e-08,18.3252,0,False,69.0|103,1197
8|1197|8|1197|cc|5|1|103|1|103|69.0,-1.68697e-09,1.17343e-09,2.80051e-10,2.88331e-09,1.19907,0,8.59129e-10,-5.65618e-10,1.47599e-10,8.59573e-10,-0.0753254,0,0,0,-8.88178e-16,5.55112e-16,6.53992e-07,0,4.67109e-08,3.83618e-08,3.05136e-08,4.19401e-08,19.5265,0,False,69.0|103,1197
8|1197|8|1197|cc|6|1|103|1|103|69.0,5.17728e-10,2.4788e-09,7.82997e-10,5.97672e-11,0.459294,0,1.24347e-09,-1.99415e-09,-1.58468e-10,8.57036e-10,0.231032,0,0,0,0,-1.77636e-15,7.62787e-07,0,4.76223e-08,3.89294e-08,2.9796e-08,4.25026e-08,18.5441,0,False,69.0|103,1197
8|1197|8|1197|cc|7|1|103|1|103|69.0,-4.00381e-10,4.51713e-10,-1.09095e-09,-1.11418e-09,-0.794397,0,2.98637e-10,1.85552e-11,-5.92877e-13,-1.1908e-09,-0.769424,0,1.45519e-11,1.45519e-11,-1.85305e-11,1.87786e-11,-0.0109754,0,4.6898e-08,3.8315e-08,2.90601e-08,4.07595e-08,18.0523,0,False,69.0|103,1197
8|1197|8|1197|cc|8|1|103|1|103|69.0,-1.38194e-09,3.79961e-09,-8.52586e-10,3.15097e-09,-0.146648,0,8.88686e-10,1.60335e-11,-3.2488e-11,9.16945e-10,-0.117405,0,0,-1.81899e-12,1.20304e-12,3.07865e-13,-0.11957,0,4.7739e-08,3.83068e-08,2.88778e-08,4.06526e-08,18.3527,0,False,69.0|103,1197
8|1197|8|1197|vc|1|2|103|2|103|69.0,1.4547e-09,-1.49062e-09,-7.4098e-10,-5.57777e-10,0.30303,0,1.14973e-09,-1.23178e-09,6.08233e-10,-4.67712e-11,0.411188,0,0,0,0,1.77636e-15,-1.17271e-06,0,4.61569e-08,3.85698e-08,3.00356e-08,4.11967e-08,18.7608,0,False,69.0|103,1197
8|1197|8|1197|vc|2|2|103|2|103|69.0,-5.62926e-10,-2.41299e-09,8.11732e-10,-5.50816e-09,-1.42454,0,-4.27455e-10,-4.62123e-10,1.94497e-09,7.75955e-10,0.321118,0,0,0,-8.88178e-16,-2.22045e-16,3.79601e-07,0,4.63254e-08,3.84471e-08,2.93597e-08,4.20248e-08,18.7323,0,False,69.0|103,1197
8|1197|8|1197|vc|3|2|103|2|103|69.0,-8.75356e-10,2.05385e-09,4.02743e-10,-2.52843e-09,-0.474712,0,-7.32602e-10,-1.83371e-10,-3.37385e-10,-3.46022e-11,-1.38446,0,2.91038e-11,0,-3.9968e-15,2.66454e-15,1.70906e-07,0,4.6664e-08,3.80993e-08,2.97622e-08,4.10003e-08,18.4331,0,False,69.0|103,1197
8|1197|8|1197|vc|4|2|103|2|103|69.0,-5.95464e-11,1.18631e-10,-5.59256e-11,-2.08818e-09,-0.279602,0,-6.18734e-10,5.9047e-10,1.06586e-09,-3.06229e-10,0.102268,0,0,3.63798e-12,8.88178e-16,2.33147e-15,1.77163e-06,0,4.56821e-08,3.82327e-08,3.0376e-08,4.27873e-08,18.8334,0,False,69.0|103,1197
8|1197|8|1197|vc|5|2|103|2|103|69.0,-4.09901e-09,-1.47062e-09,-3.53669e-10,4.27946e-09,1.25368,0,1.45992e-11,4.59965e-10,2.67568e-10,-5.09055e-11,0.856593,0,0,3.63798e-12,-3.55271e-15,-1.11022e-15,1.86502e-06,0,4.75829e-08,3.91846e-08,2.93161e-08,4.18947e-08,17.9827,0,False,69.0|103,1197
8|1197|8|1197|vc|6|2|103|2|103|69.0,1.08348e-09,1.98349e-09,3.83598e-10,-1.035e-09,1.50022,0,5.1527e-10,-2.30375e-10,1.2801e-10,1.55164e-10,0.784931,0,0,0,1.33227e-15,1.33227e-15,1.0885e-06,0,4.62606e-08,3.77035e-08,2.98479e-08,4.28956e-08,19.0006,0,False,69.0|103,1197
8|1197|8|1197|vc|7|2|103|2|103|69.0,-4.74247e-10,7.71881e-10,-9.90111e-10,-1.06236e-09,0.790907,0,2.1516e-10,1.87564e-09,-1.23743e-09,-7.48468e-10,-0.574296,0,0,0,-8.88178e-16,-1.22125e-15,-1.04844e-06,0,4.76903e-08,3.84344e-08,2.95971e-08,4.08167e-08,18.3091,0,False,69.0|103,1197
8|1197|8|1197|vc|8|2|103|2|103|69.0,-2.9942e-10,-1.96436e-09,-1.4418e-09,2.40054e-09,0.706644,0,2.83757e-10,-5.22741e-10,-1.73118e-10,-1.80088e-09,-0.322218,0,2.91038e-11,1.09139e-11,3.11484e-12,-7.72427e-12,-0.326234,0,4.65569e-08,3.71566e-08,2.94317e-08,4.02721e-08,18.8189,0,False,69.0|103,1197
