rep,id,U,L,L_gap,h,f,alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,125886,10893.5,1.33433,1.48764,0.100911,1.14943,True,70.0|274,411
2,9|411|9|411|sample|4|274|4|274|70.0,125886,10893.5,1.33433,1.48764,0.0805619,1.14943,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,125886,10893.5,1.33433,1.48764,0.10972,1.14943,True,70.0|274,411
2,9|411|9|411|sample|3|274|3|274|70.0,125886,10893.5,1.33433,1.48764,0.103561,1.14943,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,125886,10893.5,1.33433,1.48764,0.124971,1.14943,True,70.0|274,411
2,9|411|9|411|sample|5|274|5|274|70.0,125886,10893.5,1.33433,1.48764,0.147534,1.14943,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,125886,10893.5,1.33433,1.48764,0.0695374,1.14943,True,70.0|274,411
2,9|411|9|411|sample|6|274|6|274|70.0,125886,10893.5,1.33433,1.48764,0.107837,1.14943,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,125886,10893.5,1.33433,1.48764,0.164289,1.14943,True,70.0|274,411
2,9|411|9|411|sample|8|274|8|274|70.0,125886,10893.5,1.33433,1.48764,0.0957315,1.14943,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,125886,10893.5,1.33433,1.48764,0.0700407,1.14943,True,70.0|274,411
2,9|411|9|411|sample|7|274|7|274|70.0,125886,10893.5,1.33433,1.48764,0.0822379,1.14943,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,125886,10893.5,1.33433,1.48764,0.0963445,1.14943,True,70.0|274,411
2,9|411|9|411|sample|9|274|9|274|70.0,125886,10893.5,1.33433,1.48764,0.135994,1.14943,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,125886,10893.5,1.33433,1.48764,0.105449,1.14943,True,70.0|274,411
2,9|411|9|411|sample|10|274|10|274|70.0,125886,10893.5,1.33433,1.48764,0.334556,1.14943,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,125886,10893.5,1.33433,1.48764,0.177053,1.14943,True,70.0|274,411
2,9|411|9|411|sample|12|274|12|274|70.0,125886,10893.5,1.33433,1.48764,0.343607,1.14943,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,125886,10893.5,1.33433,1.48764,0.103642,1.14943,True,70.0|274,411
2,9|411|9|411|sample|11|274|11|274|70.0,125886,10893.5,1.33433,1.48764,0.139346,1.14943,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,2.79655e-12,1.14943,False,69.0|274,411
2,9|411|9|411|cc|1|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,1.68832e+09,1.14943,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,325.536,1.14943,False,69.0|274,411
2,9|411|9|411|cc|2|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,1.30847e-06,1.14943,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,1.36016e+06,1.14943,False,69.0|274,411
2,9|411|9|411|cc|3|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,32940.8,1.14943,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,125886,10893.6,35.6488,-0.461681,10.0911,1.14943,False,69.0|274,411
2,9|411|9|411|cc|4|1|274|1|274|69.0,125886,10893.6,35.6488,-0.461681,1.08357e-07,1.14943,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,125886,10893.6,35.6488,-0.461681,1.74095e-08,1.14943,False,69.0|274,411
2,9|411|9|411|cc|5|1|274|1|274|69.0,125886,10893.6,35.6488,-0.461681,1.57075e+12,1.14943,False,69.0|274,411
