rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,8.10269e-09,-4.82598e-08,2.05302e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,-2.47269e-09,-3.34091e-08,-1.01718e-07,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,7.5421e-09,6.99027e-08,2.93401e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,5.81394e-09,-2.74107e-08,5.938e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,1.39574e-08,1.64093e-08,4.72567e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,-1.07882e-08,-2.03661e-08,-3.98301e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,1.05407e-08,-6.5273e-09,-3.98635e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,-4.13523e-08,-1.96337e-08,-5.60799e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,5.59032e-09,-8.67657e-09,-1.37608e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,8.29448e-09,-6.66447e-09,8.26667e-08,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,-3.76954e-08,3.60244e-08,7.54664e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,2.83457e-08,3.65822e-08,-9.85404e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,-1.91267e-09,-2.52328e-08,5.30131e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,-6.00119e-09,-3.36198e-09,6.12386e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,-7.90089e-09,-5.46823e-08,-1.30976e-07,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,4.25985e-10,-1.70602e-08,8.02123e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,6.06178e-10,6.10109e-08,1.21452e-07,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,2.93336e-08,-2.26e-08,1.22337e-07,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,-1.19062e-08,-2.77112e-08,9.06147e-09,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,-2.44011e-08,2.203e-08,1.40351e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,5.29155e-09,1.97626e-08,1.18695e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,4.12763e-09,1.71841e-08,-2.52565e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,1.15468e-08,-5.22937e-08,-1.8783e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,2.1486e-08,1.08115e-08,6.46058e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,-4.00394e-09,6.16481e-09,1.23584e-07,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,-8.53686e-09,-4.26943e-09,7.70199e-08,0,0,False,69.0|274,411
