id,eta_L_gap_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_gap_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,-1.60541,0,0,0,0,-1.58924,0,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,-1.3154,0,0,0,0,-1.32949,0,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,-1.83214,0,0,0,0,-1.77578,0,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,-1.75877,0,0,0,0,-1.7458,0,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,-1.45652,0,0,0,0,-1.4798,0,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,-1.4264,0,0,0,0,-1.45186,0,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,-1.67014,0,0,0,0,-1.70542,0,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,-1.76817,0,0,0,0,-1.78614,0,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,-1.4923,0,0,0,0,-1.4758,0,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,-1.52018,0,0,0,0,-1.47463,0,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0.0315895,0,0,0,0,-2.5031e-07,0,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,-0.0739075,0,0,0,0,3.34289e-07,0,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,-0.0579546,0,0,0,0,1.36785e-07,0,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,-0.161378,0,0,0,0,-1.84366e-07,0,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,-0.0149873,0,0,0,0,-5.71612e-08,0,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0.0655669,0,0,0,0,1.36361e-07,0,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,-0.0831007,0,0,0,0,-2.27729e-07,0,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0.169145,0,0,0,0,5.28496e-08,0,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,-0.122856,0,0,0,0,2.90045e-07,0,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,-0.227565,0,0,0,0,-2.0845e-07,0,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,-0.212965,0,0,0,0,1.59725e-07,0,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,-0.015838,0,0,0,0,4.88857e-08,0,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,-0.0833582,0,0,0,0,-3.06707e-08,0,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0.0135935,0,0,0,0,3.3885e-07,0,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0.242378,0,0,0,0,-3.14942e-07,0,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0.0287406,0,0,0,0,-1.85547e-07,0,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0,-2.19916,0,0,0,0,-2.23136,0,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,0,-2.19847,0,0,0,0,-2.2198,0,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,0,-2.15379,0,0,0,0,-2.13226,0,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,0,-2.13567,0,0,0,0,-2.11789,0,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,0,-0.00745581,0,0,0,0,-0.0865497,0,0,0,True,6.0|71,783
