rep,id,U_offset,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,9|411|sample|4|274,0.00473665,410.077,0.684894,9.00567,22600.5,12.5775,True,70.0|274,411
1,9|411|sample|3|274,0.00473665,410.077,0.932995,9.00567,22600.5,12.5775,True,70.0|274,411
1,9|411|sample|5|274,0.00473665,410.077,0.507259,9.00567,22600.5,12.5775,True,70.0|274,411
1,9|411|sample|6|274,0.00473665,410.077,0.757967,9.00567,22600.5,12.5775,True,70.0|274,411
1,9|411|sample|8|274,0.00473665,410.077,0.712066,9.00567,22600.5,12.5775,True,70.0|274,411
1,9|411|sample|7|274,0.00473665,410.077,0.684846,9.00567,22600.5,12.5775,True,70.0|274,411
1,9|411|sample|9|274,0.00473665,410.077,0.649495,9.00567,22600.5,12.5775,True,70.0|274,411
1,9|411|sample|10|274,0.00473665,410.077,0.627181,9.00567,22600.5,12.5775,True,70.0|274,411
1,9|411|sample|12|274,0.00473665,410.077,0.725479,9.00567,22600.5,12.5775,True,70.0|274,411
1,9|411|sample|11|274,0.00473665,410.077,0.811705,9.00567,22600.5,12.5775,True,70.0|274,411
1,9|411|cc|1|1|274,0.00473682,410.077,-0.613997,9.00665,22600.5,12.5775,False,69.0|274,411
1,9|411|cc|2|1|274,0.00473682,410.077,0.44958,9.00665,22600.5,12.5775,False,69.0|274,411
1,9|411|cc|3|1|274,0.00473682,410.077,2.35992,9.00665,22600.5,12.5775,False,69.0|274,411
1,9|411|cc|4|1|274,0.00473682,410.077,3.30006,9.00665,22600.5,12.5775,False,69.0|274,411
1,9|411|cc|5|1|274,0.00473682,410.077,1.60845,9.00665,22600.5,12.5775,False,69.0|274,411
1,9|411|cc|6|1|274,0.00473682,410.077,1.86983,9.00665,22600.5,12.5775,False,69.0|274,411
1,9|411|cc|7|1|274,0.00473682,410.077,2.5717,9.00665,22600.5,12.5775,False,69.0|274,411
1,9|411|cc|8|1|274,0.00473682,410.077,3.65862,9.00665,22600.5,12.5775,False,69.0|274,411
1,9|411|vc|1|2|274,0.00473682,410.077,4.74986,9.00665,22600.5,12.5775,False,69.0|274,411
1,9|411|vc|2|2|274,0.00473682,410.077,4.5679,9.00665,22600.5,12.5775,False,69.0|274,411
1,9|411|vc|3|2|274,0.00473682,410.077,1.304,9.00665,22600.5,12.5775,False,69.0|274,411
1,9|411|vc|4|2|274,0.00473682,410.077,3.34807,9.00665,22600.5,12.5775,False,69.0|274,411
1,9|411|vc|5|2|274,0.00473682,410.077,4.00305,9.00665,22600.5,12.5775,False,69.0|274,411
1,9|411|vc|6|2|274,0.00473682,410.077,3.51034,9.00665,22600.5,12.5775,False,69.0|274,411
1,9|411|vc|7|2|274,0.00473682,410.077,1.75203,9.00665,22600.5,12.5775,False,69.0|274,411
1,9|411|vc|8|2|274,0.00473682,410.077,3.89427,9.00665,22600.5,12.5775,False,69.0|274,411
1,14|783|sample|3|71,0.00473665,410.077,0.192297,9.0069,22600.5,12.5775,True,6.0|71,783
1,14|783|sample|4|71,0.00473665,410.077,0.233016,9.0069,22600.5,12.5775,True,6.0|71,783
1,14|783|sample|5|71,0.00473665,410.077,0.322248,9.0069,22600.5,12.5775,True,6.0|71,783
1,14|783|sample|6|71,0.00473665,410.077,0.249148,9.0069,22600.5,12.5775,True,6.0|71,783
1,14|783|sample|7|71,0.00473665,410.077,1.98386,9.0069,22600.5,12.5775,True,6.0|71,783
1,14|783|sample|8|71,0.00473665,410.077,1.58568,9.0069,22600.5,12.5775,True,6.0|71,783
1,14|783|sample|10|71,0.00473665,410.077,0.209706,9.0069,22600.5,12.5775,True,6.0|71,783
1,14|783|sample|9|71,0.00473665,410.077,0.08878,9.0069,22600.5,12.5775,True,6.0|71,783
1,14|783|sample|12|71,0.00473665,410.077,3.29025,9.0069,22600.5,12.5775,True,6.0|71,783
1,14|783|sample|11|71,0.00473665,410.077,2.63234,9.0069,22600.5,12.5775,True,6.0|71,783
1,14|783|cc|1|1|71,0.00473682,410.077,3.93835,9.00515,22600.5,12.5775,False,69.0|71,783
1,14|783|cc|2|1|71,0.00473682,410.077,3.69765,9.00515,22600.5,12.5775,False,69.0|71,783
1,14|783|cc|3|1|71,0.00473682,410.077,5.41891,9.00515,22600.5,12.5775,False,69.0|71,783
1,14|783|cc|4|1|71,0.00473682,410.077,1.551,9.00515,22600.5,12.5775,False,69.0|71,783
1,14|783|cc|5|1|71,0.00473682,410.077,1.1051,9.00515,22600.5,12.5775,False,69.0|71,783
1,14|783|cc|6|1|71,0.00473682,410.077,4.25129,9.00515,22600.5,12.5775,False,69.0|71,783
1,14|783|cc|7|1|71,0.00473682,410.077,2.99915,9.00515,22600.5,12.5775,False,69.0|71,783
1,14|783|cc|8|1|71,0.00473682,410.077,6.00874,9.00515,22600.5,12.5775,False,69.0|71,783
1,14|783|vc|1|2|71,0.00473682,410.077,5.58877,9.00515,22600.5,12.5775,False,69.0|71,783
1,14|783|vc|2|2|71,0.00473682,410.077,4.1685,9.00515,22600.5,12.5775,False,69.0|71,783
1,14|783|vc|3|2|71,0.00473682,410.077,3.70829,9.00515,22600.5,12.5775,False,69.0|71,783
