rep,id,U,L,L_gap,h,f,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.995091,0.934161,0.00373562,-1.05286,0.24183,0.687369,0.881344,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0.995091,0.934161,0.00373562,-1.46737,0.24183,0.687369,0.881344,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.995091,0.934161,0.00373562,-0.856618,0.24183,0.687369,0.881344,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.995091,0.934161,0.00373562,-0.802957,0.24183,0.687369,0.881344,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0.995091,0.934161,0.00373562,-0.840942,0.24183,0.687369,0.881344,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0.995091,0.934161,0.00373562,-1.2988,0.24183,0.687369,0.881344,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.995091,0.934161,0.00373562,-1.17494,0.24183,0.687369,0.881344,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.995091,0.934161,0.00373562,-0.848098,0.24183,0.687369,0.881344,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0.995091,0.934161,0.00373562,-1.38718,0.24183,0.687369,0.881344,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0.995091,0.934161,0.00373562,-1.07452,0.24183,0.687369,0.881344,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0.995091,0.934161,0.000472851,1.27823,1.01564,0.687369,0.881344,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0.995091,0.934161,0.000472851,-0.291064,1.01564,0.687369,0.881344,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0.995091,0.934161,0.000472851,-1.02035,1.01564,0.687369,0.881344,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0.995091,0.934161,0.000472851,0.00445401,1.01564,0.687369,0.881344,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0.995091,0.934161,0.000472851,2.37218,1.01564,0.687369,0.881344,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0.995091,0.934161,0.000472851,0.753346,1.01564,0.687369,0.881344,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0.995091,0.934161,0.000472851,-0.587436,1.01564,0.687369,0.881344,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0.995091,0.934161,0.000472851,0.405697,1.01564,0.687369,0.881344,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0.995091,0.934161,0.000472851,1.46543,1.01564,0.687369,0.881344,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0.995091,0.934161,0.000472851,0.700272,1.01564,0.687369,0.881344,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0.995091,0.934161,0.000472851,-2.12006,1.01564,0.687369,0.881344,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0.995091,0.934161,0.000472851,1.10812,1.01564,0.687369,0.881344,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0.995091,0.934161,0.000472851,1.38647,1.01564,0.687369,0.881344,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0.995091,0.934161,0.000472851,-0.843174,1.01564,0.687369,0.881344,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0.995091,0.934161,0.000472851,-0.491073,1.01564,0.687369,0.881344,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0.995091,0.934161,0.000472851,-0.662688,1.01564,0.687369,0.881344,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,1.00069,0.93313,0.000297962,0.103189,0.0427999,0.687369,0.872925,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,1.00069,0.93313,0.000297962,-0.0759107,0.0427999,0.687369,0.872925,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,1.00069,0.93313,0.000297962,-0.311044,0.0427999,0.687369,0.872925,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,1.00069,0.93313,0.000297962,-0.234127,0.0427999,0.687369,0.872925,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,1.00069,0.93313,0.000297962,-1.60968,0.0427999,0.687369,0.872925,True,6.0|71,783
