id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,-3.44023e-09,-8.52794e-10,3.41656e-09,0,0,0,0,-4.72222e-11,-5.84688e-12,-2.33822e-11,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,-4.42913e-09,6.6151e-11,-8.61415e-09,0,0,0,0,-4.9015e-11,9.33076e-12,-1.65001e-11,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,-2.60455e-09,1.80449e-09,4.93772e-09,0,0,0,0,9.48494e-11,-1.17248e-11,1.17504e-10,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,1.18945e-09,1.21512e-09,-3.22239e-09,0,0,0,0,-8.30624e-12,2.8356e-11,-6.64135e-11,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,8.6993e-09,2.88795e-10,-1.48462e-09,0,0,0,0,-2.39457e-11,7.27596e-12,-1.52376e-11,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,-4.70974e-09,5.64318e-10,-4.49917e-09,0,0,0,0,-5.46597e-11,-1.74134e-11,2.51639e-11,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,5.08506e-09,1.19366e-09,-2.17614e-09,0,0,0,0,-2.15979e-11,-1.18137e-11,-1.20162e-11,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,1.02843e-09,1.12144e-09,8.58075e-09,0,0,0,0,-8.67167e-12,-1.88094e-11,-2.83435e-11,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,3.51924e-11,-9.80046e-10,1.88825e-09,0,0,0,0,-9.00136e-12,-1.48943e-11,9.63762e-12,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,2.80901e-09,-2.16801e-09,-2.15508e-09,0,0,0,0,6.70856e-11,-5.97431e-11,4.61542e-11,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,8.30185e-10,3.6526e-10,7.42536e-09,0,0,0,0,-2.45826e-12,-4.99689e-12,3.53991e-11,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-9.54524e-10,-6.77217e-10,-3.54276e-10,0,0,0,0,-1.70355e-11,6.39711e-12,-2.60178e-11,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,1.73863e-09,-3.11314e-10,-1.54773e-09,0,0,0,0,9.33076e-12,2.2931e-11,-1.40964e-11,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,-3.19028e-09,2.46536e-09,5.50497e-09,0,0,0,0,-2.63742e-11,7.23777e-12,-3.58129e-11,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,5.74312e-09,1.77323e-09,4.4463e-09,0,0,0,0,2.80707e-11,1.99969e-11,3.95476e-11,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,4.58022e-10,-1.99309e-09,-7.03118e-09,0,0,0,0,3.64797e-12,1.26505e-11,2.67674e-11,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-2.2523e-09,-3.02218e-09,4.59548e-10,0,0,0,0,2.0085e-11,-7.1847e-12,-5.13209e-11,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-6.47153e-09,-1.51422e-09,-7.68256e-10,0,0,0,0,-3.46767e-12,3.6362e-12,-6.18518e-11,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,-4.87151e-09,-5.76315e-10,3.73346e-09,0,0,0,0,-6.15044e-11,-1.49627e-11,-3.50604e-11,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,9.7993e-10,3.26348e-09,2.30425e-10,0,0,0,0,-4.61087e-11,1.39724e-11,7.05437e-11,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,6.12704e-09,8.60818e-10,-7.33406e-11,0,0,0,0,7.69185e-12,5.61307e-12,6.50832e-11,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,-8.97347e-09,-8.91732e-11,2.51887e-09,0,0,0,0,-1.00824e-11,-9.00302e-12,5.51809e-11,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,-7.13942e-09,3.24407e-09,-5.75487e-09,0,0,0,0,6.18505e-12,4.07274e-12,2.3666e-11,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0,4.25566e-10,7.76488e-10,2.8084e-09,0,0,0,0,-2.57949e-12,3.25295e-12,-3.66251e-11,0,0,False,69.0|274,411
