rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,4.87198e-08,3.32426e-08,-3.8276e-07,-1.70899,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-3.36731e-08,4.28428e-08,2.28565e-07,-5.05615,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,4.14002e-09,3.46876e-08,8.05742e-09,-0.466571,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,-2.22353e-08,4.02054e-09,-1.83942e-07,0.358203,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,5.4788e-09,1.36798e-08,-1.82915e-08,-6.29677,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,4.04398e-08,4.00171e-08,-3.02732e-09,-6.55065,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,5.78875e-08,-3.8375e-08,2.23808e-07,0.0571043,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,2.16751e-08,-2.01445e-08,8.93225e-09,-2.74552,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,5.01313e-09,4.67926e-08,-3.13138e-08,-6.51224,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,6.12126e-08,-1.73598e-08,6.85783e-08,-2.61559,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,-2.11585e-08,3.36807e-08,-2.61903e-07,-5.03695,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,9.8953e-09,3.08614e-09,-5.85545e-08,-11.621,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,6.62767e-08,3.69276e-08,5.15134e-08,-7.17277,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,-2.8449e-09,-5.67733e-08,2.60399e-08,-2.00522,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,3.43716e-08,-1.14014e-08,4.90006e-07,-0.77159,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,4.50382e-09,-1.34867e-09,1.72397e-07,1.96523,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,7.33417e-09,3.6487e-08,1.63485e-07,-7.78234,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,-1.81899e-08,4.76318e-08,4.78295e-07,-2.93442,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,-5.80621e-08,-6.34459e-08,4.65287e-08,13.815,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,-1.45737e-08,2.47583e-08,-3.85959e-08,-8.70643,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,5.07134e-09,-2.7661e-08,3.10806e-07,-10.096,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,6.49015e-09,6.5229e-09,1.3346e-07,10.6979,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,-1.72149e-08,-5.84049e-08,-4.05639e-07,3.31696,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,3.31056e-08,8.07825e-09,-1.00572e-07,0.66309,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,-2.39961e-08,-2.59125e-08,-5.23812e-07,-10.6736,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,3.94721e-08,-2.77298e-08,3.65577e-07,-3.59543,0,False,69.0|274,411
