id,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,273.695,1.62397,34.8856,157384,15.232,273.695,1.66219,6.95462,163957,15.2791,False,69.0|162,84
8|84|cc|2|1|162,273.695,1.64052,33.4872,157384,15.232,273.695,1.66219,6.95462,163957,15.2791,False,69.0|162,84
8|84|cc|3|1|162,273.695,1.62455,27.5089,157384,15.232,273.695,1.66219,6.95462,163957,15.2791,False,69.0|162,84
8|84|cc|4|1|162,273.695,1.69977,81.1643,157384,15.232,273.695,1.66219,6.95461,163957,15.2791,False,69.0|162,84
8|84|cc|5|1|162,273.695,1.67763,31.7985,157384,15.232,273.695,1.66219,6.95462,163957,15.2791,False,69.0|162,84
8|84|cc|6|1|162,273.695,1.69442,26.5412,157384,15.232,273.695,1.66219,6.95462,163957,15.2791,False,69.0|162,84
8|84|cc|7|1|162,273.695,1.67332,30.0181,157384,15.232,273.695,1.66219,6.95462,163957,15.2791,False,69.0|162,84
8|84|cc|8|1|162,273.695,1.65122,31.3342,157384,15.232,273.695,1.66219,6.95462,163957,15.2791,False,69.0|162,84
8|84|sample|10|162,273.335,1.27462,3.15043,157384,15.232,273.335,1.27379,3.21719,163957,15.2791,True,32.0|162,84
8|84|sample|11|162,271.44,1.34966,2.09306,157384,15.232,271.44,1.37302,2.03506,163957,15.2791,True,22.0|162,84
8|84|sample|12|162,271.44,1.15759,3.13002,157384,15.232,271.44,1.15306,3.21091,163957,15.2791,True,22.0|162,84
8|84|sample|3|162,268.435,1.06465,0.795334,157384,15.232,268.435,1.04145,0.873498,163957,15.2791,True,55.0|162,84
8|84|sample|4|162,268.435,1.011,0.985023,157384,15.232,268.435,0.997578,1.01497,163957,15.2791,True,55.0|162,84
8|84|sample|5|162,268.435,0.809157,1.06153,157384,15.232,268.435,0.762409,1.20683,163957,15.2791,True,55.0|162,84
8|84|sample|6|162,268.435,0.828092,0.849286,157384,15.232,268.435,0.781812,0.927663,163957,15.2791,True,55.0|162,84
8|84|sample|7|162,273.335,1.29161,2.6054,157384,15.232,273.335,1.27607,2.62437,163957,15.2791,True,32.0|162,84
8|84|sample|8|162,273.335,1.26352,2.94166,157384,15.232,273.335,1.2889,2.79743,163957,15.2791,True,32.0|162,84
8|84|sample|9|162,273.335,1.43546,2.91496,157384,15.232,273.335,1.34164,2.99043,163957,15.2791,True,32.0|162,84
8|84|vc|1|2|162,273.695,1.65173,27.6302,157384,15.232,273.695,1.66219,6.95462,163957,15.2791,False,69.0|162,84
8|84|vc|2|2|162,273.695,1.64653,35.4709,157384,15.232,273.695,1.66219,6.95462,163957,15.2791,False,69.0|162,84
8|84|vc|3|2|162,273.695,1.69544,29.732,157384,15.232,273.695,1.66219,6.95462,163957,15.2791,False,69.0|162,84
8|84|vc|4|2|162,273.695,1.62606,48.9354,157384,15.232,273.695,1.66219,6.95461,163957,15.2791,False,69.0|162,84
8|84|vc|5|2|162,273.695,1.62482,28.9038,157384,15.232,273.695,1.66219,6.95461,163957,15.2791,False,69.0|162,84
8|84|vc|6|2|162,273.695,1.68276,17.4052,157384,15.232,273.695,1.66219,6.95462,163957,15.2791,False,69.0|162,84
8|84|vc|7|2|162,273.695,1.66132,25.1036,157384,15.232,273.695,1.66219,6.95461,163957,15.2791,False,69.0|162,84
8|84|vc|8|2|162,273.695,1.63693,67.8555,157384,15.232,273.695,1.66219,6.95462,163957,15.2791,False,69.0|162,84
8|719|cc|1|1|274,272.534,1.61632,31.3088,157384,15.232,272.534,1.66219,6.95461,163957,15.2791,False,69.0|274,719
8|719|cc|2|1|274,272.534,1.64802,24.6946,157384,15.232,272.534,1.66219,6.95461,163957,15.2791,False,69.0|274,719
8|719|cc|3|1|274,272.534,1.6674,42.3877,157384,15.232,272.534,1.66219,6.95462,163957,15.2791,False,69.0|274,719
8|719|cc|4|1|274,272.534,1.68167,31.2527,157384,15.232,272.534,1.66219,6.95461,163957,15.2791,False,69.0|274,719
8|719|cc|5|1|274,272.534,1.66532,35.0257,157384,15.232,272.534,1.66219,6.95462,163957,15.2791,False,69.0|274,719
8|719|cc|6|1|274,272.534,1.64281,30.8996,157384,15.232,272.534,1.66219,6.95462,163957,15.2791,False,69.0|274,719
8|719|cc|7|1|274,272.534,1.69522,42.044,157384,15.232,272.534,1.66219,6.95462,163957,15.2791,False,69.0|274,719
8|719|cc|8|1|274,272.534,1.66912,20.7814,157384,15.232,272.534,1.66219,6.95462,163957,15.2791,False,69.0|274,719
8|719|sample|10|274,269.438,1.50272,6.39607,157384,15.232,269.438,1.47758,6.49481,163957,15.2791,True,32.0|274,719
8|719|sample|11|274,269.583,1.61711,7.6879,157384,15.232,269.583,1.55687,8.00772,163957,15.2791,True,22.0|274,719
8|719|sample|12|274,269.583,1.83538,7.10871,157384,15.232,269.583,1.68735,7.68046,163957,15.2791,True,22.0|274,719
8|719|sample|3|274,272.363,1.30646,0.869221,157384,15.232,272.363,1.36839,0.834171,163957,15.2791,True,55.0|274,719
8|719|sample|4|274,272.363,1.32152,0.843031,157384,15.232,272.363,1.33377,0.828877,163957,15.2791,True,55.0|274,719
8|719|sample|5|274,272.363,1.35491,0.880817,157384,15.232,272.363,1.30364,0.919143,163957,15.2791,True,55.0|274,719
8|719|sample|6|274,272.363,1.41583,0.949264,157384,15.232,272.363,1.43657,0.908056,163957,15.2791,True,55.0|274,719
8|719|sample|7|274,269.438,1.45405,6.50669,157384,15.232,269.438,1.40671,6.79875,163957,15.2791,True,32.0|274,719
8|719|sample|8|274,269.438,1.31306,7.72543,157384,15.232,269.438,1.39276,6.98264,163957,15.2791,True,32.0|274,719
8|719|sample|9|274,269.438,1.49214,6.65469,157384,15.232,269.438,1.47463,6.60729,163957,15.2791,True,32.0|274,719
8|719|vc|1|2|274,272.534,1.59247,26.8081,157384,15.232,272.534,1.66219,6.95461,163957,15.2791,False,69.0|274,719
8|719|vc|2|2|274,272.534,1.61648,22.2007,157384,15.232,272.534,1.66219,6.95462,163957,15.2791,False,69.0|274,719
8|719|vc|3|2|274,272.534,1.6722,21.5413,157384,15.232,272.534,1.66219,6.95462,163957,15.2791,False,69.0|274,719
8|719|vc|4|2|274,272.534,1.69647,58.5668,157384,15.232,272.534,1.66219,6.95462,163957,15.2791,False,69.0|274,719
8|719|vc|5|2|274,272.534,1.66566,32.2428,157384,15.232,272.534,1.66219,6.95462,163957,15.2791,False,69.0|274,719
8|719|vc|6|2|274,272.534,1.67383,36.7344,157384,15.232,272.534,1.66219,6.95462,163957,15.2791,False,69.0|274,719
8|719|vc|7|2|274,272.534,1.72441,23.5363,157384,15.232,272.534,1.66219,6.95462,163957,15.2791,False,69.0|274,719
8|719|vc|8|2|274,272.534,1.62107,31.8436,157384,15.232,272.534,1.66219,6.95462,163957,15.2791,False,69.0|274,719
8|488|cc|1|1|322,272.031,1.70187,18.5297,157384,18.9232,272.031,1.66219,6.95462,163957,19.7397,False,69.0|322,488
8|488|cc|2|1|322,272.031,1.61951,34.2116,157384,18.9232,272.031,1.66219,6.95462,163957,19.7397,False,69.0|322,488
8|488|cc|3|1|322,272.031,1.69069,22.1617,157384,18.9232,272.031,1.66219,6.95461,163957,19.7397,False,69.0|322,488
8|488|cc|4|1|322,272.031,1.66637,17.2755,157384,18.9232,272.031,1.66219,6.95462,163957,19.7397,False,69.0|322,488
