rep,id,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,281.003,0.773696,21.9881,18617.7,12.8472,False,69.0|162,84
1,8|84|cc|2|1|162,271.669,0.773694,10.6043,18617.7,12.8472,False,69.0|162,84
1,8|84|cc|3|1|162,285.264,0.773705,31.2461,18617.7,12.8472,False,69.0|162,84
1,8|84|cc|4|1|162,264.321,0.773697,4.25048,18617.7,12.8472,False,69.0|162,84
1,8|84|cc|5|1|162,272.294,0.77369,0.796845,18617.7,12.8472,False,69.0|162,84
1,8|84|cc|6|1|162,281.417,0.773693,31.5744,18617.7,12.8472,False,69.0|162,84
1,8|84|cc|7|1|162,274.616,0.773689,4.39839,18617.7,12.8472,False,69.0|162,84
1,8|84|cc|8|1|162,274.622,0.773712,6.35889,18617.7,12.8472,False,69.0|162,84
1,8|84|sample|10|162,278.969,1.14319,3.94917,18617.7,12.8472,True,32.0|162,84
1,8|84|sample|11|162,270.88,1.24886,1.9938,18617.7,12.8472,True,22.0|162,84
1,8|84|sample|12|162,280.87,1.24884,2.93007,18617.7,12.8472,True,22.0|162,84
1,8|84|sample|3|162,269.989,0.79526,0.877297,18617.7,12.8472,True,55.0|162,84
1,8|84|sample|4|162,281.339,0.795254,1.11725,18617.7,12.8472,True,55.0|162,84
1,8|84|sample|5|162,284.844,0.795248,1.19146,18617.7,12.8472,True,55.0|162,84
1,8|84|sample|6|162,279.07,0.795252,0.775363,18617.7,12.8472,True,55.0|162,84
1,8|84|sample|7|162,277.703,1.1432,2.83319,18617.7,12.8472,True,32.0|162,84
1,8|84|sample|8|162,287.912,1.1432,3.15454,18617.7,12.8472,True,32.0|162,84
1,8|84|sample|9|162,281.081,1.1432,3.33255,18617.7,12.8472,True,32.0|162,84
1,8|84|vc|1|2|162,272.805,0.773702,7.95984,18617.7,12.8472,False,69.0|162,84
1,8|84|vc|2|2|162,278.622,0.773707,13.7389,18617.7,12.8472,False,69.0|162,84
1,8|84|vc|3|2|162,278.671,0.773703,1.90302,18617.7,12.8472,False,69.0|162,84
1,8|84|vc|4|2|162,270.942,0.773698,27.3899,18617.7,12.8472,False,69.0|162,84
1,8|84|vc|5|2|162,281.081,0.773697,14.4638,18617.7,12.8472,False,69.0|162,84
1,8|84|vc|6|2|162,280.731,0.773694,0.60551,18617.7,12.8472,False,69.0|162,84
1,8|84|vc|7|2|162,274.784,0.7737,14.7035,18617.7,12.8472,False,69.0|162,84
1,8|84|vc|8|2|162,269.281,0.773685,121.195,18617.7,12.8472,False,69.0|162,84
1,8|719|cc|1|1|274,275.558,1.79031,556.356,18617.7,12.8472,False,69.0|274,719
