id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0,2.38761e-10,0.218138,0,0,0,0,4.88498e-15,-1.70212e-07,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,0,-5.93627e-09,-0.0169932,0,0,0,0,-6.66134e-15,2.34843e-07,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0,-2.63265e-09,-0.110591,0,0,0,0,-7.54952e-15,9.12884e-08,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0,-2.12251e-09,0.16062,0,0,0,0,-2.22045e-15,-2.07497e-07,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,0,4.87541e-09,0.14525,0,0,0,0,2.22045e-15,-4.16146e-07,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,0,2.06323e-10,-0.205806,0,0,0,0,-4.44089e-15,-7.88752e-07,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0,9.09137e-10,0.069881,0,0,0,0,-4.88498e-15,-3.52326e-07,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0,8.6806e-09,-0.637832,0,0,0,0,-6.88338e-15,3.44078e-07,0,0,False,69.0|162,84
8|84|sample|10|162,0,0,-9.71348e-09,1.09384,0,0,0,0,-2.49911e-13,1.11786,0,0,True,32.0|162,84
8|84|sample|11|162,0,0,1.59596e-09,0.542616,0,0,0,0,-1.80356e-13,0.555936,0,0,True,22.0|162,84
8|84|sample|12|162,0,0,1.31637e-08,0.7888,0,0,0,0,5.29576e-14,0.809464,0,0,True,22.0|162,84
8|84|sample|3|162,0,0,3.73622e-09,-0.0650852,0,0,0,0,5.2236e-14,-0.00561465,0,0,True,55.0|162,84
8|84|sample|4|162,0,0,-7.14251e-09,0.0544975,0,0,0,0,-3.46667e-14,0.135469,0,0,True,55.0|162,84
8|84|sample|5|162,0,0,-2.30834e-09,-0.0918079,0,0,0,0,1.11466e-13,-0.0886448,0,0,True,55.0|162,84
8|84|sample|6|162,0,0,-2.3639e-10,-0.267591,0,0,0,0,-2.5191e-13,-0.217377,0,0,True,55.0|162,84
8|84|sample|7|162,0,0,-5.87898e-10,0.86588,0,0,0,0,-1.45495e-13,0.924561,0,0,True,32.0|162,84
8|84|sample|8|162,0,0,-9.23672e-09,0.937529,0,0,0,0,-1.14353e-13,0.99626,0,0,True,32.0|162,84
8|84|sample|9|162,0,0,-1.8861e-09,1.09678,0,0,0,0,-2.44027e-13,1.11546,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,0,-3.8429e-09,0.186463,0,0,0,0,0.0,-3.48085e-07,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,0,2.49904e-09,0.0123436,0,0,0,0,-9.32587e-15,2.30764e-07,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,0,-2.38892e-09,-0.0202067,0,0,0,0,-6.21725e-15,2.47115e-07,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,0,2.5381e-09,0.33409,0,0,0,0,1.95399e-14,-6.52624e-07,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,0,-4.36492e-09,0.127917,0,0,0,0,-3.9968e-15,-1.35337e-07,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,0,-3.57985e-09,-0.404054,0,0,0,0,1.33227e-15,-2.99378e-07,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,0,-3.31582e-09,0.0563375,0,0,0,0,4.44089e-15,1.86762e-07,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,0,8.63926e-09,0.293354,0,0,0,0,-4.44089e-16,3.77178e-07,0,0,False,69.0|162,84
