id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0,0,0.172617,0,0,0,0,0,0,1.41712e-07,0,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,0,0,-0.0821389,0,0,0,0,0,0,7.43709e-08,0,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0,0,0.297415,0,0,0,0,0,0,-7.14188e-10,0,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0,0,0.0933704,0,0,0,0,0,0,-2.04468e-07,0,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,0,0,0.0215592,0,0,0,0,0,0,2.81666e-07,0,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,0,0,0.126988,0,0,0,0,0,0,3.19207e-07,0,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0,0,-0.165238,0,0,0,0,0,0,5.07155e-08,0,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0,0,-0.18861,0,0,0,0,0,0,-1.02976e-07,0,0,0,False,69.0|162,84
8|84|sample|10|162,0,0,0,-1.01065,0,0,0,0,0,0,-1.01825,0,0,0,True,32.0|162,84
8|84|sample|11|162,0,0,0,-0.886761,0,0,0,0,0,0,-0.890903,0,0,0,True,22.0|162,84
8|84|sample|12|162,0,0,0,-0.648872,0,0,0,0,0,0,-0.674375,0,0,0,True,22.0|162,84
8|84|sample|3|162,0,0,0,-2.4776,0,0,0,0,0,0,-2.4584,0,0,0,True,55.0|162,84
8|84|sample|4|162,0,0,0,-2.51884,0,0,0,0,0,0,-2.37531,0,0,0,True,55.0|162,84
8|84|sample|5|162,0,0,0,-3.79831,0,0,0,0,0,0,-3.79654,0,0,0,True,55.0|162,84
8|84|sample|6|162,0,0,0,-3.68647,0,0,0,0,0,0,-3.69923,0,0,0,True,55.0|162,84
8|84|sample|7|162,0,0,0,-1.15572,0,0,0,0,0,0,-1.14567,0,0,0,True,32.0|162,84
8|84|sample|8|162,0,0,0,-1.07066,0,0,0,0,0,0,-1.13999,0,0,0,True,32.0|162,84
8|84|sample|9|162,0,0,0,-0.947539,0,0,0,0,0,0,-0.958431,0,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,0,0,0.0453021,0,0,0,0,0,0,-1.24076e-07,0,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,0,0,0.139682,0,0,0,0,0,0,-6.01634e-08,0,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,0,0,0.118328,0,0,0,0,0,0,8.6359e-08,0,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,0,0,-0.00394592,0,0,0,0,0,0,-2.37941e-07,0,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,0,0,0.391141,0,0,0,0,0,0,-2.05246e-07,0,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,0,0,0.124027,0,0,0,0,0,0,-9.09065e-08,0,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,0,0,-0.379893,0,0,0,0,0,0,-9.02072e-08,0,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,0,0,0.262218,0,0,0,0,0,0,-1.9295e-07,0,0,0,False,69.0|162,84
8|719|cc|1|1|274,0,0,0,-0.216292,0,0,0,0,0,0,1.77134e-07,0,0,0,False,69.0|274,719
8|719|cc|2|1|274,0,0,0,0.106821,0,0,0,0,0,0,-2.96551e-07,0,0,0,False,69.0|274,719
8|719|cc|3|1|274,0,0,0,0.369432,0,0,0,0,0,0,-6.9365e-08,0,0,0,False,69.0|274,719
8|719|cc|4|1|274,0,0,0,-0.416521,0,0,0,0,0,0,1.96281e-07,0,0,0,False,69.0|274,719
8|719|cc|5|1|274,0,0,0,-0.192965,0,0,0,0,0,0,-1.06659e-08,0,0,0,False,69.0|274,719
8|719|cc|6|1|274,0,0,0,0.31506,0,0,0,0,0,0,9.79791e-08,0,0,0,False,69.0|274,719
8|719|cc|7|1|274,0,0,0,0.205618,0,0,0,0,0,0,9.48837e-08,0,0,0,False,69.0|274,719
8|719|cc|8|1|274,0,0,0,0.0106787,0,0,0,0,0,0,9.76413e-08,0,0,0,False,69.0|274,719
8|719|sample|10|274,0,0,0,0.361844,0,0,0,0,0,0,0.390273,0,0,0,True,32.0|274,719
