id,eta_L_gap_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_gap_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,9.08684e-09,0,-0.416943,0,0,3.49942e-13,0,-0.396731,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-1.31244e-08,0,-0.958158,0,0,0,0,-0.973659,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,7.20363e-09,0,-0.264827,0,0,-1.40998e-13,0,-0.320405,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,4.79437e-09,0,-0.20135,0,0,-3.10862e-13,0,-0.231312,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,8.49321e-09,0,-0.663387,0,0,2.78e-13,0,-0.65501,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-3.79813e-09,0,-0.637562,0,0,-2.62679e-13,0,-0.731312,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,3.33763e-09,0,-0.404347,0,0,-2.60236e-13,0,-0.398297,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-2.89028e-09,0,-0.231401,0,0,2.82441e-13,0,-0.26961,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,3.68015e-09,0,-0.822513,0,0,1.74749e-13,0,-0.817955,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-6.87963e-09,0,-0.61912,0,0,-1.96287e-13,0,-0.644576,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-7.69079e-09,0,-0.164791,0,0,-7.10543e-15,0,-1.67008e-07,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-4.28624e-09,0,-0.547868,0,0,-4.44089e-15,0,-3.33433e-07,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-5.67936e-10,0,0.104311,0,0,6.99441e-15,0,1.33176e-07,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-1.76169e-09,0,0.0979305,0,0,4.66294e-15,0,1.53773e-07,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-3.53245e-09,0,-0.00856869,0,0,-1.55431e-14,0,3.01588e-07,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-4.98126e-09,0,0.150423,0,0,-6.43929e-15,0,-2.90604e-07,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-5.66477e-09,0,0.0486437,0,0,2.66454e-15,0,3.22703e-07,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-8.44526e-09,0,0.117737,0,0,1.44329e-15,0,-3.87245e-07,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,5.20873e-09,0,0.284188,0,0,1.22125e-15,0,-3.81726e-07,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,5.446e-10,0,-0.236128,0,0,-7.10543e-15,0,2.3599e-07,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1.54256e-09,0,0.269953,0,0,3.21965e-15,0,-1.40885e-08,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,-5.14889e-10,0,0.442431,0,0,-1.22125e-14,0,-7.17132e-08,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,2.7193e-09,0,-0.0793759,0,0,-7.54952e-15,0,-1.54524e-07,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,2.71638e-09,0,-0.0769712,0,0,-9.10383e-15,0,2.24566e-07,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,-5.71639e-09,0,-0.218776,0,0,-3.44169e-15,0,2.6358e-07,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,6.37656e-09,0,-0.0646067,0,0,1.06581e-14,0,3.98204e-07,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,-1.9582e-09,0,3.5917,0,0,-1.41664e-13,0,3.56933,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,-1.10622e-09,0,3.60587,0,0,-1.33671e-13,0,3.59546,0,0,True,6.0|71,783
