rep,id,L,m,e,s,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,730.952,1.86968,0.0539421,242.376,7.37749,5.7569,False,69.0|162,84
1,8|84|cc|2|1|162,730.952,1.91795,0.0539421,21.9747,7.37749,5.7569,False,69.0|162,84
1,8|84|cc|3|1|162,730.952,1.96354,0.0539421,59.8695,7.37749,5.7569,False,69.0|162,84
1,8|84|cc|4|1|162,730.952,1.75584,0.0539421,2.49173,7.37749,5.7569,False,69.0|162,84
1,8|84|cc|5|1|162,730.952,2.06433,0.0539421,0.97028,7.37749,5.7569,False,69.0|162,84
1,8|84|cc|6|1|162,730.952,1.8562,0.0539421,2.51239,7.37749,5.7569,False,69.0|162,84
1,8|84|cc|7|1|162,730.952,1.83801,0.0539421,565.007,7.37749,5.7569,False,69.0|162,84
1,8|84|cc|8|1|162,730.952,2.20522,0.0539421,2.97718,7.37749,5.7569,False,69.0|162,84
1,8|84|sample|10|162,730.952,0.687474,0.053956,11.655,7.37749,5.7569,True,32.0|162,84
1,8|84|sample|11|162,730.952,0.852533,0.0539671,15.9627,7.37749,5.7569,True,22.0|162,84
1,8|84|sample|12|162,730.952,0.648167,0.0539671,10.7422,7.37749,5.7569,True,22.0|162,84
1,8|84|sample|3|162,730.952,0.673936,0.0539585,4.69235,7.37749,5.7569,True,55.0|162,84
1,8|84|sample|4|162,730.952,0.674987,0.0539585,6.09656,7.37749,5.7569,True,55.0|162,84
1,8|84|sample|5|162,730.952,0.518191,0.0539585,3.49338,7.37749,5.7569,True,55.0|162,84
1,8|84|sample|6|162,730.952,0.613212,0.0539585,3.41612,7.37749,5.7569,True,55.0|162,84
1,8|84|sample|7|162,730.952,0.918447,0.053956,20.858,7.37749,5.7569,True,32.0|162,84
1,8|84|sample|8|162,730.952,0.96066,0.053956,20.6326,7.37749,5.7569,True,32.0|162,84
1,8|84|sample|9|162,730.952,0.699971,0.053956,12.3459,7.37749,5.7569,True,32.0|162,84
1,8|84|vc|1|2|162,730.952,2.00578,0.0539421,2.8002,7.37749,5.7569,False,69.0|162,84
1,8|84|vc|2|2|162,730.952,1.92827,0.0539421,23.6973,7.37749,5.7569,False,69.0|162,84
1,8|84|vc|3|2|162,730.952,1.91562,0.0539421,8.50825,7.37749,5.7569,False,69.0|162,84
1,8|84|vc|4|2|162,730.952,2.12428,0.0539421,77.6158,7.37749,5.7569,False,69.0|162,84
1,8|84|vc|5|2|162,730.952,2.05133,0.0539421,612.609,7.37749,5.7569,False,69.0|162,84
1,8|84|vc|6|2|162,730.952,1.89502,0.0539421,4.58858,7.37749,5.7569,False,69.0|162,84
1,8|84|vc|7|2|162,730.952,1.86088,0.0539421,100.064,7.37749,5.7569,False,69.0|162,84
1,8|84|vc|8|2|162,730.952,1.97398,0.0539421,32.554,7.37749,5.7569,False,69.0|162,84
1,8|719|cc|1|1|274,730.952,1.99228,0.0539402,5.17288,7.37759,5.7569,False,69.0|274,719
1,8|719|cc|2|1|274,730.952,1.86318,0.0539402,6.05088,7.37759,5.7569,False,69.0|274,719
1,8|719|cc|3|1|274,730.952,1.78902,0.0539402,7.31817,7.37759,5.7569,False,69.0|274,719
1,8|719|cc|4|1|274,730.952,1.88504,0.0539402,15.0102,7.37759,5.7569,False,69.0|274,719
1,8|719|cc|5|1|274,730.952,2.37457,0.0539402,103.854,7.37759,5.7569,False,69.0|274,719
1,8|719|cc|6|1|274,730.952,1.94275,0.0539402,0.888962,7.37759,5.7569,False,69.0|274,719
1,8|719|cc|7|1|274,730.952,2.16361,0.0539402,126.937,7.37759,5.7569,False,69.0|274,719
1,8|719|cc|8|1|274,730.952,1.59293,0.0539402,2.03341,7.37759,5.7569,False,69.0|274,719
1,8|719|sample|10|274,730.951,0.760219,0.0539675,27.3783,7.37759,5.7569,True,32.0|274,719
1,8|719|sample|11|274,730.951,0.900669,0.0539664,48.6056,7.37759,5.7569,True,22.0|274,719
1,8|719|sample|12|274,730.951,0.719287,0.0539664,28.5802,7.37759,5.7569,True,22.0|274,719
1,8|719|sample|3|274,730.952,1.06566,0.0539515,10.631,7.37759,5.7569,True,55.0|274,719
1,8|719|sample|4|274,730.952,0.723794,0.0539515,5.5773,7.37759,5.7569,True,55.0|274,719
1,8|719|sample|5|274,730.952,0.809173,0.0539515,8.24178,7.37759,5.7569,True,55.0|274,719
1,8|719|sample|6|274,730.952,0.79587,0.0539515,7.34125,7.37759,5.7569,True,55.0|274,719
1,8|719|sample|7|274,730.951,0.762782,0.0539675,30.5724,7.37759,5.7569,True,32.0|274,719
1,8|719|sample|8|274,730.951,0.853292,0.0539675,37.6866,7.37759,5.7569,True,32.0|274,719
1,8|719|sample|9|274,730.951,0.758262,0.0539675,29.9498,7.37759,5.7569,True,32.0|274,719
1,8|719|vc|1|2|274,730.952,2.16711,0.0539402,2.17569,7.37759,5.7569,False,69.0|274,719
1,8|719|vc|2|2|274,730.952,1.74437,0.0539402,4.01524,7.37759,5.7569,False,69.0|274,719
1,8|719|vc|3|2|274,730.952,1.86751,0.0539402,2.34407,7.37759,5.7569,False,69.0|274,719
1,8|719|vc|4|2|274,730.952,2.13446,0.0539402,6.64695,7.37759,5.7569,False,69.0|274,719
1,8|719|vc|5|2|274,730.952,2.06164,0.0539402,77.8464,7.37759,5.7569,False,69.0|274,719
1,8|719|vc|6|2|274,730.952,1.89884,0.0539402,11.4274,7.37759,5.7569,False,69.0|274,719
1,8|719|vc|7|2|274,730.952,1.94499,0.0539402,10.5287,7.37759,5.7569,False,69.0|274,719
1,8|719|vc|8|2|274,730.952,1.88421,0.0539402,0.275317,7.37759,5.7569,False,69.0|274,719
1,8|488|cc|1|1|322,730.952,1.849,0.0539412,0.74175,7.3776,5.75692,False,69.0|322,488
1,8|488|cc|2|1|322,730.952,2.10172,0.0539412,6.78725,7.3776,5.75692,False,69.0|322,488
1,8|488|cc|3|1|322,730.952,2.04112,0.0539412,62.2565,7.3776,5.75692,False,69.0|322,488
1,8|488|cc|4|1|322,730.952,2.14976,0.0539412,12.2115,7.3776,5.75692,False,69.0|322,488
1,8|488|cc|5|1|322,730.952,1.99195,0.0539412,0.713925,7.3776,5.75692,False,69.0|322,488
1,8|488|cc|6|1|322,730.952,2.01959,0.0539412,22.4155,7.3776,5.75692,False,69.0|322,488
1,8|488|cc|7|1|322,730.952,1.98185,0.0539412,55.4412,7.3776,5.75692,False,69.0|322,488
1,8|488|cc|8|1|322,730.952,1.87542,0.0539412,1.77277,7.3776,5.75692,False,69.0|322,488
1,8|488|sample|10|322,730.952,0.289737,0.0539665,4.26155,7.3776,5.75692,True,32.0|322,488
1,8|488|sample|11|322,730.951,0.505441,0.0539554,11.6931,7.3776,5.75692,True,22.0|322,488
1,8|488|sample|12|322,730.951,0.524848,0.0539554,13.741,7.3776,5.75692,True,22.0|322,488
1,8|488|sample|3|322,730.952,1.07758,0.0539655,5.05854,7.3776,5.75692,True,55.0|322,488
1,8|488|sample|4|322,730.952,1.00893,0.0539655,4.50649,7.3776,5.75692,True,55.0|322,488
1,8|488|sample|5|322,730.952,0.835925,0.0539655,2.70031,7.3776,5.75692,True,55.0|322,488
1,8|488|sample|6|322,730.952,0.802878,0.0539655,2.78724,7.3776,5.75692,True,55.0|322,488
1,8|488|sample|7|322,730.952,0.403945,0.0539665,4.97862,7.3776,5.75692,True,32.0|322,488
1,8|488|sample|8|322,730.952,0.365539,0.0539665,4.97229,7.3776,5.75692,True,32.0|322,488
1,8|488|sample|9|322,730.952,0.332814,0.0539665,4.62765,7.3776,5.75692,True,32.0|322,488
1,8|488|vc|1|2|322,730.952,1.66073,0.0539412,46.647,7.3776,5.75692,False,69.0|322,488
1,8|488|vc|2|2|322,730.952,1.81487,0.0539412,1.23835,7.3776,5.75692,False,69.0|322,488
1,8|488|vc|3|2|322,730.952,2.12918,0.0539412,10.3339,7.3776,5.75692,False,69.0|322,488
1,8|488|vc|4|2|322,730.952,2.2381,0.0539412,1.63712,7.3776,5.75692,False,69.0|322,488
1,8|488|vc|5|2|322,730.952,1.74465,0.0539412,42.6442,7.3776,5.75692,False,69.0|322,488
1,8|488|vc|6|2|322,730.952,1.972,0.0539412,41.7808,7.3776,5.75692,False,69.0|322,488
1,8|488|vc|7|2|322,730.952,2.21582,0.0539412,9.84499,7.3776,5.75692,False,69.0|322,488
1,8|488|vc|8|2|322,730.952,1.97335,0.0539412,42.497,7.3776,5.75692,False,69.0|322,488
1,8|847|cc|1|1|69,730.952,1.9671,0.0539411,4.90195,7.37779,5.75684,False,69.0|69,847
1,8|847|cc|2|1|69,730.952,2.07724,0.0539411,2.36416,7.37779,5.75684,False,69.0|69,847
1,8|847|cc|3|1|69,730.952,2.03803,0.0539411,16.0894,7.37779,5.75684,False,69.0|69,847
1,8|847|cc|4|1|69,730.952,1.66227,0.0539411,36.6422,7.37779,5.75684,False,69.0|69,847
1,8|847|cc|5|1|69,730.952,1.79287,0.0539411,26.0417,7.37779,5.75684,False,69.0|69,847
1,8|847|cc|6|1|69,730.952,1.81379,0.0539411,19.2182,7.37779,5.75684,False,69.0|69,847
1,8|847|cc|7|1|69,730.952,2.15968,0.0539411,6.61763,7.37779,5.75684,False,69.0|69,847
1,8|847|cc|8|1|69,730.952,2.04877,0.0539411,32.4195,7.37779,5.75684,False,69.0|69,847
1,8|847|sample|10|69,730.951,0.640026,0.0539709,42.454,7.37779,5.75684,True,32.0|69,847
1,8|847|sample|11|69,730.952,0.739881,0.0539899,15.9383,7.37779,5.75684,True,22.0|69,847
1,8|847|sample|12|69,730.952,0.710252,0.0539899,16.3239,7.37779,5.75684,True,22.0|69,847
1,8|847|sample|3|69,730.951,0.502744,0.0539384,4.94626,7.37779,5.75684,True,55.0|69,847
1,8|847|sample|4|69,730.951,0.471752,0.0539384,5.31534,7.37779,5.75684,True,55.0|69,847
1,8|847|sample|5|69,730.951,0.334629,0.0539384,3.29259,7.37779,5.75684,True,55.0|69,847
1,8|847|sample|6|69,730.951,0.332792,0.0539384,3.46077,7.37779,5.75684,True,55.0|69,847
1,8|847|sample|7|69,730.951,0.914577,0.0539709,115.38,7.37779,5.75684,True,32.0|69,847
1,8|847|sample|8|69,730.951,0.887144,0.0539709,92.2495,7.37779,5.75684,True,32.0|69,847
1,8|847|sample|9|69,730.951,0.631994,0.0539709,37.8982,7.37779,5.75684,True,32.0|69,847
1,8|847|vc|1|2|69,730.952,1.88262,0.0539411,3.23273,7.37779,5.75684,False,69.0|69,847
1,8|847|vc|2|2|69,730.952,2.25072,0.0539411,3.90065,7.37779,5.75684,False,69.0|69,847
1,8|847|vc|3|2|69,730.952,2.08773,0.0539411,2.81312,7.37779,5.75684,False,69.0|69,847
1,8|847|vc|4|2|69,730.952,1.89195,0.0539411,85.5203,7.37779,5.75684,False,69.0|69,847
1,8|847|vc|5|2|69,730.952,1.65697,0.0539411,8.84611,7.37779,5.75684,False,69.0|69,847
1,8|847|vc|6|2|69,730.952,2.29993,0.0539411,4.8324,7.37779,5.75684,False,69.0|69,847
1,8|847|vc|7|2|69,730.952,2.24482,0.0539411,43.0416,7.37779,5.75684,False,69.0|69,847
1,8|847|vc|8|2|69,730.952,1.94137,0.0539411,17.1015,7.37779,5.75684,False,69.0|69,847
1,8|474|cc|1|1|276,730.952,2.1613,0.0539348,2.7386,7.37757,5.75683,False,69.0|276,474
1,8|474|cc|2|1|276,730.952,1.97675,0.0539348,17.1495,7.37757,5.75683,False,69.0|276,474
1,8|474|cc|3|1|276,730.952,1.92441,0.0539348,5.93286,7.37757,5.75683,False,69.0|276,474
1,8|474|cc|4|1|276,730.952,1.79336,0.0539348,5.23307,7.37757,5.75683,False,69.0|276,474
1,8|474|cc|5|1|276,730.952,2.12679,0.0539348,40.9344,7.37757,5.75683,False,69.0|276,474
1,8|474|cc|6|1|276,730.952,2.13897,0.0539348,1.55827,7.37757,5.75683,False,69.0|276,474
1,8|474|cc|7|1|276,730.952,1.97173,0.0539348,17.8194,7.37757,5.75683,False,69.0|276,474
1,8|474|cc|8|1|276,730.952,1.95815,0.0539348,2.00369,7.37757,5.75683,False,69.0|276,474
1,8|474|sample|10|276,730.952,0.794377,0.0539704,170.241,7.37757,5.75683,True,32.0|276,474
1,8|474|sample|11|276,730.951,0.798674,0.0539609,48.8695,7.37757,5.75683,True,22.0|276,474
1,8|474|sample|12|276,730.951,0.823488,0.0539609,61.9845,7.37757,5.75683,True,22.0|276,474
1,8|474|sample|3|276,730.952,0.753168,0.0539919,9.99908,7.37757,5.75683,True,55.0|276,474
1,8|474|sample|4|276,730.952,0.618554,0.0539919,8.33282,7.37757,5.75683,True,55.0|276,474
1,8|474|sample|5|276,730.952,0.703573,0.0539919,8.83531,7.37757,5.75683,True,55.0|276,474
1,8|474|sample|6|276,730.952,0.71781,0.0539919,9.53099,7.37757,5.75683,True,55.0|276,474
1,8|474|sample|7|276,730.952,0.716275,0.0539704,100.85,7.37757,5.75683,True,32.0|276,474
1,8|474|sample|8|276,730.952,0.818747,0.0539704,171.766,7.37757,5.75683,True,32.0|276,474
1,8|474|sample|9|276,730.952,0.712163,0.0539704,115.206,7.37757,5.75683,True,32.0|276,474
1,8|474|vc|1|2|276,730.952,1.76773,0.0539348,0.304824,7.37757,5.75683,False,69.0|276,474
1,8|474|vc|2|2|276,730.952,2.2593,0.0539348,5.69099,7.37757,5.75683,False,69.0|276,474
1,8|474|vc|3|2|276,730.952,1.75702,0.0539348,378.036,7.37757,5.75683,False,69.0|276,474
1,8|474|vc|4|2|276,730.952,1.66617,0.0539348,4.15503,7.37757,5.75683,False,69.0|276,474
1,8|474|vc|5|2|276,730.952,1.97241,0.0539348,18.3363,7.37757,5.75683,False,69.0|276,474
1,8|474|vc|6|2|276,730.952,2.01302,0.0539348,44.4964,7.37757,5.75683,False,69.0|276,474
1,8|474|vc|7|2|276,730.952,1.77094,0.0539348,16.7423,7.37757,5.75683,False,69.0|276,474
1,8|474|vc|8|2|276,730.952,1.64482,0.0539348,9.43683,7.37757,5.75683,False,69.0|276,474
1,8|462|cc|1|1|292,730.952,1.95332,0.0539367,63.1752,7.37762,5.75694,False,69.0|292,462
1,8|462|cc|2|1|292,730.952,1.97187,0.0539367,92.2102,7.37762,5.75694,False,69.0|292,462
1,8|462|cc|3|1|292,730.952,1.6083,0.0539367,1.0885,7.37762,5.75694,False,69.0|292,462
1,8|462|cc|4|1|292,730.952,1.94438,0.0539367,5.36511,7.37762,5.75694,False,69.0|292,462
1,8|462|cc|5|1|292,730.952,2.00074,0.0539367,3.61788,7.37762,5.75694,False,69.0|292,462
