id,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,645.456,1.82169,0.0636693,6.91616,-0.0085902,-7.96106e-07,644.636,1.81445,0.0636692,6.90919,-0.00861103,-8.09335e-07,False,69.0|162,84
8|84|cc|2|1|162,645.456,1.80761,0.0636692,6.91616,-0.0085902,-7.96106e-07,644.636,1.81445,0.0636692,6.90919,-0.00861103,-8.09335e-07,False,69.0|162,84
8|84|cc|3|1|162,645.456,1.83036,0.0636693,6.91616,-0.0085902,-7.96106e-07,644.636,1.81445,0.0636692,6.90919,-0.00861103,-8.09335e-07,False,69.0|162,84
8|84|cc|4|1|162,645.456,1.83008,0.0636692,6.91616,-0.0085902,-7.96106e-07,644.636,1.81445,0.0636692,6.90919,-0.00861103,-8.09335e-07,False,69.0|162,84
8|84|cc|5|1|162,645.456,1.82345,0.0636692,6.91616,-0.0085902,-7.96106e-07,644.636,1.81445,0.0636692,6.90919,-0.00861103,-8.09335e-07,False,69.0|162,84
8|84|cc|6|1|162,645.456,1.78572,0.0636692,6.91616,-0.0085902,-7.96106e-07,644.636,1.81445,0.0636692,6.90919,-0.00861103,-8.09335e-07,False,69.0|162,84
8|84|cc|7|1|162,645.456,1.82024,0.0636693,6.91616,-0.0085902,-7.96106e-07,644.636,1.81445,0.0636692,6.90919,-0.00861103,-8.09335e-07,False,69.0|162,84
8|84|cc|8|1|162,645.456,1.77206,0.0636693,6.91616,-0.0085902,-7.96106e-07,644.636,1.81445,0.0636692,6.90919,-0.00861103,-8.09335e-07,False,69.0|162,84
8|84|sample|10|162,645.456,0.701467,0.144558,6.916,-0.0085902,-7.96106e-07,644.636,0.700082,0.144558,6.90902,-0.00861103,-8.09335e-07,True,32.0|162,84
8|84|sample|11|162,645.456,0.811398,0.135848,6.916,-0.0085902,-7.96106e-07,644.636,0.803156,0.135849,6.90902,-0.00861103,-8.09335e-07,True,22.0|162,84
8|84|sample|12|162,645.456,0.668074,0.135848,6.916,-0.0085902,-7.96106e-07,644.636,0.653034,0.135849,6.90902,-0.00861103,-8.09335e-07,True,22.0|162,84
8|84|sample|3|162,645.456,0.483826,0.00952345,6.916,-0.0085902,-7.96106e-07,644.636,0.488656,0.00952344,6.90902,-0.00861103,-8.09335e-07,True,55.0|162,84
8|84|sample|4|162,645.456,0.475262,0.00952344,6.916,-0.0085902,-7.96106e-07,644.636,0.469733,0.00952344,6.90902,-0.00861103,-8.09335e-07,True,55.0|162,84
8|84|sample|5|162,645.456,0.473049,0.00952346,6.916,-0.0085902,-7.96106e-07,644.636,0.471206,0.00952344,6.90902,-0.00861103,-8.09335e-07,True,55.0|162,84
8|84|sample|6|162,645.456,0.507138,0.00952345,6.916,-0.0085902,-7.96106e-07,644.636,0.501047,0.00952344,6.90902,-0.00861103,-8.09335e-07,True,55.0|162,84
8|84|sample|7|162,645.456,0.775218,0.144558,6.916,-0.0085902,-7.96106e-07,644.636,0.762078,0.144558,6.90902,-0.00861103,-8.09335e-07,True,32.0|162,84
8|84|sample|8|162,645.456,0.747928,0.144558,6.916,-0.0085902,-7.96106e-07,644.636,0.740687,0.144558,6.90902,-0.00861103,-8.09335e-07,True,32.0|162,84
8|84|sample|9|162,645.456,0.73019,0.144558,6.916,-0.0085902,-7.96106e-07,644.636,0.719767,0.144558,6.90902,-0.00861103,-8.09335e-07,True,32.0|162,84
8|84|vc|1|2|162,645.456,1.82456,0.0636692,6.91616,-0.0085902,-7.96106e-07,644.636,1.81445,0.0636692,6.90919,-0.00861103,-8.09335e-07,False,69.0|162,84
8|84|vc|2|2|162,645.456,1.8443,0.0636693,6.91616,-0.0085902,-7.96106e-07,644.636,1.81445,0.0636692,6.90919,-0.00861103,-8.09335e-07,False,69.0|162,84
8|84|vc|3|2|162,645.456,1.78631,0.0636692,6.91616,-0.0085902,-7.96106e-07,644.636,1.81445,0.0636692,6.90919,-0.00861103,-8.09335e-07,False,69.0|162,84
8|84|vc|4|2|162,645.456,1.83017,0.0636692,6.91616,-0.0085902,-7.96106e-07,644.636,1.81445,0.0636692,6.90919,-0.00861103,-8.09335e-07,False,69.0|162,84
8|84|vc|5|2|162,645.456,1.832,0.0636693,6.91616,-0.0085902,-7.96106e-07,644.636,1.81445,0.0636692,6.90919,-0.00861103,-8.09335e-07,False,69.0|162,84
8|84|vc|6|2|162,645.456,1.83918,0.0636693,6.91616,-0.0085902,-7.96106e-07,644.636,1.81445,0.0636692,6.90919,-0.00861103,-8.09335e-07,False,69.0|162,84
8|84|vc|7|2|162,645.456,1.85977,0.0636692,6.91616,-0.0085902,-7.96106e-07,644.636,1.81445,0.0636692,6.90919,-0.00861103,-8.09335e-07,False,69.0|162,84
8|84|vc|8|2|162,645.456,1.85424,0.0636692,6.91616,-0.0085902,-7.96106e-07,644.636,1.81445,0.0636692,6.90919,-0.00861103,-8.09335e-07,False,69.0|162,84
8|719|cc|1|1|274,645.456,1.82811,0.0221322,6.91616,-0.00864565,1.32389e-05,644.636,1.81445,0.0221322,6.90919,-0.00866965,1.30256e-05,False,69.0|274,719
8|719|cc|2|1|274,645.456,1.79913,0.0221322,6.91616,-0.00864565,1.32389e-05,644.636,1.81445,0.0221322,6.90919,-0.00866965,1.30256e-05,False,69.0|274,719
8|719|cc|3|1|274,645.456,1.8342,0.0221321,6.91616,-0.00864565,1.32389e-05,644.636,1.81445,0.0221322,6.90919,-0.00866965,1.30256e-05,False,69.0|274,719
8|719|cc|4|1|274,645.456,1.80032,0.0221321,6.91616,-0.00864565,1.32389e-05,644.636,1.81445,0.0221322,6.90919,-0.00866965,1.30256e-05,False,69.0|274,719
8|719|cc|5|1|274,645.456,1.83846,0.0221322,6.91616,-0.00864565,1.32389e-05,644.636,1.81445,0.0221322,6.90919,-0.00866965,1.30256e-05,False,69.0|274,719
8|719|cc|6|1|274,645.456,1.82466,0.0221322,6.91616,-0.00864565,1.32389e-05,644.636,1.81445,0.0221322,6.90919,-0.00866965,1.30256e-05,False,69.0|274,719
8|719|cc|7|1|274,645.456,1.83106,0.0221322,6.91616,-0.00864565,1.32389e-05,644.636,1.81445,0.0221322,6.90919,-0.00866965,1.30256e-05,False,69.0|274,719
8|719|cc|8|1|274,645.456,1.79192,0.0221322,6.91616,-0.00864565,1.32389e-05,644.636,1.81445,0.0221322,6.90919,-0.00866965,1.30256e-05,False,69.0|274,719
8|719|sample|10|274,645.456,0.851378,0.461026,6.916,-0.00864565,1.32389e-05,644.636,0.835255,0.461026,6.90902,-0.00866965,1.30256e-05,True,32.0|274,719
8|719|sample|11|274,645.456,0.867855,0.64146,6.916,-0.00864565,1.32389e-05,644.636,0.864555,0.64146,6.90902,-0.00866965,1.30256e-05,True,22.0|274,719
