id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1,-0.0420159,1.01243,-2.26332,1.25064,3.94268e-06,2.71597e-10,1,-0.0419855,1.01243,-2.26332,0.424518,4.01096e-06,2.75126e-10,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1,-0.0420159,1.01243,-2.26332,0.835008,3.94268e-06,2.71597e-10,1,-0.0419855,1.01243,-2.26332,0.310593,4.01096e-06,2.75126e-10,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1,-0.0420159,1.01243,-2.26332,1.18919,3.94268e-06,2.71597e-10,1,-0.0419855,1.01243,-2.26332,0.438888,4.01096e-06,2.75126e-10,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1,-0.0420159,1.01243,-2.26332,1.18891,3.94268e-06,2.71597e-10,1,-0.0419855,1.01243,-2.26332,0.435292,4.01096e-06,2.75126e-10,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1,-0.0420159,1.01243,-2.26332,0.571469,3.94268e-06,2.71597e-10,1,-0.0419855,1.01243,-2.26332,0.356081,4.01096e-06,2.75126e-10,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1,-0.0420159,1.01243,-2.26332,0.817517,3.94268e-06,2.71597e-10,1,-0.0419855,1.01243,-2.26332,0.346523,4.01096e-06,2.75126e-10,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1,-0.0420159,1.01243,-2.26332,1.31515,3.94268e-06,2.71597e-10,1,-0.0419855,1.01243,-2.26332,0.42068,4.01096e-06,2.75126e-10,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1,-0.0420159,1.01243,-2.26332,1.67036,3.94268e-06,2.71597e-10,1,-0.0419855,1.01243,-2.26332,0.446524,4.01096e-06,2.75126e-10,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1,-0.0420159,1.01243,-2.26332,0.684636,3.94268e-06,2.71597e-10,1,-0.0419855,1.01243,-2.26332,0.314388,4.01096e-06,2.75126e-10,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1,-0.0420159,1.01243,-2.26332,0.902638,3.94268e-06,2.71597e-10,1,-0.0419855,1.01243,-2.26332,0.336009,4.01096e-06,2.75126e-10,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1,-0.0420159,7.55441,0.805172,3.78645,3.94268e-06,2.71597e-10,1,-0.0419855,7.55441,0.805172,1,4.01096e-06,2.75126e-10,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1,-0.0420159,7.55441,0.805172,3.43008,3.94268e-06,2.71597e-10,1,-0.0419855,7.55441,0.805172,1,4.01096e-06,2.75126e-10,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1,-0.0420159,7.55441,0.805172,2.87093,3.94268e-06,2.71597e-10,1,-0.0419855,7.55441,0.805172,1,4.01096e-06,2.75126e-10,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1,-0.0420159,7.55441,0.805172,3.09699,3.94268e-06,2.71597e-10,1,-0.0419855,7.55441,0.805172,1,4.01096e-06,2.75126e-10,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1,-0.0420159,7.55441,0.805172,2.20919,3.94268e-06,2.71597e-10,1,-0.0419855,7.55441,0.805172,1,4.01096e-06,2.75126e-10,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1,-0.0420159,7.55441,0.805172,4.69024,3.94268e-06,2.71597e-10,1,-0.0419855,7.55441,0.805172,1,4.01096e-06,2.75126e-10,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1,-0.0420159,7.55441,0.805172,2.58509,3.94268e-06,2.71597e-10,1,-0.0419855,7.55441,0.805172,1,4.01096e-06,2.75126e-10,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1,-0.0420159,7.55441,0.805172,3.5504,3.94268e-06,2.71597e-10,1,-0.0419855,7.55441,0.805172,0.999999,4.01096e-06,2.75126e-10,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1,-0.0420159,7.55441,0.805172,3.31029,3.94268e-06,2.71597e-10,1,-0.0419855,7.55441,0.805172,1,4.01096e-06,2.75126e-10,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1,-0.0420159,7.55441,0.805172,4.35222,3.94268e-06,2.71597e-10,1,-0.0419855,7.55441,0.805172,1,4.01096e-06,2.75126e-10,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1,-0.0420159,7.55441,0.805172,3.71256,3.94268e-06,2.71597e-10,1,-0.0419855,7.55441,0.805172,1,4.01096e-06,2.75126e-10,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,1,-0.0420159,7.55441,0.805172,8.02944,3.94268e-06,2.71597e-10,1,-0.0419855,7.55441,0.805172,1,4.01096e-06,2.75126e-10,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1,-0.0420159,7.55441,0.805172,3.3865,3.94268e-06,2.71597e-10,1,-0.0419855,7.55441,0.805172,0.999999,4.01096e-06,2.75126e-10,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,1,-0.0420159,7.55441,0.805172,3.39278,3.94268e-06,2.71597e-10,1,-0.0419855,7.55441,0.805172,1,4.01096e-06,2.75126e-10,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1,-0.0420159,7.55441,0.805172,2.533,3.94268e-06,2.71597e-10,1,-0.0419855,7.55441,0.805172,1,4.01096e-06,2.75126e-10,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,1,-0.0420159,7.55441,0.805172,3.79214,3.94268e-06,2.71597e-10,1,-0.0419855,7.55441,0.805172,1,4.01096e-06,2.75126e-10,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0.999997,-0.0259399,0.867531,-3.77759,6.3622,3.94274e-06,2.71588e-10,0.999997,-0.0259229,0.867531,-3.77759,3.64854,4.01102e-06,2.75117e-10,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,0.999997,-0.0259399,0.867531,-3.77759,5.19181,3.94274e-06,2.71588e-10,0.999997,-0.0259229,0.867531,-3.77759,3.54366,4.01102e-06,2.75117e-10,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,0.999997,-0.0259399,0.867531,-3.77759,4.70806,3.94274e-06,2.71588e-10,0.999997,-0.0259229,0.867531,-3.77759,1.08691,4.01102e-06,2.75117e-10,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,0.999997,-0.0259399,0.867531,-3.77759,3.43192,3.94274e-06,2.71588e-10,0.999997,-0.0259229,0.867531,-3.77759,1.06917,4.01102e-06,2.75117e-10,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,0.999997,-0.0259399,0.867531,-3.77759,0.975451,3.94274e-06,2.71588e-10,0.999997,-0.0259229,0.867531,-3.77759,0.406848,4.01102e-06,2.75117e-10,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,0.999997,-0.0259399,0.867531,-3.77759,0.895097,3.94274e-06,2.71588e-10,0.999997,-0.0259229,0.867531,-3.77759,0.407785,4.01102e-06,2.75117e-10,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,0.999997,-0.0259399,0.867531,-3.77759,4.48903,3.94274e-06,2.71588e-10,0.999997,-0.0259229,0.867531,-3.77759,3.48886,4.01102e-06,2.75117e-10,True,6.0|71,783
