rep,id,eta_U,eta_L,eta_L_gap,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,-2.16181e-08,-1.08417e-07,0.0729275,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,6.82132e-09,-7.77529e-08,-2.69983,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,5.69659e-08,-6.23534e-09,-2.88411,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,1.11161e-08,1.37235e-08,0.0522213,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,-3.97885e-08,-6.70703e-08,0.0311205,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,-3.15707e-08,-6.53035e-08,-1.46566,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,8.30991e-08,1.50649e-07,-1.20719,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,-2.53461e-08,5.44005e-08,-2.03822,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,-6.06207e-08,8.45305e-08,-1.41687,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,-8.48319e-08,-6.84027e-08,1.36127,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,8.68602e-08,1.98894e-07,-0.678405,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-2.62942e-08,-5.7889e-08,-2.19565,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-9.74277e-08,-5.05052e-08,-0.18482,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,1.66289e-08,4.23657e-09,1.81674,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,3.42575e-08,-1.17901e-07,1.31786,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,2.2133e-09,7.90784e-08,0.63197,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-6.03697e-09,3.36079e-08,2.01032,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,1.98436e-08,8.88548e-08,2.90659,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,4.80179e-08,5.38895e-08,-1.05229,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,-2.22136e-08,-3.48886e-09,-0.55665,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,-1.65471e-08,-1.0116e-07,1.27309,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,-2.58527e-08,-9.44022e-08,-2.69676,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,2.71477e-08,6.14683e-08,2.56905,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0,3.75045e-08,-1.9302e-08,0.686381,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0,2.55916e-08,7.97955e-08,0.964854,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,0,2.4834e-08,-4.37997e-08,-1.57586,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,0,0,1.21402e-08,9.3055e-09,2.25278,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,0,0,-6.19173e-09,1.25721e-08,0.988218,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,0,0,-2.99589e-08,-4.61293e-08,-1.26587,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,0,0,-1.35575e-08,-1.19094e-08,-1.65496,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,0,0,-1.82104e-10,2.566e-08,-1.88968,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,0,0,-4.96141e-08,-1.12849e-07,0.182674,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,0,0,-5.83413e-08,4.42966e-08,2.03201,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,0,0,-5.93454e-08,3.34787e-09,1.84806,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,0,0,-2.38759e-09,-3.47572e-08,-0.7446,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,0,0,7.47309e-08,-3.3865e-08,-0.824175,0,0,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,0,0,5.17801e-08,-2.96578e-08,-1.11672,0,0,False,69.0|71,783
