rep,id,U,L,h,f,alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,53695.7,780.439,0.153,0.186976,0.327831,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,53695.7,780.439,0.153,0.0343656,0.327831,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,53695.7,780.439,0.153,0.00707393,0.327831,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,53695.7,780.439,0.153,32.119,0.327831,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,53695.7,780.439,0.153,0.0215003,0.327831,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,53695.7,780.439,0.153,0.00875649,0.327831,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,53695.7,780.439,0.153,8.09655,0.327831,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,53695.7,780.439,0.153,0.650174,0.327831,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,53695.7,780.439,0.153,5.92589,0.327831,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,53695.7,780.439,0.153,0.00356893,0.327831,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,53695.7,777.678,0.153,0.340173,0.327831,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,53695.7,777.678,0.153,0.375218,0.327831,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,53695.7,777.678,0.153,2580.43,0.327831,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,53695.7,777.678,0.153,13.8013,0.327831,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,53695.7,777.678,0.153,4998.58,0.327831,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,53695.7,777.678,0.153,0.701811,0.327831,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,53695.7,777.678,0.153,2.56637,0.327831,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,53695.7,777.678,0.153,56.1348,0.327831,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,53695.7,777.678,0.153,17.8816,0.327831,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,53695.7,777.678,0.153,36.9161,0.327831,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,53695.7,777.678,0.153,0.0682509,0.327831,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,53695.7,777.678,0.153,0.695947,0.327831,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,53695.7,777.678,0.153,3.15216,0.327831,False,69.0|274,411
