rep,id,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,9|411|sample|4|274,758.316,1.52876,0.55208,154.893,0.0153022,True,70.0|274,411
1,9|411|sample|3|274,758.316,1.2954,0.304229,154.893,0.0153022,True,70.0|274,411
1,9|411|sample|5|274,758.316,1.64475,0.68116,154.893,0.0153022,True,70.0|274,411
1,9|411|sample|6|274,758.316,1.34258,0.555838,154.893,0.0153022,True,70.0|274,411
1,9|411|sample|8|274,758.316,1.6357,0.540936,154.893,0.0153022,True,70.0|274,411
1,9|411|sample|7|274,758.316,1.51963,0.40803,154.893,0.0153022,True,70.0|274,411
1,9|411|sample|9|274,758.316,1.36934,0.632113,154.893,0.0153022,True,70.0|274,411
1,9|411|sample|10|274,758.316,1.10433,0.590066,154.893,0.0153022,True,70.0|274,411
1,9|411|sample|12|274,758.316,1.321,0.276538,154.893,0.0153022,True,70.0|274,411
1,9|411|sample|11|274,758.316,1.33421,0.412964,154.893,0.0153022,True,70.0|274,411
1,9|411|cc|1|1|274,756.296,1.92851,5666.75,154.893,0.0153022,False,69.0|274,411
1,9|411|cc|2|1|274,756.296,2.7309,340.724,154.893,0.0153022,False,69.0|274,411
1,9|411|cc|3|1|274,756.296,2.80091,110.467,154.893,0.0153022,False,69.0|274,411
1,9|411|cc|4|1|274,756.296,2.67996,13.3169,154.893,0.0153022,False,69.0|274,411
1,9|411|cc|5|1|274,756.296,2.96849,477.057,154.893,0.0153022,False,69.0|274,411
1,9|411|cc|6|1|274,756.296,2.56463,13.8823,154.893,0.0153022,False,69.0|274,411
1,9|411|cc|7|1|274,756.296,2.64717,16.939,154.893,0.0153022,False,69.0|274,411
1,9|411|cc|8|1|274,756.296,2.59934,18.5414,154.893,0.0153022,False,69.0|274,411
1,9|411|vc|1|2|274,756.296,2.33289,15.2158,154.893,0.0153022,False,69.0|274,411
1,9|411|vc|2|2|274,756.296,2.05363,45.2583,154.893,0.0153022,False,69.0|274,411
1,9|411|vc|3|2|274,756.296,2.15824,3.74035,154.893,0.0153022,False,69.0|274,411
1,9|411|vc|4|2|274,756.296,2.75411,69.3024,154.893,0.0153022,False,69.0|274,411
1,9|411|vc|5|2|274,756.296,2.75415,847.641,154.893,0.0153022,False,69.0|274,411
1,9|411|vc|6|2|274,756.296,2.39952,6.4042,154.893,0.0153022,False,69.0|274,411
1,9|411|vc|7|2|274,756.296,2.80876,44.1513,154.893,0.0153022,False,69.0|274,411
1,9|411|vc|8|2|274,756.296,1.4242,16.968,154.893,0.0153022,False,69.0|274,411
1,14|783|sample|3|71,756.701,0.983624,12.6041,154.893,0.0153009,True,6.0|71,783
1,14|783|sample|4|71,756.701,1.17775,23.3221,154.893,0.0153009,True,6.0|71,783
1,14|783|sample|5|71,756.701,0.643027,3.22865,154.893,0.0153009,True,6.0|71,783
1,14|783|sample|6|71,756.701,0.788542,4.7927,154.893,0.0153009,True,6.0|71,783
1,14|783|sample|7|71,756.701,1.49322,0.0613255,154.893,0.0153009,True,6.0|71,783
1,14|783|sample|8|71,756.701,1.34379,0.0618869,154.893,0.0153009,True,6.0|71,783
1,14|783|sample|10|71,756.701,0.885975,14.5022,154.893,0.0153009,True,6.0|71,783
1,14|783|sample|9|71,756.701,0.669197,12.509,154.893,0.0153009,True,6.0|71,783
1,14|783|sample|12|71,756.701,1.52341,0.016636,154.893,0.0153009,True,6.0|71,783
1,14|783|sample|11|71,756.701,1.46263,0.0225267,154.893,0.0153009,True,6.0|71,783
1,14|783|cc|1|1|71,757.713,2.7463,161.644,154.893,0.0153009,False,69.0|71,783
1,14|783|cc|2|1|71,757.713,2.41295,241.279,154.893,0.0153009,False,69.0|71,783
1,14|783|cc|3|1|71,757.713,1.87373,230.236,154.893,0.0153009,False,69.0|71,783
1,14|783|cc|4|1|71,757.713,2.38602,9.56315,154.893,0.0153009,False,69.0|71,783
1,14|783|cc|5|1|71,757.713,3.02029,2248.84,154.893,0.0153009,False,69.0|71,783
1,14|783|cc|6|1|71,757.713,1.60794,282.406,154.893,0.0153009,False,69.0|71,783
1,14|783|cc|7|1|71,757.713,1.85921,1922.24,154.893,0.0153009,False,69.0|71,783
1,14|783|cc|8|1|71,757.713,2.37914,18000.1,154.893,0.0153009,False,69.0|71,783
1,14|783|vc|1|2|71,757.713,2.95972,2100.6,154.893,0.0153009,False,69.0|71,783
1,14|783|vc|2|2|71,757.713,2.10926,150.889,154.893,0.0153009,False,69.0|71,783
1,14|783|vc|3|2|71,757.713,2.06684,46.8939,154.893,0.0153009,False,69.0|71,783
1,14|783|vc|4|2|71,757.713,2.30716,10.4664,154.893,0.0153009,False,69.0|71,783
1,14|783|vc|5|2|71,757.713,1.55588,42.7734,154.893,0.0153009,False,69.0|71,783
1,14|783|vc|6|2|71,757.713,1.81055,41.5215,154.893,0.0153009,False,69.0|71,783
1,14|783|vc|7|2|71,757.713,1.71033,14.1757,154.893,0.0153009,False,69.0|71,783
1,14|783|vc|8|2|71,757.713,2.59355,1111.16,154.893,0.0153009,False,69.0|71,783
1,14|491|sample|10|99,755.62,1.68159,0.00846136,154.893,0.0152976,True,6.0|99,491
1,14|491|sample|9|99,755.62,1.48383,0.00731238,154.893,0.0152976,True,6.0|99,491
1,14|491|sample|12|99,755.62,1.22298,0.0217319,154.893,0.0152976,True,6.0|99,491
1,14|491|sample|11|99,755.62,1.30653,0.0322969,154.893,0.0152976,True,6.0|99,491
1,14|491|sample|4|99,754.307,1.46121,0.0763681,154.893,0.0152976,True,44.0|99,491
1,14|491|sample|3|99,754.307,2.17786,0.109633,154.893,0.0152976,True,44.0|99,491
1,14|491|sample|6|99,754.307,1.18885,0.111529,154.893,0.0152976,True,44.0|99,491
1,14|491|sample|5|99,754.307,0.917335,0.07357,154.893,0.0152976,True,44.0|99,491
1,14|491|sample|7|99,759.884,1.9474,0.00370072,154.893,0.0152976,True,63.0|99,491
1,14|491|sample|8|99,759.884,1.50607,0.00268546,154.893,0.0152976,True,63.0|99,491
1,14|491|cc|1|1|99,756.597,2.7123,136.404,154.893,0.0152976,False,69.0|99,491
1,14|491|cc|2|1|99,756.597,1.55948,0.114394,154.893,0.0152976,False,69.0|99,491
1,14|491|cc|3|1|99,756.597,1.86726,41.483,154.893,0.0152976,False,69.0|99,491
1,14|491|cc|4|1|99,756.597,1.98898,953.87,154.893,0.0152976,False,69.0|99,491
1,14|491|cc|5|1|99,756.597,2.43248,88.3078,154.893,0.0152976,False,69.0|99,491
1,14|491|cc|6|1|99,756.597,2.59258,19536.7,154.893,0.0152976,False,69.0|99,491
1,14|491|cc|7|1|99,756.597,2.56529,82.5565,154.893,0.0152976,False,69.0|99,491
1,14|491|cc|8|1|99,756.597,2.57903,2765.41,154.893,0.0152976,False,69.0|99,491
1,14|491|vc|1|2|99,756.597,1.15339,47.3164,154.893,0.0152976,False,69.0|99,491
1,14|491|vc|2|2|99,756.597,2.98005,20.7658,154.893,0.0152976,False,69.0|99,491
1,14|491|vc|3|2|99,756.597,2.26236,4.25967,154.893,0.0152976,False,69.0|99,491
1,14|491|vc|4|2|99,756.597,2.67743,5227.52,154.893,0.0152976,False,69.0|99,491
1,14|491|vc|5|2|99,756.597,2.97066,36.4134,154.893,0.0152976,False,69.0|99,491
1,14|491|vc|6|2|99,756.597,1.54723,0.457974,154.893,0.0152976,False,69.0|99,491
1,14|491|vc|7|2|99,756.597,2.19446,40.6148,154.893,0.0152976,False,69.0|99,491
1,14|491|vc|8|2|99,756.597,2.34331,126.086,154.893,0.0152976,False,69.0|99,491
1,14|433|sample|4|99,755.62,0.623576,0.00333632,154.896,0.0153022,True,6.0|99,433
1,14|433|sample|3|99,755.62,1.01815,0.0129221,154.896,0.0153022,True,6.0|99,433
1,14|433|sample|6|99,755.62,0.985407,0.563696,154.896,0.0153022,True,6.0|99,433
1,14|433|sample|5|99,755.62,0.906128,0.484023,154.896,0.0153022,True,6.0|99,433
1,14|433|sample|8|99,755.62,1.31929,0.00968568,154.896,0.0153022,True,6.0|99,433
1,14|433|sample|7|99,755.62,1.674,0.0105138,154.896,0.0153022,True,6.0|99,433
1,14|433|sample|10|99,755.62,1.41413,0.11791,154.896,0.0153022,True,6.0|99,433
1,14|433|sample|9|99,755.62,1.4049,0.109711,154.896,0.0153022,True,6.0|99,433
