rep,id,eta_L,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|sample|4|274,-3.60872e-06,0.128967,1.38934,0,0,True,70.0|274,411
1,9|411|sample|3|274,-4.95935e-07,-0.104385,0.793425,0,0,True,70.0|274,411
1,9|411|sample|5|274,-1.82094e-06,0.244963,1.59944,0,0,True,70.0|274,411
1,9|411|sample|6|274,2.93082e-06,-0.0572067,1.39612,0,0,True,70.0|274,411
1,9|411|sample|8|274,-8.7779e-07,0.235907,1.36894,0,0,True,70.0|274,411
1,9|411|sample|7|274,1.29269e-06,0.119836,1.08698,0,0,True,70.0|274,411
1,9|411|sample|9|274,-1.9751e-06,-0.0304457,1.52471,0,0,True,70.0|274,411
1,9|411|sample|10|274,1.45616e-06,-0.295464,1.45588,0,0,True,70.0|274,411
1,9|411|sample|12|274,-9.34762e-07,-0.0787877,0.697993,0,0,True,70.0|274,411
1,9|411|sample|11|274,-1.29608e-06,-0.0655815,1.099,0,0,True,70.0|274,411
1,9|411|cc|1|1|274,-3.58174e-06,-0.460653,3.95784,0,0,False,69.0|274,411
1,9|411|cc|2|1|274,-6.23013e-07,0.34174,1.14654,0,0,False,69.0|274,411
1,9|411|cc|3|1|274,2.18707e-06,0.411747,0.0201922,0,0,False,69.0|274,411
1,9|411|cc|4|1|274,-7.68265e-07,0.2908,-2.09549,0,0,False,69.0|274,411
1,9|411|cc|5|1|274,-1.27951e-06,0.579324,1.48311,0,0,False,69.0|274,411
1,9|411|cc|6|1|274,8.35054e-07,0.175465,-2.05391,0,0,False,69.0|274,411
1,9|411|cc|7|1|274,-2.92414e-06,0.258005,-1.85491,0,0,False,69.0|274,411
1,9|411|cc|8|1|274,-2.84627e-06,0.210173,-1.76452,0,0,False,69.0|274,411
1,9|411|vc|1|2|274,3.09888e-08,-0.0562696,-1.96219,0,0,False,69.0|274,411
1,9|411|vc|2|2|274,4.20727e-06,-0.335531,-0.872143,0,0,False,69.0|274,411
1,9|411|vc|3|2|274,-7.36871e-08,-0.230927,-3.36535,0,0,False,69.0|274,411
1,9|411|vc|4|2|274,-7.2187e-07,0.364944,-0.446049,0,0,False,69.0|274,411
1,9|411|vc|5|2|274,-5.03533e-07,0.364985,2.05793,0,0,False,69.0|274,411
1,9|411|vc|6|2|274,-1.57988e-06,0.0103584,-2.82757,0,0,False,69.0|274,411
1,9|411|vc|7|2|274,-8.17052e-07,0.419599,-0.896907,0,0,False,69.0|274,411
1,9|411|vc|8|2|274,6.7184e-07,-0.964966,-1.8532,0,0,False,69.0|274,411
1,14|783|sample|3|71,4.13852e-07,-0.416166,4.51742,0,0,True,6.0|71,783
1,14|783|sample|4|71,-5.30766e-07,-0.222035,5.1328,0,0,True,6.0|71,783
1,14|783|sample|5|71,-3.16902e-06,-0.756762,3.15546,0,0,True,6.0|71,783
1,14|783|sample|6|71,-1.06823e-07,-0.611247,3.55049,0,0,True,6.0|71,783
1,14|783|sample|7|71,2.02947e-06,0.0934295,-0.80816,0,0,True,6.0|71,783
1,14|783|sample|8|71,-2.04518e-06,-0.0560006,-0.799048,0,0,True,6.0|71,783
1,14|783|sample|10|71,-5.75922e-07,-0.513814,4.6577,0,0,True,6.0|71,783
1,14|783|sample|9|71,-2.31025e-06,-0.730593,4.50985,0,0,True,6.0|71,783
1,14|783|sample|12|71,3.22234e-06,0.123618,-2.11279,0,0,True,6.0|71,783
1,14|783|sample|11|71,-3.77755e-07,0.0628429,-1.80966,0,0,True,6.0|71,783
1,14|783|cc|1|1|71,-1.67636e-06,0.357132,0.400869,0,0,False,69.0|71,783
1,14|783|cc|2|1|71,-1.60833e-06,0.0237877,0.801427,0,0,False,69.0|71,783
1,14|783|cc|3|1|71,-3.73016e-07,-0.515438,0.754576,0,0,False,69.0|71,783
1,14|783|cc|4|1|71,6.72675e-07,-0.00314754,-2.42661,0,0,False,69.0|71,783
1,14|783|cc|5|1|71,1.4829e-06,0.631128,3.03364,0,0,False,69.0|71,783
1,14|783|cc|6|1|71,-2.48657e-06,-0.781227,0.958818,0,0,False,69.0|71,783
1,14|783|cc|7|1|71,6.42787e-07,-0.529957,2.87672,0,0,False,69.0|71,783
1,14|783|cc|8|1|71,-5.75118e-07,-0.0100264,5.11361,0,0,False,69.0|71,783
1,14|783|vc|1|2|71,1.788e-07,0.570553,2.96545,0,0,False,69.0|71,783
1,14|783|vc|2|2|71,1.13844e-06,-0.279907,0.332014,0,0,False,69.0|71,783
1,14|783|vc|3|2|71,-3.97311e-07,-0.322324,-0.836641,0,0,False,69.0|71,783
1,14|783|vc|4|2|71,1.73753e-07,-0.0820019,-2.33636,0,0,False,69.0|71,783
1,14|783|vc|5|2|71,-4.41564e-06,-0.83328,-0.928612,0,0,False,69.0|71,783
1,14|783|vc|6|2|71,-1.00521e-06,-0.578612,-0.958316,0,0,False,69.0|71,783
