id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-1.61723e-09,0,0.0264572,-4.86239e-09,-0.445549,0,0,0,0.0046927,-1.68754e-14,-0.47902,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,9.81687e-10,0,0.0888103,4.16541e-09,-0.999647,0,0,0,0.0107905,-1.33227e-15,-1.05602,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,7.6626e-10,0,0.00772819,7.74517e-09,-0.432733,0,0,0,0.00678893,1.02642e-11,-0.529245,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.43467e-10,0,-0.0390836,5.11335e-09,-0.403255,0,0,0,0.000209745,-2.26485e-14,-0.469681,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-5.12126e-10,0,-0.014677,-5.89093e-09,-0.720313,0,0,0,0.00328654,5.32907e-15,-0.743503,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-3.98888e-09,0,0.0400345,-3.51579e-09,-0.749881,0,0,0,0.00651134,-3.10862e-15,-0.813803,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-6.71003e-10,0,0.00609337,3.18287e-09,-0.563425,0,0,0,0.00572721,8.70815e-12,-0.615966,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-6.13494e-10,0,-0.0378062,3.70769e-10,-0.406592,0,0,0,-0.000196599,1.9984e-15,-0.482876,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-1.072e-09,0,0.024318,-4.67724e-09,-1.07115,0,0,0,0.00119914,2.44249e-15,-1.11529,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.27053e-09,0,-0.00717298,-4.01291e-09,-0.74847,0,0,0,-0.00695087,7.32836e-12,-0.78268,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.12684e-09,0,-0.00807126,4.78948e-09,-0.287191,0,0,0,-1.20644e-09,5.38458e-15,2.80192e-07,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-2.02056e-09,0,-0.0128533,-3.12466e-09,0.0519608,0,0,0,2.18073e-07,-4.77396e-14,2.01036e-07,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,2.63659e-09,0,0.00773176,-2.28481e-10,-0.0453178,0,0,0,-1.06199e-07,-1.58762e-14,-7.09655e-08,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-6.48797e-10,0,0.0281786,-4.53763e-10,-0.24237,0,0,0,3.10634e-08,-5.88418e-15,-2.69795e-07,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.13141e-10,0,-0.00932411,6.03752e-10,0.256605,0,0,0,1.67255e-07,6.66134e-16,5.94278e-07,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1.66701e-09,0,0.00147089,1.26124e-09,0.0162145,0,0,0,7.05571e-08,-9.4369e-15,-9.87311e-08,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,2.59078e-09,0,0.0112127,1.22108e-09,-0.136,0,0,0,2.44358e-08,-1.9984e-15,3.56799e-07,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1.13418e-09,0,-0.00405852,6.91547e-10,-0.132641,0,0,0,6.4935e-08,-3.9968e-15,-4.33145e-07,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1.01929e-09,0,-0.0022004,-1.36834e-09,0.106513,0,0,0,4.56249e-08,1.11022e-15,3.88213e-07,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,3.09738e-10,0,-0.0164696,3.87989e-09,-0.000989927,0,0,0,-1.98203e-06,8.4821e-14,-0.00166446,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,5.75936e-10,0,0.0269998,3.18105e-09,-0.0495258,0,0,0,1.04325e-07,-2.33147e-15,-8.64106e-08,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,-4.55126e-10,0,-0.000177806,8.14583e-10,-0.00621399,0,0,0,-0.00018318,1.00764e-12,-0.0061364,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,9.25298e-10,0,-0.0209214,1.48565e-09,-0.120198,0,0,0,-2.19438e-07,-4.44089e-16,4.02028e-07,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,-2.04018e-10,0,0.0181799,2.78966e-09,0.0216095,0,0,0,1.14486e-07,-1.55431e-14,-1.11747e-07,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1.88479e-09,0,-0.00318111,1.77246e-09,0.147747,0,7.27596e-12,0,-0.00435774,-1.16596e-12,0.00126242,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,2.93776e-09,0,-0.00859851,-8.91599e-10,0.0417049,0,4.36557e-11,0,-0.00241395,6.1025e-11,0.0395065,0,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,4.67224e-09,0,-0.055456,3.9202e-09,-6.83911,0,-7.27596e-12,0,-0.000222536,5.27078e-14,-7.29295,0,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,4.33112e-09,0,0.0303407,-1.97644e-09,-6.15322,0,-7.27596e-12,0,-0.000170843,2.66454e-15,-6.67666,0,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,-1.98037e-10,0,0.0426583,-2.57447e-09,-6.39232,0,0,0,-0.000130486,2.20096e-12,-6.71219,0,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,-2.2748e-09,0,-0.0150052,-6.11138e-09,-6.28226,0,5.09317e-11,0,-0.000172407,3.4861e-14,-6.62827,0,False,6.0|233,705
14|705|14|705|sample|7|233|7|233|6.0,4.58914e-09,0,0.0463901,-7.58987e-09,-6.88406,0,0,0,-0.000220335,-3.56992e-13,-7.13932,0,False,6.0|233,705
14|705|14|705|sample|8|233|8|233|6.0,1.05063e-09,0,-0.0507757,-2.73029e-09,-6.27544,0,0,0,-0.000109096,-9.25898e-13,-6.68938,0,False,6.0|233,705
14|705|14|705|sample|10|233|10|233|6.0,1.31351e-09,0,0.00369386,1.91947e-09,-2.40656,0,0,0,0.0036313,4.37428e-13,-2.51459,0,True,6.0|233,705
14|705|14|705|sample|9|233|9|233|6.0,-3.45975e-09,0,0.0165484,4.42108e-09,-2.34426,0,-7.27596e-12,0,-0.00194532,-2.93099e-14,-2.40073,0,True,6.0|233,705
14|705|14|705|sample|12|233|12|233|6.0,9.48436e-10,0,-0.0133036,9.13849e-09,-1.48797,0,0,0,0.003301,5.59464e-12,-1.53196,0,True,6.0|233,705
14|705|14|705|sample|11|233|11|233|6.0,5.61995e-11,0,-0.0216573,-1.0293e-08,-2.05333,0,0,0,0.00523373,-3.57936e-13,-2.11179,0,True,6.0|233,705
14|705|14|705|cc|1|1|233|1|233|69.0,9.0673e-10,0,-0.00106608,1.22016e-09,-0.0316711,0,0,0,-0.00110516,2.56506e-12,-0.0310777,0,False,69.0|233,705
14|705|14|705|cc|2|1|233|1|233|69.0,-6.24626e-10,0,0.00299981,3.72284e-09,0.141897,0,0,0,0.00424362,-2.57505e-12,0.000920542,0,False,69.0|233,705
14|705|14|705|cc|3|1|233|1|233|69.0,-2.0013e-09,0,0.0216693,-2.50361e-10,0.107128,0,0,0,7.03853e-08,-6.66134e-16,-2.42338e-07,0,False,69.0|233,705
14|705|14|705|cc|4|1|233|1|233|69.0,1.82774e-09,0,0.0376472,-4.02075e-10,-0.255013,0,0,0,-7.25079e-08,3.9968e-15,6.52622e-10,0,False,69.0|233,705
14|705|14|705|cc|5|1|233|1|233|69.0,-4.42841e-09,0,0.0280565,-2.02426e-09,0.181559,0,0,0,5.58421e-09,4.44089e-15,3.24724e-07,0,False,69.0|233,705
14|705|14|705|cc|6|1|233|1|233|69.0,-2.3769e-09,0,-0.00184112,5.3945e-10,0.0648322,0,0,0,-0.00288568,3.90799e-13,0.00134339,0,False,69.0|233,705
14|705|14|705|cc|7|1|233|1|233|69.0,-3.40694e-09,0,0.0015493,-9.9038e-10,0.0604568,0,0,0,0.00221104,8.57758e-13,0.000688186,0,False,69.0|233,705
14|705|14|705|cc|8|1|233|1|233|69.0,-1.7595e-09,0,-0.00754576,-2.03778e-09,0.0638884,0,0,0,-5.34521e-08,2.66454e-15,2.14463e-07,0,False,69.0|233,705
14|705|14|705|vc|1|2|233|2|233|69.0,2.58253e-10,0,0.0469194,-2.44336e-10,0.0288405,0,0,0,0.000274556,1.04794e-11,0.0399199,0,False,69.0|233,705
14|705|14|705|vc|2|2|233|2|233|69.0,-2.7745e-09,0,0.0532405,-8.84128e-11,-0.158374,0,0,0,5.50747e-08,1.68754e-14,-1.7718e-06,0,False,69.0|233,705
14|705|14|705|vc|3|2|233|2|233|69.0,2.67026e-09,0,-0.0328073,-4.58642e-09,0.111147,0,0,0,4.34495e-09,7.99361e-15,1.96715e-07,0,False,69.0|233,705
14|705|14|705|vc|4|2|233|2|233|69.0,1.24802e-09,0,-0.0186922,-4.21354e-09,0.00182954,0,0,0,-1.33807e-05,-9.19265e-14,0.00374088,0,False,69.0|233,705
14|705|14|705|vc|5|2|233|2|233|69.0,-1.93249e-11,0,0.016528,-2.40594e-09,-0.0834192,0,-7.27596e-12,0,-9.40984e-05,6.40332e-12,-0.000622474,0,False,69.0|233,705
14|705|14|705|vc|6|2|233|2|233|69.0,-1.82858e-09,0,0.0196123,-4.16936e-10,-0.207668,0,0,0,1.59316e-08,1.77636e-15,2.05157e-07,0,False,69.0|233,705
14|705|14|705|vc|7|2|233|2|233|69.0,-1.17306e-09,0,-0.0311962,-4.34335e-10,-0.0905819,0,0,0,1.47694e-09,3.9968e-15,-3.20643e-07,0,False,69.0|233,705
14|705|14|705|vc|8|2|233|2|233|69.0,-7.01999e-10,0,0.035489,-2.81487e-09,-0.00836041,0,0,0,7.74039e-05,-4.77396e-13,-0.0141789,0,False,69.0|233,705
8|152|8|152|sample|8|322|8|322|65.0,8.35964e-10,0,0.0423878,-1.3116e-09,-0.982245,0,0,0,-0.00382647,-1.21125e-12,-1.04842,0,True,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,4.01924e-09,0,-0.058029,3.5016e-10,-0.856069,0,0,0,-0.00271173,-7.79377e-14,-0.921053,0,True,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,4.64162e-10,0,-0.00908955,9.26757e-09,-0.969505,0,0,0,-0.00870279,1.51901e-12,-1.03478,0,True,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,-1.07975e-11,0,0.0243595,1.01571e-09,-1.06808,0,0,0,-0.00190555,2.66454e-15,-1.12524,0,True,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,1.12875e-09,0,-0.00428312,3.26753e-09,-2.69416,0,0,0,-0.0042445,1.01608e-12,-2.76317,0,True,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,-6.26373e-10,0,-0.0132031,-5.21756e-09,-2.08392,0,0,0,0.00146146,6.4615e-12,-2.16247,0,True,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,-5.57587e-09,0,-0.0364931,6.39077e-09,-1.94631,0,0,0,-0.000792708,6.98552e-13,-1.99406,0,True,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,7.1917e-10,0,-0.0107547,-2.75106e-09,-1.74603,0,0,0,-0.0105839,7.30749e-13,-1.82682,0,True,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,1.90493e-09,0,-0.027205,5.17793e-10,-1.1717,0,0,0,0.00309949,8.65974e-15,-1.2441,0,True,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,-1.51644e-09,0,-0.0407815,-7.96182e-09,-1.11487,0,0,0,0.00113188,1.5099e-14,-1.17975,0,True,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,2.33475e-09,0,-0.0324523,5.0989e-09,-0.062013,0,7.27596e-12,0,5.93817e-08,3.21965e-15,2.86595e-07,0,False,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,2.87313e-10,0,0.0160602,1.56148e-09,-0.205043,0,0,0,-6.71106e-05,2.82652e-12,0.000428238,0,False,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,1.00974e-09,0,-0.00335227,2.44709e-09,0.267536,0,-7.27596e-12,0,-0.00597438,-1.25011e-12,0.00156139,0,False,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,8.36109e-10,0,-0.0095363,-1.54785e-09,0.0285967,0,-7.27596e-12,0,-0.00318947,5.00522e-12,0.0428457,0,False,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,-4.90822e-10,0,0.000982051,4.9463e-10,-0.0214569,0,0,0,0.00100958,-3.05123e-12,-0.0212504,0,False,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,1.6336e-10,0,-0.00931909,-4.22191e-09,0.100883,0,0,0,-0.0129301,3.60734e-12,0.0142594,0,False,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,-1.43918e-09,0,0.0448994,-1.15817e-09,0.0112142,0,-7.27596e-12,0,0.00014324,1.89093e-12,0.0169316,0,False,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,-2.81543e-09,0,-0.0185271,-1.93367e-09,-0.0141709,0,-7.27596e-12,0,-0.00032261,3.7621e-12,-0.0222342,0,False,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,-1.55112e-09,0,0.00565504,6.39647e-10,0.0286887,0,0,0,-7.20453e-07,4.25437e-13,9.81869e-07,0,False,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,5.96163e-10,0,0.0143093,-2.90164e-09,-0.205664,0,0,0,8.41218e-05,7.92699e-13,-0.000413259,0,False,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,-1.68696e-09,0,-0.018017,-2.39249e-09,-0.0531937,0,7.27596e-12,0,8.9099e-08,0,2.40325e-07,0,False,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,1.00117e-10,0,0.0144174,4.05721e-09,-0.262603,0,7.27596e-12,0,2.35567e-08,-1.33227e-14,3.37278e-07,0,False,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,-2.02561e-09,0,-0.00805774,-2.74758e-09,0.190937,0,-7.27596e-12,0,-8.9536e-08,-3.55271e-15,-1.61796e-08,0,False,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,-1.86866e-09,0,0.0500937,-5.12982e-09,0.157808,0,0,0,-3.64748e-06,2.97007e-12,6.07498e-05,0,False,69.0|322,152
