id,L_gap_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_gap_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.57031,1.57078,0.621711,0.045204,0.0247327,1.57031,1.57078,0.613746,0.0451334,0.025404,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.57031,1.57078,0.353415,0.045204,0.0247327,1.57031,1.57078,0.34513,0.0451334,0.025404,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.57031,1.57078,0.680973,0.045204,0.0247327,1.57031,1.57078,0.671669,0.0451334,0.025404,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.57031,1.57078,0.737461,0.045204,0.0247327,1.57031,1.57078,0.725352,0.0451334,0.025404,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.57031,1.57078,0.492445,0.045204,0.0247327,1.57031,1.57078,0.473794,0.0451334,0.025404,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.57031,1.57078,0.452297,0.045204,0.0247327,1.57031,1.57078,0.440282,0.0451334,0.025404,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.57031,1.57078,0.623802,0.045204,0.0247327,1.57031,1.57078,0.615685,0.0451334,0.025404,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.57031,1.57078,0.741134,0.045204,0.0247327,1.57031,1.57078,0.70702,0.0451334,0.025404,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.57031,1.57078,0.398769,0.045204,0.0247327,1.57031,1.57078,0.399969,0.0451334,0.025404,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.57031,1.57078,0.488517,0.045204,0.0247327,1.57031,1.57078,0.478212,0.0451334,0.025404,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.44385,1.7658,16.6112,0.045204,0.0247327,1.44385,1.7658,1,0.0451334,0.025404,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.44385,1.7658,66.0099,0.045204,0.0247327,1.44385,1.7658,1,0.0451334,0.025404,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.44385,1.7658,15.314,0.045204,0.0247327,1.44385,1.7658,1,0.0451334,0.025404,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.44385,1.7658,35.0508,0.045204,0.0247327,1.44385,1.7658,1,0.0451334,0.025404,False,69.0|274,411
