rep,id,U,L,h,f,alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,84160.1,780.439,0.153,0.000190688,0.215664,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,84160.1,780.439,0.153,3.50364e-05,0.215664,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,84160.1,780.439,0.153,0.00223489,0.215664,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,84160.1,780.439,0.153,0.00973698,0.215664,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,84160.1,780.439,0.153,0.00300009,0.215664,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,84160.1,780.439,0.153,0.000508792,0.215664,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,84160.1,780.439,0.153,0.00219218,0.215664,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,84160.1,780.439,0.153,0.0793608,0.215664,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,84160.1,780.439,0.153,0.000888504,0.215664,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,84160.1,780.439,0.153,9.58437e-05,0.215664,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,84160.1,777.678,0.153,572.144,0.215664,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,84160.1,777.678,0.153,0.896026,0.215664,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,84160.1,777.678,0.153,6433.8,0.215664,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,84160.1,777.678,0.153,14.7472,0.215664,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,84160.1,777.678,0.153,0.0611152,0.215664,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,84160.1,777.678,0.153,1.11823e-06,0.215664,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,84160.1,777.678,0.153,153.751,0.215664,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,84160.1,777.678,0.153,7.39223e-05,0.215664,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,84160.1,777.678,0.153,0.00576942,0.215664,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,84160.1,777.678,0.153,0.0309737,0.215664,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,84160.1,777.678,0.153,0.0151369,0.215664,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,84160.1,777.678,0.153,0.00270332,0.215664,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,84160.1,777.678,0.153,0.00449723,0.215664,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,84160.1,777.678,0.153,1.05916e-05,0.215664,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,84160.1,777.678,0.153,0.000607622,0.215664,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,84160.1,777.678,0.153,4.55625e-06,0.215664,False,69.0|274,411
1,14|705|14|705|sample|3|233|3|233|6.0,84160.1,779.138,0.153,3.4095e-07,1.01882,False,6.0|233,705
1,14|705|14|705|sample|4|233|4|233|6.0,84160.1,779.138,0.153,1.17631e-07,1.01882,False,6.0|233,705
1,14|705|14|705|sample|5|233|5|233|6.0,84160.1,779.138,0.153,2.36589e-07,1.01882,False,6.0|233,705
1,14|705|14|705|sample|6|233|6|233|6.0,84160.1,779.138,0.153,3.15818e-07,1.01882,False,6.0|233,705
1,14|705|14|705|sample|7|233|7|233|6.0,84160.1,779.138,0.153,3.11209e-06,1.01882,False,6.0|233,705
1,14|705|14|705|sample|8|233|8|233|6.0,84160.1,779.138,0.153,1.7677e-06,1.01882,False,6.0|233,705
1,14|705|14|705|sample|10|233|10|233|6.0,84160.1,779.138,0.153,7.48376e-09,1.01882,True,6.0|233,705
1,14|705|14|705|sample|9|233|9|233|6.0,84160.1,779.138,0.153,5.49021e-10,1.01882,True,6.0|233,705
1,14|705|14|705|sample|12|233|12|233|6.0,84160.1,779.138,0.153,6.24272e-09,1.01882,True,6.0|233,705
1,14|705|14|705|sample|11|233|11|233|6.0,84160.1,779.138,0.153,1.03448e-08,1.01882,True,6.0|233,705
1,14|705|14|705|cc|1|1|233|1|233|69.0,84160.2,777.319,0.153,0.00266747,1.01882,False,69.0|233,705
1,14|705|14|705|cc|2|1|233|1|233|69.0,84160.2,777.319,0.153,195.45,1.01882,False,69.0|233,705
1,14|705|14|705|cc|3|1|233|1|233|69.0,84160.2,777.319,0.153,0.0940447,1.01882,False,69.0|233,705
1,14|705|14|705|cc|4|1|233|1|233|69.0,84160.2,777.319,0.153,50.2816,1.01882,False,69.0|233,705
1,14|705|14|705|cc|5|1|233|1|233|69.0,84160.2,777.319,0.153,115.933,1.01882,False,69.0|233,705
1,14|705|14|705|cc|6|1|233|1|233|69.0,84160.2,777.319,0.153,45.7133,1.01882,False,69.0|233,705
1,14|705|14|705|cc|7|1|233|1|233|69.0,84160.2,777.319,0.153,0.00607326,1.01882,False,69.0|233,705
1,14|705|14|705|cc|8|1|233|1|233|69.0,84160.2,777.319,0.153,2905.45,1.01882,False,69.0|233,705
1,14|705|14|705|vc|1|2|233|2|233|69.0,84160.2,777.319,0.153,18687.8,1.01882,False,69.0|233,705
1,14|705|14|705|vc|2|2|233|2|233|69.0,84160.2,777.319,0.153,509.012,1.01882,False,69.0|233,705
1,14|705|14|705|vc|3|2|233|2|233|69.0,84160.2,777.319,0.153,9.06913,1.01882,False,69.0|233,705
1,14|705|14|705|vc|4|2|233|2|233|69.0,84160.2,777.319,0.153,5.96738,1.01882,False,69.0|233,705
1,14|705|14|705|vc|5|2|233|2|233|69.0,84160.2,777.319,0.153,0.0153531,1.01882,False,69.0|233,705
1,14|705|14|705|vc|6|2|233|2|233|69.0,84160.2,777.319,0.153,4297.27,1.01882,False,69.0|233,705
1,14|705|14|705|vc|7|2|233|2|233|69.0,84160.2,777.319,0.153,5.35014e-07,1.01882,False,69.0|233,705
1,14|705|14|705|vc|8|2|233|2|233|69.0,84160.2,777.319,0.153,5.05698e+12,1.01882,False,69.0|233,705
1,8|152|8|152|sample|8|322|8|322|65.0,84163.6,779.988,0.153,0.00726333,0.217392,True,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,84163.6,779.988,0.153,0.141446,0.217392,True,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,84163.6,779.988,0.153,4.20712,0.217392,True,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,84163.6,779.988,0.153,0.0452944,0.217392,True,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,84160.1,780.084,0.153,5.17262e-05,0.217392,True,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,84160.1,780.084,0.153,16.73,0.217392,True,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,84160.1,780.084,0.153,0.0132651,0.217392,True,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,84160.1,780.084,0.153,0.00374228,0.217392,True,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,84160.1,780.289,0.153,0.00598421,0.217392,True,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,84160.1,780.289,0.153,0.00541227,0.217392,True,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,84160.1,777.33,0.153,1.90848e+06,0.217392,False,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,84160.1,777.33,0.153,0.0122629,0.217392,False,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,84160.1,777.33,0.153,13429.8,0.217392,False,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,84160.1,777.33,0.153,0.000667544,0.217392,False,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,84160.1,777.33,0.153,0.00164742,0.217392,False,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,84160.1,777.33,0.153,3.16067e-07,0.217392,False,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,84160.1,777.33,0.153,111.051,0.217392,False,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,84160.1,777.33,0.153,2.23155e-06,0.217392,False,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,84160.1,777.33,0.153,0.00714545,0.217392,False,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,84160.1,777.33,0.153,0.000109939,0.217392,False,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,84160.1,777.33,0.153,0.0290354,0.217392,False,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,84160.1,777.33,0.153,0.00932922,0.217392,False,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,84160.1,777.33,0.153,5.29712e-08,0.217392,False,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,84160.1,777.33,0.153,60353.7,0.217392,False,69.0|322,152
1,8|152|8|152|vc|7|2|322|2|322|69.0,84160.1,777.33,0.153,0.000557566,0.217392,False,69.0|322,152
1,8|152|8|152|vc|8|2|322|2|322|69.0,84160.1,777.33,0.153,1330.59,0.217392,False,69.0|322,152
1,8|1159|8|1159|sample|8|292|8|292|65.0,84160.1,780.087,0.153,0.113641,0.215664,True,65.0|292,1159
1,8|1159|8|1159|sample|7|292|7|292|65.0,84160.1,780.087,0.153,3599.11,0.215664,True,65.0|292,1159
1,8|1159|8|1159|sample|5|292|5|292|65.0,84160.1,780.087,0.153,9.61856e+06,0.215664,True,65.0|292,1159
1,8|1159|8|1159|sample|6|292|6|292|65.0,84160.1,780.087,0.153,3.3852,0.215664,True,65.0|292,1159
1,8|1159|8|1159|sample|11|292|11|292|28.0,84160.1,780.108,0.153,0.00826324,0.215664,True,28.0|292,1159
1,8|1159|8|1159|sample|12|292|12|292|28.0,84160.1,780.108,0.153,0.0147165,0.215664,True,28.0|292,1159
1,8|1159|8|1159|sample|9|292|9|292|28.0,84160.1,780.108,0.153,0.395025,0.215664,True,28.0|292,1159
1,8|1159|8|1159|sample|10|292|10|292|28.0,84160.1,780.108,0.153,256.595,0.215664,True,28.0|292,1159
1,8|1159|8|1159|sample|4|292|4|292|22.0,84160.1,779.747,0.153,1.94053,0.215664,True,22.0|292,1159
1,8|1159|8|1159|sample|3|292|3|292|22.0,84160.1,779.747,0.153,0.702385,0.215664,True,22.0|292,1159
1,8|1159|8|1159|cc|1|1|292|1|292|69.0,84165.7,777.431,0.153,2.2173e-05,0.215664,False,69.0|292,1159
1,8|1159|8|1159|cc|2|1|292|1|292|69.0,84165.7,777.431,0.153,1.77669e-05,0.215664,False,69.0|292,1159
1,8|1159|8|1159|cc|3|1|292|1|292|69.0,84165.7,777.431,0.153,24035,0.215664,False,69.0|292,1159
1,8|1159|8|1159|cc|4|1|292|1|292|69.0,84165.7,777.431,0.153,0.0198368,0.215664,False,69.0|292,1159
1,8|1159|8|1159|cc|5|1|292|1|292|69.0,84165.7,777.431,0.153,121.385,0.215664,False,69.0|292,1159
1,8|1159|8|1159|cc|6|1|292|1|292|69.0,84165.7,777.431,0.153,0.000107997,0.215664,False,69.0|292,1159
1,8|1159|8|1159|cc|7|1|292|1|292|69.0,84165.7,777.431,0.153,1.18885,0.215664,False,69.0|292,1159
1,8|1159|8|1159|cc|8|1|292|1|292|69.0,84165.7,777.431,0.153,13.7395,0.215664,False,69.0|292,1159
1,8|1159|8|1159|vc|1|2|292|2|292|69.0,84165.7,777.431,0.153,0.000441855,0.215664,False,69.0|292,1159
1,8|1159|8|1159|vc|2|2|292|2|292|69.0,84165.7,777.431,0.153,2.20159e+06,0.215664,False,69.0|292,1159
1,8|1159|8|1159|vc|3|2|292|2|292|69.0,84165.7,777.431,0.153,2698.48,0.215664,False,69.0|292,1159
1,8|1159|8|1159|vc|4|2|292|2|292|69.0,84165.7,777.431,0.153,1295.79,0.215664,False,69.0|292,1159
1,8|1159|8|1159|vc|5|2|292|2|292|69.0,84165.7,777.431,0.153,5.83122e-08,0.215664,False,69.0|292,1159
1,8|1159|8|1159|vc|6|2|292|2|292|69.0,84165.7,777.431,0.153,1.99163,0.215664,False,69.0|292,1159
1,8|1159|8|1159|vc|7|2|292|2|292|69.0,84165.7,777.431,0.153,0.0328251,0.215664,False,69.0|292,1159
1,8|1159|8|1159|vc|8|2|292|2|292|69.0,84165.7,777.431,0.153,42.6666,0.215664,False,69.0|292,1159
1,8|1197|8|1197|sample|7|103|7|103|65.0,84160.1,780.105,0.153,0.00238902,0.214088,True,65.0|103,1197
1,8|1197|8|1197|sample|8|103|8|103|65.0,84160.1,780.105,0.153,0.000575698,0.214088,True,65.0|103,1197
1,8|1197|8|1197|sample|6|103|6|103|65.0,84160.1,780.105,0.153,0.00338982,0.214088,True,65.0|103,1197
1,8|1197|8|1197|sample|5|103|5|103|65.0,84160.1,780.105,0.153,0.0148441,0.214088,True,65.0|103,1197
1,8|1197|8|1197|sample|12|103|12|103|28.0,84215.4,780.044,0.153,0.000220259,0.214088,True,28.0|103,1197
1,8|1197|8|1197|sample|10|103|10|103|28.0,84215.4,780.044,0.153,0.000434855,0.214088,True,28.0|103,1197
1,8|1197|8|1197|sample|9|103|9|103|28.0,84215.4,780.044,0.153,0.00172248,0.214088,True,28.0|103,1197
1,8|1197|8|1197|sample|3|103|3|103|22.0,84160.1,780.2,0.153,0.000233428,0.214088,True,22.0|103,1197
1,8|1197|8|1197|sample|4|103|4|103|22.0,84160.1,780.2,0.153,0.0271074,0.214088,True,22.0|103,1197
1,8|1197|8|1197|sample|11|103|11|103|28.0,84215.4,780.044,0.153,8.54496e-06,0.214088,True,28.0|103,1197
1,8|1197|8|1197|cc|1|1|103|1|103|69.0,84163.3,777.279,0.153,122.968,0.214088,False,69.0|103,1197
1,8|1197|8|1197|cc|2|1|103|1|103|69.0,84163.3,777.279,0.153,4.08787e-06,0.214088,False,69.0|103,1197
1,8|1197|8|1197|cc|3|1|103|1|103|69.0,84163.3,777.279,0.153,6.53554e+07,0.214088,False,69.0|103,1197
1,8|1197|8|1197|cc|4|1|103|1|103|69.0,84163.3,777.279,0.153,0.245217,0.214088,False,69.0|103,1197
1,8|1197|8|1197|cc|5|1|103|1|103|69.0,84163.3,777.279,0.153,0.173754,0.214088,False,69.0|103,1197
1,8|1197|8|1197|cc|6|1|103|1|103|69.0,84163.3,777.279,0.153,5.37312,0.214088,False,69.0|103,1197
1,8|1197|8|1197|cc|7|1|103|1|103|69.0,84163.3,777.279,0.153,40.9543,0.214088,False,69.0|103,1197
1,8|1197|8|1197|cc|8|1|103|1|103|69.0,84163.3,777.279,0.153,1.85961e+06,0.214088,False,69.0|103,1197
1,8|1197|8|1197|vc|1|2|103|2|103|69.0,84163.3,777.279,0.153,863.034,0.214088,False,69.0|103,1197
1,8|1197|8|1197|vc|2|2|103|2|103|69.0,84163.3,777.279,0.153,1.1937e+06,0.214088,False,69.0|103,1197
1,8|1197|8|1197|vc|3|2|103|2|103|69.0,84163.3,777.279,0.153,0.103936,0.214088,False,69.0|103,1197
1,8|1197|8|1197|vc|4|2|103|2|103|69.0,84163.3,777.279,0.153,1.54893,0.214088,False,69.0|103,1197
1,8|1197|8|1197|vc|5|2|103|2|103|69.0,84163.3,777.279,0.153,69837.7,0.214088,False,69.0|103,1197
1,8|1197|8|1197|vc|6|2|103|2|103|69.0,84163.3,777.279,0.153,11.1911,0.214088,False,69.0|103,1197
1,8|1197|8|1197|vc|7|2|103|2|103|69.0,84163.3,777.279,0.153,0.0836168,0.214088,False,69.0|103,1197
1,8|1197|8|1197|vc|8|2|103|2|103|69.0,84163.3,777.279,0.153,47098.9,0.214088,False,69.0|103,1197
