id,L_gap_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_gap_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.971635,1.61037,0.617456,0.0641272,0.275914,0.971635,1.5994,0.620006,0.0631816,0.273453,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.971635,1.62197,0.345193,0.0641272,0.275914,0.971635,1.60991,0.353016,0.0631816,0.273453,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.971635,1.35628,0.571005,0.0641272,0.275914,0.971635,1.51547,0.643712,0.0631816,0.273453,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.971635,1.3397,0.593222,0.0641272,0.275914,0.971635,1.33656,0.586881,0.0631816,0.273453,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.971635,1.82307,0.606715,0.0641272,0.275914,0.971635,1.61572,0.485619,0.0631816,0.273453,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.971635,1.77806,0.534473,0.0641272,0.275914,0.971635,1.65139,0.463722,0.0631816,0.273453,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.971635,1.62976,0.678285,0.0641272,0.275914,0.971635,1.44591,0.553634,0.0631816,0.273453,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.971635,1.55277,0.694307,0.0641272,0.275914,0.971635,1.51377,0.677415,0.0631816,0.273453,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.971635,1.58658,0.421129,0.0641272,0.275914,0.971635,1.49231,0.37343,0.0631816,0.273453,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.971635,1.77124,0.595994,0.0641272,0.275914,0.971635,1.52357,0.456966,0.0631816,0.273453,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.01601,0.128741,46.0216,0.0641272,0.275914,1.01601,2.0313e-08,0.999999,0.0631816,0.273453,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.01601,0.0615937,39.7763,0.0641272,0.275914,1.01601,-3.59958e-07,1,0.0631816,0.273453,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.01601,-0.0821381,89.5715,0.0641272,0.275914,1.01601,-6.39132e-07,1,0.0631816,0.273453,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.01601,-0.0630419,58.9413,0.0641272,0.275914,1.01601,2.63322e-08,1,0.0631816,0.273453,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.01601,0.00609468,18.2596,0.0641272,0.275914,1.01601,5.43822e-08,1,0.0631816,0.273453,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1.01601,-0.11454,43.5096,0.0641272,0.275914,1.01601,-3.40595e-07,0.999998,0.0631816,0.273453,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.01601,-0.0905393,21.4511,0.0641272,0.275914,1.01601,1.64291e-07,1,0.0631816,0.273453,False,69.0|274,411
