id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,-9.79884e-09,-5.16338e-09,-6.41667,0,0,0,4.94049e-13,-6.79369,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,-1.53176e-08,1.68677e-08,-6.62899,0,0,0,5.45897e-13,-7.08401,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,8.45306e-09,4.64938e-09,-5.31694,0,0,0,1.71779e-13,-5.764,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,6.34506e-09,-6.82522e-09,-3.99682,0,0,0,1.89626e-13,-4.93069,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,1.09384e-08,2.78857e-08,-7.08773,0,0,0,4.83696e-13,-7.31345,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,-8.36863e-10,-4.50088e-09,-6.83942,0,0,0,4.6918e-13,-7.14737,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,1.98924e-09,-2.89655e-08,-4.67811,0,0,0,1.74805e-13,-5.43702,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,5.27379e-10,1.02169e-08,-4.63735,0,0,0,2.02699e-13,-5.3506,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,3.39917e-09,1.91092e-08,-7.58969,0,0,0,4.68181e-13,-7.48484,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,6.60627e-10,-2.81768e-09,-6.54436,0,0,0,4.81309e-13,-7.09829,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,5.78709e-09,2.73733e-09,0.248479,0,0,0,1.66256e-13,1.01747e-06,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,-1.29482e-09,1.05259e-08,-0.466007,0,0,0,-4.85723e-15,1.84928e-07,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,-3.98491e-09,1.00793e-08,0.371013,0,0,0,6.42264e-14,1.6503e-06,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,6.52605e-09,1.47446e-08,-0.392292,0,0,1.13687e-13,1.63758e-15,-1.23974e-06,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,-6.97969e-09,-5.88159e-09,-0.641588,0,0,1.13687e-13,2.79221e-14,-6.21976e-07,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,4.33097e-09,2.24838e-09,-0.306259,0,0,0,-1.56541e-14,7.15825e-06,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,-5.94827e-10,-1.55441e-08,0.330843,0,0,1.13687e-13,-5.92859e-14,1.65419e-06,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,-1.46047e-09,1.88163e-08,-0.588844,0,0,0,1.34559e-13,4.14592e-06,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,1.12817e-09,-9.42667e-09,-0.488828,0,0,0,-6.4948e-15,3.70773e-08,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,-3.02546e-10,2.41157e-08,-0.0442748,0,0,-1.13687e-13,-3.71925e-15,-4.7836e-07,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,9.78061e-09,-1.59846e-08,0.225969,0,0,-1.13687e-13,4.44089e-15,-3.51165e-07,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,-7.09686e-10,6.77303e-09,0.368783,0,0,0,7.15539e-14,-3.60784e-06,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,7.45978e-09,-1.25489e-09,0.0482354,0,0,0,-2.12386e-13,-2.25512e-06,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,3.01937e-09,-2.46623e-09,0.604842,0,0,1.13687e-13,5.56222e-14,6.10408e-07,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,1.98755e-09,1.05132e-08,-0.195605,0,0,0,1.31006e-14,-8.68453e-07,0,False,69.0|274,411
