id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,7.19461e-10,1.20294e-10,-2.77449e-09,-0.526743,0,7.27596e-12,0,3.08642e-14,-0.579594,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-1.06137e-09,1.01253e-09,9.31402e-11,-1.09504,0,7.27596e-12,0,4.57412e-14,-1.14351,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-9.49323e-10,1.22576e-09,3.43388e-10,-0.360722,0,0,6.82121e-13,5.22093e-12,-0.450536,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.1582e-09,-2.52258e-10,-7.89925e-11,-0.261057,0,0,2.27374e-13,1.74794e-12,-0.359638,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-4.37448e-09,-1.55388e-09,-2.62707e-09,-0.765581,0,0,-1.36424e-12,-1.34115e-13,-0.83653,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,4.5475e-09,1.78267e-09,-1.78803e-09,-0.831938,0,0,0,-5.63993e-14,-0.90844,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,3.8396e-09,7.78372e-10,-1.05267e-09,-0.4323,0,1.45519e-11,4.09273e-12,-3.69904e-12,-0.530037,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,7.61007e-10,-3.72018e-10,1.30345e-10,-0.316928,0,-7.27596e-12,0,-1.84519e-13,-0.397818,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-6.44826e-09,-9.22652e-10,-1.72804e-09,-0.869044,0,0,2.72848e-12,2.14362e-12,-0.908157,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,7.11501e-10,3.95299e-10,-1.08786e-09,-0.757327,0,0,-9.09495e-13,1.25633e-12,-0.799443,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-1.71689e-09,6.08342e-10,1.40119e-10,-9.31748e-06,0,1.45519e-11,-4.3201e-12,-1.88151e-11,-9.50252e-06,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-2.30721e-10,9.40953e-10,-5.06707e-10,-0.116265,0,0,0,-7.20091e-13,0.000139645,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.41785e-09,-1.76469e-10,-4.36539e-10,0.0237933,0,-7.27596e-12,0,-4.94049e-15,-5.07874e-08,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-2.42154e-09,3.55768e-10,8.31139e-10,-0.116029,0,0,-9.09495e-13,3.88217e-12,0.000107579,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-1.79553e-09,-1.60526e-12,-2.18341e-10,0.0741761,0,0,0,2.77556e-16,4.33887e-07,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,4.33371e-10,-9.90774e-11,-1.03821e-09,-0.0529046,0,-7.27596e-12,0,1.15852e-13,-6.66376e-06,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,3.23722e-10,9.01721e-10,-2.12668e-09,-0.101768,0,0,2.27374e-13,-3.79363e-13,-3.91e-05,0,False,69.0|274,411
