id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,1.33827,-2.77745e-09,0,0,1.32923,-5.93747e-13,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,1.65783,-1.68496e-09,0,0,1.666,-5.54667e-13,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,1.28239,-5.86302e-09,0,0,1.2754,1.6076e-13,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,1.22317,-4.26676e-09,0,0,1.22614,2.48246e-13,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,1.47799,1.92361e-10,0,0,1.48593,4.84057e-14,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,1.53302,8.55664e-09,0,0,1.53084,-1.37668e-13,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,1.31234,-1.68447e-09,0,0,1.31489,1.96732e-13,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,1.24568,-3.4224e-09,0,0,1.23639,-3.16636e-13,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,1.54853,-2.49051e-09,0,0,1.53844,1.52767e-13,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,1.46068,-1.95466e-09,0,0,1.46898,3.54383e-13,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-0.138615,3.44448e-09,0,0,-2.05418e-07,-2.22045e-15,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,0.162534,6.12586e-10,0,0,8.87166e-08,-3.55271e-15,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-0.0118063,2.23302e-09,0,0,5.46862e-08,-2.22045e-15,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,0.163134,2.3761e-09,0,0,1.41702e-07,7.54952e-15,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,0.199726,-2.91812e-10,0,0,-4.32319e-08,7.54952e-15,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,0.0775883,-2.64345e-09,0,0,3.64021e-07,1.33227e-15,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-0.18982,-4.99877e-10,0,0,9.90089e-08,-6.66134e-15,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-0.101015,3.64907e-09,0,0,-4.82709e-07,-4.44089e-16,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,0.178042,2.11324e-09,0,0,3.57141e-07,1.33227e-15,69.0|274,411
