rep,id,eta_U_offset,eta_L,eta_m,eta_e,eta_s,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,14|1099|cc|5|1|73,0,2.07602e-06,0,-1.99031e-07,0.682691,0,0,False,69.0|73,1099
1,14|1099|cc|6|1|73,0,3.22826e-06,0,6.04827e-07,0.0163534,0,0,False,69.0|73,1099
1,14|1099|cc|7|1|73,0,-6.20679e-06,0,1.66453e-07,-2.82199,0,0,False,69.0|73,1099
1,14|1099|cc|8|1|73,0,-1.5288e-06,0,-5.60681e-08,0.71343,0,0,False,69.0|73,1099
1,14|1099|vc|1|2|73,0,2.80972e-06,0,2.26507e-06,-3.26896,0,0,False,69.0|73,1099
1,14|1099|vc|2|2|73,0,5.96287e-07,0,-1.50067e-06,0.763068,0,0,False,69.0|73,1099
1,14|1099|vc|3|2|73,0,-1.42329e-07,0,-1.30423e-06,-2.40639,0,0,False,69.0|73,1099
1,14|1099|vc|4|2|73,0,-9.58704e-07,0,2.70246e-06,0.355312,0,0,False,69.0|73,1099
1,14|1099|vc|5|2|73,0,5.92466e-07,0,6.30844e-06,-1.50633,0,0,False,69.0|73,1099
1,14|1099|vc|6|2|73,0,5.33714e-07,0,-1.36064e-06,1.24011,0,0,False,69.0|73,1099
1,14|1099|vc|7|2|73,0,-2.30444e-06,0,6.6609e-07,-1.70023,0,0,False,69.0|73,1099
1,14|1099|vc|8|2|73,0,2.17736e-08,0,-3.34004e-06,0.0805895,0,0,False,69.0|73,1099
1,14|611|sample|4|73,0,-1.64758e-06,0,2.02956e-06,-4.16714,0,0,True,6.0|73,611
1,14|611|sample|3|73,0,7.028e-07,0,-2.66646e-07,-4.97545,0,0,True,6.0|73,611
1,14|611|sample|5|73,0,-1.56884e-06,0,-2.47879e-06,-3.53091,0,0,True,6.0|73,611
1,14|611|sample|6|73,0,-2.54353e-06,0,1.2471e-06,-3.79137,0,0,True,6.0|73,611
1,14|611|sample|7|73,0,-6.54699e-07,0,1.54465e-07,-4.36663,0,0,True,6.0|73,611
1,14|611|sample|8|73,0,1.21955e-06,0,-7.29344e-07,-4.68337,0,0,True,6.0|73,611
1,14|611|sample|9|73,0,1.92156e-06,0,-1.69058e-06,-2.7046,0,0,True,6.0|73,611
1,14|611|sample|10|73,0,4.24591e-06,0,1.08465e-06,-2.68547,0,0,True,6.0|73,611
1,14|611|sample|12|73,0,1.70034e-06,0,1.07981e-06,-4.34236,0,0,True,6.0|73,611
1,14|611|sample|11|73,0,3.42415e-06,0,-6.50343e-06,-4.57319,0,0,True,6.0|73,611
1,14|611|cc|1|1|73,0,-1.88678e-06,0,5.87054e-07,-1.41131,0,0,False,69.0|73,611
1,14|611|cc|2|1|73,0,2.84658e-06,0,-2.24342e-06,0.998488,0,0,False,69.0|73,611
1,14|611|cc|3|1|73,0,1.25635e-06,0,2.29778e-06,-1.20577,0,0,False,69.0|73,611
1,14|611|cc|4|1|73,0,2.90857e-07,0,-6.03624e-07,0.176082,0,0,False,69.0|73,611
1,14|611|cc|5|1|73,0,1.1716e-06,0,1.15652e-06,0.322097,0,0,False,69.0|73,611
1,14|611|cc|6|1|73,0,9.43968e-07,0,-1.17572e-06,-0.342618,0,0,False,69.0|73,611
1,14|611|cc|7|1|73,0,9.56654e-07,0,-2.44645e-06,-0.787337,0,0,False,69.0|73,611
1,14|611|cc|8|1|73,0,1.65271e-06,0,3.19587e-06,2.1783,0,0,False,69.0|73,611
1,14|611|vc|1|2|73,0,-1.76904e-06,0,-2.7625e-07,-2.05795,0,0,False,69.0|73,611
1,14|611|vc|2|2|73,0,-6.78165e-07,0,-4.80281e-06,1.07324,0,0,False,69.0|73,611
1,14|611|vc|3|2|73,0,4.09814e-06,0,3.44214e-06,1.19152,0,0,False,69.0|73,611
1,14|611|vc|4|2|73,0,-8.69805e-07,0,-8.31238e-07,-2.03777,0,0,False,69.0|73,611
1,14|611|vc|5|2|73,0,3.72148e-07,0,5.04244e-07,0.333368,0,0,False,69.0|73,611
1,14|611|vc|6|2|73,0,-2.7559e-06,0,-8.04808e-07,-1.91329,0,0,False,69.0|73,611
1,14|611|vc|7|2|73,0,2.61376e-06,0,2.09179e-06,3.88809,0,0,False,69.0|73,611
1,14|611|vc|8|2|73,0,2.1258e-06,0,-1.31109e-06,-1.67458,0,0,False,69.0|73,611
1,8|84|sample|5|162,0,-8.32503e-07,0,6.30949e-07,-1.82313,0,0,True,55.0|162,84
1,8|84|sample|6|162,0,-1.42889e-06,0,9.56484e-07,-1.84917,0,0,True,55.0|162,84
1,8|84|sample|4|162,0,8.24138e-07,0,-1.51988e-06,-1.8234,0,0,True,55.0|162,84
1,8|84|sample|3|162,0,1.36588e-06,0,-1.78223e-06,-1.75401,0,0,True,55.0|162,84
1,8|84|sample|9|162,0,-9.27154e-07,0,3.43325e-06,-0.860997,0,0,True,32.0|162,84
1,8|84|sample|10|162,0,-2.94411e-06,0,-4.34509e-06,-0.764157,0,0,True,32.0|162,84
1,8|84|sample|7|162,0,1.56371e-06,0,-3.81489e-06,-0.939138,0,0,True,32.0|162,84
1,8|84|sample|8|162,0,-3.90488e-07,0,-1.68266e-07,-0.841766,0,0,True,32.0|162,84
1,8|84|sample|12|162,0,-9.68232e-07,0,-5.64765e-06,0.185301,0,0,True,22.0|162,84
1,8|84|sample|11|162,0,-3.61329e-06,0,2.44272e-06,-0.0258415,0,0,True,22.0|162,84
1,8|84|cc|1|1|162,0,4.56265e-07,0,-1.14174e-06,-0.965692,0,0,False,69.0|162,84
1,8|84|cc|2|1|162,0,-5.02193e-07,0,-1.97504e-06,0.501668,0,0,False,69.0|162,84
1,8|84|cc|3|1|162,0,6.70804e-07,0,2.23666e-06,-0.820306,0,0,False,69.0|162,84
1,8|84|cc|4|1|162,0,2.54882e-07,0,-2.82535e-06,-1.37337,0,0,False,69.0|162,84
1,8|84|cc|5|1|162,0,-9.90928e-07,0,-2.01925e-06,0.768545,0,0,False,69.0|162,84
1,8|84|cc|6|1|162,0,-1.40608e-06,0,-7.63805e-07,1.45935,0,0,False,69.0|162,84
1,8|84|cc|7|1|162,0,-2.13631e-06,0,9.53916e-08,3.85554,0,0,False,69.0|162,84
1,8|84|cc|8|1|162,0,3.63843e-08,0,1.435e-06,2.28554,0,0,False,69.0|162,84
1,8|84|vc|1|2|162,0,-3.87877e-06,0,-2.62194e-06,2.38908,0,0,False,69.0|162,84
1,8|84|vc|2|2|162,0,1.96695e-06,0,5.56588e-07,-1.05624,0,0,False,69.0|162,84
1,8|84|vc|3|2|162,0,3.42402e-06,0,-4.19189e-06,1.10265,0,0,False,69.0|162,84
1,8|84|vc|4|2|162,0,2.23363e-08,0,1.10772e-06,-2.32279,0,0,False,69.0|162,84
1,8|84|vc|5|2|162,0,2.59655e-07,0,2.6936e-06,0.0304604,0,0,False,69.0|162,84
1,8|84|vc|6|2|162,0,5.91641e-07,0,3.1872e-06,2.34293,0,0,False,69.0|162,84
1,8|84|vc|7|2|162,0,3.19283e-07,0,1.03503e-07,1.5263,0,0,False,69.0|162,84
1,8|84|vc|8|2|162,0,-1.58981e-06,0,2.28152e-07,3.29595,0,0,False,69.0|162,84
1,8|1042|sample|8|162,0,1.10005e-06,0,-4.18194e-06,0.134085,0,0,True,65.0|162,1042
1,8|1042|sample|7|162,0,1.51793e-06,0,-3.15739e-06,0.184286,0,0,True,65.0|162,1042
1,8|1042|sample|6|162,0,-2.1356e-06,0,-2.13251e-06,0.14805,0,0,True,65.0|162,1042
1,8|1042|sample|5|162,0,-2.34411e-07,0,5.33709e-06,0.0243344,0,0,True,65.0|162,1042
1,8|1042|sample|12|162,0,-3.15204e-07,0,-1.11972e-06,-0.846644,0,0,True,28.0|162,1042
1,8|1042|sample|11|162,0,2.17301e-06,0,-8.1642e-07,-0.996595,0,0,True,28.0|162,1042
1,8|1042|sample|9|162,0,-4.76138e-06,0,-4.13455e-07,-1.05727,0,0,True,28.0|162,1042
1,8|1042|sample|10|162,0,4.62561e-06,0,2.04613e-08,-1.16137,0,0,True,28.0|162,1042
1,8|1042|sample|4|162,0,2.27188e-06,0,1.0914e-06,-0.336414,0,0,True,22.0|162,1042
1,8|1042|sample|3|162,0,-1.28555e-06,0,3.38237e-06,-0.19105,0,0,True,22.0|162,1042
1,8|1042|cc|1|1|162,0,1.23357e-06,0,2.60463e-06,-0.0547404,0,0,False,69.0|162,1042
1,8|1042|cc|2|1|162,0,1.36533e-06,0,3.71048e-06,-1.31069,0,0,False,69.0|162,1042
1,8|1042|cc|3|1|162,0,-1.08102e-06,0,-2.67848e-06,-2.05207,0,0,False,69.0|162,1042
1,8|1042|cc|4|1|162,0,1.92431e-06,0,2.37053e-06,-2.42437,0,0,False,69.0|162,1042
1,8|1042|cc|5|1|162,0,1.01279e-06,0,1.86114e-06,0.179831,0,0,False,69.0|162,1042
1,8|1042|cc|6|1|162,0,1.79243e-06,0,-5.6475e-06,-1.5929,0,0,False,69.0|162,1042
1,8|1042|cc|7|1|162,0,-1.33222e-06,0,5.37738e-06,-1.24261,0,0,False,69.0|162,1042
1,8|1042|cc|8|1|162,0,-2.87099e-06,0,1.54091e-06,-0.891621,0,0,False,69.0|162,1042
1,8|1042|vc|1|2|162,0,2.3153e-06,0,4.95092e-06,2.50057,0,0,False,69.0|162,1042
1,8|1042|vc|2|2|162,0,1.99211e-06,0,2.18988e-06,1.81626,0,0,False,69.0|162,1042
1,8|1042|vc|3|2|162,0,-5.51123e-07,0,-1.35694e-06,-0.406974,0,0,False,69.0|162,1042
1,8|1042|vc|4|2|162,0,-4.06001e-07,0,4.42988e-06,-0.408627,0,0,False,69.0|162,1042
1,8|1042|vc|5|2|162,0,-7.93555e-07,0,8.53911e-07,0.107195,0,0,False,69.0|162,1042
1,8|1042|vc|6|2|162,0,3.79874e-07,0,6.06874e-07,2.50358,0,0,False,69.0|162,1042
1,8|1042|vc|7|2|162,0,2.10171e-06,0,1.19112e-06,1.40354,0,0,False,69.0|162,1042
1,8|1042|vc|8|2|162,0,3.44228e-06,0,1.30992e-06,0.533421,0,0,False,69.0|162,1042
1,8|719|sample|5|274,0,4.26219e-06,0,-5.71004e-06,-0.188564,0,0,True,55.0|274,719
1,8|719|sample|6|274,0,3.00383e-06,0,-2.50143e-06,-0.142087,0,0,True,55.0|274,719
1,8|719|sample|3|274,0,7.02477e-07,0,-1.29278e-06,-0.0840622,0,0,True,55.0|274,719
1,8|719|sample|4|274,0,4.43274e-06,0,-1.64708e-06,-0.0622884,0,0,True,55.0|274,719
1,8|719|sample|10|274,0,-5.03943e-06,0,-3.58189e-06,0.810486,0,0,True,32.0|274,719
1,8|719|sample|9|274,0,2.70781e-06,0,2.2817e-06,0.835061,0,0,True,32.0|274,719
1,8|719|sample|8|274,0,9.99446e-07,0,6.30126e-06,0.886661,0,0,True,32.0|274,719
1,8|719|sample|7|274,0,1.68422e-07,0,2.2361e-06,0.87745,0,0,True,32.0|274,719
1,8|719|sample|12|274,0,2.7146e-06,0,9.49068e-07,0.953616,0,0,True,22.0|274,719
1,8|719|sample|11|274,0,-1.33056e-06,0,1.18738e-06,0.499752,0,0,True,22.0|274,719
1,8|719|cc|1|1|274,0,-5.68991e-09,0,1.66681e-06,0.834871,0,0,False,69.0|274,719
1,8|719|cc|2|1|274,0,-3.16556e-06,0,-4.43697e-08,-0.866233,0,0,False,69.0|274,719
1,8|719|cc|3|1|274,0,-2.06701e-06,0,-7.58361e-07,-1.67818,0,0,False,69.0|274,719
1,8|719|cc|4|1|274,0,-3.21288e-07,0,2.35282e-06,-0.113858,0,0,False,69.0|274,719
1,8|719|cc|5|1|274,0,-1.77985e-06,0,-4.53739e-06,1.03462,0,0,False,69.0|274,719
1,8|719|cc|6|1|274,0,-2.11339e-06,0,5.68717e-07,0.35008,0,0,False,69.0|274,719
1,8|719|cc|7|1|274,0,4.96537e-07,0,-5.17089e-06,-0.758086,0,0,False,69.0|274,719
1,8|719|cc|8|1|274,0,-1.37138e-06,0,2.55515e-06,2.19779,0,0,False,69.0|274,719
1,8|719|vc|1|2|274,0,-2.34349e-06,0,2.53014e-06,-1.5982,0,0,False,69.0|274,719
1,8|719|vc|2|2|274,0,3.99704e-06,0,2.28647e-06,-1.75077,0,0,False,69.0|274,719
1,8|719|vc|3|2|274,0,-1.67021e-06,0,1.71694e-06,-0.996715,0,0,False,69.0|274,719
1,8|719|vc|4|2|274,0,6.93533e-07,0,2.04366e-07,2.8624,0,0,False,69.0|274,719
1,8|719|vc|5|2|274,0,1.34925e-06,0,-4.37789e-06,-1.32694,0,0,False,69.0|274,719
1,8|719|vc|6|2|274,0,-2.25287e-06,0,1.40366e-06,-3.15754,0,0,False,69.0|274,719
1,8|719|vc|7|2|274,0,-1.45757e-06,0,-1.95752e-06,-0.608443,0,0,False,69.0|274,719
1,8|719|vc|8|2|274,0,4.28083e-06,0,-2.77401e-06,0.589481,0,0,False,69.0|274,719
1,8|863|sample|7|274,0,2.91861e-06,0,1.32545e-06,-0.38129,0,0,True,65.0|274,863
1,8|863|sample|8|274,0,-1.60579e-06,0,-3.46214e-06,-0.402024,0,0,True,65.0|274,863
1,8|863|sample|6|274,0,8.71354e-07,0,-4.70665e-08,-0.24486,0,0,True,65.0|274,863
1,8|863|sample|5|274,0,1.15458e-06,0,-2.35945e-07,-0.446026,0,0,True,65.0|274,863
1,8|863|sample|11|274,0,-1.70176e-06,0,2.45576e-06,1.00741,0,0,True,28.0|274,863
1,8|863|sample|12|274,0,-4.7051e-08,0,-8.26787e-07,0.925065,0,0,True,28.0|274,863
1,8|863|sample|9|274,0,3.14513e-07,0,-2.00492e-06,0.949429,0,0,True,28.0|274,863
1,8|863|sample|10|274,0,-3.48563e-06,0,3.01359e-06,0.926055,0,0,True,28.0|274,863
1,8|863|sample|3|274,0,8.05894e-07,0,4.38348e-07,0.788515,0,0,True,22.0|274,863
1,8|863|sample|4|274,0,1.12158e-06,0,-1.76319e-06,0.567102,0,0,True,22.0|274,863
1,8|863|cc|1|1|274,0,7.30999e-07,0,1.20133e-06,-1.59602,0,0,False,69.0|274,863
1,8|863|cc|2|1|274,0,-6.37558e-07,0,3.42977e-06,-0.169837,0,0,False,69.0|274,863
1,8|863|cc|3|1|274,0,5.33657e-07,0,1.39719e-06,0.793861,0,0,False,69.0|274,863
1,8|863|cc|4|1|274,0,1.29192e-06,0,3.65265e-06,-0.3138,0,0,False,69.0|274,863
1,8|863|cc|5|1|274,0,1.7273e-06,0,2.22603e-06,-1.34759,0,0,False,69.0|274,863
1,8|863|cc|6|1|274,0,-3.03767e-06,0,-1.00629e-06,1.38691,0,0,False,69.0|274,863
1,8|863|cc|7|1|274,0,1.73986e-06,0,-3.03842e-06,-0.70459,0,0,False,69.0|274,863
1,8|863|cc|8|1|274,0,-3.30742e-06,0,-6.39672e-07,1.00307,0,0,False,69.0|274,863
1,8|863|vc|1|2|274,0,-7.1971e-07,0,4.30122e-07,-0.114577,0,0,False,69.0|274,863
1,8|863|vc|2|2|274,0,1.05622e-06,0,-2.67347e-06,0.719753,0,0,False,69.0|274,863
1,8|863|vc|3|2|274,0,-1.64205e-06,0,-6.7559e-07,-0.3621,0,0,False,69.0|274,863
1,8|863|vc|4|2|274,0,3.8571e-06,0,1.81127e-06,0.434381,0,0,False,69.0|274,863
1,8|863|vc|5|2|274,0,-1.20144e-06,0,3.76367e-06,-2.03644,0,0,False,69.0|274,863
1,8|863|vc|6|2|274,0,-2.45145e-07,0,-7.3909e-07,1.39664,0,0,False,69.0|274,863
1,8|863|vc|7|2|274,0,1.9473e-07,0,-1.28627e-06,-4.96054,0,0,False,69.0|274,863
1,8|863|vc|8|2|274,0,5.43167e-06,0,3.48169e-06,-2.04238,0,0,False,69.0|274,863
1,8|488|sample|6|322,0,1.44636e-06,0,1.05207e-06,-1.2584,0,0,True,55.0|322,488
1,8|488|sample|5|322,0,3.74827e-06,0,-3.25054e-06,-1.19938,0,0,True,55.0|322,488
1,8|488|sample|4|322,0,-2.4364e-06,0,-4.10316e-06,-1.54615,0,0,True,55.0|322,488
1,8|488|sample|3|322,0,5.12606e-06,0,2.2375e-06,-0.997492,0,0,True,55.0|322,488
1,8|488|sample|10|322,0,1.24739e-06,0,1.02139e-06,-1.31645,0,0,True,32.0|322,488
1,8|488|sample|9|322,0,-4.26175e-07,0,-5.49306e-07,-1.3504,0,0,True,32.0|322,488
1,8|488|sample|8|322,0,-3.99703e-07,0,-2.29755e-08,-1.38431,0,0,True,32.0|322,488
1,8|488|sample|7|322,0,-7.18691e-07,0,3.28438e-06,-1.31333,0,0,True,32.0|322,488
1,8|488|sample|11|322,0,-1.49124e-06,0,2.26574e-07,-1.25348,0,0,True,22.0|322,488
1,8|488|sample|12|322,0,1.01944e-06,0,-8.43852e-07,-1.08503,0,0,True,22.0|322,488
1,8|488|cc|1|1|322,0,2.83131e-06,0,-3.02843e-06,1.4731,0,0,False,69.0|322,488
1,8|488|cc|2|1|322,0,-1.31675e-06,0,-3.61865e-06,1.6234,0,0,False,69.0|322,488
1,8|488|cc|3|1|322,0,-2.25001e-06,0,-1.23574e-06,-0.0745765,0,0,False,69.0|322,488
1,8|488|cc|4|1|322,0,-1.26528e-06,0,5.36871e-06,0.330202,0,0,False,69.0|322,488
1,8|488|cc|5|1|322,0,-3.66962e-06,0,6.97326e-06,-1.04611,0,0,False,69.0|322,488
1,8|488|cc|6|1|322,0,-5.00477e-06,0,1.99134e-06,0.295687,0,0,False,69.0|322,488
1,8|488|cc|7|1|322,0,-7.73952e-07,0,-2.85176e-06,-0.583026,0,0,False,69.0|322,488
1,8|488|cc|8|1|322,0,6.16624e-08,0,-3.28338e-06,-0.0709131,0,0,False,69.0|322,488
1,8|488|vc|1|2|322,0,-9.90535e-07,0,-2.00268e-06,-1.03871,0,0,False,69.0|322,488
1,8|488|vc|2|2|322,0,-1.64654e-06,0,-4.14578e-06,-0.12188,0,0,False,69.0|322,488
1,8|488|vc|3|2|322,0,2.4534e-06,0,-3.89927e-06,1.20027,0,0,False,69.0|322,488
1,8|488|vc|4|2|322,0,-3.92205e-07,0,6.18579e-07,0.472672,0,0,False,69.0|322,488
1,8|488|vc|5|2|322,0,-3.51668e-06,0,2.09346e-06,-1.39413,0,0,False,69.0|322,488
1,8|488|vc|6|2|322,0,-4.0172e-06,0,-1.77234e-06,-0.185505,0,0,False,69.0|322,488
1,8|488|vc|7|2|322,0,-3.21614e-07,0,-1.65254e-06,-0.608701,0,0,False,69.0|322,488
1,8|488|vc|8|2|322,0,9.51461e-07,0,-2.91098e-06,-3.59102,0,0,False,69.0|322,488
1,8|152|sample|8|322,0,2.16446e-06,0,3.36999e-06,-0.904176,0,0,True,65.0|322,152
1,8|152|sample|7|322,0,8.55045e-07,0,2.5055e-06,-0.902305,0,0,True,65.0|322,152
1,8|152|sample|6|322,0,5.23924e-07,0,-9.65397e-07,-0.940117,0,0,True,65.0|322,152
1,8|152|sample|5|322,0,-7.8069e-07,0,3.08935e-06,-0.922355,0,0,True,65.0|322,152
1,8|152|sample|12|322,0,8.3826e-08,0,-6.27584e-07,-0.711057,0,0,True,28.0|322,152
1,8|152|sample|11|322,0,2.79935e-06,0,2.35499e-07,-0.787191,0,0,True,28.0|322,152
1,8|152|sample|10|322,0,5.96218e-07,0,1.23094e-06,-0.761648,0,0,True,28.0|322,152
1,8|152|sample|9|322,0,3.6626e-06,0,1.91233e-06,-0.888644,0,0,True,28.0|322,152
1,8|152|sample|3|322,0,8.90123e-07,0,-1.95718e-07,-1.33046,0,0,True,22.0|322,152
1,8|152|sample|4|322,0,-7.70225e-08,0,1.29799e-07,-1.33895,0,0,True,22.0|322,152
1,8|152|cc|1|1|322,0,3.3037e-06,0,3.30399e-06,-3.47709,0,0,False,69.0|322,152
1,8|152|cc|2|1|322,0,1.88177e-06,0,2.94593e-07,-0.811474,0,0,False,69.0|322,152
1,8|152|cc|3|1|322,0,3.31919e-06,0,-8.68093e-07,0.924698,0,0,False,69.0|322,152
1,8|152|cc|4|1|322,0,5.06756e-07,0,1.61947e-06,-0.961851,0,0,False,69.0|322,152
1,8|152|cc|5|1|322,0,-8.55994e-07,0,-4.58008e-06,-0.365947,0,0,False,69.0|322,152
1,8|152|cc|6|1|322,0,1.40042e-06,0,9.45793e-07,-1.62946,0,0,False,69.0|322,152
1,8|152|cc|7|1|322,0,-3.66633e-06,0,-3.38451e-07,0.487776,0,0,False,69.0|322,152
1,8|152|cc|8|1|322,0,1.3702e-06,0,4.65342e-07,0.49352,0,0,False,69.0|322,152
1,8|152|vc|1|2|322,0,-6.73154e-07,0,2.45539e-06,0.94819,0,0,False,69.0|322,152
1,8|152|vc|2|2|322,0,3.68869e-06,0,-5.17793e-07,1.48084,0,0,False,69.0|322,152
1,8|152|vc|3|2|322,0,1.05657e-06,0,1.17851e-06,-1.9984,0,0,False,69.0|322,152
1,8|152|vc|4|2|322,0,-1.03523e-06,0,1.71582e-06,-0.603966,0,0,False,69.0|322,152
1,8|152|vc|5|2|322,0,8.87511e-07,0,7.63124e-07,-0.261982,0,0,False,69.0|322,152
1,8|152|vc|6|2|322,0,-5.13361e-07,0,-1.88872e-06,-2.05169,0,0,False,69.0|322,152
1,8|152|vc|7|2|322,0,-3.7387e-07,0,-2.09922e-06,1.83846,0,0,False,69.0|322,152
1,8|152|vc|8|2|322,0,-7.84653e-07,0,-6.38411e-07,2.21499,0,0,False,69.0|322,152
1,8|847|sample|6|69,0,-1.71689e-06,0,6.72184e-07,-2.35454,0,0,True,55.0|69,847
1,8|847|sample|3|69,0,-8.03799e-07,0,-2.45646e-06,-2.30356,0,0,True,55.0|69,847
1,8|847|sample|4|69,0,2.45798e-06,0,1.59159e-06,-2.27094,0,0,True,55.0|69,847
1,8|847|sample|10|69,0,-8.18716e-07,0,1.98153e-06,0.544318,0,0,True,32.0|69,847
1,8|847|sample|9|69,0,1.17475e-06,0,1.16e-06,0.320831,0,0,True,32.0|69,847
1,8|847|sample|7|69,0,-1.55259e-06,0,1.66507e-06,0.263456,0,0,True,32.0|69,847
1,8|847|sample|8|69,0,-1.98782e-06,0,-2.94581e-06,0.475014,0,0,True,32.0|69,847
1,8|847|sample|12|69,0,3.1592e-06,0,3.5368e-06,0.764299,0,0,True,22.0|69,847
1,8|847|sample|11|69,0,-2.57033e-07,0,3.23138e-06,0.812962,0,0,True,22.0|69,847
1,8|847|sample|5|69,0,6.81995e-07,0,-1.04144e-06,-2.46677,0,0,True,55.0|69,847
1,8|847|cc|1|1|69,0,1.31142e-06,0,1.91912e-07,0.19576,0,0,False,69.0|69,847
1,8|847|cc|2|1|69,0,6.64059e-07,0,-5.30594e-07,3.8983,0,0,False,69.0|69,847
1,8|847|cc|3|1|69,0,3.42373e-06,0,-3.51612e-06,0.667688,0,0,False,69.0|69,847
1,8|847|cc|4|1|69,0,2.79061e-06,0,1.40735e-06,0.816366,0,0,False,69.0|69,847
1,8|847|cc|5|1|69,0,-1.69862e-06,0,2.27078e-06,1.84424,0,0,False,69.0|69,847
1,8|847|cc|6|1|69,0,3.73684e-06,0,-5.30011e-06,2.46743,0,0,False,69.0|69,847
1,8|847|cc|7|1|69,0,-2.8906e-06,0,-2.44702e-07,-2.55008,0,0,False,69.0|69,847
1,8|847|cc|8|1|69,0,2.13637e-06,0,-1.9475e-06,0.593877,0,0,False,69.0|69,847
1,8|847|vc|1|2|69,0,-2.80962e-06,0,-2.44951e-06,-0.896717,0,0,False,69.0|69,847
1,8|847|vc|2|2|69,0,-1.08685e-06,0,-1.10213e-06,0.158708,0,0,False,69.0|69,847
1,8|847|vc|3|2|69,0,1.84809e-07,0,-2.5859e-07,2.64475,0,0,False,69.0|69,847
1,8|847|vc|4|2|69,0,2.86014e-07,0,7.57371e-07,1.24598,0,0,False,69.0|69,847
1,8|847|vc|5|2|69,0,-8.87093e-07,0,6.14635e-07,-0.11799,0,0,False,69.0|69,847
1,8|847|vc|6|2|69,0,2.76595e-06,0,3.58485e-06,0.664632,0,0,False,69.0|69,847
1,8|847|vc|7|2|69,0,1.22153e-06,0,-1.55264e-06,-0.432861,0,0,False,69.0|69,847
1,8|847|vc|8|2|69,0,-6.97938e-07,0,2.48914e-06,-0.638821,0,0,False,69.0|69,847
1,8|1241|sample|8|69,0,2.40027e-06,0,2.72586e-06,1.96646,0,0,True,65.0|69,1241
1,8|1241|sample|7|69,0,-3.34251e-06,0,-5.93681e-07,2.00019,0,0,True,65.0|69,1241
1,8|1241|sample|5|69,0,2.8308e-07,0,-2.74114e-06,1.87741,0,0,True,65.0|69,1241
1,8|1241|sample|6|69,0,3.99245e-07,0,1.04111e-06,1.90742,0,0,True,65.0|69,1241
1,8|1241|sample|11|69,0,4.78813e-07,0,-1.43133e-06,2.13789,0,0,True,28.0|69,1241
1,8|1241|sample|12|69,0,-1.60106e-06,0,-1.74084e-06,2.032,0,0,True,28.0|69,1241
1,8|1241|sample|9|69,0,4.28796e-07,0,-3.21488e-06,1.55404,0,0,True,28.0|69,1241
1,8|1241|sample|10|69,0,2.23239e-06,0,-4.98142e-06,1.60822,0,0,True,28.0|69,1241
1,8|1241|sample|3|69,0,3.62512e-06,0,-7.39648e-07,0.513862,0,0,True,22.0|69,1241
1,8|1241|sample|4|69,0,9.08214e-07,0,-4.73962e-07,0.58363,0,0,True,22.0|69,1241
1,8|1241|cc|1|1|69,0,3.80373e-07,0,4.31975e-06,-0.573166,0,0,False,69.0|69,1241
1,8|1241|cc|2|1|69,0,-2.60193e-07,0,4.8718e-06,-0.0133035,0,0,False,69.0|69,1241
1,8|1241|cc|3|1|69,0,-2.10314e-06,0,1.8481e-06,1.64578,0,0,False,69.0|69,1241
1,8|1241|cc|4|1|69,0,1.68887e-06,0,1.59564e-06,1.56751,0,0,False,69.0|69,1241
1,8|1241|cc|5|1|69,0,2.26224e-06,0,-2.2963e-06,0.0847146,0,0,False,69.0|69,1241
1,8|1241|cc|6|1|69,0,-2.30421e-06,0,3.4953e-06,-2.45339,0,0,False,69.0|69,1241
1,8|1241|cc|7|1|69,0,3.05511e-06,0,3.11293e-06,-0.592177,0,0,False,69.0|69,1241
1,8|1241|cc|8|1|69,0,-1.15239e-06,0,1.88135e-06,-1.77508,0,0,False,69.0|69,1241
1,8|1241|vc|1|2|69,0,-1.29181e-06,0,1.15767e-06,-1.41079,0,0,False,69.0|69,1241
1,8|1241|vc|2|2|69,0,-1.09892e-06,0,2.43012e-06,0.846698,0,0,False,69.0|69,1241
1,8|1241|vc|3|2|69,0,1.47301e-06,0,-4.02844e-06,2.07527,0,0,False,69.0|69,1241
1,8|1241|vc|4|2|69,0,-1.46775e-06,0,-1.68149e-06,-0.395794,0,0,False,69.0|69,1241
1,8|1241|vc|5|2|69,0,-5.82852e-06,0,2.29422e-06,-0.720201,0,0,False,69.0|69,1241
1,8|1241|vc|6|2|69,0,-7.222e-07,0,2.51859e-06,0.447376,0,0,False,69.0|69,1241
1,8|1241|vc|7|2|69,0,-1.79356e-06,0,-3.80464e-06,2.7341,0,0,False,69.0|69,1241
1,8|1241|vc|8|2|69,0,-9.26124e-07,0,1.15731e-06,2.93143,0,0,False,69.0|69,1241
1,8|474|sample|5|276,0,-1.97148e-06,0,3.21e-06,-1.0403,0,0,True,55.0|276,474
1,8|474|sample|6|276,0,2.23813e-06,0,-2.7858e-06,-1.1024,0,0,True,55.0|276,474
1,8|474|sample|3|276,0,-2.42762e-06,0,1.88947e-06,-1.08833,0,0,True,55.0|276,474
1,8|474|sample|4|276,0,-1.83125e-06,0,-1.02671e-06,-1.07124,0,0,True,55.0|276,474
1,8|474|sample|9|276,0,-6.33665e-07,0,2.1097e-07,0.756926,0,0,True,32.0|276,474
1,8|474|sample|10|276,0,2.6537e-07,0,3.2501e-07,0.895889,0,0,True,32.0|276,474
