rep,id,U_offset,L,m,e,s,alpha,k,goes_down,mab_virus,run_id
1,14|1099|sample|4|73,0.0139281,835.741,0.83856,4.63031,0.88888,-10.702,316687,True,6.0|73,1099
1,14|1099|sample|5|73,0.0139281,835.741,0.83856,4.63031,0.603999,-10.702,316687,True,6.0|73,1099
1,14|1099|sample|6|73,0.0139281,835.741,0.83856,4.63032,0.674365,-10.702,316687,True,6.0|73,1099
1,14|1099|sample|8|73,0.0139281,835.741,0.83856,4.6303,0.227363,-10.702,316687,True,6.0|73,1099
1,14|1099|sample|7|73,0.0139281,835.741,0.83856,4.6303,0.246109,-10.702,316687,True,6.0|73,1099
1,14|1099|sample|9|73,0.0139281,835.741,0.83856,4.63032,0.493255,-10.702,316687,True,6.0|73,1099
1,14|1099|sample|10|73,0.0139281,835.741,0.83856,4.63032,1.11888,-10.702,316687,True,6.0|73,1099
1,14|1099|sample|11|73,0.0139281,835.741,0.83856,4.63028,0.181423,-10.702,316687,True,6.0|73,1099
1,14|1099|sample|12|73,0.0139281,835.741,0.83856,4.63029,0.185004,-10.702,316687,True,6.0|73,1099
1,14|1099|cc|1|1|73,0.0139281,834.774,0.838545,0.637288,0.110926,-10.702,316687,False,69.0|73,1099
1,14|1099|cc|2|1|73,0.0139281,834.774,0.838545,0.63729,0.0476121,-10.702,316687,False,69.0|73,1099
1,14|1099|cc|3|1|73,0.0139281,834.774,0.838545,0.637285,1.3149,-10.702,316687,False,69.0|73,1099
1,14|1099|cc|4|1|73,0.0139281,834.774,0.838545,0.637286,0.225265,-10.702,316687,False,69.0|73,1099
1,14|1099|cc|5|1|73,0.0139281,834.774,0.838545,0.637288,1.15686,-10.702,316687,False,69.0|73,1099
1,14|1099|cc|6|1|73,0.0139281,834.774,0.838545,0.637288,0.594146,-10.702,316687,False,69.0|73,1099
1,14|1099|cc|7|1|73,0.0139281,834.774,0.838545,0.637288,0.034771,-10.702,316687,False,69.0|73,1099
1,14|1099|cc|8|1|73,0.0139281,834.774,0.838545,0.637288,1.19297,-10.702,316687,False,69.0|73,1099
1,14|1099|vc|1|2|73,0.0139281,834.774,0.838545,0.637289,0.0222382,-10.702,316687,False,69.0|73,1099
1,14|1099|vc|2|2|73,0.0139281,834.774,0.838545,0.637287,1.25368,-10.702,316687,False,69.0|73,1099
1,14|1099|vc|3|2|73,0.0139281,834.774,0.838545,0.637287,0.0526879,-10.702,316687,False,69.0|73,1099
1,14|1099|vc|4|2|73,0.0139281,834.774,0.838545,0.63729,0.833875,-10.702,316687,False,69.0|73,1099
1,14|1099|vc|5|2|73,0.0139281,834.774,0.838545,0.637292,0.129598,-10.702,316687,False,69.0|73,1099
1,14|1099|vc|6|2|73,0.0139281,834.774,0.838545,0.637287,2.02006,-10.702,316687,False,69.0|73,1099
1,14|1099|vc|7|2|73,0.0139281,834.774,0.838545,0.637288,0.106755,-10.702,316687,False,69.0|73,1099
1,14|1099|vc|8|2|73,0.0139281,834.774,0.838545,0.637286,0.633564,-10.702,316687,False,69.0|73,1099
1,14|611|sample|4|73,0.0139281,835.741,0.83856,4.63032,0.0918672,-10.7019,316687,True,6.0|73,611
1,14|611|sample|3|73,0.0139281,835.741,0.83856,4.63031,0.0409369,-10.7019,316687,True,6.0|73,611
1,14|611|sample|5|73,0.0139281,835.741,0.83856,4.6303,0.173569,-10.7019,316687,True,6.0|73,611
1,14|611|sample|6|73,0.0139281,835.741,0.83856,4.63031,0.133769,-10.7019,316687,True,6.0|73,611
1,14|611|sample|7|73,0.0139281,835.741,0.83856,4.63031,0.0752532,-10.7019,316687,True,6.0|73,611
1,14|611|sample|8|73,0.0139281,835.741,0.83856,4.63031,0.0548232,-10.7019,316687,True,6.0|73,611
1,14|611|sample|9|73,0.0139281,835.741,0.83856,4.6303,0.396582,-10.7019,316687,True,6.0|73,611
1,14|611|sample|10|73,0.0139281,835.741,0.83856,4.63031,0.404244,-10.7019,316687,True,6.0|73,611
1,14|611|sample|12|73,0.0139281,835.741,0.83856,4.63031,0.077102,-10.7019,316687,True,6.0|73,611
1,14|611|sample|11|73,0.0139281,835.741,0.83856,4.63028,0.061209,-10.7019,316687,True,6.0|73,611
1,14|611|cc|1|1|73,0.0139281,834.774,0.838545,0.637288,0.142517,-10.7019,316687,False,69.0|73,611
1,14|611|cc|2|1|73,0.0139281,834.774,0.838545,0.637286,1.58646,-10.7019,316687,False,69.0|73,611
1,14|611|cc|3|1|73,0.0139281,834.774,0.838545,0.637289,0.175038,-10.7019,316687,False,69.0|73,611
1,14|611|cc|4|1|73,0.0139281,834.774,0.838545,0.637287,0.697048,-10.7019,316687,False,69.0|73,611
1,14|611|cc|5|1|73,0.0139281,834.774,0.838545,0.637289,0.806633,-10.7019,316687,False,69.0|73,611
1,14|611|cc|6|1|73,0.0139281,834.774,0.838545,0.637287,0.414948,-10.7019,316687,False,69.0|73,611
1,14|611|cc|7|1|73,0.0139281,834.774,0.838545,0.637286,0.265984,-10.7019,316687,False,69.0|73,611
1,14|611|cc|8|1|73,0.0139281,834.774,0.838545,0.63729,5.16198,-10.7019,316687,False,69.0|73,611
1,14|611|vc|1|2|73,0.0139281,834.774,0.838545,0.637288,0.0746508,-10.7019,316687,False,69.0|73,611
1,14|611|vc|2|2|73,0.0139281,834.774,0.838545,0.637285,1.7096,-10.7019,316687,False,69.0|73,611
1,14|611|vc|3|2|73,0.0139281,834.774,0.838545,0.63729,1.92426,-10.7019,316687,False,69.0|73,611
1,14|611|vc|4|2|73,0.0139281,834.774,0.838545,0.637287,0.0761723,-10.7019,316687,False,69.0|73,611
1,14|611|vc|5|2|73,0.0139281,834.774,0.838545,0.637288,0.815776,-10.7019,316687,False,69.0|73,611
1,14|611|vc|6|2|73,0.0139281,834.774,0.838545,0.637287,0.0862696,-10.7019,316687,False,69.0|73,611
1,14|611|vc|7|2|73,0.0139281,834.774,0.838545,0.637289,28.5343,-10.7019,316687,False,69.0|73,611
1,14|611|vc|8|2|73,0.0139281,834.774,0.838545,0.637287,0.109529,-10.7019,316687,False,69.0|73,611
1,8|84|sample|5|162,0.0139281,835.554,0.838625,1.15325,0.983339,-10.702,316687,True,55.0|162,84
1,8|84|sample|6|162,0.0139281,835.554,0.838625,1.15325,0.958063,-10.702,316687,True,55.0|162,84
1,8|84|sample|4|162,0.0139281,835.554,0.838625,1.15325,0.983076,-10.702,316687,True,55.0|162,84
1,8|84|sample|3|162,0.0139281,835.554,0.838625,1.15325,1.05372,-10.702,316687,True,55.0|162,84
1,8|84|sample|9|162,0.0139281,834.179,0.838492,0.805953,2.57329,-10.702,316687,True,32.0|162,84
1,8|84|sample|10|162,0.0139281,834.179,0.838492,0.805947,2.83495,-10.702,316687,True,32.0|162,84
1,8|84|sample|7|162,0.0139281,834.179,0.838492,0.805948,2.37987,-10.702,316687,True,32.0|162,84
1,8|84|sample|8|162,0.0139281,834.179,0.838492,0.805951,2.62326,-10.702,316687,True,32.0|162,84
1,8|84|sample|12|162,0.0139281,836.917,0.838593,0.204962,7.32586,-10.702,316687,True,22.0|162,84
1,8|84|sample|11|162,0.0139281,836.917,0.838593,0.204964,5.93144,-10.702,316687,True,22.0|162,84
1,8|84|cc|1|1|162,0.0139281,835.91,0.8386,0.0886647,0.223184,-10.702,316687,False,69.0|162,84
1,8|84|cc|2|1|162,0.0139281,835.91,0.8386,0.0886647,0.968119,-10.702,316687,False,69.0|162,84
1,8|84|cc|3|1|162,0.0139281,835.91,0.8386,0.088665,0.258109,-10.702,316687,False,69.0|162,84
1,8|84|cc|4|1|162,0.0139281,835.91,0.8386,0.0886646,0.14846,-10.702,316687,False,69.0|162,84
1,8|84|cc|5|1|162,0.0139281,835.91,0.8386,0.0886647,1.26425,-10.702,316687,False,69.0|162,84
1,8|84|cc|6|1|162,0.0139281,835.91,0.8386,0.0886648,2.52258,-10.702,316687,False,69.0|162,84
1,8|84|cc|7|1|162,0.0139281,835.91,0.8386,0.0886648,27.7012,-10.702,316687,False,69.0|162,84
1,8|84|cc|8|1|162,0.0139281,835.91,0.8386,0.088665,5.76306,-10.702,316687,False,69.0|162,84
1,8|84|vc|1|2|162,0.0139281,835.91,0.8386,0.0886646,6.3918,-10.702,316687,False,69.0|162,84
1,8|84|vc|2|2|162,0.0139281,835.91,0.8386,0.0886649,0.203863,-10.702,316687,False,69.0|162,84
1,8|84|vc|3|2|162,0.0139281,835.91,0.8386,0.0886645,1.76575,-10.702,316687,False,69.0|162,84
1,8|84|vc|4|2|162,0.0139281,835.91,0.8386,0.0886649,0.057449,-10.702,316687,False,69.0|162,84
1,8|84|vc|5|2|162,0.0139281,835.91,0.8386,0.0886651,0.604347,-10.702,316687,False,69.0|162,84
1,8|84|vc|6|2|162,0.0139281,835.91,0.8386,0.0886651,6.10353,-10.702,316687,False,69.0|162,84
1,8|84|vc|7|2|162,0.0139281,835.91,0.8386,0.0886648,2.69724,-10.702,316687,False,69.0|162,84
1,8|84|vc|8|2|162,0.0139281,835.91,0.8386,0.0886649,15.8295,-10.702,316687,False,69.0|162,84
1,8|1042|sample|8|162,0.0139281,837.68,0.838519,0.131583,6.96217,-10.7018,316687,True,65.0|162,1042
1,8|1042|sample|7|162,0.0139281,837.68,0.838519,0.131583,7.3206,-10.7018,316687,True,65.0|162,1042
1,8|1042|sample|6|162,0.0139281,837.68,0.838519,0.131583,7.06008,-10.7018,316687,True,65.0|162,1042
1,8|1042|sample|5|162,0.0139281,837.68,0.838519,0.131584,6.23851,-10.7018,316687,True,65.0|162,1042
1,8|1042|sample|12|162,0.0139281,836.241,0.838385,1.09399,2.61068,-10.7018,316687,True,28.0|162,1042
1,8|1042|sample|11|162,0.0139281,836.241,0.838385,1.09399,2.24715,-10.7018,316687,True,28.0|162,1042
1,8|1042|sample|9|162,0.0139281,836.241,0.838385,1.09399,2.11485,-10.7018,316687,True,28.0|162,1042
1,8|1042|sample|10|162,0.0139281,836.241,0.838385,1.09399,1.90578,-10.7018,316687,True,28.0|162,1042
1,8|1042|sample|4|162,0.0139281,836.917,0.838593,0.204963,4.34791,-10.7018,316687,True,22.0|162,1042
1,8|1042|sample|3|162,0.0139281,836.917,0.838593,0.204964,5.02818,-10.7018,316687,True,22.0|162,1042
1,8|1042|cc|1|1|162,0.0139281,835.91,0.8386,0.0886651,0.554988,-10.7018,316687,False,69.0|162,1042
1,8|1042|cc|2|1|162,0.0139281,835.91,0.8386,0.0886652,0.158064,-10.7018,316687,False,69.0|162,1042
1,8|1042|cc|3|1|162,0.0139281,835.91,0.8386,0.0886646,0.0753104,-10.7018,316687,False,69.0|162,1042
1,8|1042|cc|4|1|162,0.0139281,835.91,0.8386,0.088665,0.0518998,-10.7018,316687,False,69.0|162,1042
1,8|1042|cc|5|1|162,0.0139281,835.91,0.8386,0.088665,0.701709,-10.7018,316687,False,69.0|162,1042
1,8|1042|cc|6|1|162,0.0139281,835.91,0.8386,0.0886643,0.119198,-10.7018,316687,False,69.0|162,1042
1,8|1042|cc|7|1|162,0.0139281,835.91,0.8386,0.0886653,0.1692,-10.7018,316687,False,69.0|162,1042
1,8|1042|cc|8|1|162,0.0139281,835.91,0.8386,0.088665,0.240343,-10.7018,316687,False,69.0|162,1042
1,8|1042|vc|1|2|162,0.0139281,835.91,0.8386,0.0886653,7.14565,-10.7018,316687,False,69.0|162,1042
1,8|1042|vc|2|2|162,0.0139281,835.91,0.8386,0.088665,3.60452,-10.7018,316687,False,69.0|162,1042
1,8|1042|vc|3|2|162,0.0139281,835.91,0.8386,0.0886647,0.390221,-10.7018,316687,False,69.0|162,1042
1,8|1042|vc|4|2|162,0.0139281,835.91,0.8386,0.0886652,0.389577,-10.7018,316687,False,69.0|162,1042
1,8|1042|vc|5|2|162,0.0139281,835.91,0.8386,0.0886649,0.652547,-10.7018,316687,False,69.0|162,1042
1,8|1042|vc|6|2|162,0.0139281,835.91,0.8386,0.0886649,7.16719,-10.7018,316687,False,69.0|162,1042
1,8|1042|vc|7|2|162,0.0139281,835.91,0.8386,0.0886649,2.38566,-10.7018,316687,False,69.0|162,1042
1,8|1042|vc|8|2|162,0.0139281,835.91,0.8386,0.088665,0.999353,-10.7018,316687,False,69.0|162,1042
1,8|719|sample|5|274,0.0139281,833.481,0.838582,0.0851339,5.04165,-10.7022,316687,True,55.0|274,719
1,8|719|sample|6|274,0.0139281,833.481,0.838582,0.0851342,5.2815,-10.7022,316687,True,55.0|274,719
1,8|719|sample|3|274,0.0139281,833.481,0.838582,0.0851343,5.59702,-10.7022,316687,True,55.0|274,719
1,8|719|sample|4|274,0.0139281,833.481,0.838582,0.0851342,5.72023,-10.7022,316687,True,55.0|274,719
1,8|719|sample|10|274,0.0139281,833.387,0.838629,0.168838,13.6896,-10.7022,316687,True,32.0|274,719
1,8|719|sample|9|274,0.0139281,833.387,0.838629,0.168839,14.0302,-10.7022,316687,True,32.0|274,719
1,8|719|sample|8|274,0.0139281,833.387,0.838629,0.16884,14.7731,-10.7022,316687,True,32.0|274,719
1,8|719|sample|7|274,0.0139281,833.387,0.838629,0.168839,14.6377,-10.7022,316687,True,32.0|274,719
1,8|719|sample|12|274,0.0139281,830.515,0.838539,0.290171,15.795,-10.7022,316687,True,22.0|274,719
1,8|719|sample|11|274,0.0139281,830.515,0.838539,0.290171,10.0325,-10.7022,316687,True,22.0|274,719
1,8|719|cc|1|1|274,0.0139281,833.256,0.838566,0.248574,1.74596,-10.7022,316687,False,69.0|274,719
1,8|719|cc|2|1|274,0.0139281,833.256,0.838566,0.248573,0.318606,-10.7022,316687,False,69.0|274,719
1,8|719|cc|3|1|274,0.0139281,833.256,0.838566,0.248573,0.141458,-10.7022,316687,False,69.0|274,719
1,8|719|cc|4|1|274,0.0139281,833.256,0.838566,0.248574,0.676093,-10.7022,316687,False,69.0|274,719
1,8|719|cc|5|1|274,0.0139281,833.256,0.838566,0.248572,2.13199,-10.7022,316687,False,69.0|274,719
1,8|719|cc|6|1|274,0.0139281,833.256,0.838566,0.248574,1.07521,-10.7022,316687,False,69.0|274,719
1,8|719|cc|7|1|274,0.0139281,833.256,0.838566,0.248572,0.354995,-10.7022,316687,False,69.0|274,719
1,8|719|cc|8|1|274,0.0139281,833.256,0.838566,0.248574,6.8225,-10.7022,316687,False,69.0|274,719
1,8|719|vc|1|2|274,0.0139281,833.256,0.838566,0.248574,0.153238,-10.7022,316687,False,69.0|274,719
1,8|719|vc|2|2|274,0.0139281,833.256,0.838566,0.248574,0.131554,-10.7022,316687,False,69.0|274,719
1,8|719|vc|3|2|274,0.0139281,833.256,0.838566,0.248574,0.279632,-10.7022,316687,False,69.0|274,719
1,8|719|vc|4|2|274,0.0139281,833.256,0.838566,0.248574,13.2611,-10.7022,316687,False,69.0|274,719
1,8|719|vc|5|2|274,0.0139281,833.256,0.838566,0.248572,0.200989,-10.7022,316687,False,69.0|274,719
1,8|719|vc|6|2|274,0.0139281,833.256,0.838566,0.248574,0.0322219,-10.7022,316687,False,69.0|274,719
1,8|719|vc|7|2|274,0.0139281,833.256,0.838566,0.248573,0.412298,-10.7022,316687,False,69.0|274,719
1,8|719|vc|8|2|274,0.0139281,833.256,0.838566,0.248573,1.36604,-10.7022,316687,False,69.0|274,719
1,8|863|sample|7|274,0.0139281,835.824,1.0516,1.16958,4.1582,-10.7019,316687,True,65.0|274,863
1,8|863|sample|8|274,0.0139281,835.824,1.0516,1.16957,4.07287,-10.7019,316687,True,65.0|274,863
1,8|863|sample|6|274,0.0139281,835.824,1.0516,1.16957,4.76602,-10.7019,316687,True,65.0|274,863
1,8|863|sample|5|274,0.0139281,835.824,1.0516,1.16957,3.89754,-10.7019,316687,True,65.0|274,863
1,8|863|sample|11|274,0.0139281,842.724,0.838546,0.200286,16.6703,-10.7019,316687,True,28.0|274,863
1,8|863|sample|12|274,0.0139281,842.724,0.838546,0.200286,15.3526,-10.7019,316687,True,28.0|274,863
1,8|863|sample|9|274,0.0139281,842.724,0.838546,0.200285,15.7313,-10.7019,316687,True,28.0|274,863
1,8|863|sample|10|274,0.0139281,842.724,0.838546,0.200286,15.3679,-10.7019,316687,True,28.0|274,863
1,8|863|sample|3|274,0.0139281,830.515,0.838539,0.290171,13.3911,-10.7019,316687,True,22.0|274,863
1,8|863|sample|4|274,0.0139281,830.515,0.838539,0.29017,10.7314,-10.7019,316687,True,22.0|274,863
1,8|863|cc|1|1|274,0.0139281,833.256,0.838566,0.248574,0.153572,-10.7019,316687,False,69.0|274,863
1,8|863|cc|2|1|274,0.0139281,833.256,0.838566,0.248574,0.639286,-10.7019,316687,False,69.0|274,863
1,8|863|cc|3|1|274,0.0139281,833.256,0.838566,0.248574,1.67581,-10.7019,316687,False,69.0|274,863
1,8|863|cc|4|1|274,0.0139281,833.256,0.838566,0.248574,0.55357,-10.7019,316687,False,69.0|274,863
1,8|863|cc|5|1|274,0.0139281,833.256,0.838566,0.248574,0.196881,-10.7019,316687,False,69.0|274,863
1,8|863|cc|6|1|274,0.0139281,833.256,0.838566,0.248573,3.03238,-10.7019,316687,False,69.0|274,863
1,8|863|cc|7|1|274,0.0139281,833.256,0.838566,0.248573,0.374503,-10.7019,316687,False,69.0|274,863
1,8|863|cc|8|1|274,0.0139281,833.256,0.838566,0.248573,2.06576,-10.7019,316687,False,69.0|274,863
1,8|863|vc|1|2|274,0.0139281,833.256,0.838566,0.248574,0.675607,-10.7019,316687,False,69.0|274,863
1,8|863|vc|2|2|274,0.0139281,833.256,0.838566,0.248573,1.55611,-10.7019,316687,False,69.0|274,863
1,8|863|vc|3|2|274,0.0139281,833.256,0.838566,0.248573,0.527468,-10.7019,316687,False,69.0|274,863
1,8|863|vc|4|2|274,0.0139281,833.256,0.838566,0.248574,1.16978,-10.7019,316687,False,69.0|274,863
1,8|863|vc|5|2|274,0.0139281,833.256,0.838566,0.248574,0.0988647,-10.7019,316687,False,69.0|274,863
1,8|863|vc|6|2|274,0.0139281,833.256,0.838566,0.248573,3.06202,-10.7019,316687,False,69.0|274,863
1,8|863|vc|7|2|274,0.0139281,833.256,0.838566,0.248573,0.00531031,-10.7019,316687,False,69.0|274,863
1,8|863|vc|8|2|274,0.0139281,833.256,0.838566,0.248574,0.0982791,-10.7019,316687,False,69.0|274,863
1,8|488|sample|6|322,0.0139281,835.406,0.838409,0.118213,1.72964,-10.702,316687,True,55.0|322,488
1,8|488|sample|5|322,0.0139281,835.406,0.838409,0.118213,1.8348,-10.702,316687,True,55.0|322,488
1,8|488|sample|4|322,0.0139281,835.406,0.838409,0.118213,1.29714,-10.702,316687,True,55.0|322,488
1,8|488|sample|3|322,0.0139281,835.406,0.838409,0.118213,2.24525,-10.702,316687,True,55.0|322,488
1,8|488|sample|10|322,0.0139281,836.65,0.428465,3.37991,1.63185,-10.702,316687,True,32.0|322,488
1,8|488|sample|9|322,0.0139281,836.65,0.428465,3.3799,1.57738,-10.702,316687,True,32.0|322,488
1,8|488|sample|8|322,0.0139281,836.65,0.428465,3.37991,1.52478,-10.702,316687,True,32.0|322,488
1,8|488|sample|7|322,0.0139281,836.65,0.428465,3.37992,1.63695,-10.702,316687,True,32.0|322,488
1,8|488|sample|11|322,0.0139281,836.622,0.838512,3.73675,1.73778,-10.702,316687,True,22.0|322,488
1,8|488|sample|12|322,0.0139281,836.622,0.838512,3.73675,2.0566,-10.702,316687,True,22.0|322,488
1,8|488|cc|1|1|322,0.0139281,834.659,0.838584,0.103227,2.5574,-10.702,316687,False,69.0|322,488
1,8|488|cc|2|1|322,0.0139281,834.659,0.838584,0.103227,2.97217,-10.702,316687,False,69.0|322,488
1,8|488|cc|3|1|322,0.0139281,834.659,0.838584,0.103227,0.544064,-10.702,316687,False,69.0|322,488
1,8|488|cc|4|1|322,0.0139281,834.659,0.838584,0.103228,0.815535,-10.702,316687,False,69.0|322,488
1,8|488|cc|5|1|322,0.0139281,834.659,0.838584,0.103228,0.20593,-10.702,316687,False,69.0|322,488
1,8|488|cc|6|1|322,0.0139281,834.659,0.838584,0.103227,0.787868,-10.702,316687,False,69.0|322,488
1,8|488|cc|7|1|322,0.0139281,834.659,0.838584,0.103227,0.327215,-10.702,316687,False,69.0|322,488
1,8|488|cc|8|1|322,0.0139281,834.659,0.838584,0.103227,0.546061,-10.702,316687,False,69.0|322,488
1,8|488|vc|1|2|322,0.0139281,834.659,0.838584,0.103227,0.207459,-10.702,316687,False,69.0|322,488
1,8|488|vc|2|2|322,0.0139281,834.659,0.838584,0.103227,0.518927,-10.702,316687,False,69.0|322,488
1,8|488|vc|3|2|322,0.0139281,834.659,0.838584,0.103227,1.94674,-10.702,316687,False,69.0|322,488
1,8|488|vc|4|2|322,0.0139281,834.659,0.838584,0.103227,0.940409,-10.702,316687,False,69.0|322,488
1,8|488|vc|5|2|322,0.0139281,834.659,0.838584,0.103227,0.145403,-10.702,316687,False,69.0|322,488
1,8|488|vc|6|2|322,0.0139281,834.659,0.838584,0.103227,0.486939,-10.702,316687,False,69.0|322,488
1,8|488|vc|7|2|322,0.0139281,834.659,0.838584,0.103227,0.318921,-10.702,316687,False,69.0|322,488
1,8|488|vc|8|2|322,0.0139281,834.659,0.838584,0.103227,0.0161613,-10.702,316687,False,69.0|322,488
1,8|152|sample|8|322,0.0139281,835.484,0.838473,1.2153,2.46504,-10.702,316687,True,65.0|322,152
1,8|152|sample|7|322,0.0139281,835.484,0.838473,1.2153,2.46966,-10.702,316687,True,65.0|322,152
1,8|152|sample|6|322,0.0139281,835.484,0.838473,1.2153,2.37802,-10.702,316687,True,65.0|322,152
1,8|152|sample|5|322,0.0139281,835.484,0.838473,1.2153,2.42064,-10.702,316687,True,65.0|322,152
1,8|152|sample|12|322,0.0139281,831.863,0.66971,2.75016,2.98972,-10.702,316687,True,28.0|322,152
1,8|152|sample|11|322,0.0139281,831.863,0.66971,2.75016,2.77055,-10.702,316687,True,28.0|322,152
1,8|152|sample|10|322,0.0139281,831.863,0.66971,2.75017,2.84223,-10.702,316687,True,28.0|322,152
1,8|152|sample|9|322,0.0139281,831.863,0.66971,2.75017,2.50326,-10.702,316687,True,28.0|322,152
1,8|152|sample|3|322,0.0139281,836.622,0.838512,3.73675,1.60903,-10.702,316687,True,22.0|322,152
1,8|152|sample|4|322,0.0139281,836.622,0.838512,3.73675,1.59543,-10.702,316687,True,22.0|322,152
1,8|152|cc|1|1|322,0.0139281,834.659,0.838584,0.103227,0.0181117,-10.702,316687,False,69.0|322,152
1,8|152|cc|2|1|322,0.0139281,834.659,0.838584,0.103227,0.260387,-10.702,316687,False,69.0|322,152
1,8|152|cc|3|1|322,0.0139281,834.659,0.838584,0.103227,1.47785,-10.702,316687,False,69.0|322,152
1,8|152|cc|4|1|322,0.0139281,834.659,0.838584,0.103227,0.224033,-10.702,316687,False,69.0|322,152
1,8|152|cc|5|1|322,0.0139281,834.659,0.838584,0.103227,0.406546,-10.702,316687,False,69.0|322,152
1,8|152|cc|6|1|322,0.0139281,834.659,0.838584,0.103227,0.114914,-10.702,316687,False,69.0|322,152
1,8|152|cc|7|1|322,0.0139281,834.659,0.838584,0.103227,0.954721,-10.702,316687,False,69.0|322,152
1,8|152|cc|8|1|322,0.0139281,834.659,0.838584,0.103227,0.96022,-10.702,316687,False,69.0|322,152
1,8|152|vc|1|2|322,0.0139281,834.659,0.838584,0.103227,1.51298,-10.702,316687,False,69.0|322,152
1,8|152|vc|2|2|322,0.0139281,834.659,0.838584,0.103227,2.57726,-10.702,316687,False,69.0|322,152
1,8|152|vc|3|2|322,0.0139281,834.659,0.838584,0.103227,0.0794592,-10.702,316687,False,69.0|322,152
1,8|152|vc|4|2|322,0.0139281,834.659,0.838584,0.103227,0.320434,-10.702,316687,False,69.0|322,152
1,8|152|vc|5|2|322,0.0139281,834.659,0.838584,0.103227,0.451087,-10.702,316687,False,69.0|322,152
1,8|152|vc|6|2|322,0.0139281,834.659,0.838584,0.103227,0.0753356,-10.702,316687,False,69.0|322,152
1,8|152|vc|7|2|322,0.0139281,834.659,0.838584,0.103227,3.68528,-10.702,316687,False,69.0|322,152
1,8|152|vc|8|2|322,0.0139281,834.659,0.838584,0.103227,5.37025,-10.702,316687,False,69.0|322,152
1,8|847|sample|6|69,0.0139281,831.85,0.838276,10.4176,0.577994,-10.702,316687,True,55.0|69,847
1,8|847|sample|3|69,0.0139281,831.85,0.838276,10.4175,0.608222,-10.702,316687,True,55.0|69,847
1,8|847|sample|4|69,0.0139281,831.85,0.838276,10.4176,0.628388,-10.702,316687,True,55.0|69,847
1,8|847|sample|10|69,0.0139281,838.152,0.83853,0.887365,10.491,-10.702,316687,True,32.0|69,847
1,8|847|sample|9|69,0.0139281,838.152,0.83853,0.887364,8.38988,-10.702,316687,True,32.0|69,847
1,8|847|sample|7|69,0.0139281,838.152,0.83853,0.887365,7.92207,-10.702,316687,True,32.0|69,847
1,8|847|sample|8|69,0.0139281,838.152,0.83853,0.887361,9.78851,-10.702,316687,True,32.0|69,847
1,8|847|sample|12|69,0.0139281,832.337,0.838871,0.101499,13.0713,-10.702,316687,True,22.0|69,847
1,8|847|sample|11|69,0.0139281,832.337,0.838871,0.101499,13.7232,-10.702,316687,True,22.0|69,847
1,8|847|sample|5|69,0.0139281,831.85,0.838276,10.4175,0.516634,-10.702,316687,True,55.0|69,847
1,8|847|cc|1|1|69,0.0139281,834.744,0.838559,0.53811,0.715063,-10.702,316687,False,69.0|69,847
1,8|847|cc|2|1|69,0.0139281,834.744,0.838559,0.53811,28.9958,-10.702,316687,False,69.0|69,847
1,8|847|cc|3|1|69,0.0139281,834.744,0.838559,0.538108,1.1463,-10.702,316687,False,69.0|69,847
1,8|847|cc|4|1|69,0.0139281,834.744,0.838559,0.538111,1.33006,-10.702,316687,False,69.0|69,847
1,8|847|cc|5|1|69,0.0139281,834.744,0.838559,0.538111,3.71766,-10.702,316687,False,69.0|69,847
1,8|847|cc|6|1|69,0.0139281,834.744,0.838559,0.538107,6.93292,-10.702,316687,False,69.0|69,847
1,8|847|cc|7|1|69,0.0139281,834.744,0.838559,0.53811,0.0459029,-10.702,316687,False,69.0|69,847
1,8|847|cc|8|1|69,0.0139281,834.744,0.838559,0.538109,1.06474,-10.702,316687,False,69.0|69,847
1,8|847|vc|1|2|69,0.0139281,834.744,0.838559,0.538109,0.239821,-10.702,316687,False,69.0|69,847
1,8|847|vc|2|2|69,0.0139281,834.744,0.838559,0.538109,0.689053,-10.702,316687,False,69.0|69,847
1,8|847|vc|3|2|69,0.0139281,834.744,0.838559,0.53811,8.27804,-10.702,316687,False,69.0|69,847
1,8|847|vc|4|2|69,0.0139281,834.744,0.838559,0.53811,2.04386,-10.702,316687,False,69.0|69,847
1,8|847|vc|5|2|69,0.0139281,834.744,0.838559,0.53811,0.522497,-10.702,316687,False,69.0|69,847
1,8|847|vc|6|2|69,0.0139281,834.744,0.838559,0.538112,1.14281,-10.702,316687,False,69.0|69,847
1,8|847|vc|7|2|69,0.0139281,834.744,0.838559,0.538109,0.381362,-10.702,316687,False,69.0|69,847
1,8|847|vc|8|2|69,0.0139281,834.744,0.838559,0.538111,0.310378,-10.702,316687,False,69.0|69,847
1,8|1241|sample|8|69,0.0139281,831.918,0.838619,0.0243112,43.505,-10.702,316687,True,65.0|69,1241
1,8|1241|sample|7|69,0.0139281,831.918,0.838619,0.0243112,44.9976,-10.702,316687,True,65.0|69,1241
1,8|1241|sample|5|69,0.0139281,831.918,0.838619,0.0243111,39.7987,-10.702,316687,True,65.0|69,1241
1,8|1241|sample|6|69,0.0139281,831.918,0.838619,0.0243112,41.0108,-10.702,316687,True,65.0|69,1241
1,8|1241|sample|11|69,0.0139281,831.355,0.838455,0.0595068,51.6332,-10.702,316687,True,28.0|69,1241
1,8|1241|sample|12|69,0.0139281,831.355,0.838455,0.0595068,46.4452,-10.702,316687,True,28.0|69,1241
