rep,id,eta_L,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,0,1.28858e-05,0,0,0,False,69.0|162,84
1,8|84|cc|2|1|162,0,-6.75236e-06,0,0,0,False,69.0|162,84
1,8|84|cc|3|1|162,0,1.00821e-05,0,0,0,False,69.0|162,84
1,8|84|cc|4|1|162,0,8.95822e-06,0,0,0,False,69.0|162,84
1,8|84|cc|5|1|162,0,-1.99969e-05,0,0,0,False,69.0|162,84
1,8|84|cc|6|1|162,0,-7.34768e-07,0,0,0,False,69.0|162,84
1,8|84|cc|7|1|162,0,-1.13229e-05,0,0,0,False,69.0|162,84
1,8|84|cc|8|1|162,0,-2.10847e-06,0,0,0,False,69.0|162,84
1,8|84|sample|10|162,0,2.6148e-06,0,0,0,True,32.0|162,84
1,8|84|sample|11|162,0,-4.92055e-06,0,0,0,True,22.0|162,84
1,8|84|sample|12|162,0,7.04044e-06,0,0,0,True,22.0|162,84
1,8|84|sample|3|162,0,-1.01033e-05,0,0,0,True,55.0|162,84
1,8|84|sample|4|162,0,1.30673e-05,0,0,0,True,55.0|162,84
1,8|84|sample|5|162,0,1.42484e-05,0,0,0,True,55.0|162,84
1,8|84|sample|6|162,0,-2.21471e-06,0,0,0,True,55.0|162,84
1,8|84|sample|7|162,0,-1.38337e-05,0,0,0,True,32.0|162,84
1,8|84|sample|8|162,0,8.0899e-06,0,0,0,True,32.0|162,84
1,8|84|sample|9|162,0,2.52134e-07,0,0,0,True,32.0|162,84
1,8|84|vc|1|2|162,0,-2.401e-05,0,0,0,False,69.0|162,84
1,8|84|vc|2|2|162,0,1.35412e-05,0,0,0,False,69.0|162,84
1,8|84|vc|3|2|162,0,1.6825e-05,0,0,0,False,69.0|162,84
1,8|84|vc|4|2|162,0,1.04875e-05,0,0,0,False,69.0|162,84
1,8|84|vc|5|2|162,0,-2.78729e-06,0,0,0,False,69.0|162,84
1,8|84|vc|6|2|162,0,9.95781e-06,0,0,0,False,69.0|162,84
1,8|84|vc|7|2|162,0,-1.65429e-06,0,0,0,False,69.0|162,84
1,8|84|vc|8|2|162,0,1.05536e-05,0,0,0,False,69.0|162,84
1,8|719|cc|1|1|274,0,-3.95349e-06,0,0,0,False,69.0|274,719
1,8|719|cc|2|1|274,0,7.24833e-07,0,0,0,False,69.0|274,719
1,8|719|cc|3|1|274,0,2.48528e-06,0,0,0,False,69.0|274,719
1,8|719|cc|4|1|274,0,-1.39878e-06,0,0,0,False,69.0|274,719
1,8|719|cc|5|1|274,0,-1.8605e-05,0,0,0,False,69.0|274,719
1,8|719|cc|6|1|274,0,2.03243e-06,0,0,0,False,69.0|274,719
1,8|719|cc|7|1|274,0,-2.38907e-06,0,0,0,False,69.0|274,719
1,8|719|cc|8|1|274,0,5.62496e-06,0,0,0,False,69.0|274,719
1,8|719|sample|10|274,0,-2.08236e-05,0,0,0,True,32.0|274,719
1,8|719|sample|11|274,0,-7.69717e-06,0,0,0,True,22.0|274,719
1,8|719|sample|12|274,0,1.06399e-05,0,0,0,True,22.0|274,719
1,8|719|sample|3|274,0,-1.78492e-05,0,0,0,True,55.0|274,719
1,8|719|sample|4|274,0,9.80957e-06,0,0,0,True,55.0|274,719
1,8|719|sample|5|274,0,-1.44659e-05,0,0,0,True,55.0|274,719
1,8|719|sample|6|274,0,-2.36803e-05,0,0,0,True,55.0|274,719
1,8|719|sample|7|274,0,2.53039e-05,0,0,0,True,32.0|274,719
1,8|719|sample|8|274,0,-5.61978e-06,0,0,0,True,32.0|274,719
1,8|719|sample|9|274,0,-2.87279e-06,0,0,0,True,32.0|274,719
1,8|719|vc|1|2|274,0,4.30347e-06,0,0,0,False,69.0|274,719
1,8|719|vc|2|2|274,0,-1.41654e-05,0,0,0,False,69.0|274,719
1,8|719|vc|3|2|274,0,-1.20349e-06,0,0,0,False,69.0|274,719
1,8|719|vc|4|2|274,0,-5.55668e-07,0,0,0,False,69.0|274,719
1,8|719|vc|5|2|274,0,-1.1503e-05,0,0,0,False,69.0|274,719
