id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0,0.0185815,0,0,0,0,0,0,3.3686e-07,0,0,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,0,0.00847529,0,0,0,0,0,0,-2.24584e-07,0,0,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0,-0.0289446,0,0,0,0,0,0,-2.80119e-07,0,0,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0,-0.0709824,0,0,0,0,0,0,3.11666e-07,0,0,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,0,0.112076,0,0,0,0,0,0,1.44256e-07,0,0,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,0,0.023231,0,0,0,0,0,0,-1.4235e-07,0,0,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0,0.0525003,0,0,0,0,0,0,-1.5147e-07,0,0,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0,-0.0104882,0,0,0,0,0,0,-2.76694e-07,0,0,0,0,False,69.0|162,84
8|84|sample|10|162,0,0,0.0776772,0,0,0,0,0,0,0.130382,0,0,0,0,True,32.0|162,84
8|84|sample|11|162,0,0,0.135264,0,0,0,0,0,0,0.142026,0,0,0,0,True,22.0|162,84
8|84|sample|12|162,0,0,0.0218665,0,0,0,0,0,0,-0.0575163,0,0,0,0,True,22.0|162,84
8|84|sample|3|162,0,0,0.373534,0,0,0,0,0,0,0.334,0,0,0,0,True,55.0|162,84
8|84|sample|4|162,0,0,0.328212,0,0,0,0,0,0,0.322824,0,0,0,0,True,55.0|162,84
8|84|sample|5|162,0,0,2.10288,0,0,0,0,0,0,2.04699,0,0,0,0,True,55.0|162,84
8|84|sample|6|162,0,0,2.05572,0,0,0,0,0,0,2.01333,0,0,0,0,True,55.0|162,84
8|84|sample|7|162,0,0,0.0493258,0,0,0,0,0,0,0.125373,0,0,0,0,True,32.0|162,84
8|84|sample|8|162,0,0,0.106924,0,0,0,0,0,0,0.14889,0,0,0,0,True,32.0|162,84
8|84|sample|9|162,0,0,-0.0370633,0,0,0,0,0,0,-0.0702822,0,0,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,0,0.0477847,0,0,0,0,0,0,1.60214e-07,0,0,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,0,-0.0479511,0,0,0,0,0,0,4.29871e-08,0,0,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,0,-0.0306748,0,0,0,0,0,0,-2.25488e-07,0,0,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,0,0.0560452,0,0,0,0,0,0,1.43332e-08,0,0,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,0,-0.0541737,0,0,0,0,0,0,-2.80326e-07,0,0,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,0,0.0376116,0,0,0,0,0,0,4.7095e-08,0,0,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,0,-0.0651742,0,0,0,0,0,0,-1.80297e-07,0,0,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,0,0.0702891,0,0,0,0,0,0,-9.32727e-09,0,0,0,0,False,69.0|162,84
8|719|cc|1|1|274,0,0,0.0156504,0,0,0,0,0,0,-3.19937e-07,0,0,0,0,False,69.0|274,719
