id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,83859.1,496.546,4.38767,0.991649,0.171399,1.27725e-06,9.898e-10,83918,497.073,4.38767,1.01095,0.171399,1.26743e-06,1.00239e-09,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,83859.1,496.546,4.38767,1.24782,0.171399,1.27725e-06,9.898e-10,83918,497.073,4.38767,1.25138,0.171399,1.26743e-06,1.00239e-09,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,83859.1,496.546,4.38767,0.857642,0.171399,1.27725e-06,9.898e-10,83918,497.073,4.38767,0.887368,0.171399,1.26743e-06,1.00239e-09,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,83859.1,496.546,4.38767,0.847481,0.171399,1.27725e-06,9.898e-10,83918,497.073,4.38767,0.890927,0.171399,1.26743e-06,1.00239e-09,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,83859.1,496.546,4.38767,1.14295,0.171399,1.27725e-06,9.898e-10,83918,497.073,4.38767,1.12496,0.171399,1.26743e-06,1.00239e-09,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,83859.1,496.546,4.38767,1.13832,0.171399,1.27725e-06,9.898e-10,83918,497.073,4.38767,1.14605,0.171399,1.26743e-06,1.00239e-09,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,83859.1,496.546,4.38767,0.924338,0.171399,1.27725e-06,9.898e-10,83918,497.073,4.38767,0.962648,0.171399,1.26743e-06,1.00239e-09,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,83859.1,496.546,4.38767,0.826834,0.171399,1.27725e-06,9.898e-10,83918,497.073,4.38767,0.864094,0.171399,1.26743e-06,1.00239e-09,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,83859.1,496.546,4.38767,1.18415,0.171399,1.27725e-06,9.898e-10,83918,497.073,4.38767,1.20608,0.171399,1.26743e-06,1.00239e-09,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,83859.1,496.546,4.38767,1.10201,0.171399,1.27725e-06,9.898e-10,83918,497.073,4.38767,1.11548,0.171399,1.26743e-06,1.00239e-09,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,83859.1,496.546,3.98942,0.16488,1.08515,1.27725e-06,9.898e-10,83918,497.073,3.98942,1.01774e-07,1.08515,1.26743e-06,1.00239e-09,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,83859.1,496.546,3.98942,-0.0225376,1.08515,1.27725e-06,9.898e-10,83918,497.073,3.98942,2.50988e-07,1.08515,1.26743e-06,1.00239e-09,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,83859.1,496.546,3.98942,-0.147192,1.08515,1.27725e-06,9.898e-10,83918,497.073,3.98942,2.05963e-07,1.08515,1.26743e-06,1.00239e-09,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,83859.1,496.546,3.98942,0.0506215,1.08515,1.27725e-06,9.898e-10,83918,497.073,3.98942,4.48659e-07,1.08515,1.26743e-06,1.00239e-09,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,83859.1,496.546,3.98942,-0.0356624,1.08515,1.27725e-06,9.898e-10,83918,497.073,3.98942,-1.58458e-07,1.08515,1.26743e-06,1.00239e-09,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,83859.1,496.546,3.98942,0.119563,1.08515,1.27725e-06,9.898e-10,83918,497.073,3.98942,-6.99937e-08,1.08515,1.26743e-06,1.00239e-09,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,83859.1,496.546,3.98942,-0.126625,1.08515,1.27725e-06,9.898e-10,83918,497.073,3.98942,2.35559e-07,1.08515,1.26743e-06,1.00239e-09,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,83859.1,496.546,3.98942,0.0419676,1.08515,1.27725e-06,9.898e-10,83918,497.073,3.98942,1.43603e-07,1.08515,1.26743e-06,1.00239e-09,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,83859.1,496.546,3.98942,0.0805169,1.08515,1.27725e-06,9.898e-10,83918,497.073,3.98942,-3.33491e-07,1.08515,1.26743e-06,1.00239e-09,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,83859.1,496.546,3.98942,-0.151732,1.08515,1.27725e-06,9.898e-10,83918,497.073,3.98942,8.3949e-07,1.08515,1.26743e-06,1.00239e-09,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,83859.1,496.546,3.98942,-0.0366103,1.08515,1.27725e-06,9.898e-10,83918,497.073,3.98942,-7.31056e-07,1.08515,1.26743e-06,1.00239e-09,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,83859.1,496.546,3.98942,0.156476,1.08515,1.27725e-06,9.898e-10,83918,497.073,3.98942,5.39066e-07,1.08515,1.26743e-06,1.00239e-09,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,83859.1,496.546,3.98942,-0.0284943,1.08515,1.27725e-06,9.898e-10,83918,497.073,3.98942,4.12934e-07,1.08515,1.26743e-06,1.00239e-09,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,83859.1,496.546,3.98942,-0.0447211,1.08515,1.27725e-06,9.898e-10,83918,497.073,3.98942,-3.72867e-07,1.08515,1.26743e-06,1.00239e-09,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,83859.1,496.546,3.98942,-0.0400964,1.08515,1.27725e-06,9.898e-10,83918,497.073,3.98942,1.94044e-08,1.08515,1.26743e-06,1.00239e-09,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,83859.1,496.546,3.98942,-0.195462,1.08515,1.27725e-06,9.898e-10,83918,497.073,3.98942,2.38819e-07,1.08515,1.26743e-06,1.00239e-09,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,83859.1,496.542,1.51943,0.0744167,0.0221887,1.27725e-06,9.89713e-10,83918,497.069,1.51943,0.0869678,0.0221887,1.26743e-06,1.00231e-09,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,83859.1,496.542,1.51943,0.0834512,0.0221887,1.27725e-06,9.89713e-10,83918,497.069,1.51943,0.0995087,0.0221887,1.26743e-06,1.00231e-09,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,83859.1,496.542,1.51943,0.16662,0.0221887,1.27725e-06,9.89713e-10,83918,497.069,1.51943,0.175379,0.0221887,1.26743e-06,1.00231e-09,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,83859.1,496.542,1.51943,0.170974,0.0221887,1.27725e-06,9.89713e-10,83918,497.069,1.51943,0.187621,0.0221887,1.26743e-06,1.00231e-09,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,83859.1,496.542,1.51943,1.04865,0.0221887,1.27725e-06,9.89713e-10,83918,497.069,1.51943,1.06209,0.0221887,1.26743e-06,1.00231e-09,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,83859.1,496.542,1.51943,1.01577,0.0221887,1.27725e-06,9.89713e-10,83918,497.069,1.51943,1.01536,0.0221887,1.26743e-06,1.00231e-09,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,83859.1,496.542,1.51943,0.0836016,0.0221887,1.27725e-06,9.89713e-10,83918,497.069,1.51943,0.0961023,0.0221887,1.26743e-06,1.00231e-09,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,83859.1,496.542,1.51943,0.0774833,0.0221887,1.27725e-06,9.89713e-10,83918,497.069,1.51943,0.0902693,0.0221887,1.26743e-06,1.00231e-09,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,83859.1,496.542,1.51943,1.85609,0.0221887,1.27725e-06,9.89713e-10,83918,497.069,1.51943,1.86907,0.0221887,1.26743e-06,1.00231e-09,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,83859.1,496.542,1.51943,1.8322,0.0221887,1.27725e-06,9.89713e-10,83918,497.069,1.51943,1.90619,0.0221887,1.26743e-06,1.00231e-09,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,83859.1,496.542,1.73809,-0.124963,1.19861,1.27725e-06,9.89713e-10,83918,497.069,1.73809,3.32123e-07,1.19861,1.26743e-06,1.00231e-09,False,69.0|71,783
14|783|14|783|cc|2|1|71|1|71|69.0,83859.1,496.542,1.73809,0.0765129,1.19861,1.27725e-06,9.89713e-10,83918,497.069,1.73809,3.30738e-07,1.19861,1.26743e-06,1.00231e-09,False,69.0|71,783
14|783|14|783|cc|3|1|71|1|71|69.0,83859.1,496.542,1.73809,0.0898768,1.19861,1.27725e-06,9.89713e-10,83918,497.069,1.73809,1.40771e-08,1.19861,1.26743e-06,1.00231e-09,False,69.0|71,783
14|783|14|783|cc|4|1|71|1|71|69.0,83859.1,496.542,1.73809,0.112558,1.19861,1.27725e-06,9.89713e-10,83918,497.069,1.73809,-2.73271e-07,1.19861,1.26743e-06,1.00231e-09,False,69.0|71,783
14|783|14|783|cc|5|1|71|1|71|69.0,83859.1,496.542,1.73809,0.0753659,1.19861,1.27725e-06,9.89713e-10,83918,497.069,1.73809,1.97679e-07,1.19861,1.26743e-06,1.00231e-09,False,69.0|71,783
14|783|14|783|cc|6|1|71|1|71|69.0,83859.1,496.542,1.73809,0.0763728,1.19861,1.27725e-06,9.89713e-10,83918,497.069,1.73809,2.04555e-07,1.19861,1.26743e-06,1.00231e-09,False,69.0|71,783
14|783|14|783|cc|7|1|71|1|71|69.0,83859.1,496.542,1.73809,-0.0385,1.19861,1.27725e-06,9.89713e-10,83918,497.069,1.73809,3.69608e-07,1.19861,1.26743e-06,1.00231e-09,False,69.0|71,783
14|783|14|783|cc|8|1|71|1|71|69.0,83859.1,496.542,1.73809,-0.0991782,1.19861,1.27725e-06,9.89713e-10,83918,497.069,1.73809,-3.66768e-07,1.19861,1.26743e-06,1.00231e-09,False,69.0|71,783
14|783|14|783|vc|1|2|71|2|71|69.0,83859.1,496.542,1.73809,0.0273517,1.19861,1.27725e-06,9.89713e-10,83918,497.069,1.73809,2.47986e-07,1.19861,1.26743e-06,1.00231e-09,False,69.0|71,783
14|783|14|783|vc|2|2|71|2|71|69.0,83859.1,496.542,1.73809,0.0338292,1.19861,1.27725e-06,9.89713e-10,83918,497.069,1.73809,2.84603e-07,1.19861,1.26743e-06,1.00231e-09,False,69.0|71,783
14|783|14|783|vc|3|2|71|2|71|69.0,83859.1,496.542,1.73809,-0.0033221,1.19861,1.27725e-06,9.89713e-10,83918,497.069,1.73809,-7.28398e-08,1.19861,1.26743e-06,1.00231e-09,False,69.0|71,783
14|783|14|783|vc|4|2|71|2|71|69.0,83859.1,496.542,1.73809,0.0155628,1.19861,1.27725e-06,9.89713e-10,83918,497.069,1.73809,-1.52907e-07,1.19861,1.26743e-06,1.00231e-09,False,69.0|71,783
14|783|14|783|vc|5|2|71|2|71|69.0,83859.1,496.542,1.73809,-0.0267061,1.19861,1.27725e-06,9.89713e-10,83918,497.069,1.73809,2.03594e-07,1.19861,1.26743e-06,1.00231e-09,False,69.0|71,783
14|783|14|783|vc|6|2|71|2|71|69.0,83859.1,496.542,1.73809,-0.113877,1.19861,1.27725e-06,9.89713e-10,83918,497.069,1.73809,4.06627e-07,1.19861,1.26743e-06,1.00231e-09,False,69.0|71,783
14|783|14|783|vc|7|2|71|2|71|69.0,83859.1,496.542,1.73809,0.112009,1.19861,1.27725e-06,9.89713e-10,83918,497.069,1.73809,-3.75392e-08,1.19861,1.26743e-06,1.00231e-09,False,69.0|71,783
