rep,id,eta_L,eta_m,eta_e,eta_s,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,0,0,1.56688,0,0,0,False,69.0|162,84
1,8|84|cc|2|1|162,0,0,2.00342,0,0,0,False,69.0|162,84
1,8|84|cc|3|1|162,0,0,-4.27611,0,0,0,False,69.0|162,84
1,8|84|cc|4|1|162,0,0,-1.1535,0,0,0,False,69.0|162,84
1,8|84|cc|5|1|162,0,0,-4.11917,0,0,0,False,69.0|162,84
1,8|84|cc|6|1|162,0,0,-0.547108,0,0,0,False,69.0|162,84
1,8|84|cc|7|1|162,0,0,-0.271912,0,0,0,False,69.0|162,84
1,8|84|cc|8|1|162,0,0,0.358436,0,0,0,False,69.0|162,84
1,8|84|sample|10|162,0,0,-0.827521,0,0,0,True,32.0|162,84
1,8|84|sample|11|162,0,0,-1.40741,0,0,0,True,22.0|162,84
1,8|84|sample|12|162,0,0,-1.24667,0,0,0,True,22.0|162,84
1,8|84|sample|3|162,0,0,-2.66342,0,0,0,True,55.0|162,84
1,8|84|sample|4|162,0,0,-2.23904,0,0,0,True,55.0|162,84
1,8|84|sample|5|162,0,0,-3.66579,0,0,0,True,55.0|162,84
1,8|84|sample|6|162,0,0,-3.6729,0,0,0,True,55.0|162,84
1,8|84|sample|7|162,0,0,-1.16642,0,0,0,True,32.0|162,84
1,8|84|sample|8|162,0,0,-1.21149,0,0,0,True,32.0|162,84
1,8|84|sample|9|162,0,0,-1.03011,0,0,0,True,32.0|162,84
1,8|84|vc|1|2|162,0,0,-0.663983,0,0,0,False,69.0|162,84
1,8|84|vc|2|2|162,0,0,4.21983,0,0,0,False,69.0|162,84
1,8|84|vc|3|2|162,0,0,-0.76268,0,0,0,False,69.0|162,84
1,8|84|vc|4|2|162,0,0,2.78362,0,0,0,False,69.0|162,84
1,8|84|vc|5|2|162,0,0,-2.12812,0,0,0,False,69.0|162,84
1,8|84|vc|6|2|162,0,0,2.61341,0,0,0,False,69.0|162,84
1,8|84|vc|7|2|162,0,0,-0.0412894,0,0,0,False,69.0|162,84
1,8|84|vc|8|2|162,0,0,-1.30493,0,0,0,False,69.0|162,84
1,8|719|cc|1|1|274,0,0,-1.24376,0,0,0,False,69.0|274,719
1,8|719|cc|2|1|274,0,0,-1.45038,0,0,0,False,69.0|274,719
1,8|719|cc|3|1|274,0,0,3.02526,0,0,0,False,69.0|274,719
1,8|719|cc|4|1|274,0,0,-0.887603,0,0,0,False,69.0|274,719
1,8|719|cc|5|1|274,0,0,1.09655,0,0,0,False,69.0|274,719
1,8|719|cc|6|1|274,0,0,-0.406705,0,0,0,False,69.0|274,719
1,8|719|cc|7|1|274,0,0,-0.873517,0,0,0,False,69.0|274,719
1,8|719|cc|8|1|274,0,0,2.32255,0,0,0,False,69.0|274,719
1,8|719|sample|10|274,0,0,-0.110671,0,0,0,True,32.0|274,719
1,8|719|sample|11|274,0,0,0.186965,0,0,0,True,22.0|274,719
1,8|719|sample|12|274,0,0,0.608642,0,0,0,True,22.0|274,719
1,8|719|sample|3|274,0,0,-2.05981,0,0,0,True,55.0|274,719
1,8|719|sample|4|274,0,0,-2.22241,0,0,0,True,55.0|274,719
1,8|719|sample|5|274,0,0,-2.16314,0,0,0,True,55.0|274,719
1,8|719|sample|6|274,0,0,-2.1151,0,0,0,True,55.0|274,719
1,8|719|sample|7|274,0,0,-0.207266,0,0,0,True,32.0|274,719
1,8|719|sample|8|274,0,0,-0.168702,0,0,0,True,32.0|274,719
1,8|719|sample|9|274,0,0,-0.00707488,0,0,0,True,32.0|274,719
1,8|719|vc|1|2|274,0,0,-2.73874,0,0,0,False,69.0|274,719
1,8|719|vc|2|2|274,0,0,1.93704,0,0,0,False,69.0|274,719
1,8|719|vc|3|2|274,0,0,-3.60555,0,0,0,False,69.0|274,719
1,8|719|vc|4|2|274,0,0,-0.479836,0,0,0,False,69.0|274,719
1,8|719|vc|5|2|274,0,0,-2.29177,0,0,0,False,69.0|274,719
1,8|719|vc|6|2|274,0,0,4.42799,0,0,0,False,69.0|274,719
1,8|719|vc|7|2|274,0,0,-0.612881,0,0,0,False,69.0|274,719
1,8|719|vc|8|2|274,0,0,-2.54141,0,0,0,False,69.0|274,719
1,8|488|cc|1|1|322,0,0,-1.82104,0,0,0,False,69.0|322,488
1,8|488|cc|2|1|322,0,0,3.18422,0,0,0,False,69.0|322,488
1,8|488|cc|3|1|322,0,0,1.62441,0,0,0,False,69.0|322,488
1,8|488|cc|4|1|322,0,0,-5.1432,0,0,0,False,69.0|322,488
1,8|488|cc|5|1|322,0,0,0.15239,0,0,0,False,69.0|322,488
1,8|488|cc|6|1|322,0,0,-3.85501,0,0,0,False,69.0|322,488
1,8|488|cc|7|1|322,0,0,0.308562,0,0,0,False,69.0|322,488
1,8|488|cc|8|1|322,0,0,2.04737,0,0,0,False,69.0|322,488
1,8|488|sample|10|322,0,0,-3.37532,0,0,0,True,32.0|322,488
1,8|488|sample|11|322,0,0,-0.272049,0,0,0,True,22.0|322,488
1,8|488|sample|12|322,0,0,-0.222441,0,0,0,True,22.0|322,488
1,8|488|sample|3|322,0,0,-3.19475,0,0,0,True,55.0|322,488
1,8|488|sample|4|322,0,0,-4.04348,0,0,0,True,55.0|322,488
1,8|488|sample|5|322,0,0,-3.88596,0,0,0,True,55.0|322,488
1,8|488|sample|6|322,0,0,-3.71352,0,0,0,True,55.0|322,488
1,8|488|sample|7|322,0,0,-2.10784,0,0,0,True,32.0|322,488
1,8|488|sample|8|322,0,0,-2.29415,0,0,0,True,32.0|322,488
1,8|488|sample|9|322,0,0,-3.19967,0,0,0,True,32.0|322,488
1,8|488|vc|1|2|322,0,0,-2.51135,0,0,0,False,69.0|322,488
1,8|488|vc|2|2|322,0,0,-1.25349,0,0,0,False,69.0|322,488
1,8|488|vc|3|2|322,0,0,-0.249717,0,0,0,False,69.0|322,488
1,8|488|vc|4|2|322,0,0,1.86655,0,0,0,False,69.0|322,488
1,8|488|vc|5|2|322,0,0,-3.13274,0,0,0,False,69.0|322,488
1,8|488|vc|6|2|322,0,0,1.71628,0,0,0,False,69.0|322,488
1,8|488|vc|7|2|322,0,0,-1.07337,0,0,0,False,69.0|322,488
1,8|488|vc|8|2|322,0,0,-1.33841,0,0,0,False,69.0|322,488
