id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.859264,8.57313e-10,0,-0.74149,0.858984,-7.10543e-15,0,0.00121759,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.294365,-3.92336e-09,0,-0.659688,0.300779,1.22125e-14,0,0.0314655,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.935969,-9.73448e-10,0,0.0920987,0.941598,-1.11022e-15,0,-0.00230676,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.02745,5.77339e-09,0,0.438877,1.03198,-1.68754e-14,0,0.0250455,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.610702,2.39956e-09,0,-0.9147,0.600137,-3.10862e-15,0,-0.0552956,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.528359,-1.30783e-09,0,0.0911436,0.526008,8.88178e-15,0,-0.0215298,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.894092,5.72366e-09,0,-0.522161,0.877885,-7.43849e-15,0,0.0205558,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.986866,-4.36731e-09,0,0.01339,1.00278,5.22582e-13,0,0.0134789,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.50291,-1.02748e-09,0,-0.457202,0.505434,-1.68754e-14,0,0.000749698,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.617133,-5.71459e-09,0,-0.735037,0.621152,-3.33067e-15,0,0.027054,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.137258,2.45327e-09,0,0.695477,-1.20479e-07,3.55271e-15,0,-1.77527e-08,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.0671509,-1.00344e-10,0,-0.0546906,2.76566e-08,-2.66454e-15,0,4.06082e-07,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-0.123233,-3.05531e-09,0,0.0865749,1.61679e-08,-4.44089e-15,0,-1.29077e-08,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.158442,-2.19125e-09,0,-0.364682,-2.80438e-08,-2.66454e-15,0,5.97352e-07,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-0.295062,-4.25657e-10,0,0.307285,-3.07567e-07,-8.88178e-16,0,-1.11251e-07,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-0.0528199,3.73965e-09,0,-0.156512,1.57708e-07,5.32907e-15,0,9.93103e-07,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-0.159377,3.66692e-10,0,0.11708,1.11918e-10,0,0,-4.03364e-07,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-0.136826,3.60238e-09,0,0.0805988,2.17819e-09,-5.32907e-15,0,2.61864e-07,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-0.117303,4.50429e-09,0,0.0073771,-6.15746e-08,1.33227e-15,0,3.28328e-07,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.00136747,1.12401e-10,0,0.0777875,-2.58204e-07,-1.06581e-14,0,-2.70397e-07,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.138035,-6.21317e-10,0,0.354835,-2.96352e-07,7.10543e-15,0,-1.00407e-07,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.138291,4.06657e-09,0,0.111138,-4.13057e-08,1.77636e-15,0,4.40959e-07,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.0952351,-7.59669e-10,0,0.48717,1.98353e-07,0,0,-4.53562e-07,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,-0.0259272,1.95649e-09,0,0.102738,4.5186e-08,3.55271e-15,0,-7.86537e-08,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,-0.262115,1.59095e-09,0,0.170162,3.238e-07,2.66454e-15,0,-7.58864e-09,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.161651,-6.47551e-10,0,-0.203423,-2.78036e-07,-4.44089e-15,0,-3.72813e-07,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.261241,4.98765e-09,0,-1.32803,0.279828,1.26565e-14,0,-0.0256969,65.0|322,152
