id,importanceSampling
411|4,142.615994
411|3,138.303002
411|5,164.205221
411|6,163.773812
411|8,141.477865
411|7,140.508260
411|9,162.397993
411|10,163.992823
411|12,139.630349
411|11,140.608192
411|1,83.991283
411|2,148.210876
783|3,175.717642
783|4,177.170244
783|5,179.572916
783|6,180.396561
783|7,140.138947
783|8,140.226748
783|10,176.831490
783|9,176.615541
783|12,136.231193
783|11,135.668212
783|1,81.769025
783|2,157.484087
491|10,151.044772
491|9,149.912762
491|12,150.684035
491|11,152.282524
491|4,158.421123
491|3,156.570914
491|6,173.835509
491|5,174.555249
491|7,140.396030
491|8,139.274469
491|1,64.217405
491|2,151.262427
433|4,162.958254
433|3,147.754094
433|6,162.541326
433|5,169.644132
433|8,139.548790
433|7,145.725380
433|10,153.496671
433|9,149.659394
433|11,156.202121
433|12,173.964187
433|1,64.688781
433|2,164.554098
297|3,176.629302
297|4,178.822530
297|5,141.987525
297|6,141.085816
297|8,152.604871
297|7,152.344432
297|9,147.689006
297|10,143.559220
297|12,179.353000
297|11,171.639293
297|1,67.954163
297|2,149.527521
183|4,137.173392
183|3,146.002572
183|6,130.895783
183|5,131.530960
183|7,135.286257
183|8,137.459690
183|10,132.355794
183|9,132.990829
183|12,135.190984
183|11,135.216450
183|1,88.142022
183|2,122.052041
705|3,146.649037
705|4,147.080015
705|5,147.456352
705|6,147.190676
705|7,147.980996
705|8,147.489834
705|10,130.321458
705|9,134.453417
705|12,130.585952
705|11,129.878921
705|1,67.306741
705|2,125.706419
555|4,161.311034
555|3,162.588389
555|5,161.595451
555|6,164.140323
555|7,137.586193
555|8,138.136912
555|9,160.963781
555|10,161.531640
555|12,132.759372
555|11,131.578610
555|1,80.109726
555|2,135.896156
394|5,185.389432
394|6,187.724918
394|7,170.235359
394|8,168.914006
394|10,207.286642
394|9,202.951673
394|12,185.337039
394|11,184.619882
394|3,203.069539
394|4,200.489742
394|1,63.420973
394|2,141.189978
1099|3,126.904701
1099|4,125.676578
1099|5,139.210649
1099|6,140.166600
1099|8,139.443803
1099|7,138.039228
1099|9,125.765913
1099|10,127.047534
1099|11,134.056407
1099|12,135.003832
1099|1,67.597763
1099|2,120.274002
611|4,142.413956
611|3,142.760435
611|5,140.514931
611|6,141.405037
611|7,142.547065
611|8,145.762043
611|9,136.133233
611|10,135.916041
611|12,149.533448
611|11,145.929921
611|1,67.800891
611|2,125.343474
84|5,191.936121
84|6,185.587044
84|4,177.226579
84|3,176.196796
84|9,160.213397
84|10,160.082077
84|7,170.842456
84|8,169.028751
84|12,160.388692
84|11,163.271110
84|1,76.869218
84|2,156.742362
1042|8,154.586060
1042|7,156.711723
1042|6,161.084233
1042|5,160.637834
1042|12,152.855784
1042|11,154.217473
1042|9,162.769396
1042|10,161.550172
1042|4,157.661975
1042|3,156.141337
1042|1,82.951735
1042|2,157.926609
719|5,163.126894
719|6,163.531623
719|3,173.458377
719|4,173.749386
719|10,157.324463
719|9,156.913861
719|8,164.921233
719|7,165.254576
719|12,158.529341
719|11,156.152487
719|1,80.393878
719|2,166.156624
863|7,148.290881
863|8,146.586290
863|6,156.950626
863|5,154.890692
863|11,145.777817
863|12,145.818381
863|9,154.073584
863|10,152.785010
863|3,147.861734
863|4,150.496274
863|1,79.879070
863|2,157.287713
488|6,173.569098
488|5,173.401258
488|4,177.576820
488|3,177.519287
488|10,209.220297
488|9,207.339570
488|8,194.589501
488|7,193.518064
488|11,157.099592
488|12,158.267348
488|1,78.182505
488|2,155.471731
152|8,152.222258
152|7,153.322725
152|6,164.577981
152|5,162.904373
152|12,152.254962
152|11,149.524032
152|10,155.991307
152|9,158.052998
152|3,152.402477
152|4,153.341895
152|1,78.489018
152|2,153.009026
847|6,214.245069
847|3,193.957014
847|4,195.422905
847|10,161.199929
847|9,162.125550
847|7,172.865462
847|8,172.044120
847|12,171.840669
847|11,172.666036
847|5,210.179685
847|1,84.970068
847|2,163.089232
1241|8,160.277293
1241|7,162.151653
1241|5,169.972263
1241|6,168.921004
1241|11,154.814636
1241|12,153.580447
1241|9,167.385071
1241|10,164.486161
1241|3,164.473046
1241|4,169.455170
1241|1,78.998357
1241|2,163.021019
474|5,173.479437
474|6,175.378808
474|3,178.024322
474|4,178.321556
474|9,151.142346
474|10,151.470471
474|8,162.017925
474|7,163.723316
474|12,160.742976
474|11,163.764724
474|1,82.108588
474|2,161.728294
1056|8,152.256899
1056|7,153.412598
1056|6,159.765485
1056|5,161.098458
1056|12,144.363431
1056|11,146.562921
1056|10,156.481442
1056|9,157.608939
1056|4,154.646743
1056|3,154.188754
1056|1,78.129743
1056|2,161.345836
462|6,207.467493
462|5,205.418495
462|4,194.229875
462|3,193.093175
462|9,154.452185
462|10,155.884109
462|7,165.812461
462|8,166.322241
462|11,169.033713
462|12,163.967478
462|1,91.035507
462|2,162.118035
1159|8,161.066244
1159|7,162.999150
1159|5,167.287880
1159|6,166.843180
1159|11,151.500585
1159|12,147.540650
1159|9,163.622138
1159|10,163.269665
1159|4,163.253474
1159|3,162.127682
1159|1,81.195557
1159|2,160.132879
75|6,147.175920
75|5,143.437692
75|3,138.362827
75|4,137.428391
75|9,151.124425
75|10,150.708805
75|7,148.164616
75|8,145.596598
75|12,128.095311
75|11,128.787807
75|1,77.530840
75|2,126.212674
1017|7,120.191659
1017|8,120.083106
1017|5,126.650078
1017|6,126.208853
1017|12,121.584037
1017|11,123.603962
1017|10,127.642111
1017|9,127.924647
1017|4,124.222353
1017|3,123.135367
1017|1,87.613974
1017|2,135.451362
291|6,160.069789
291|5,158.985561
291|4,173.708212
291|3,172.923890
291|9,152.637816
291|10,149.966841
291|8,159.820546
291|7,158.196171
291|11,148.750403
291|12,148.118854
291|1,79.800049
291|2,157.539550
1197|7,141.456557
1197|8,141.267570
1197|6,147.659781
1197|5,146.695322
1197|12,140.738973
1197|10,152.020850
1197|9,153.610511
1197|3,144.015119
1197|4,144.701422
1197|11,139.331253
1197|1,80.969740
1197|2,157.675219
77|6,143.823010
77|5,155.861783
77|3,152.778106
77|4,144.528760
77|9,152.811234
77|10,156.537463
77|8,158.422176
77|7,154.565361
77|12,139.780263
77|11,139.783558
77|1,79.616107
77|2,142.223411
745|7,128.063316
745|8,124.718432
745|6,143.997686
745|5,141.004594
745|3,135.790282
745|11,129.012755
745|12,130.453760
745|10,140.122919
745|9,139.646852
745|4,137.330767
745|1,78.666443
745|2,141.512998
322|6,160.045289
322|5,166.568710
322|3,164.252163
322|4,164.771093
322|10,138.553513
322|9,140.029634
322|7,150.592279
322|8,149.549754
322|12,137.792648
322|11,139.996488
322|1,91.472449
322|2,175.895870
1043|6,140.188340
1043|7,125.783188
1043|8,128.835584
1043|5,141.963890
1043|11,131.506576
1043|12,130.102954
1043|10,140.407254
1043|9,139.982649
1043|4,133.851756
1043|3,134.797915
1043|1,72.705921
1043|2,152.890940
963|6,125.068305
963|5,128.768739
963|4,140.110686
963|3,140.616221
963|10,136.361488
963|9,135.562547
963|7,143.969818
963|8,146.544389
963|11,144.026745
963|12,142.062689
963|1,87.299502
963|2,143.748589
1260|8,120.617652
1260|7,121.208208
1260|6,134.237874
1260|5,132.748615
1260|11,130.567459
1260|12,130.006861
1260|10,140.769390
1260|9,140.648367
1260|4,138.132908
1260|3,138.122850
1260|1,90.329794
1260|2,145.099389
