id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,1,3.0969e-16,-0.0636164,0.0111645,10.9336,0.0905426,5.96748e-14,1,2.79314e-16,-5.21102e-07,0.0111645,10.9336,0.0904378,6.23288e-14,False,69.0|162,84
8|84|cc|2|1|162,1,3.0969e-16,-0.104999,0.0111645,10.9336,0.0905426,5.96748e-14,1,2.79314e-16,6.74402e-08,0.0111645,10.9336,0.0904378,6.23288e-14,False,69.0|162,84
8|84|cc|3|1|162,1,3.0969e-16,-0.0706399,0.0111645,10.9336,0.0905426,5.96748e-14,1,2.79314e-16,-1.15362e-07,0.0111645,10.9336,0.0904378,6.23288e-14,False,69.0|162,84
8|84|cc|4|1|162,1,3.0969e-16,-0.222585,0.0111645,10.9336,0.0905426,5.96748e-14,1,2.79314e-16,-2.53283e-07,0.0111645,10.9336,0.0904378,6.23288e-14,False,69.0|162,84
8|84|cc|5|1|162,1,3.0969e-16,-0.0365936,0.0111645,10.9336,0.0905426,5.96748e-14,1,2.79314e-16,-4.48675e-07,0.0111645,10.9336,0.0904378,6.23288e-14,False,69.0|162,84
8|84|cc|6|1|162,1,3.0969e-16,-0.114373,0.0111645,10.9336,0.0905426,5.96748e-14,1,2.79314e-16,-7.00726e-07,0.0111645,10.9336,0.0904378,6.23288e-14,False,69.0|162,84
8|84|cc|7|1|162,1,3.0969e-16,0.0116397,0.0111645,10.9336,0.0905426,5.96748e-14,1,2.79314e-16,-2.86484e-07,0.0111645,10.9336,0.0904378,6.23288e-14,False,69.0|162,84
8|84|cc|8|1|162,1,3.0969e-16,-0.10076,0.0111645,10.9336,0.0905426,5.96748e-14,1,2.79314e-16,-1.21003e-07,0.0111645,10.9336,0.0904378,6.23288e-14,False,69.0|162,84
8|84|sample|10|162,1,3.0969e-16,0.702394,0.0532824,12.868,0.0905426,5.96748e-14,1,2.79314e-16,0.692551,0.0532824,12.868,0.0904378,6.23288e-14,True,32.0|162,84
8|84|sample|11|162,1,3.0969e-16,0.733119,0.0722035,9.05965,0.0905426,5.96748e-14,1,2.79314e-16,0.72084,0.0722035,9.05965,0.0904378,6.23288e-14,True,22.0|162,84
8|84|sample|12|162,1,3.0969e-16,0.624428,0.0722035,9.05965,0.0905426,5.96748e-14,1,2.79314e-16,0.613119,0.0722035,9.05965,0.0904378,6.23288e-14,True,22.0|162,84
8|84|sample|3|162,1,3.0969e-16,0.452175,0.00244848,11.4617,0.0905426,5.96748e-14,1,2.79314e-16,0.456472,0.00244848,11.4617,0.0904378,6.23288e-14,True,55.0|162,84
8|84|sample|4|162,1,3.0969e-16,0.442304,0.00244848,11.4617,0.0905426,5.96748e-14,1,2.79314e-16,0.442583,0.00244848,11.4617,0.0904378,6.23288e-14,True,55.0|162,84
8|84|sample|5|162,1,3.0969e-16,0.483869,0.00244848,11.4617,0.0905426,5.96748e-14,1,2.79314e-16,0.478191,0.00244848,11.4617,0.0904378,6.23288e-14,True,55.0|162,84
8|84|sample|6|162,1,3.0969e-16,0.479712,0.00244848,11.4617,0.0905426,5.96748e-14,1,2.79314e-16,0.484226,0.00244848,11.4617,0.0904378,6.23288e-14,True,55.0|162,84
8|84|sample|7|162,1,3.0969e-16,0.733865,0.0532824,12.868,0.0905426,5.96748e-14,1,2.79314e-16,0.736356,0.0532824,12.868,0.0904378,6.23288e-14,True,32.0|162,84
8|84|sample|8|162,1,3.0969e-16,0.734717,0.0532824,12.868,0.0905426,5.96748e-14,1,2.79314e-16,0.722602,0.0532824,12.868,0.0904378,6.23288e-14,True,32.0|162,84
8|84|sample|9|162,1,3.0969e-16,0.700897,0.0532824,12.868,0.0905426,5.96748e-14,1,2.79314e-16,0.698724,0.0532824,12.868,0.0904378,6.23288e-14,True,32.0|162,84
8|84|vc|1|2|162,1,3.0969e-16,0.527899,0.0111645,10.9336,0.0905426,5.96748e-14,1,2.79314e-16,9.02668e-07,0.0111645,10.9336,0.0904378,6.23288e-14,False,69.0|162,84
