id,importanceSampling
411|4,146.122820
411|3,113.751505
411|5,168.522715
411|6,168.617782
411|8,148.040774
411|7,113.302812
411|9,165.597933
411|10,168.452575
411|12,112.596914
411|11,144.612374
411|1,83.024154
411|2,143.514382
783|3,175.048931
783|4,172.518634
783|5,169.894281
783|6,171.463910
783|7,191.728620
783|8,193.010052
783|10,174.318151
783|9,175.290377
783|12,195.636829
783|11,195.468848
783|1,85.114695
783|2,146.888035
491|10,183.539343
491|9,183.311742
491|12,170.215358
491|11,174.315825
491|4,167.442389
491|3,166.590097
491|6,167.803569
491|5,168.103117
491|7,186.225595
491|8,185.465019
491|1,63.936201
491|2,157.488287
433|4,176.823530
433|3,141.228230
433|6,201.683773
433|5,166.327455
433|8,143.986757
433|7,177.228823
433|10,165.613130
433|9,164.603774
433|11,162.866140
433|12,170.249376
433|1,66.412131
433|2,149.628599
297|3,168.997690
297|4,169.429392
297|5,186.194146
297|6,186.337834
297|8,180.033160
297|7,184.186242
297|9,184.701413
297|10,184.669589
297|12,173.620490
297|11,177.416398
297|1,68.766787
297|2,147.201539
183|4,157.464213
183|3,158.300531
183|6,158.104852
183|5,159.392323
183|7,159.252803
183|8,158.889037
183|10,156.770986
183|9,158.089605
183|12,146.142187
183|11,154.753220
183|1,89.734362
183|2,120.967575
705|3,177.490734
705|4,180.082750
705|5,179.764624
705|6,180.271653
705|7,179.277143
705|8,179.648150
705|10,161.151889
705|9,158.127766
705|12,150.932102
705|11,155.666962
705|1,68.905850
705|2,126.272354
555|4,134.419605
555|3,168.630339
555|5,166.279169
555|6,164.494905
555|7,174.076705
555|8,171.228248
555|9,167.241946
555|10,167.931568
555|12,171.591118
555|11,174.045484
555|1,81.341020
555|2,131.947731
394|5,160.766106
394|6,129.425082
394|7,173.715654
394|8,177.249536
394|10,171.404455
394|9,172.211332
394|12,127.990094
394|11,160.254580
394|3,162.016138
394|4,163.129957
394|1,66.176128
394|2,136.322648
1099|3,138.804993
1099|4,137.054686
1099|5,138.140003
1099|6,138.104578
1099|8,150.162083
1099|7,139.355568
1099|9,137.806564
1099|10,136.955927
1099|11,143.730912
1099|12,111.760409
1099|1,67.094241
1099|2,87.825731
611|4,148.153629
611|3,145.950249
611|5,147.523760
611|6,147.368137
611|7,147.067228
611|8,148.564352
611|9,152.309502
611|10,151.685796
611|12,148.253171
611|11,149.744218
611|1,68.728324
611|2,123.522391
84|5,169.062425
84|6,169.228386
84|4,178.419283
84|3,178.235480
84|9,164.959486
84|10,164.651619
84|7,173.816897
84|8,171.793655
84|12,161.873412
84|11,166.715499
84|1,76.841403
84|2,148.598427
1042|8,160.861661
1042|7,162.458269
1042|6,172.564694
1042|5,171.966031
1042|12,153.010597
1042|11,156.973327
1042|9,166.487699
1042|10,164.861311
1042|4,169.495769
1042|3,166.050359
1042|1,83.632183
1042|2,150.120937
719|5,169.400349
719|6,168.212665
719|3,181.495321
719|4,181.238905
719|10,177.164700
719|9,179.087399
719|8,183.226421
719|7,181.957669
719|12,182.816130
719|11,181.046805
719|1,79.814600
719|2,112.453798
863|7,156.568246
863|8,156.684082
863|6,132.321493
863|5,163.639845
863|11,158.522965
863|12,158.462621
863|9,163.741345
863|10,163.631019
863|3,160.772797
863|4,127.531660
863|1,80.269607
863|2,143.026006
488|6,177.053279
488|5,176.294850
488|4,182.813230
488|3,181.545571
488|10,184.240457
488|9,182.502400
488|8,189.104671
488|7,188.032896
488|11,186.935694
488|12,189.974357
488|1,78.874466
488|2,144.613398
152|8,153.962488
152|7,155.233129
152|6,164.476895
152|5,160.909439
152|12,152.275127
152|11,152.217627
152|10,156.978321
152|9,158.492969
152|3,156.230861
152|4,155.198732
152|1,78.422443
152|2,145.024769
847|6,179.410892
847|3,183.887861
847|4,182.111841
847|10,126.966109
847|9,159.645880
847|7,137.187001
847|8,169.441375
847|12,170.350480
847|11,172.754571
847|5,176.379634
847|1,86.556477
847|2,160.946648
1241|8,166.230082
1241|7,166.237613
1241|5,172.488693
1241|6,171.497075
1241|11,155.625230
1241|12,153.121168
1241|9,167.921077
1241|10,163.352025
1241|3,169.774554
1241|4,138.858115
1241|1,80.631903
1241|2,155.945012
474|5,170.729283
474|6,170.777127
474|3,153.480338
474|4,182.345790
474|9,183.011147
474|10,182.859945
474|8,190.634425
474|7,189.996325
474|12,174.283302
474|11,174.618731
474|1,49.607611
474|2,151.112244
1056|8,151.598231
1056|7,152.645125
1056|6,160.455011
1056|5,160.664236
1056|12,148.424075
1056|11,148.328937
1056|10,155.634438
1056|9,155.198736
1056|4,159.891110
1056|3,160.031261
1056|1,77.048070
1056|2,147.918269
462|6,145.611553
462|5,178.414678
462|4,182.841636
462|3,183.501348
462|9,155.926678
462|10,157.778600
462|7,167.079800
462|8,167.743985
462|11,167.252113
462|12,166.962571
462|1,90.626024
462|2,154.910527
1159|8,157.079178
1159|7,158.970100
1159|5,166.597453
1159|6,165.661156
1159|11,153.047757
1159|12,150.992388
1159|9,159.376047
1159|10,130.282945
1159|4,164.525963
1159|3,162.518981
1159|1,80.346737
1159|2,156.594278
75|6,139.341617
75|5,139.038327
75|3,144.823714
75|4,145.315100
75|9,116.747672
75|10,148.998253
75|7,153.829007
75|8,119.654209
75|12,139.118502
75|11,137.637942
75|1,76.877308
75|2,124.997704
1017|7,127.473234
1017|8,127.815110
1017|5,131.791922
1017|6,131.106679
1017|12,137.380967
