id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0.168619,-1.75831e-06,0.335976,0,0,-1.68019e-07,-3.13094e-12,-1.37394e-07,0,0,False,69.0|162,84
8|84|cc|2|1|162,-0.303991,2.74792e-07,0.0984273,0,0,3.02436e-08,2.0236e-12,-4.24609e-08,0,0,False,69.0|162,84
8|84|cc|3|1|162,0.278624,2.52572e-07,-0.174843,0,0,2.51754e-07,8.07132e-14,1.03925e-07,0,0,False,69.0|162,84
8|84|cc|4|1|162,-0.142679,-2.90597e-07,-0.0838836,0,0,-4.53471e-08,-1.36791e-12,-1.14431e-07,0,0,False,69.0|162,84
8|84|cc|5|1|162,0.210527,-1.03828e-07,-0.122517,0,0,-1.67444e-07,8.19012e-13,3.58652e-07,0,0,False,69.0|162,84
8|84|cc|6|1|162,-0.243652,1.40922e-06,-0.199362,0,0,1.72181e-07,-2.04958e-12,-3.94977e-07,0,0,False,69.0|162,84
8|84|cc|7|1|162,-0.317577,8.93173e-07,0.00614477,0,0,-5.19017e-07,-1.45506e-12,-3.00002e-08,0,0,False,69.0|162,84
8|84|cc|8|1|162,-0.306297,1.10831e-06,0.112397,0,0,-1.36142e-07,4.33764e-13,-2.06639e-08,0,0,False,69.0|162,84
8|84|sample|10|162,-0.0137481,-8.42672e-07,-1.09113,0,0,-0.0061176,3.36507e-10,-1.05,0,0,True,32.0|162,84
8|84|sample|11|162,0.201702,-8.6297e-07,-1.4862,0,0,-0.00851654,3.3028e-10,-1.48158,0,0,True,22.0|162,84
8|84|sample|12|162,-0.0757474,-1.0289e-06,-1.17304,0,0,-0.0037155,-3.1911e-10,-1.13234,0,0,True,22.0|162,84
8|84|sample|3|162,0.0430717,-7.03857e-07,-2.28842,0,0,-0.000929444,7.56877e-10,-2.2158,0,0,True,55.0|162,84
8|84|sample|4|162,0.119444,1.31812e-06,-2.0607,0,0,-0.000921544,6.45408e-10,-2.07931,0,0,True,55.0|162,84
8|84|sample|5|162,0.614033,-7.01011e-07,-2.22257,0,0,0.00788641,-6.50706e-10,-2.20535,0,0,True,55.0|162,84
8|84|sample|6|162,-0.386525,-5.66127e-07,-2.43904,0,0,0.00201643,-3.39621e-10,-2.42871,0,0,True,55.0|162,84
8|84|sample|7|162,-0.0284407,-2.35243e-06,-1.27554,0,0,-0.00584407,3.32695e-10,-1.2419,0,0,True,32.0|162,84
8|84|sample|8|162,0.363253,5.2189e-07,-1.16083,0,0,-0.00518757,4.05437e-10,-1.17376,0,0,True,32.0|162,84
8|84|sample|9|162,0.297604,8.11375e-07,-1.05235,0,0,-0.00760589,5.68448e-10,-1.0713,0,0,True,32.0|162,84
8|84|vc|1|2|162,-0.222851,3.83156e-07,0.0257924,0,0,1.81481e-07,1.06459e-12,3.92146e-07,0,0,False,69.0|162,84
8|84|vc|2|2|162,0.550966,-4.43198e-07,0.0378805,0,0,3.36426e-07,-4.44422e-13,-1.6964e-07,0,0,False,69.0|162,84
8|84|vc|3|2|162,0.00885866,2.57467e-07,-0.181838,0,0,-3.90865e-07,9.67559e-13,-2.40594e-07,0,0,False,69.0|162,84
8|84|vc|4|2|162,-0.000143198,5.04635e-07,0.1424,0,0,-1.13882e-07,1.81455e-12,4.75744e-07,0,0,False,69.0|162,84
8|84|vc|5|2|162,0.172038,3.80019e-07,0.112164,0,0,9.01924e-08,-7.32192e-13,-4.60679e-07,0,0,False,69.0|162,84
8|84|vc|6|2|162,0.0366839,3.93441e-08,-0.128503,0,0,8.44289e-08,-4.25882e-13,-4.80306e-07,0,0,False,69.0|162,84
8|84|vc|7|2|162,0.33641,9.05374e-07,-0.26088,0,0,2.6387e-07,-9.10938e-13,-2.64194e-07,0,0,False,69.0|162,84
8|84|vc|8|2|162,-0.0570759,-7.86737e-07,0.306589,0,0,-1.13275e-07,5.92082e-13,4.92963e-07,0,0,False,69.0|162,84
8|719|cc|1|1|274,-0.0692717,-5.6672e-07,0.194245,0,0,-8.92717e-08,-1.7093e-12,-2.35245e-07,0,0,False,69.0|274,719
8|719|cc|2|1|274,0.161305,1.25967e-07,0.0726076,0,0,-1.38162e-07,4.01901e-13,-5.12726e-07,0,0,False,69.0|274,719
8|719|cc|3|1|274,-0.0958673,8.56359e-07,-0.0228266,0,0,-5.88678e-08,4.14113e-13,2.86621e-07,0,0,False,69.0|274,719
8|719|cc|4|1|274,0.126042,1.29629e-06,0.132913,0,0,-6.62749e-07,2.70894e-12,2.52409e-08,0,0,False,69.0|274,719
8|719|cc|5|1|274,0.0517157,-7.16007e-07,0.143981,0,0,-1.62627e-07,-1.10179e-12,-1.36646e-07,0,0,False,69.0|274,719
8|719|cc|6|1|274,0.0435703,2.1565e-07,0.0966841,0,0,2.44939e-07,1.99396e-12,3.03752e-07,0,0,False,69.0|274,719
8|719|cc|7|1|274,0.235172,1.36519e-06,0.0307053,0,0,-2.26577e-07,1.44729e-12,2.76148e-07,0,0,False,69.0|274,719
8|719|cc|8|1|274,-0.0459189,-1.5837e-07,-0.117046,0,0,1.53567e-07,-1.56586e-12,1.96889e-07,0,0,False,69.0|274,719
8|719|sample|10|274,0.279115,9.90206e-07,-0.398434,0,0,-0.00159766,2.66958e-10,-0.395104,0,0,True,32.0|274,719
8|719|sample|11|274,-0.241102,2.05763e-06,-0.216696,0,0,0.000972103,1.58242e-10,-0.225723,0,0,True,22.0|274,719
8|719|sample|12|274,0.0859514,-5.00883e-07,-0.146785,0,0,-0.00130941,2.58608e-10,-0.128893,0,0,True,22.0|274,719
8|719|sample|3|274,-0.0771368,-3.94303e-07,-2.45234,0,0,-0.000976826,2.60564e-10,-2.41137,0,0,True,55.0|274,719
8|719|sample|4|274,-0.3412,-1.09268e-06,-2.4491,0,0,-0.000778281,1.81933e-10,-2.43596,0,0,True,55.0|274,719
8|719|sample|5|274,-0.287574,4.79607e-07,-2.39405,0,0,-0.00188911,8.80671e-11,-2.38432,0,0,True,55.0|274,719
8|719|sample|6|274,0.570909,6.78133e-07,-2.25385,0,0,-0.0053598,4.22688e-10,-2.30701,0,0,True,55.0|274,719
8|719|sample|7|274,0.357781,9.96507e-07,-0.423856,0,0,-0.00316026,1.0293e-10,-0.39236,0,0,True,32.0|274,719
8|719|sample|8|274,0.58753,-1.20468e-06,-0.386546,0,0,-0.0029235,6.88112e-11,-0.375339,0,0,True,32.0|274,719
8|719|sample|9|274,-0.0411322,-4.21045e-07,-0.367901,0,0,-0.00072795,2.48928e-10,-0.37975,0,0,True,32.0|274,719
8|719|vc|1|2|274,-0.0315609,5.192e-07,-0.191998,0,0,-1.28283e-07,1.36779e-13,2.95773e-07,0,0,False,69.0|274,719
8|719|vc|2|2|274,0.201228,1.90455e-07,-0.273248,0,0,-1.10798e-07,-4.29434e-13,-1.84894e-07,0,0,False,69.0|274,719
8|719|vc|3|2|274,-0.0302477,-5.03524e-07,-0.132452,0,0,-2.52323e-07,9.78329e-13,2.00012e-07,0,0,False,69.0|274,719
8|719|vc|4|2|274,-0.0660617,-1.27216e-08,0.0809047,0,0,-2.62261e-07,1.29985e-12,-2.62811e-07,0,0,False,69.0|274,719
8|719|vc|5|2|274,-0.0598861,3.40519e-07,-0.0564027,0,0,5.56389e-07,-3.85025e-13,-4.29743e-07,0,0,False,69.0|274,719
8|719|vc|6|2|274,0.0603779,7.29869e-07,-0.0602983,0,0,-2.91511e-07,2.12297e-12,2.01466e-07,0,0,False,69.0|274,719
8|719|vc|7|2|274,0.0204981,1.51992e-06,-0.256988,0,0,2.11436e-07,-1.9762e-12,-1.09905e-07,0,0,False,69.0|274,719
8|719|vc|8|2|274,0.191947,-7.58005e-07,0.0196798,0,0,-5.14393e-09,-1.7093e-12,-1.10541e-07,0,0,False,69.0|274,719
8|488|cc|1|1|322,-0.0534075,1.96175e-07,-0.34029,0,0,4.80618e-07,-1.68487e-12,-2.07215e-07,0,0,False,69.0|322,488
8|488|cc|2|1|322,-0.268723,-6.17097e-08,0.0933306,0,0,3.43795e-07,-8.93063e-13,3.83147e-08,0,0,False,69.0|322,488
