rep,id,U,L,L_gap,h,f,alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,125886,552.585,1.33433,0.0949404,5.60236e-09,-0.203918,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,125886,552.585,1.33433,0.0949408,7.7764e-07,-0.203918,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,125886,552.585,1.33433,0.0949413,1.54909e-05,-0.203918,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,125886,552.585,1.33433,0.0949407,4.20107e-07,-0.203918,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,125886,552.585,1.33433,0.0949408,3.80145e-07,-0.203918,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,125886,552.585,1.33433,0.0949412,1.7956e-09,-0.203918,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,125886,552.585,1.33433,0.0949411,5.26932e-07,-0.203918,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,125886,552.585,1.33433,0.094941,1.03293e-07,-0.203918,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,125886,552.585,1.33433,0.0949411,2.9015e-06,-0.203918,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,125886,552.585,1.33433,0.0949408,1.83722e-07,-0.203918,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,125886,552.585,35.6488,0.0949412,5.43803e-07,-0.203918,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,125886,552.585,35.6488,0.0949412,1.43353e+10,-0.203918,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,125886,552.585,35.6488,0.0949408,3.70442e-16,-0.203918,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,125886,552.585,35.6488,0.0949409,0.00120842,-0.203918,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,125886,552.585,35.6488,0.0949407,1.28489,-0.203918,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,125886,552.585,35.6488,0.0949414,0,-0.203918,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,125886,552.585,35.6488,0.0949412,6228.45,-0.203918,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,125886,552.585,35.6488,0.094941,17513.2,-0.203918,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,125886,552.585,35.6488,0.094941,0.000627884,-0.203918,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,125886,552.585,35.6488,0.0949409,6.59664e-06,-0.203918,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,125886,552.585,35.6488,0.0949408,1.82737e+07,-0.203918,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,125886,552.585,35.6488,0.0949407,17275.4,-0.203918,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,125886,552.585,35.6488,0.0949405,9.18742e-07,-0.203918,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,125886,552.585,35.6488,0.094941,7.46107e-11,-0.203918,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,125886,552.585,35.6488,0.0949408,1984.71,-0.203918,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,125886,552.585,35.6488,0.0949407,1.22559e+07,-0.203918,False,69.0|274,411
1,14|705|14|705|sample|3|233|3|233|6.0,125885,552.59,8.26254,0.0949408,1.11514e-14,0.913846,False,6.0|233,705
1,14|705|14|705|sample|4|233|4|233|6.0,125885,552.59,8.26254,0.0949412,2.34032e-16,0.913846,False,6.0|233,705
1,14|705|14|705|sample|5|233|5|233|6.0,125885,552.59,8.26254,0.0949408,1.29145e-12,0.913846,False,6.0|233,705
1,14|705|14|705|sample|6|233|6|233|6.0,125885,552.59,8.26254,0.0949407,6.56339e-13,0.913846,False,6.0|233,705
1,14|705|14|705|sample|7|233|7|233|6.0,125885,552.59,8.26254,0.0949409,0,0.913846,False,6.0|233,705
1,14|705|14|705|sample|8|233|8|233|6.0,125885,552.59,8.26254,0.0949409,4.25752e-13,0.913846,False,6.0|233,705
1,14|705|14|705|sample|10|233|10|233|6.0,125884,552.59,5.70498,0.0949404,6.81047e-15,0.913846,True,6.0|233,705
1,14|705|14|705|sample|9|233|9|233|6.0,125884,552.59,5.70498,0.0949403,2.68129e-15,0.913846,True,6.0|233,705
1,14|705|14|705|sample|12|233|12|233|6.0,125884,552.59,5.70498,0.0949405,6.14328e-15,0.913846,True,6.0|233,705
1,14|705|14|705|sample|11|233|11|233|6.0,125884,552.59,5.70498,0.0949408,6.83689e-16,0.913846,True,6.0|233,705
1,14|705|14|705|cc|1|1|233|1|233|69.0,125884,552.59,3.92642,0.0949412,3.9871e-07,0.913846,False,69.0|233,705
1,14|705|14|705|cc|2|1|233|1|233|69.0,125884,552.59,3.92642,0.0949407,1.78011e-06,0.913846,False,69.0|233,705
1,14|705|14|705|cc|3|1|233|1|233|69.0,125884,552.59,3.92642,0.094941,563949,0.913846,False,69.0|233,705
1,14|705|14|705|cc|4|1|233|1|233|69.0,125884,552.59,3.92642,0.0949408,21045.6,0.913846,False,69.0|233,705
1,14|705|14|705|cc|5|1|233|1|233|69.0,125884,552.59,3.92642,0.094941,3.00147e+14,0.913846,False,69.0|233,705
1,14|705|14|705|cc|6|1|233|1|233|69.0,125884,552.59,3.92642,0.0949409,9.03242e-10,0.913846,False,69.0|233,705
1,14|705|14|705|cc|7|1|233|1|233|69.0,125884,552.59,3.92642,0.0949407,762.976,0.913846,False,69.0|233,705
1,14|705|14|705|cc|8|1|233|1|233|69.0,125884,552.59,3.92642,0.0949407,119957,0.913846,False,69.0|233,705
1,14|705|14|705|vc|1|2|233|2|233|69.0,125884,552.59,3.92642,0.094941,20.364,0.913846,False,69.0|233,705
1,14|705|14|705|vc|2|2|233|2|233|69.0,125884,552.59,3.92642,0.0949407,8.63508e-09,0.913846,False,69.0|233,705
1,14|705|14|705|vc|3|2|233|2|233|69.0,125884,552.59,3.92642,0.0949411,0.528249,0.913846,False,69.0|233,705
