id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,7.5149e-10,0,-1.07029e-08,-8.2914e-08,-15.7129,0,1.45519e-11,0,-2.72005e-14,5.45866e-12,-16.7486,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-9.53079e-09,0,6.78785e-09,4.33032e-08,-16.1208,0,-1.45519e-11,0,-1.01585e-14,6.14304e-12,-17.162,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.04573e-08,0,-1.79915e-09,9.88277e-09,-13.7038,0,0,0,9.98757e-13,1.10871e-11,-14.4606,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.19851e-08,0,-2.57122e-09,-1.20137e-09,-11.8456,0,0,0,-4.49873e-12,3.04849e-11,-13.1744,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-4.64098e-09,0,8.42352e-09,-7.01592e-08,-17.2882,0,0,0,-1.31656e-11,7.70014e-11,-17.5909,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-8.87146e-09,0,1.43832e-08,2.77323e-08,-16.7946,0,-2.91038e-11,0,5.00333e-12,6.39792e-11,-17.3354,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,5.74567e-09,0,-3.77393e-09,1.20779e-08,-12.9552,0,0,0,5.96512e-12,4.37428e-11,-13.9257,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-2.57656e-08,0,1.1268e-09,2.39357e-08,-12.8215,0,0,0,3.51008e-12,4.62669e-11,-13.7946,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-3.99261e-09,0,9.68188e-09,-1.30391e-08,-17.6746,0,-1.45519e-11,0,-1.27121e-14,5.97224e-12,-17.8057,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-4.73315e-09,0,8.40168e-09,1.60199e-08,-15.8888,0,1.45519e-11,0,-1.17684e-14,5.82048e-12,-16.9703,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-1.55625e-09,0,-1.19097e-08,1.11916e-08,-2.19688,0,-1.45519e-11,0,-3.55271e-15,-1.25316e-14,2.89402e-07,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-5.06604e-09,0,-4.30915e-09,-1.85427e-09,-0.878395,0,1.45519e-11,0,0,8.35443e-15,6.57078e-07,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.52825e-08,0,-7.99873e-09,2.56831e-08,-0.986966,0,1.45519e-11,0,-2.66454e-15,-4.35763e-15,1.79226e-07,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,5.59324e-09,0,-5.31927e-09,5.064e-08,1.19335,0,0,0,-4.61808e-12,3.20691e-11,-0.00041543,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,5.76687e-10,0,4.52027e-09,3.62968e-08,0.111126,0,0,0,-3.44524e-12,-6.81576e-12,0.112609,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1.49391e-09,0,1.34044e-09,9.92101e-08,-0.347091,0,0,0,-1.40261e-11,-4.44765e-11,-0.00278396,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,5.25037e-09,0,1.76012e-10,6.40896e-09,-1.01391,0,1.45519e-11,0,4.44089e-16,-2.65205e-14,-5.09152e-07,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-9.86314e-09,0,8.92428e-09,4.10125e-08,0.982976,0,1.45519e-11,0,0,1.99007e-14,-7.08409e-07,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-1.48169e-09,0,-2.94287e-09,-1.10725e-10,-1.56901,0,0,0,-1.32561e-11,-5.13278e-11,2.20295e-05,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1.52849e-09,0,2.99718e-09,1.45775e-08,0.440466,0,0,0,-5.40457e-13,7.61634e-12,0.000397917,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,3.02294e-09,0,9.56615e-09,3.97459e-08,0.62652,0,0,0,-6.23679e-12,-6.66638e-11,0.000120819,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,4.8942e-09,0,9.23736e-09,4.86698e-08,0.470354,0,0,0,6.18527e-12,-4.75456e-11,-0.000515686,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1.15427e-08,0,-6.66341e-09,-6.48434e-09,3.01003,0,0,0,4.02967e-12,-1.8996e-11,0.00015391,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,-4.76791e-09,0,-2.87027e-09,-4.53039e-08,0.388586,0,-1.45519e-11,0,-2.66454e-15,1.23096e-14,4.58053e-07,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,2.96688e-09,0,7.20595e-09,3.67795e-08,0.788795,0,0,0,5.87352e-12,-5.50274e-12,0.00171316,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,4.01274e-09,0,5.70798e-09,3.65855e-09,-1.03502,0,0,0,1.01616e-11,7.67011e-12,-0.0010326,0,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,-1.96631e-08,0,-1.07218e-08,-2.6962e-08,-32.7262,0,-1.45519e-11,0,-6.21725e-15,4.24943e-12,-33.2285,0,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,9.0265e-09,0,-1.28421e-08,8.61702e-08,-32.5008,0,1.45519e-11,0,-1.11022e-14,4.01625e-12,-33.1208,0,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,5.9776e-09,0,4.73289e-09,-6.09711e-08,-32.7495,0,0,0,-1.30784e-11,-2.56866e-11,-33.1099,0,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,5.30588e-09,0,-5.66895e-09,-3.95083e-08,-32.2736,0,0,0,-1.2407e-11,-9.58551e-12,-33.1632,0,False,6.0|233,705
14|705|14|705|sample|7|233|7|233|6.0,-5.00092e-09,0,-2.20607e-09,4.04756e-08,-32.2005,0,0,0,-6.13376e-12,-7.65962e-12,-33.0038,0,False,6.0|233,705
14|705|14|705|sample|8|233|8|233|6.0,-1.07469e-08,0,-1.39478e-08,-3.94057e-08,-32.2779,0,0,0,-8.47411e-12,3.358e-11,-32.9742,0,False,6.0|233,705
