rep,id,eta_f,eta_h,eta_s,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.195548,0,0,0.0885279,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-0.352687,0,0,-0.0472385,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.15107,0,0,-0.0802613,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.223328,0,0,0.0317166,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,-0.0852605,0,0,-0.00989446,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,-0.099793,0,0,0.201515,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.12098,0,0,-0.208091,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.176926,0,0,-0.254862,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,-0.185841,0,0,-0.0851259,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,-0.161096,0,0,-0.120696,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0.0814181,0,0,-0.0218338,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,-0.259904,0,0,0.17255,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0.15402,0,0,-0.0308164,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,-0.150131,0,0,0.0698259,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0.0283315,0,0,-0.222486,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,-0.203635,0,0,0.0339276,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,-0.0214061,0,0,0.325871,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0.145739,0,0,-0.0287131,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0.252449,0,0,-0.142312,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0.175855,0,0,0.321508,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,-0.0306458,0,0,-0.0614796,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,-0.109251,0,0,0.0356163,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0.0446567,0,0,0.162131,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,-0.121037,0,0,0.12947,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,-0.46812,0,0,0.109797,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,-0.134481,0,0,-0.278311,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,-0.0777891,0,0,0.085424,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,-0.00993826,0,0,-0.0295461,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0.0277491,0,0,0.212199,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,-0.119674,0,0,0.00200787,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,-0.104827,0,0,0.0870428,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,-0.00624695,0,0,-0.070999,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,-0.0187679,0,0,-0.050571,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0.151337,0,0,0.308845,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,-0.139944,0,0,-0.107895,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0.0882187,0,0,0.0534036,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,0.0758836,0,0,-0.240563,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,-0.112336,0,0,0.0294265,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,-0.00154671,0,0,0.0318424,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,-0.00583749,0,0,-0.196703,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,0.0460808,0,0,-0.047866,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,0.164765,0,0,-0.0471743,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,-0.10452,0,0,0.24295,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,0.036007,0,0,0.0919717,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,-0.0935728,0,0,-0.154561,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,0.0337582,0,0,0.00663241,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,0.13855,0,0,0.0876513,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,0.214484,0,0,-0.0340086,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,-0.20241,0,0,0.142013,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,-0.116392,0,0,0.0465203,69.0|322,152
1,8|152|8|152|vc|7|2|322|2|322|69.0,-0.140346,0,0,-0.216483,69.0|322,152
1,8|152|8|152|vc|8|2|322|2|322|69.0,-0.0868479,0,0,-0.216653,69.0|322,152
1,8|1056|8|1056|sample|8|276|8|276|65.0,-0.0194993,0,0,-0.194259,65.0|276,1056
1,8|1056|8|1056|sample|7|276|7|276|65.0,0.00886753,0,0,-0.361579,65.0|276,1056
1,8|1056|8|1056|sample|6|276|6|276|65.0,0.0695392,0,0,-0.274045,65.0|276,1056
1,8|1056|8|1056|sample|5|276|5|276|65.0,-0.0713478,0,0,-0.0811244,65.0|276,1056
1,8|1056|8|1056|sample|12|276|12|276|28.0,-0.290031,0,0,-0.241436,28.0|276,1056
1,8|1056|8|1056|sample|11|276|11|276|28.0,-0.141926,0,0,0.277711,28.0|276,1056
1,8|1056|8|1056|sample|10|276|10|276|28.0,0.210801,0,0,0.0423635,28.0|276,1056
1,8|1056|8|1056|sample|9|276|9|276|28.0,0.245799,0,0,-0.0376525,28.0|276,1056
1,8|1056|8|1056|sample|4|276|4|276|22.0,-0.0164246,0,0,-0.184114,22.0|276,1056
1,8|1056|8|1056|sample|3|276|3|276|22.0,-0.0654963,0,0,0.0150486,22.0|276,1056
1,8|1056|8|1056|cc|1|1|276|1|276|69.0,0.128312,0,0,0.0310784,69.0|276,1056
1,8|1056|8|1056|cc|2|1|276|1|276|69.0,0.253551,0,0,-0.114346,69.0|276,1056
1,8|1056|8|1056|cc|3|1|276|1|276|69.0,0.0646621,0,0,-0.320606,69.0|276,1056
1,8|1056|8|1056|cc|4|1|276|1|276|69.0,-0.0439561,0,0,0.0929691,69.0|276,1056
1,8|1056|8|1056|cc|5|1|276|1|276|69.0,0.00417736,0,0,-0.306373,69.0|276,1056
1,8|1056|8|1056|cc|6|1|276|1|276|69.0,0.0347083,0,0,0.23667,69.0|276,1056
1,8|1056|8|1056|cc|7|1|276|1|276|69.0,0.276246,0,0,-0.00126071,69.0|276,1056
1,8|1056|8|1056|cc|8|1|276|1|276|69.0,-0.0795421,0,0,-0.265,69.0|276,1056
