id,eta_L_gap_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_gap_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.78141e-09,1.60731,-0.462324,0,0,7.23865e-14,1.60141,-0.475028,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,9.13487e-09,1.59288,-1.05873,0,0,1.16795e-13,1.61068,-1.0404,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,8.30052e-09,1.53855,-0.431997,0,0,-9.41469e-14,1.52146,-0.437757,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,-2.44227e-09,1.2682,-0.592096,0,0,-8.88178e-15,1.34156,-0.530442,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-2.25494e-09,1.73946,-0.612023,0,0,2.9976e-14,1.61671,-0.720155,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,7.88393e-09,1.65778,-0.736083,0,0,-2.53131e-14,1.65244,-0.766369,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-4.54225e-09,1.37339,-0.590115,0,0,-1.33227e-14,1.45131,-0.588576,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-1.46174e-09,1.54381,-0.372378,0,0,-1.98286e-13,1.51891,-0.387568,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,7.6003e-09,1.50624,-0.9641,0,0,-9.10383e-14,1.49202,-0.991134,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-2.22111e-09,1.66794,-0.642421,0,0,1.68532e-13,1.5247,-0.784043,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-2.31037e-09,0.368976,-0.25357,0,0,8.88178e-16,-3.60654e-07,-1.82792e-07,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,8.82131e-10,0.0133339,0.0208351,0,0,-6.21725e-15,2.90919e-07,6.97498e-08,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,9.33078e-10,0.0369591,0.0672879,0,0,1.11022e-15,2.36424e-07,3.65503e-07,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,5.34189e-09,0.0144626,-0.108739,0,0,5.10703e-15,1.88209e-07,-2.88813e-07,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-7.64046e-09,0.303359,0.283354,0,0,-4.44089e-15,2.34291e-07,2.72413e-07,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,6.90479e-09,0.0632901,0.235875,0,0,-4.44089e-15,-3.47098e-07,1.59409e-07,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-2.66806e-09,-0.198016,-0.100084,0,0,1.33227e-15,-1.86811e-07,3.85013e-07,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-4.99151e-09,0.011198,0.148693,0,0,-1.9984e-15,-4.19168e-07,-4.17912e-07,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-1.43121e-09,0.079012,-0.213355,0,0,1.33227e-15,2.40448e-07,-4.16367e-07,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,2.68357e-09,0.128532,0.103557,0,0,7.77156e-15,-3.52588e-08,1.28478e-07,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-7.25985e-09,-0.0526991,0.188731,0,0,5.9952e-15,-2.08548e-07,-9.80103e-08,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,1.28131e-09,0.156844,0.566104,0,0,1.55431e-15,2.61147e-07,2.13856e-07,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,2.6421e-09,0.0897215,-0.189784,0,0,8.88178e-16,-2.26886e-07,-2.32106e-07,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,1.97806e-09,-0.0786375,-0.23277,0,0,1.06581e-14,1.01323e-07,-3.05702e-09,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,5.67615e-09,0.171695,-0.173198,0,0,9.10383e-15,1.18402e-07,-1.34412e-07,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,-1.23646e-09,-0.142145,0.214398,0,0,9.76996e-15,-2.63377e-07,-1.5612e-08,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,1.0954e-08,0.80606,2.61025,0,0,-1.41664e-13,0.767494,2.52427,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,1.52671e-09,0.739115,2.405,0,0,-3.93019e-14,0.705506,2.37855,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,-8.17385e-09,0.704703,1.46167,0,0,5.57332e-14,0.693657,1.38841,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,1.13261e-09,0.679464,1.44204,0,0,7.23865e-14,0.678679,1.32856,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,-7.93372e-09,1.47218,-2.78894,0,0,-9.4591e-14,1.39401,-2.88424,0,0,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,-8.01498e-09,1.39959,-2.74431,0,0,1.47438e-13,1.37863,-2.74963,0,0,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,5.53917e-09,0.806369,2.60153,0,0,-4.44089e-15,0.757501,2.48483,0,0,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,1.27344e-09,0.700984,2.50078,0,0,-1.9984e-14,0.756306,2.554,0,0,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,7.64621e-09,1.83209,-3.66191,0,0,-1.17462e-13,1.66769,-3.84128,0,0,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,4.20374e-09,1.73074,-3.78892,0,0,7.14984e-14,1.75965,-3.7824,0,0,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,-3.97666e-09,-0.00860899,-0.3802,0,0,-1.33227e-15,5.18209e-08,4.32902e-07,0,0,False,69.0|71,783
14|783|14|783|cc|2|1|71|1|71|69.0,-1.02769e-09,-0.0416298,-0.154035,0,0,-1.42109e-14,9.92268e-08,3.56285e-07,0,0,False,69.0|71,783
14|783|14|783|cc|3|1|71|1|71|69.0,-4.11406e-09,0.0436676,0.167421,0,0,-2.22045e-15,2.53335e-08,-2.32854e-07,0,0,False,69.0|71,783
14|783|14|783|cc|4|1|71|1|71|69.0,7.28478e-10,-0.13673,-0.340996,0,0,6.88338e-15,1.79851e-07,1.16671e-07,0,0,False,69.0|71,783
14|783|14|783|cc|5|1|71|1|71|69.0,-1.44715e-09,-0.0818687,-0.161342,0,0,4.44089e-15,-2.74176e-08,2.84594e-07,0,0,False,69.0|71,783
14|783|14|783|cc|6|1|71|1|71|69.0,4.8262e-10,-0.0548549,0.0602081,0,0,7.10543e-15,4.11384e-07,1.0314e-07,0,0,False,69.0|71,783
14|783|14|783|cc|7|1|71|1|71|69.0,-1.22488e-10,0.0346318,0.221566,0,0,-1.11022e-14,-2.05202e-08,1.52159e-07,0,0,False,69.0|71,783
14|783|14|783|cc|8|1|71|1|71|69.0,6.98301e-10,-0.0297596,0.213497,0,0,1.11022e-14,1.90733e-07,-5.2589e-07,0,0,False,69.0|71,783
14|783|14|783|vc|1|2|71|2|71|69.0,-5.44533e-09,-0.150529,-0.0437152,0,0,1.11022e-14,1.03899e-07,-1.46279e-07,0,0,False,69.0|71,783
14|783|14|783|vc|2|2|71|2|71|69.0,3.21481e-09,0.0695481,-0.327046,0,0,2.88658e-15,-8.85363e-08,2.85898e-08,0,0,False,69.0|71,783
14|783|14|783|vc|3|2|71|2|71|69.0,1.91402e-09,-0.0155425,0.0155126,0,0,0,-3.17713e-07,-4.29978e-07,0,0,False,69.0|71,783
14|783|14|783|vc|4|2|71|2|71|69.0,-1.09864e-09,0.149625,-0.107566,0,0,7.99361e-15,-2.21504e-07,-3.9214e-08,0,0,False,69.0|71,783
14|783|14|783|vc|5|2|71|2|71|69.0,-7.1958e-10,0.322434,0.481593,0,0,7.32747e-15,1.80235e-09,4.4483e-07,0,0,False,69.0|71,783
14|783|14|783|vc|6|2|71|2|71|69.0,6.35686e-10,-0.13923,0.273848,0,0,-9.32587e-15,4.67827e-08,1.67292e-07,0,0,False,69.0|71,783
14|783|14|783|vc|7|2|71|2|71|69.0,-2.27752e-09,0.13453,-0.338362,0,0,3.10862e-15,5.03363e-07,5.99329e-08,0,0,False,69.0|71,783
14|783|14|783|vc|8|2|71|2|71|69.0,-5.66088e-09,0.120657,0.482617,0,0,7.10543e-15,-3.92064e-07,-1.88302e-08,0,0,False,69.0|71,783
14|491|14|491|sample|10|99|10|99|6.0,-2.53661e-09,1.47705,-4.94589,0,0,8.9706e-14,1.39819,-5.05522,0,0,True,6.0|99,491
14|491|14|491|sample|9|99|9|99|6.0,8.59791e-09,1.39433,-4.95147,0,0,2.04059e-13,1.35586,-5.05055,0,0,True,6.0|99,491
14|491|14|491|sample|12|99|12|99|6.0,-2.08876e-09,0.881222,-4.32735,0,0,-3.95239e-14,0.974595,-4.10145,0,0,True,6.0|99,491
14|491|14|491|sample|11|99|11|99|6.0,7.68378e-10,1.03232,-3.62933,0,0,1.39888e-13,0.990298,-3.72381,0,0,True,6.0|99,491
