id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.02887,1.02554,1.85403,-2.56559,1.02887,1.02554,1.84495,-2.56559,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.02887,1.02554,2.61304,-2.56559,1.02887,1.02554,2.6113,-2.56559,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.02887,1.02554,1.72536,-2.56559,1.02887,1.02554,1.73116,-2.56559,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.02887,1.02554,1.65787,-2.56559,1.02887,1.02554,1.65798,-2.56559,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.02887,1.02554,2.13688,-2.56559,1.02887,1.02554,2.15286,-2.56559,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.02887,1.02554,2.24891,-2.56559,1.02887,1.02554,2.25728,-2.56559,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.02887,1.02554,1.82069,-2.56559,1.02887,1.02554,1.81626,-2.56559,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.02887,1.02554,1.64489,-2.56559,1.02887,1.02554,1.66674,-2.56559,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.02887,1.02554,2.28544,-2.56559,1.02887,1.02554,2.27316,-2.56559,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.02887,1.02554,2.13686,-2.56559,1.02887,1.02554,2.11599,-2.56559,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,2.25309,1.53084,2.57906,-1.32168,2.25309,1.53084,1,-1.32168,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,2.25309,1.53084,2.59667,-1.32168,2.25309,1.53084,1,-1.32168,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,2.25309,1.53084,4.52718,-1.32168,2.25309,1.53084,1,-1.32168,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,2.25309,1.53084,5.5656,-1.32168,2.25309,1.53084,1,-1.32168,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,2.25309,1.53084,3.50493,-1.32168,2.25309,1.53084,0.95079,-1.32168,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,2.25309,1.53084,2.71255,-1.32168,2.25309,1.53084,0.990087,-1.32168,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,2.25309,1.53084,3.36691,-1.32168,2.25309,1.53084,1,-1.32168,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,2.25309,1.53084,3.0281,-1.32168,2.25309,1.53084,1,-1.32168,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,2.25309,1.53084,3.29909,-1.32168,2.25309,1.53084,1,-1.32168,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,2.25309,1.53084,2.53395,-1.32168,2.25309,1.53084,1,-1.32168,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,2.25309,1.53084,13.6006,-1.32168,2.25309,1.53084,1,-1.32168,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,2.25309,1.53084,4.91497,-1.32168,2.25309,1.53084,1,-1.32168,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,2.25309,1.53084,2.59143,-1.32168,2.25309,1.53084,1,-1.32168,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,2.25309,1.53084,3.63333,-1.32168,2.25309,1.53084,1,-1.32168,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,2.25309,1.53084,3.73219,-1.32168,2.25309,1.53084,1,-1.32168,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,2.25309,1.53084,2.912,-1.32168,2.25309,1.53084,1,-1.32168,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.525566,0.803295,1.99052,0.313255,0.525566,0.803295,1.97667,0.313255,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.525566,0.803295,1.86523,0.313255,0.525566,0.803295,1.88165,0.313255,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.525566,0.803295,1.86072,0.313255,0.525566,0.803295,1.8602,0.313255,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.525566,0.803295,1.944,0.313255,0.525566,0.803295,1.95108,0.313255,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0.180157,0.71143,2.11708,-4.45296,0.180157,0.71143,2.12648,-4.45296,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0.180157,0.71143,1.98613,-4.45296,0.180157,0.71143,1.99502,-4.45296,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0.180157,0.71143,2.01876,-4.45296,0.180157,0.71143,2.00838,-4.45296,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0.180157,0.71143,1.8567,-4.45296,0.180157,0.71143,1.87638,-4.45296,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0.452043,0.742796,2.07726,-0.860359,0.452043,0.742796,2.09956,-0.860359,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0.452043,0.742796,2.0234,-0.860359,0.452043,0.742796,2.00654,-0.860359,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,5.55383,1.44884,2.83311,-1.91357,5.55383,1.44884,1,-1.91357,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,5.55383,1.44884,2.83192,-1.91357,5.55383,1.44884,1,-1.91357,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,5.55383,1.44884,3.30569,-1.91357,5.55383,1.44884,1,-1.91357,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,5.55383,1.44884,3.15528,-1.91357,5.55383,1.44884,0.999999,-1.91357,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,5.55383,1.44884,2.99555,-1.91357,5.55383,1.44884,1,-1.91357,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,5.55383,1.44884,3.27526,-1.91357,5.55383,1.44884,1,-1.91357,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,5.55383,1.44884,3.45127,-1.91357,5.55383,1.44884,1,-1.91357,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,5.55383,1.44884,3.63168,-1.91357,5.55383,1.44884,1,-1.91357,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,5.55383,1.44884,2.57623,-1.91357,5.55383,1.44884,1,-1.91357,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,5.55383,1.44884,3.27501,-1.91357,5.55383,1.44884,1,-1.91357,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,5.55383,1.44884,3.08268,-1.91357,5.55383,1.44884,1,-1.91357,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,5.55383,1.44884,2.62123,-1.91357,5.55383,1.44884,1,-1.91357,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,5.55383,1.44884,4.83709,-1.91357,5.55383,1.44884,1,-1.91357,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,5.55383,1.44884,8.6371,-1.91357,5.55383,1.44884,1,-1.91357,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,5.55383,1.44884,2.931,-1.91357,5.55383,1.44884,0.985723,-1.91357,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,5.55383,1.44884,4.28172,-1.91357,5.55383,1.44884,1,-1.91357,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,0.571021,1.00378,3.43656,-3.6561,0.571021,1.00378,3.45582,-3.6561,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,0.571021,1.00378,3.55395,-3.6561,0.571021,1.00378,3.50837,-3.6561,65.0|276,1056
