rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,2.31012e-10,-2.74108e-08,-0.988118,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,-1.7796e-08,3.66879e-08,-1.4581,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,2.32376e-08,-4.06916e-09,-0.817686,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,1.74833e-08,8.13781e-09,-0.347683,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,1.58677e-08,9.41473e-09,-1.10611,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,-2.05006e-08,-1.1889e-08,-1.03271,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,5.09796e-08,-6.12754e-08,-0.621701,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,-4.71663e-08,3.10908e-09,-0.66782,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,-2.44056e-08,1.37676e-08,-1.03557,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,-5.40743e-08,-4.27048e-08,-1.07519,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,2.21936e-08,8.4614e-09,0.50362,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,-5.90795e-08,-9.10039e-09,2.5573,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,1.46e-08,2.59877e-09,3.97511,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,-5.24805e-08,2.56549e-08,8.77753,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,-9.78309e-09,-3.23423e-10,1.2738,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,4.76211e-09,6.7243e-08,-2.64318,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,5.74761e-08,-4.78109e-10,0.103326,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,1.12562e-08,-6.79913e-09,-5.72115,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,-3.06583e-08,-1.60164e-08,-4.0598,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,4.94841e-08,-1.58926e-08,-2.55155,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,1.29522e-08,9.20901e-09,-1.09993,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,-2.42472e-08,1.50013e-08,0.476172,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,5.53006e-08,4.18681e-08,0.340364,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,-1.83799e-08,2.6531e-08,-1.30174,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,2.54056e-09,1.17487e-08,-0.124706,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,1.8092e-08,5.33518e-08,-3.91322,0,False,69.0|274,411
1,14|705|14|705|sample|3|233|3|233|6.0,0,-3.41106e-09,-1.15395e-08,-12.5541,0,False,6.0|233,705
1,14|705|14|705|sample|4|233|4|233|6.0,0,-3.93118e-09,-1.15556e-08,-11.005,0,False,6.0|233,705
