id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mean,eta_h_mean,eta_s_mean,eta_L_gap_mean,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,eta_f_sd,eta_h_sd,eta_s_sd,eta_L_gap_sd,mab_virus,run_id
8|1056|8|1056|vc|2|2|276|2|276|69.0,0.0469827,-2.19616e-09,8.22177e-09,-5.24265e-09,-0.105549,-5.87575e-10,2.02676e-09,-1.15243e-09,-1.76358e-07,-2.62013e-14,-4.88498e-15,-4.17444e-14,0.87368,4.29694e-08,4.51463e-08,5.18698e-08,69.0|276,1056
8|1056|8|1056|vc|3|2|276|2|276|69.0,-0.0717932,6.32189e-11,2.9456e-09,6.30825e-09,-0.206279,-4.82734e-10,6.12495e-09,2.72863e-09,-1.30118e-07,7.32747e-14,-7.32747e-15,-4.44089e-14,0.954883,4.83897e-08,3.04404e-08,4.56358e-08,69.0|276,1056
8|1056|8|1056|vc|4|2|276|2|276|69.0,0.142232,5.10287e-10,1.86521e-09,-1.30815e-08,-0.00681841,-1.06673e-08,5.69122e-09,-4.97771e-09,-0.0070292,-1.02385e-11,4.85212e-12,8.2796e-12,0.823788,3.63866e-08,4.77088e-08,5.14061e-08,69.0|276,1056
8|1056|8|1056|vc|5|2|276|2|276|69.0,-0.0729997,2.04956e-09,-3.02507e-09,9.38948e-10,-0.0681527,2.20297e-09,-7.9453e-09,-1.79082e-09,-6.88476e-08,1.93179e-14,1.44329e-14,-5.41789e-14,0.905498,4.09132e-08,3.97673e-08,5.37973e-08,69.0|276,1056
8|1056|8|1056|vc|6|2|276|2|276|69.0,-0.023532,7.64358e-09,-2.65101e-09,-3.69354e-10,-0.0521391,-1.75759e-09,-1.61428e-10,1.13116e-09,2.58565e-07,-1.11022e-15,2.22045e-15,3.01981e-14,0.893584,3.81344e-08,4.29014e-08,5.02753e-08,69.0|276,1056
8|1056|8|1056|vc|7|2|276|2|276|69.0,-0.071025,1.17805e-09,-1.48298e-09,-1.86877e-09,0.0625271,-9.39154e-11,-4.44602e-10,7.26367e-10,5.80602e-09,0,1.37668e-14,-3.37508e-14,1.01956,4.25165e-08,4.19233e-08,5.77107e-08,69.0|276,1056
8|1056|8|1056|vc|8|2|276|2|276|69.0,0.12442,-1.65495e-10,-7.76619e-09,-7.63475e-09,0.0809462,-3.05687e-10,1.73793e-09,1.58409e-09,1.00158e-07,1.62093e-14,-5.55112e-15,-2.04281e-14,0.728323,3.79728e-08,4.75839e-08,5.6673e-08,69.0|276,1056
8|462|8|462|sample|6|292|6|292|55.0,-0.68977,-1.90316e-09,-1.67483e-09,-1.17898e-09,-0.710525,3.45426e-09,-8.61731e-09,3.15848e-09,-0.698488,1.6831e-13,-2.57627e-13,-1.15907e-13,0.12288,3.85271e-08,4.51685e-08,6.11784e-08,55.0|292,462
8|462|8|462|sample|5|292|5|292|55.0,-0.451509,-4.97278e-09,-4.46955e-09,4.04536e-09,-0.352731,-3.12006e-09,-1.72385e-09,-6.1852e-09,-0.414248,-2.52021e-14,1.11855e-13,1.6831e-13,0.139027,5.45487e-08,3.77575e-08,4.06324e-08,55.0|292,462
8|462|8|462|sample|4|292|4|292|55.0,-0.503346,-7.83484e-09,1.66541e-08,5.61528e-09,-0.549679,6.24047e-09,7.32066e-09,-5.93055e-09,-0.516839,-5.29576e-14,8.10463e-15,-4.30767e-14,0.156593,4.29098e-08,4.85028e-08,4.41818e-08,55.0|292,462
8|462|8|462|sample|3|292|3|292|55.0,-0.381093,-5.13834e-10,-5.4352e-09,-1.04877e-08,-0.374411,-3.68638e-09,-5.60228e-10,2.30745e-08,-0.384582,-6.82787e-14,1.67727e-13,-2.35367e-14,0.187304,4.32452e-08,4.75292e-08,5.61626e-08,55.0|292,462
8|462|8|462|sample|9|292|9|292|32.0,-1.67154,-1.48562e-09,-9.36632e-09,4.01151e-09,-1.68158,-3.73021e-09,3.80951e-09,1.62422e-09,-1.68462,-7.01661e-14,3.19744e-13,-8.49099e-13,0.038377,4.99712e-08,4.79413e-08,4.0569e-08,32.0|292,462
8|462|8|462|sample|10|292|10|292|32.0,-1.69088,4.08566e-09,-4.52457e-09,8.8499e-09,-1.67425,-1.00929e-09,-7.74058e-10,-9.50945e-09,-1.68244,3.92131e-13,1.05205e-12,3.04534e-13,0.0375367,4.72143e-08,3.2908e-08,4.76947e-08,32.0|292,462
8|462|8|462|sample|7|292|7|292|32.0,-1.51072,-4.32468e-09,4.66574e-09,-4.92554e-09,-1.5544,-6.90282e-09,-3.47722e-09,-9.15402e-09,-1.5448,-3.92464e-13,2.33147e-14,-3.07532e-13,0.0511146,3.86423e-08,4.48266e-08,4.7671e-08,32.0|292,462
8|462|8|462|sample|8|292|8|292|32.0,-1.51393,6.43467e-09,8.14832e-10,4.17523e-09,-1.51268,6.27143e-10,-5.62982e-09,1.47849e-08,-1.51559,-4.10449e-13,-4.30767e-14,3.76366e-13,0.0407735,3.86271e-08,4.05287e-08,5.87849e-08,32.0|292,462
8|462|8|462|sample|11|292|11|292|22.0,0.108955,-9.67148e-09,1.07923e-09,-2.00907e-09,0.11129,2.50774e-09,-1.09113e-09,6.09368e-09,0.105018,3.79252e-13,-3.79252e-13,-3.09031e-13,0.0395789,4.18643e-08,4.63702e-08,4.55319e-08,22.0|292,462
8|462|8|462|sample|12|292|12|292|22.0,0.111662,-3.9558e-09,8.68669e-10,7.40614e-09,0.152092,-7.01146e-10,1.07106e-09,2.84576e-09,0.116611,-3.72369e-13,9.90319e-14,1.06415e-12,0.0502768,4.4845e-08,4.05267e-08,6.09281e-08,22.0|292,462
8|462|8|462|cc|1|1|292|1|292|69.0,0.157404,2.9096e-10,8.84695e-11,3.72756e-09,-0.110093,-3.1352e-09,-6.08747e-10,-1.24127e-09,-1.65444e-07,1.84297e-14,7.77156e-15,3.28626e-14,0.916233,4.70025e-08,3.59119e-08,4.31645e-08,69.0|292,462
8|462|8|462|cc|2|1|292|1|292|69.0,-0.139136,-1.47515e-09,-1.96248e-10,1.32698e-10,-0.0931394,-5.88602e-09,-5.15892e-09,2.53075e-09,3.51945e-07,1.93734e-14,-1.93179e-14,2.30926e-14,0.840199,4.23117e-08,3.84123e-08,6.03732e-08,69.0|292,462
8|462|8|462|cc|3|1|292|1|292|69.0,-0.0507463,-1.26818e-08,4.87443e-10,-2.06704e-09,-0.0821313,-2.26487e-09,-7.92288e-09,-2.48942e-09,-2.26659e-07,-1.52101e-14,-2.15383e-14,1.24345e-14,0.905526,4.04864e-08,4.18148e-08,6.17747e-08,69.0|292,462
8|462|8|462|cc|4|1|292|1|292|69.0,0.0556241,-2.06725e-10,-1.2046e-09,1.2569e-09,-0.0606095,-3.66396e-09,1.03835e-08,3.43253e-09,-4.51126e-07,1.89848e-14,-1.24345e-14,3.95239e-14,1.03537,4.07043e-08,3.82531e-08,5.21356e-08,69.0|292,462
8|462|8|462|cc|5|1|292|1|292|69.0,-0.13548,2.29679e-09,1.58154e-09,2.17121e-09,0.0833731,-9.45386e-10,-9.41998e-09,-5.57903e-09,-1.93895e-07,-2.16493e-15,-3.86358e-14,-5.28466e-14,0.824517,3.86803e-08,3.78993e-08,5.17313e-08,69.0|292,462
8|462|8|462|cc|6|1|292|1|292|69.0,-0.110286,-5.39764e-10,-7.5586e-10,5.61527e-09,0.12091,4.74027e-09,5.95691e-10,1.07394e-08,4.36613e-07,2.66454e-15,2.66454e-15,-7.23865e-14,0.963714,3.93341e-08,4.29407e-08,4.88896e-08,69.0|292,462
8|462|8|462|cc|7|1|292|1|292|69.0,0.0505725,3.45022e-10,2.85395e-09,1.85542e-09,-0.0581717,-4.42837e-09,-1.313e-08,3.08672e-09,1.1316e-06,-2.48135e-14,-6.83897e-14,-1.82077e-14,0.94994,3.8532e-08,4.75777e-08,4.76037e-08,69.0|292,462
8|462|8|462|cc|8|1|292|1|292|69.0,0.0957728,2.89536e-09,-6.07815e-09,3.51626e-09,0.158626,9.08674e-09,2.38185e-09,-1.02882e-10,4.17764e-08,1.77636e-14,-1.37668e-14,-2.70894e-14,1.00678,4.394e-08,3.99055e-08,5.71178e-08,69.0|292,462
8|462|8|462|vc|1|2|292|2|292|69.0,0.160454,7.39757e-10,-1.0523e-09,-4.34203e-09,-0.0754352,4.06318e-10,6.23525e-09,-7.29727e-09,-2.54514e-08,2.08167e-14,4.88498e-15,1.33227e-15,0.796125,3.63048e-08,4.89029e-08,5.42183e-08,69.0|292,462
8|462|8|462|vc|2|2|292|2|292|69.0,0.0372152,-3.3978e-09,2.91631e-09,-6.23783e-09,-0.0735616,4.73257e-09,1.52734e-09,-3.65146e-09,-2.37155e-07,2.35367e-14,-1.42109e-14,2.22045e-15,0.805072,3.85273e-08,4.35241e-08,5.50159e-08,69.0|292,462
8|462|8|462|vc|3|2|292|2|292|69.0,0.0666974,2.9122e-09,3.33802e-10,5.33551e-09,-0.0252875,-8.27181e-09,-4.55761e-09,-1.3222e-09,1.69727e-07,-2.09277e-14,-3.5083e-14,-2.66454e-15,0.952033,4.49733e-08,4.66927e-08,6.44148e-08,69.0|292,462
8|462|8|462|vc|4|2|292|2|292|69.0,-0.0279123,4.06697e-09,-7.02812e-09,1.2362e-09,0.10037,4.26006e-09,-5.35302e-09,-3.09514e-09,-8.62234e-07,2.39808e-14,-2.06501e-14,-1.59872e-14,0.84954,4.3689e-08,3.92279e-08,4.94323e-08,69.0|292,462
8|462|8|462|vc|5|2|292|2|292|69.0,-0.0505744,-1.06037e-08,-2.68511e-09,1.8547e-09,0.0128478,-4.98235e-09,3.5958e-09,-4.60274e-09,3.22205e-07,-1.34337e-14,-1.42109e-14,2.22045e-15,0.75896,3.48812e-08,4.85349e-08,5.14607e-08,69.0|292,462
8|462|8|462|vc|6|2|292|2|292|69.0,0.00289055,-5.00372e-09,-3.1906e-09,-4.76681e-09,0.133912,-8.12724e-10,2.07211e-09,1.88346e-09,-3.93237e-07,-1.38778e-14,1.55431e-15,-1.33227e-15,0.908911,3.66303e-08,3.89293e-08,6.30278e-08,69.0|292,462
8|462|8|462|vc|7|2|292|2|292|69.0,0.150766,7.61554e-09,-3.57085e-09,5.97218e-09,0.0503858,3.54363e-09,3.45105e-10,5.1224e-09,9.7493e-08,6.88338e-15,-1.59872e-14,-2.22045e-15,0.877991,4.24038e-08,3.79689e-08,5.56601e-08,69.0|292,462
8|462|8|462|vc|8|2|292|2|292|69.0,0.0439824,-1.23499e-08,-1.41772e-10,1.13913e-08,0.117032,5.92215e-09,-3.09353e-09,-1.0013e-08,-1.94121e-07,6.88338e-15,1.15463e-14,4.26326e-14,0.900044,4.35734e-08,4.11115e-08,5.57348e-08,69.0|292,462
8|1159|8|1159|sample|8|292|8|292|65.0,1.69207,-1.68263e-09,-2.34832e-09,-3.6212e-09,1.66003,-6.59929e-10,4.45296e-09,1.28205e-08,1.66647,-1.11e-12,3.41061e-13,-5.97744e-13,0.0345295,4.1637e-08,3.65252e-08,4.21715e-08,65.0|292,1159
8|1159|8|1159|sample|7|292|7|292|65.0,1.75273,-1.28389e-08,2.99608e-10,5.93087e-09,1.74308,3.92673e-09,3.98951e-09,3.63372e-09,1.74799,4.68292e-13,-1.26565e-13,3.51275e-13,0.042071,3.91781e-08,4.53709e-08,4.21323e-08,65.0|292,1159
8|1159|8|1159|sample|5|292|5|292|65.0,1.72601,9.70394e-09,1.49782e-09,-3.81752e-09,1.72091,1.00034e-08,-1.36191e-08,5.09132e-09,1.72016,1.63203e-13,8.34888e-14,4.21885e-14,0.0361596,3.74306e-08,4.33513e-08,6.14634e-08,65.0|292,1159
8|1159|8|1159|sample|6|292|6|292|65.0,1.72438,2.67137e-09,3.82328e-09,5.11026e-09,1.73358,-1.53061e-08,1.45304e-08,3.55663e-09,1.72272,-6.35048e-14,3.44613e-13,-2.30926e-14,0.0519084,4.65068e-08,4.3915e-08,5.00212e-08,65.0|292,1159
8|1159|8|1159|sample|11|292|11|292|28.0,0.730696,3.41628e-09,4.62857e-09,9.3832e-09,0.739044,1.1239e-08,-6.96358e-09,1.50483e-09,0.71467,-1.34781e-13,-2.72671e-13,-7.10987e-13,0.06179,4.33036e-08,4.39483e-08,5.59275e-08,28.0|292,1159
8|1159|8|1159|sample|12|292|12|292|28.0,0.578371,1.08571e-09,-5.32733e-10,-1.26877e-08,0.550729,-2.58467e-09,-1.5973e-08,-5.1382e-09,0.544258,2.498e-13,-2.13163e-14,5.29354e-13,0.0558284,3.24091e-08,3.8391e-08,5.81488e-08,28.0|292,1159
8|1159|8|1159|sample|9|292|9|292|28.0,1.25652,5.90384e-09,-3.07559e-09,3.44595e-09,1.22868,-6.79705e-09,-5.05048e-09,2.30314e-09,1.25762,-9.17044e-14,3.28626e-13,3.27738e-13,0.0350618,3.30477e-08,4.22529e-08,4.73568e-08,28.0|292,1159
8|1159|8|1159|sample|10|292|10|292|28.0,1.2395,9.27749e-09,-6.65237e-09,5.58964e-09,1.25169,3.48288e-09,3.80537e-09,-6.28454e-09,1.23251,-1.3356e-13,-3.8014e-13,-3.83027e-13,0.0579209,5.03098e-08,4.89279e-08,5.94951e-08,28.0|292,1159
8|1159|8|1159|sample|4|292|4|292|22.0,0.385,-1.18586e-09,-2.42645e-09,-9.79628e-09,0.370518,-1.65876e-09,-1.96015e-09,9.32254e-09,0.376086,1.24545e-12,-2.5091e-13,6.09512e-13,0.0468543,3.64286e-08,3.26145e-08,5.24891e-08,22.0|292,1159
8|1159|8|1159|sample|3|292|3|292|22.0,0.305752,-2.91681e-09,2.58833e-09,1.05615e-08,0.30247,4.39311e-09,-5.712e-09,1.21247e-08,0.300573,-2.34701e-13,-2.73781e-13,-4.77396e-14,0.0491909,3.90743e-08,3.62353e-08,4.91233e-08,22.0|292,1159
8|1159|8|1159|cc|1|1|292|1|292|69.0,-0.195906,5.47784e-09,4.49271e-09,-7.36112e-09,0.052354,-2.48503e-09,-6.15271e-09,1.02381e-08,5.81627e-07,4.10227e-14,4.35207e-14,-2.53131e-14,0.723979,3.652e-08,4.59779e-08,5.96012e-08,69.0|292,1159
8|1159|8|1159|cc|2|1|292|1|292|69.0,0.172001,8.05489e-09,-3.94444e-09,1.38634e-08,-0.171025,-3.86371e-09,-9.02575e-10,6.00624e-09,-7.30378e-08,-3.04201e-14,-4.88498e-15,-2.57572e-14,0.881438,3.38063e-08,4.04867e-08,4.80942e-08,69.0|292,1159
8|1159|8|1159|cc|3|1|292|1|292|69.0,0.0859908,5.01867e-09,-3.35675e-09,-2.16259e-09,-0.0633869,2.12042e-09,3.0279e-10,1.04819e-08,-2.12045e-07,2.04836e-14,1.73195e-14,-1.82077e-14,0.874864,4.12372e-08,4.28508e-08,4.73303e-08,69.0|292,1159
8|1159|8|1159|cc|4|1|292|1|292|69.0,-0.0630043,-2.00122e-09,-3.92161e-09,-4.96582e-09,0.215187,8.41312e-09,5.95017e-09,-1.52189e-08,3.36462e-07,2.43139e-14,-1.04361e-14,1.82077e-14,0.889524,3.92931e-08,4.83521e-08,5.47612e-08,69.0|292,1159
8|1159|8|1159|cc|5|1|292|1|292|69.0,0.138173,-8.87422e-09,4.89621e-09,-1.29031e-09,-0.18657,1.01104e-09,-6.55913e-09,2.76596e-09,-1.6081e-07,2.56462e-14,1.37668e-14,-2.13163e-14,0.928245,4.49843e-08,4.26619e-08,4.91481e-08,69.0|292,1159
8|1159|8|1159|cc|6|1|292|1|292|69.0,-0.012599,3.33454e-09,5.2151e-09,2.43854e-09,-0.123027,-1.11688e-08,2.55107e-09,4.49575e-09,-3.89458e-07,-1.0103e-14,-5.32907e-15,1.82077e-14,1.07496,3.69556e-08,4.12065e-08,4.81098e-08,69.0|292,1159
8|1159|8|1159|cc|7|1|292|1|292|69.0,0.0917293,3.67511e-09,1.74283e-11,-5.44213e-09,-0.132538,5.69533e-09,6.38166e-09,-1.9374e-08,-6.40646e-07,3.59157e-14,3.13083e-14,-2.79776e-14,1.00978,3.54367e-08,5.11412e-08,4.4457e-08,69.0|292,1159
8|1159|8|1159|cc|8|1|292|1|292|69.0,0.0558237,-7.18254e-11,-1.04977e-08,-2.6504e-09,0.0249555,-1.17343e-08,-2.12702e-09,6.81563e-09,3.75037e-07,-9.60343e-15,-4.88498e-15,4.21885e-14,0.840992,3.81874e-08,3.71465e-08,6.46712e-08,69.0|292,1159
8|1159|8|1159|vc|1|2|292|2|292|69.0,0.113377,4.18546e-09,5.19729e-09,-2.25603e-10,-0.0538817,7.07426e-10,1.42703e-09,-1.98479e-08,-7.0015e-07,9.99201e-16,-1.86517e-14,5.77316e-15,0.851188,3.74813e-08,4.00876e-08,5.49745e-08,69.0|292,1159
8|1159|8|1159|vc|2|2|292|2|292|69.0,-0.0657529,9.57757e-09,3.37009e-09,3.93186e-09,0.316638,-6.2235e-09,9.70807e-09,1.31679e-08,8.214e-07,-5.34017e-14,5.77316e-14,8.39329e-14,0.82368,4.05503e-08,4.09762e-08,4.47815e-08,69.0|292,1159
8|1159|8|1159|vc|3|2|292|2|292|69.0,0.141633,-1.59547e-09,-8.28073e-09,-4.38207e-09,-0.202709,-3.40203e-09,-5.73329e-09,1.21219e-08,2.43802e-07,4.44089e-16,4.44089e-14,1.64313e-14,0.965828,3.20955e-08,4.29143e-08,4.9826e-08,69.0|292,1159
8|1159|8|1159|vc|4|2|292|2|292|69.0,0.171768,2.23553e-09,4.92053e-09,-3.34946e-09,-0.198967,-4.64642e-09,1.15628e-10,6.07679e-10,3.7539e-07,-2.89213e-14,1.13243e-14,1.90958e-14,0.845574,3.55535e-08,3.22058e-08,5.12514e-08,69.0|292,1159
8|1159|8|1159|vc|5|2|292|2|292|69.0,0.000347854,6.31025e-09,4.82615e-09,-4.41746e-10,-0.0927208,-3.06219e-09,1.82271e-09,4.23172e-09,6.339e-08,9.99201e-15,-3.59712e-14,-2.66454e-14,0.700193,4.39263e-08,4.52086e-08,5.20224e-08,69.0|292,1159
8|1159|8|1159|vc|6|2|292|2|292|69.0,0.160681,5.05548e-09,-4.4345e-09,-4.51467e-09,-0.0438483,-3.57549e-09,1.09968e-08,7.23419e-09,2.05961e-07,1.11022e-15,-1.68754e-14,1.68754e-14,0.859802,4.11609e-08,3.41791e-08,5.35409e-08,69.0|292,1159
8|1159|8|1159|vc|7|2|292|2|292|69.0,0.219135,-5.15985e-09,5.95185e-10,5.71136e-09,-0.0403281,-6.35966e-10,-6.38241e-09,1.19887e-08,1.7558e-07,-8.99281e-15,-2.30926e-14,-2.17604e-14,0.897663,4.16429e-08,3.80969e-08,4.73131e-08,69.0|292,1159
8|1159|8|1159|vc|8|2|292|2|292|69.0,0.0211279,4.55175e-09,-1.69373e-09,-5.12791e-09,-0.00957298,-3.9144e-09,2.62981e-09,-2.77838e-09,-2.98353e-07,5.38458e-15,0,-2.13163e-14,0.946099,3.9199e-08,4.89454e-08,5.00459e-08,69.0|292,1159
8|1197|8|1197|sample|7|103|7|103|65.0,-0.697674,-4.96126e-09,9.06639e-10,-8.8139e-09,-0.689758,-9.62396e-10,-1.03041e-08,-2.43056e-09,-0.695269,2.92655e-13,-1.50546e-13,5.60441e-13,0.0506576,3.63188e-08,4.03351e-08,4.39668e-08,65.0|103,1197
8|1197|8|1197|sample|8|103|8|103|65.0,-0.682852,-5.69165e-09,-2.29924e-09,8.15574e-11,-0.681424,1.40655e-09,-9.07961e-09,9.92438e-09,-0.689914,3.79918e-13,-3.42393e-13,-1.13376e-12,0.0447202,2.58785e-08,3.64462e-08,4.97604e-08,65.0|103,1197
8|1197|8|1197|sample|6|103|6|103|65.0,-0.758769,4.05432e-09,-2.01104e-08,4.50849e-09,-0.755174,-8.02502e-09,-7.02938e-09,5.67137e-11,-0.765611,6.10623e-14,8.39329e-14,9.10383e-14,0.0454047,4.08688e-08,3.63745e-08,4.02332e-08,65.0|103,1197
8|1197|8|1197|sample|5|103|5|103|65.0,-0.671773,-1.22415e-08,3.01145e-09,-4.09718e-09,-0.685695,-3.11755e-09,7.85613e-09,1.70794e-08,-0.685799,-2.85327e-13,5.22249e-13,2.70894e-13,0.0665369,3.82864e-08,4.57717e-08,6.31609e-08,65.0|103,1197
8|1197|8|1197|sample|12|103|12|103|28.0,-0.991881,-1.15954e-08,3.49994e-10,-1.11077e-09,-1.00006,-3.06365e-09,-3.37525e-09,-1.19417e-08,-0.984392,1.40332e-13,-3.98792e-13,-5.86198e-14,0.0333462,4.27018e-08,4.12894e-08,4.68651e-08,28.0|103,1197
8|1197|8|1197|sample|10|103|10|103|28.0,-0.819137,-6.61875e-10,-2.2449e-09,7.92988e-09,-0.799886,-7.11593e-09,-4.15778e-09,1.35421e-08,-0.811754,-6.59472e-14,-4.44533e-13,9.25482e-13,0.0410425,4.8671e-08,4.88142e-08,5.64705e-08,28.0|103,1197
8|1197|8|1197|sample|9|103|9|103|28.0,-0.800956,1.11694e-08,1.16718e-08,-1.32601e-08,-0.7906,-2.74878e-09,-1.96209e-09,3.0833e-09,-0.782977,3.43614e-13,2.2915e-13,-1.37135e-12,0.0504718,4.14134e-08,3.71737e-08,5.46867e-08,28.0|103,1197
8|1197|8|1197|sample|3|103|3|103|22.0,-0.89405,-1.25815e-09,4.75238e-09,7.43354e-10,-0.908553,-1.56824e-09,7.91795e-09,-3.7636e-09,-0.893643,1.42331e-13,8.52651e-13,-8.33111e-13,0.0585573,3.4629e-08,3.27079e-08,5.02804e-08,22.0|103,1197
8|1197|8|1197|sample|4|103|4|103|22.0,-0.993066,-5.50676e-09,-1.01427e-09,-7.88963e-09,-0.97732,-2.37748e-09,-9.98497e-09,-4.99274e-09,-0.985194,1.90514e-13,-1.85185e-13,-2.13163e-14,0.0469649,4.30755e-08,4.5369e-08,5.53906e-08,22.0|103,1197
8|1197|8|1197|sample|11|103|11|103|28.0,-1.07474,2.92911e-09,1.35977e-08,-1.78965e-09,-1.06646,-6.22271e-09,-5.61442e-09,-9.16103e-09,-1.06397,6.69353e-13,6.18172e-13,-4.01457e-13,0.0487056,4.42209e-08,4.43485e-08,5.67847e-08,28.0|103,1197
8|1197|8|1197|cc|1|1|103|1|103|69.0,0.164556,-2.72184e-09,7.27834e-09,1.85874e-09,-0.138035,-3.27829e-09,9.42597e-09,-7.7637e-09,-8.19178e-08,4.66294e-15,-1.9984e-14,2.70894e-14,0.743604,4.25602e-08,3.87475e-08,4.66783e-08,69.0|103,1197
8|1197|8|1197|cc|2|1|103|1|103|69.0,-0.016988,7.47823e-10,5.8823e-09,-8.18246e-10,-0.118487,1.61934e-09,3.69816e-09,-9.5582e-09,-1.09472e-07,1.5099e-14,1.86517e-14,-2.39808e-14,0.783085,4.18888e-08,3.64302e-08,4.76421e-08,69.0|103,1197
8|1197|8|1197|cc|3|1|103|1|103|69.0,0.0289269,9.07816e-10,5.63346e-09,1.4437e-09,-0.0773608,-5.25434e-09,4.31913e-10,-5.906e-10,-2.39642e-07,4.64073e-14,8.65974e-15,-1.9984e-14,0.762195,3.47568e-08,4.24946e-08,5.62083e-08,69.0|103,1197
8|1197|8|1197|cc|4|1|103|1|103|69.0,-0.0664747,-1.22863e-09,-3.80351e-09,1.7938e-09,0.183977,6.57343e-09,4.02673e-09,-6.49857e-10,-1.74569e-07,-1.77636e-14,-8.88178e-16,2.70894e-14,0.913481,3.68616e-08,3.6439e-08,4.74802e-08,69.0|103,1197
8|1197|8|1197|cc|5|1|103|1|103|69.0,-0.00943265,7.99927e-10,4.35237e-09,1.24556e-09,-0.0391792,3.62284e-09,-8.9161e-10,1.23738e-08,-7.70469e-07,-3.01981e-14,3.9968e-15,-1.11022e-14,1.01013,4.15979e-08,3.85605e-08,5.09165e-08,69.0|103,1197
8|1197|8|1197|cc|6|1|103|1|103|69.0,0.0414333,4.27821e-09,-1.00828e-08,-2.47022e-09,-0.0260708,1.4381e-09,6.63086e-09,-5.12029e-09,5.91529e-07,-2.26485e-14,4.32987e-15,-1.9984e-14,0.91591,4.18874e-08,4.17515e-08,6.19349e-08,69.0|103,1197
8|1197|8|1197|cc|7|1|103|1|103|69.0,0.132545,1.38643e-09,8.15489e-09,-1.14331e-09,0.218173,-7.91743e-09,1.15703e-08,-5.71198e-09,-3.99591e-07,1.19904e-14,9.76996e-15,2.22045e-15,0.872296,3.38887e-08,4.23788e-08,4.4884e-08,69.0|103,1197
8|1197|8|1197|cc|8|1|103|1|103|69.0,0.107313,3.46913e-09,3.7534e-09,-1.40075e-09,-0.0566268,6.40526e-09,9.93759e-10,-4.78163e-09,-3.90292e-07,2.39808e-14,1.06581e-14,3.95239e-14,0.875909,3.47973e-08,4.43621e-08,5.10715e-08,69.0|103,1197
8|1197|8|1197|vc|1|2|103|2|103|69.0,0.220049,1.40968e-09,5.95209e-09,2.60258e-09,0.0127345,6.34315e-09,-1.9657e-09,3.22972e-09,-6.18108e-07,-7.10543e-15,1.75415e-14,1.9984e-14,0.926492,3.8434e-08,3.70517e-08,5.2807e-08,69.0|103,1197
8|1197|8|1197|vc|2|2|103|2|103|69.0,-0.0308667,6.14398e-09,-5.31232e-09,4.13441e-09,-0.0193098,3.84873e-09,5.70731e-09,-1.01722e-08,3.07019e-07,6.88338e-15,-2.22045e-16,-2.39808e-14,0.998521,4.43681e-08,4.01315e-08,5.79682e-08,69.0|103,1197
8|1197|8|1197|vc|3|2|103|2|103|69.0,0.0401493,-4.3505e-09,4.81878e-09,-3.00533e-09,0.180673,-5.98048e-09,1.56009e-09,-5.81893e-10,-4.22475e-07,3.10862e-15,1.44329e-15,-1.77636e-15,0.833234,4.15468e-08,3.79185e-08,6.34719e-08,69.0|103,1197
8|1197|8|1197|vc|4|2|103|2|103|69.0,0.0304864,2.80303e-09,1.11664e-08,-3.71397e-12,0.00594003,-3.9651e-09,1.2368e-09,-6.57856e-09,0.00603017,6.1684e-12,3.54294e-12,1.08402e-12,0.855267,3.80389e-08,3.99042e-08,5.97087e-08,69.0|103,1197
8|1197|8|1197|vc|5|2|103|2|103|69.0,0.0534435,3.36889e-09,5.67137e-09,-1.65693e-09,0.156675,-6.65998e-10,7.41263e-09,-4.1623e-09,3.08379e-07,1.77636e-15,-2.59792e-14,-3.59712e-14,0.914872,3.88545e-08,4.1219e-08,5.68569e-08,69.0|103,1197
8|1197|8|1197|vc|6|2|103|2|103|69.0,0.0257366,-3.27853e-09,1.77843e-09,-8.11642e-09,-0.0250704,-4.96778e-09,2.10622e-09,1.14605e-08,1.30217e-07,-1.02141e-14,3.4972e-14,-1.95399e-14,0.812964,4.54291e-08,3.59244e-08,5.29634e-08,69.0|103,1197
8|1197|8|1197|vc|7|2|103|2|103|69.0,0.155176,-4.08781e-09,-6.05515e-09,-1.07113e-10,0.0834966,2.74044e-09,-9.28609e-09,7.61086e-09,1.54836e-07,4.88498e-15,-1.52101e-14,-1.55431e-14,0.808718,4.3926e-08,2.95526e-08,6.19497e-08,69.0|103,1197
8|1197|8|1197|vc|8|2|103|2|103|69.0,0.135102,-2.19675e-09,1.67483e-09,-4.11632e-09,-0.0456474,-1.10392e-08,-5.85499e-09,1.07991e-08,5.78589e-08,-3.30846e-14,-2.43139e-14,4.30767e-14,0.803325,4.1765e-08,4.4617e-08,5.3571e-08,69.0|103,1197
