id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.999935,0.865548,0.000261165,-1.37912,0.614073,1.16396,1.50521,0.999935,0.866814,0.000261165,-1.12392,0.321999,1.16452,1.49978,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.999935,0.865548,0.000261165,-1.3482,0.293963,1.16396,1.50521,0.999935,0.866814,0.000261165,-1.1211,0.19363,1.16452,1.49978,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.999935,0.865548,0.000261165,-1.15577,7.72256,1.16396,1.50521,0.999935,0.866814,0.000261165,-0.988347,0.310984,1.16452,1.49978,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.999935,0.865548,0.000261165,-0.792974,7.48299,1.16396,1.50521,0.999935,0.866814,0.000261165,-0.94645,0.312451,1.16452,1.49978,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.999935,0.865548,0.000261165,-1.29403,0.43493,1.16396,1.50521,0.999935,0.866814,0.000261165,-1.15793,0.258199,1.16452,1.49978,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.999935,0.865548,0.000261165,-1.45999,0.549814,1.16396,1.50521,0.999935,0.866814,0.000261165,-1.13457,0.238318,1.16452,1.49978,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.999935,0.865548,0.000261165,-1.01725,172.429,1.16396,1.50521,0.999935,0.866814,0.000261165,-1.0264,0.301163,1.16452,1.49978,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.999935,0.865548,0.000261165,-1.01695,24.9504,1.16396,1.50521,0.999935,0.866814,0.000261165,-0.998781,0.342734,1.16452,1.49978,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.999935,0.865548,0.000261165,-1.62539,0.699745,1.16396,1.50521,0.999935,0.866814,0.000261165,-1.25658,0.342516,1.16452,1.49978,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.999935,0.865548,0.000261165,-1.31506,0.376687,1.16396,1.50521,0.999935,0.866814,0.000261165,-1.13543,0.269946,1.16452,1.49978,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.999935,0.865548,0.000676057,0.106359,276.412,1.16396,1.50521,0.999935,0.866814,0.000676057,-5.02345e-08,1,1.16452,1.49978,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.999935,0.865548,0.000676057,-0.268308,3139.64,1.16396,1.50521,0.999935,0.866814,0.000676057,-1.43853e-07,1,1.16452,1.49978,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.999935,0.865548,0.000676057,-0.121361,98.2122,1.16396,1.50521,0.999935,0.866814,0.000676057,-8.4405e-08,1,1.16452,1.49978,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.999935,0.865548,0.000676057,0.257759,124.073,1.16396,1.50521,0.999935,0.866814,0.000676057,-2.65978e-07,1,1.16452,1.49978,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.999935,0.865548,0.000676057,-0.0427696,24305.2,1.16396,1.50521,0.999935,0.866814,0.000676057,-2.85166e-07,1,1.16452,1.49978,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.999935,0.865548,0.000676057,-0.0161894,801.3,1.16396,1.50521,0.999935,0.866814,0.000676057,-7.56407e-08,1,1.16452,1.49978,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.999935,0.865548,0.000676057,0.199705,91.3497,1.16396,1.50521,0.999935,0.866814,0.000676057,-7.26284e-08,1,1.16452,1.49978,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.999935,0.865548,0.000676057,-0.0546591,950.355,1.16396,1.50521,0.999935,0.866814,0.000676057,3.01279e-07,1,1.16452,1.49978,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0.999935,0.865548,0.000676057,0.147791,309.113,1.16396,1.50521,0.999935,0.866814,0.000676057,-8.8749e-08,1,1.16452,1.49978,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.999935,0.865548,0.000676057,0.111752,123.375,1.16396,1.50521,0.999935,0.866814,0.000676057,2.78939e-07,1,1.16452,1.49978,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.999935,0.865548,0.000676057,-0.119895,257.026,1.16396,1.50521,0.999935,0.866814,0.000676057,1.15077e-07,1,1.16452,1.49978,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.999935,0.865548,0.000676057,-0.0132331,48.0511,1.16396,1.50521,0.999935,0.866814,0.000676057,1.53853e-07,1,1.16452,1.49978,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.999935,0.865548,0.000676057,-0.0159663,128.028,1.16396,1.50521,0.999935,0.866814,0.000676057,2.25108e-07,1,1.16452,1.49978,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0.999935,0.865548,0.000676057,-0.189088,4805.66,1.16396,1.50521,0.999935,0.866814,0.000676057,5.63226e-08,1,1.16452,1.49978,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0.999935,0.865548,0.000676057,-0.18451,50.5241,1.16396,1.50521,0.999935,0.866814,0.000676057,1.37934e-07,1,1.16452,1.49978,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.999935,0.865548,0.000676057,-0.304569,548.658,1.16396,1.50521,0.999935,0.866814,0.000676057,-1.43493e-07,1,1.16452,1.49978,False,69.0|274,411
