id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,2.31199e-07,-1.06934e-06,0.322858,0,0,6.82121e-13,5.51559e-13,-1.9365e-07,0,0,False,69.0|162,84
8|84|cc|2|1|162,8.03225e-08,4.86982e-07,0.182199,0,0,-6.82121e-13,-5.24913e-13,-4.32857e-07,0,0,False,69.0|162,84
8|84|cc|3|1|162,-9.75749e-07,-5.2639e-07,-0.0801241,0,0,-3.97904e-13,2.2462e-12,6.79734e-09,0,0,False,69.0|162,84
8|84|cc|4|1|162,3.67891e-07,3.65847e-07,-0.0462724,0,0,4.54747e-13,-1.57252e-12,-2.47245e-07,0,0,False,69.0|162,84
8|84|cc|5|1|162,5.05552e-07,-3.60795e-07,-0.159679,0,0,-4.09273e-12,-1.99574e-12,-1.13468e-07,0,0,False,69.0|162,84
8|84|cc|6|1|162,-1.45553e-06,6.91287e-07,-0.216674,0,0,1.42109e-12,-6.82565e-13,-2.36105e-07,0,0,False,69.0|162,84
8|84|cc|7|1|162,-5.56927e-07,6.41789e-07,-0.0407386,0,0,2.38742e-12,1.72151e-12,7.52912e-07,0,0,False,69.0|162,84
8|84|cc|8|1|162,2.37388e-07,3.55892e-07,0.0695232,0,0,-4.54747e-13,1.05693e-12,1.11922e-06,0,0,False,69.0|162,84
8|84|sample|10|162,-8.29411e-07,-1.61339e-07,-1.08012,0,0,1.51203e-11,1.93281e-11,-1.0627,0,0,True,32.0|162,84
8|84|sample|11|162,-1.24873e-06,-6.19273e-07,-1.51515,0,0,-1.75078e-11,6.96885e-11,-1.47773,0,0,True,22.0|162,84
8|84|sample|12|162,-2.21495e-06,5.0568e-07,-1.36339,0,0,-1.96678e-11,-1.92002e-11,-1.32067,0,0,True,22.0|162,84
8|84|sample|3|162,-2.25575e-07,7.6557e-07,-2.39616,0,0,1.02318e-12,2.56818e-10,-2.25706,0,0,True,55.0|162,84
8|84|sample|4|162,-1.00709e-06,1.5538e-07,-2.11768,0,0,3.62661e-11,2.00197e-10,-2.11005,0,0,True,55.0|162,84
8|84|sample|5|162,8.49603e-08,-5.59303e-07,-2.09605,0,0,1.61435e-11,-1.80917e-10,-2.12222,0,0,True,55.0|162,84
8|84|sample|6|162,1.95084e-06,-5.53722e-07,-2.37133,0,0,-8.92442e-12,-7.53504e-11,-2.34325,0,0,True,55.0|162,84
8|84|sample|7|162,-7.12955e-07,-1.00165e-06,-1.28851,0,0,5.70139e-11,2.55711e-11,-1.27119,0,0,True,32.0|162,84
8|84|sample|8|162,3.14985e-07,-4.14195e-07,-1.18831,0,0,-1.43245e-11,4.11364e-11,-1.19944,0,0,True,32.0|162,84
8|84|sample|9|162,6.42098e-07,4.78647e-07,-1.08661,0,0,-1.54614e-11,1.32315e-10,-1.08172,0,0,True,32.0|162,84
8|84|vc|1|2|162,-6.13317e-07,-1.18727e-07,0.0592833,0,0,-9.09495e-13,1.48725e-12,-2.4415e-07,0,0,False,69.0|162,84
8|84|vc|2|2|162,1.7222e-06,1.11576e-07,0.0998691,0,0,2.84217e-12,1.20037e-12,-1.42443e-07,0,0,False,69.0|162,84
