rep,id,eta_L,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,2.88101e-06,-6.88691e-06,-1.39559,0,0,False,69.0|162,84
1,8|84|cc|2|1|162,-3.28243e-06,5.58755e-06,0.663815,0,0,False,69.0|162,84
1,8|84|cc|3|1|162,4.17214e-06,-9.23469e-06,-2.17535,0,0,False,69.0|162,84
1,8|84|cc|4|1|162,-4.60515e-07,-1.32455e-06,-1.3039,0,0,False,69.0|162,84
1,8|84|cc|5|1|162,-5.62189e-06,2.12246e-06,-0.919024,0,0,False,69.0|162,84
1,8|84|cc|6|1|162,6.53218e-06,4.38311e-07,-1.18286,0,0,False,69.0|162,84
1,8|84|cc|7|1|162,-5.44701e-07,7.32747e-06,-1.8218,0,0,False,69.0|162,84
1,8|84|cc|8|1|162,3.35745e-06,7.27683e-06,4.56311,0,0,False,69.0|162,84
1,8|84|sample|10|162,-1.52802e-06,4.14076e-06,-1.16785,0,0,True,32.0|162,84
1,8|84|sample|11|162,1.36424e-05,7.47786e-06,-1.49742,0,0,True,22.0|162,84
1,8|84|sample|12|162,-4.70817e-06,2.21153e-06,-1.40401,0,0,True,22.0|162,84
1,8|84|sample|3|162,5.96179e-06,3.81363e-06,-2.27239,0,0,True,55.0|162,84
1,8|84|sample|4|162,1.76305e-05,-3.60553e-06,-2.19563,0,0,True,55.0|162,84
1,8|84|sample|5|162,2.57473e-05,-4.2692e-06,-2.14827,0,0,True,55.0|162,84
1,8|84|sample|6|162,-9.89271e-06,-5.63745e-07,-2.38616,0,0,True,55.0|162,84
1,8|84|sample|7|162,6.71111e-07,8.45889e-06,-1.38362,0,0,True,32.0|162,84
1,8|84|sample|8|162,1.39669e-05,-5.87916e-06,-1.30291,0,0,True,32.0|162,84
1,8|84|sample|9|162,6.92125e-06,-3.55083e-06,-1.08296,0,0,True,32.0|162,84
1,8|84|vc|1|2|162,-6.06972e-06,-3.46632e-07,3.23865,0,0,False,69.0|162,84
1,8|84|vc|2|2|162,-6.27443e-06,-3.2671e-06,1.661,0,0,False,69.0|162,84
1,8|84|vc|3|2|162,-1.13952e-05,2.41744e-06,-0.654264,0,0,False,69.0|162,84
1,8|84|vc|4|2|162,4.16406e-06,-6.85386e-06,-0.091799,0,0,False,69.0|162,84
1,8|84|vc|5|2|162,-7.06911e-07,3.2384e-06,2.66257,0,0,False,69.0|162,84
1,8|84|vc|6|2|162,6.59789e-06,1.75457e-06,1.67114,0,0,False,69.0|162,84
1,8|84|vc|7|2|162,-9.7852e-06,-1.68813e-06,0.632292,0,0,False,69.0|162,84
1,8|84|vc|8|2|162,-1.00133e-05,-1.47408e-06,-1.58206,0,0,False,69.0|162,84
1,8|719|cc|1|1|274,1.17643e-05,5.58107e-06,1.29326,0,0,False,69.0|274,719
1,8|719|cc|2|1|274,-1.54815e-06,4.74265e-06,-0.53193,0,0,False,69.0|274,719
1,8|719|cc|3|1|274,-1.24503e-06,-5.63293e-06,2.29906,0,0,False,69.0|274,719
1,8|719|cc|4|1|274,3.07157e-06,-3.91411e-06,-0.758994,0,0,False,69.0|274,719
1,8|719|cc|5|1|274,-5.2777e-06,-4.77069e-06,0.0705859,0,0,False,69.0|274,719
1,8|719|cc|6|1|274,1.09815e-05,-1.80018e-06,2.40889,0,0,False,69.0|274,719
1,8|719|cc|7|1|274,6.59857e-06,2.52677e-06,0.0325359,0,0,False,69.0|274,719
1,8|719|cc|8|1|274,8.56309e-07,-4.59774e-06,-0.609095,0,0,False,69.0|274,719
1,8|719|sample|10|274,-1.73631e-06,-1.513e-07,-0.443365,0,0,True,32.0|274,719
1,8|719|sample|11|274,-8.36531e-06,1.23392e-06,-0.247651,0,0,True,22.0|274,719
1,8|719|sample|12|274,-1.13079e-05,-1.0543e-06,-0.139404,0,0,True,22.0|274,719
1,8|719|sample|3|274,-1.88896e-06,4.07852e-06,-2.22985,0,0,True,55.0|274,719
1,8|719|sample|4|274,1.28642e-06,-3.93103e-06,-2.43413,0,0,True,55.0|274,719
1,8|719|sample|5|274,-5.86181e-06,1.17119e-06,-2.23705,0,0,True,55.0|274,719
1,8|719|sample|6|274,1.20053e-06,-1.26728e-06,-2.24482,0,0,True,55.0|274,719
1,8|719|sample|7|274,9.09292e-06,3.31349e-06,-0.529775,0,0,True,32.0|274,719
1,8|719|sample|8|274,-7.39695e-06,-3.30611e-06,-0.192253,0,0,True,32.0|274,719
1,8|719|sample|9|274,-1.02102e-05,5.34009e-06,-0.360628,0,0,True,32.0|274,719
1,8|719|vc|1|2|274,1.17108e-05,-5.81076e-06,2.61377,0,0,False,69.0|274,719
1,8|719|vc|2|2|274,-7.29628e-06,1.73311e-06,0.112515,0,0,False,69.0|274,719
1,8|719|vc|3|2|274,-5.27278e-06,1.44506e-06,-1.27029,0,0,False,69.0|274,719
