id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_f_mean,eta_h_mean,eta_L_gap_mean,eta_f_mode,eta_h_mode,eta_L_gap_mode,eta_f_sd,eta_h_sd,eta_L_gap_sd,mab_virus,run_id
8|1159|8|1159|sample|6|292|6|292|65.0,-1.40104,3.30254e-09,-2.08833e-09,-1.45099,-7.33279e-09,1.23583e-09,-1.44754,-1.50102e-13,1.29785e-13,0.0604775,2.53765e-08,3.30609e-08,65.0|292,1159
8|1159|8|1159|sample|11|292|11|292|28.0,-3.00687,6.06932e-09,1.04487e-08,-2.9491,9.88857e-10,-3.26253e-09,-2.98158,1.14131e-13,-2.61569e-13,0.0594651,2.28615e-08,3.12033e-08,28.0|292,1159
8|1159|8|1159|sample|12|292|12|292|28.0,-3.12764,4.2242e-09,6.42483e-09,-3.13822,4.92311e-09,2.86334e-09,-3.15015,2.00728e-13,-2.2915e-13,0.0474869,2.70984e-08,3.4407e-08,28.0|292,1159
8|1159|8|1159|sample|9|292|9|292|28.0,-2.44639,-6.31718e-09,-1.89638e-09,-2.44171,-2.53527e-09,1.58997e-09,-2.43879,2.42473e-13,-2.54019e-13,0.0822214,2.80058e-08,3.29641e-08,28.0|292,1159
8|1159|8|1159|sample|10|292|10|292|28.0,-2.45729,1.05903e-08,-2.472e-09,-2.45425,3.69211e-09,1.73468e-09,-2.4697,7.72715e-14,-2.81553e-13,0.0681403,2.60033e-08,2.95688e-08,28.0|292,1159
8|1159|8|1159|sample|4|292|4|292|22.0,-1.07395,4.04678e-09,7.08747e-10,-1.09278,-4.13478e-10,2.18853e-09,-1.10186,-5.86198e-14,-1.85629e-13,0.0653696,2.87231e-08,2.95586e-08,22.0|292,1159
8|1159|8|1159|sample|3|292|3|292|22.0,-1.17183,-3.85146e-09,-1.44031e-09,-1.15252,-1.18687e-09,5.64277e-09,-1.16628,9.90319e-14,-1.67422e-13,0.0785749,2.62137e-08,2.7341e-08,22.0|292,1159
8|1159|8|1159|cc|1|1|292|1|292|69.0,0.10694,-1.00568e-09,3.46246e-09,-0.0756264,-2.1706e-10,-5.22073e-09,3.70584e-07,-6.42542e-15,1.33227e-15,2.27576,2.7341e-08,3.39075e-08,69.0|292,1159
8|1159|8|1159|cc|2|1|292|1|292|69.0,0.273196,-7.50442e-09,8.68819e-09,0.212331,5.30087e-10,-1.49847e-09,-1.61252e-07,7.07767e-16,4.44089e-15,2.48109,2.80369e-08,3.30292e-08,69.0|292,1159
8|1159|8|1159|cc|3|1|292|1|292|69.0,-0.0285349,9.73796e-10,3.1397e-09,-0.370518,-3.37564e-09,5.5793e-09,-1.44755e-07,-2.5778e-15,-2.22045e-15,2.547,2.61774e-08,3.01795e-08,69.0|292,1159
8|1159|8|1159|cc|4|1|292|1|292|69.0,-0.577928,2.01725e-09,-2.87237e-09,0.138239,2.27527e-09,6.02245e-10,-1.87317e-07,8.9477e-15,1.19904e-14,2.66168,2.52422e-08,2.98435e-08,69.0|292,1159
8|1159|8|1159|cc|5|1|292|1|292|69.0,-0.0263328,1.23256e-09,-1.2247e-09,0.0105233,-2.38303e-09,-1.50927e-10,-3.32021e-07,6.94583e-15,4.44089e-15,2.57255,2.54917e-08,3.38041e-08,69.0|292,1159
8|1159|8|1159|cc|6|1|292|1|292|69.0,-0.218751,1.66212e-09,5.18826e-09,0.0856621,-3.72846e-10,2.1048e-09,1.90645e-07,-5.32213e-15,-5.32907e-15,2.10953,2.61716e-08,3.04088e-08,69.0|292,1159
8|1159|8|1159|cc|7|1|292|1|292|69.0,-0.203463,6.45783e-09,-3.19837e-09,-0.157817,7.96091e-11,1.73919e-09,7.83616e-08,-7.40033e-15,-2.66454e-15,2.49159,2.84803e-08,3.1456e-08,69.0|292,1159
8|1159|8|1159|cc|8|1|292|1|292|69.0,0.245907,3.68101e-10,-3.66123e-09,-0.00628517,1.50544e-09,2.05367e-09,-0.00637226,-1.93451e-12,1.37668e-13,2.36799,2.96542e-08,3.0545e-08,69.0|292,1159
8|1159|8|1159|vc|1|2|292|2|292|69.0,0.32875,-4.88099e-09,4.40204e-09,0.375652,-1.52031e-09,-2.99161e-09,-1.21402e-08,7.61891e-15,-1.33227e-15,2.5301,2.84937e-08,2.9253e-08,69.0|292,1159
8|1159|8|1159|vc|2|2|292|2|292|69.0,-0.466678,3.8195e-09,2.96131e-09,-0.201739,1.85239e-09,-1.80465e-09,1.37335e-06,-7.79238e-15,1.86517e-14,2.68605,2.55375e-08,3.29548e-08,69.0|292,1159
8|1159|8|1159|vc|3|2|292|2|292|69.0,-0.603379,3.31617e-09,4.91106e-09,-0.110119,1.79718e-09,8.31428e-10,-3.82564e-07,-5.98133e-15,3.55271e-15,2.65307,2.66519e-08,3.05205e-08,69.0|292,1159
8|1159|8|1159|vc|4|2|292|2|292|69.0,0.0673528,-2.0364e-09,-3.71952e-09,0.127113,-2.71127e-09,3.42323e-10,-7.03517e-07,-6.10623e-15,4.44089e-15,2.43825,2.58142e-08,3.12678e-08,69.0|292,1159
8|1159|8|1159|vc|5|2|292|2|292|69.0,0.0425301,-4.95046e-09,-3.83756e-09,-0.106498,1.28885e-09,3.21336e-09,1.94991e-07,-2.97332e-15,-1.77636e-15,2.53816,2.91693e-08,3.28286e-08,69.0|292,1159
8|1159|8|1159|vc|6|2|292|2|292|69.0,0.426879,-1.54799e-09,-2.46671e-09,-0.0751913,1.94003e-09,-7.44084e-10,-1.50154e-07,-4.32293e-15,0,2.51927,2.55638e-08,3.4089e-08,69.0|292,1159
8|1159|8|1159|vc|7|2|292|2|292|69.0,0.244935,5.34898e-10,-1.6235e-10,0.269572,-3.7278e-10,9.75084e-10,-2.0216e-07,-2.98372e-16,7.99361e-15,2.39177,2.57059e-08,3.212e-08,69.0|292,1159
8|1159|8|1159|vc|8|2|292|2|292|69.0,-0.150914,-2.55574e-09,1.94101e-09,-0.033668,4.51399e-10,-4.96743e-09,2.13275e-07,-1.68615e-15,-7.10543e-15,2.68484,2.43525e-08,3.1873e-08,69.0|292,1159
8|1197|8|1197|sample|7|103|7|103|65.0,-3.59674,-2.82936e-09,5.72478e-09,-3.5954,1.65327e-09,1.93321e-09,-3.59528,-1.08802e-13,-2.77556e-13,0.070515,3.07247e-08,3.58565e-08,65.0|103,1197
8|1197|8|1197|sample|8|103|8|103|65.0,-3.58242,-7.72537e-10,-6.8945e-09,-3.59298,6.96034e-10,2.75356e-09,-3.59439,-1.67866e-13,5.32907e-15,0.0631646,2.83891e-08,3.02728e-08,65.0|103,1197
8|1197|8|1197|sample|6|103|6|103|65.0,-3.65725,-6.03518e-09,-1.3785e-08,-3.65834,1.24907e-09,1.20932e-09,-3.6653,-8.61533e-14,-2.20268e-13,0.0637981,2.67103e-08,3.55515e-08,65.0|103,1197
8|1197|8|1197|sample|5|103|5|103|65.0,-3.54428,6.54521e-09,5.88538e-09,-3.53401,2.96251e-09,-2.0357e-09,-3.58043,-3.90799e-14,-3.73035e-14,0.0713517,2.50185e-08,3.34925e-08,65.0|103,1197
8|1197|8|1197|sample|12|103|12|103|28.0,-3.8969,-7.96057e-09,-7.7133e-09,-3.91361,-2.93871e-11,1.52572e-09,-3.93586,-1.92513e-13,1.26787e-13,0.0802502,3.06999e-08,3.33697e-08,28.0|103,1197
8|1197|8|1197|sample|10|103|10|103|28.0,-3.72833,3.37856e-09,8.685e-09,-3.72031,3.7402e-09,-2.08047e-09,-3.71976,-6.83897e-14,8.79297e-14,0.0615677,2.79735e-08,3.04666e-08,28.0|103,1197
8|1197|8|1197|sample|9|103|9|103|28.0,-3.68981,4.66904e-09,5.36352e-09,-3.68479,-8.21048e-10,6.50402e-09,-3.69066,4.13003e-14,8.27116e-14,0.0445385,2.39364e-08,2.9616e-08,28.0|103,1197
8|1197|8|1197|sample|3|103|3|103|22.0,-3.62784,2.50382e-09,-7.09884e-09,-3.62793,2.5012e-09,-4.42818e-09,-3.62452,-3.33067e-15,1.27454e-13,0.0958428,2.32807e-08,2.9401e-08,22.0|103,1197
8|1197|8|1197|sample|4|103|4|103|22.0,-3.71591,-3.20921e-09,9.02227e-09,-3.72866,-1.22397e-09,2.51082e-09,-3.72149,8.92619e-14,-2.34146e-13,0.0597878,2.44338e-08,2.92407e-08,22.0|103,1197
8|1197|8|1197|sample|11|103|11|103|28.0,-4.01578,-3.82346e-09,-4.39623e-09,-3.99597,2.26906e-09,1.31115e-09,-3.99972,-4.30767e-14,6.4726e-14,0.06093,2.6274e-08,3.25598e-08,28.0|103,1197
8|1197|8|1197|cc|1|1|103|1|103|69.0,-0.104855,-1.40811e-09,3.50504e-09,-0.0340244,6.34637e-10,-8.34657e-10,5.34643e-07,-7.07767e-16,-8.88178e-16,2.5267,2.2743e-08,3.19024e-08,69.0|103,1197
8|1197|8|1197|cc|2|1|103|1|103|69.0,0.109847,3.11666e-10,-4.37367e-09,0.177832,-4.14699e-09,1.26515e-09,-9.13355e-08,-5.30131e-15,2.66454e-15,2.42744,2.87439e-08,3.36994e-08,69.0|103,1197
8|1197|8|1197|cc|3|1|103|1|103|69.0,0.279082,1.79038e-09,6.63489e-10,-0.0503664,-2.14052e-09,2.35247e-09,1.44163e-07,2.44249e-15,-6.21725e-15,2.19719,2.63352e-08,3.0728e-08,69.0|103,1197
8|1197|8|1197|cc|4|1|103|1|103|69.0,0.18373,3.56858e-10,4.46855e-09,-0.00281126,1.52358e-09,2.10929e-09,-0.00290632,-1.70419e-13,-5.73053e-12,2.7137,2.58409e-08,3.12922e-08,69.0|103,1197
8|1197|8|1197|cc|5|1|103|1|103|69.0,-0.37326,-6.21786e-09,-3.50801e-10,0.134584,2.18892e-09,1.97836e-09,5.03451e-08,-9.63118e-15,2.66454e-15,2.51403,2.92693e-08,3.18133e-08,69.0|103,1197
8|1197|8|1197|cc|6|1|103|1|103|69.0,0.100515,2.25863e-09,1.78311e-09,0.245976,-2.57393e-10,-1.69247e-09,1.66839e-07,-2.98372e-15,-1.77636e-15,2.34955,2.78805e-08,3.11948e-08,69.0|103,1197
8|1197|8|1197|cc|7|1|103|1|103|69.0,0.0417271,-4.4902e-10,7.07307e-09,-0.235561,-3.12945e-09,1.27788e-09,-1.06719e-06,2.58127e-14,-1.68754e-14,2.71943,2.67207e-08,3.60181e-08,69.0|103,1197
8|1197|8|1197|cc|8|1|103|1|103|69.0,-0.0702876,-3.3201e-09,-3.4014e-09,-0.0225839,3.40779e-09,-5.32746e-09,1.37506e-07,4.59355e-15,-4.44089e-15,2.45326,2.35547e-08,3.35145e-08,69.0|103,1197
8|1197|8|1197|vc|1|2|103|2|103|69.0,-0.142767,1.39534e-09,3.19574e-09,0.18927,-2.22068e-09,5.13609e-09,2.794e-07,-7.02216e-15,8.88178e-16,2.67336,2.57807e-08,3.39014e-08,69.0|103,1197
8|1197|8|1197|vc|2|2|103|2|103|69.0,0.377081,-2.76424e-09,5.07409e-10,-0.0453487,2.93456e-09,3.7103e-09,-3.68176e-07,-2.63678e-15,8.88178e-16,2.52894,2.77713e-08,3.16564e-08,69.0|103,1197
8|1197|8|1197|vc|3|2|103|2|103|69.0,0.295965,4.86773e-09,-7.8703e-09,-0.0957859,5.44583e-11,-1.24093e-10,-2.98153e-08,-2.498e-16,-9.76996e-15,2.40595,2.74333e-08,3.17335e-08,69.0|103,1197
8|1197|8|1197|vc|4|2|103|2|103|69.0,0.381641,1.92908e-09,-9.36536e-10,-0.0431437,2.5272e-10,2.2797e-09,-1.10257e-07,3.23352e-15,1.06581e-14,2.4936,2.73548e-08,3.26464e-08,69.0|103,1197
8|1197|8|1197|vc|5|2|103|2|103|69.0,-0.112664,4.54471e-09,1.2352e-09,0.118302,-1.08872e-09,5.80771e-09,-7.16183e-08,1.22125e-15,-6.21725e-15,2.48954,2.59138e-08,3.1895e-08,69.0|103,1197
8|1197|8|1197|vc|6|2|103|2|103|69.0,-0.238518,7.51719e-10,2.06804e-09,-0.11538,2.13301e-09,-2.80827e-09,2.51718e-07,-1.7486e-15,-2.66454e-15,2.43819,2.54288e-08,2.8693e-08,69.0|103,1197
8|1197|8|1197|vc|7|2|103|2|103|69.0,-0.349944,9.65336e-10,-9.15923e-10,-0.128829,1.49293e-09,4.25322e-09,2.64382e-07,-5.6205e-15,6.21725e-15,2.40038,2.63358e-08,3.27432e-08,69.0|103,1197
8|1197|8|1197|vc|8|2|103|2|103|69.0,-0.0334636,2.06538e-10,3.19632e-09,-0.114116,4.1464e-09,-1.76819e-09,-2.1344e-07,7.77156e-16,-6.21725e-15,2.55187,3.04386e-08,3.07946e-08,69.0|103,1197
